Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SP1,10/11/13,Betis,Barcelona,1,4,A,0,2,A,16,11,5,8,18,12,9,0,3,2,0,0,11,6,1.25,11.5,6,1.23,9,6,1.25,10,6,1.25,12.65,6.51,1.27,10,5.5,1.29,10,6,1.29,12,6.5,1.29,35,12.75,10.87,6.51,5.85,1.29,1.26,23,1.44,1.37,3,2.89,19,1.5,2.22,2.13,1.79,1.75
SP1,22/11/13,Valladolid,Osasuna,0,1,A,0,0,D,7,10,3,3,8,17,6,1,4,4,0,0,2,3.4,3.75,1.95,3.3,4,2.05,3.3,3.5,2.05,3.3,3.6,2.04,3.49,4.09,2.05,3.25,3.8,2.05,3.4,3.75,2.05,3.4,4.1,37,2.05,2.01,3.47,3.34,4.26,3.86,34,2.3,2.18,1.75,1.67,20,-0.5,2.05,2.02,1.92,1.87
SP1,23/11/13,Almeria,Real Madrid,0,5,A,0,1,A,12,35,4,15,15,7,1,6,1,2,0,0,9.5,5.5,1.29,9.5,6,1.26,10.3,5.5,1.25,8.5,6,1.28,11.42,5.6,1.32,9,5,1.33,11,5.75,1.29,9.5,5.75,1.3,37,11.42,9.45,6,5.47,1.33,1.3,24,1.4,1.34,3.25,3.08,21,1.5,2.06,2.01,1.91,1.85
SP1,23/11/13,Ath Madrid,Getafe,7,0,H,2,0,H,24,2,13,1,10,12,8,3,2,2,0,1,1.22,5.75,13,1.26,5.25,12.5,1.3,5,9,1.26,5.5,11,1.28,6.25,12.85,1.29,5,11,1.22,6,15,1.25,6.25,15,36,1.3,1.25,6.26,5.68,15,11.86,30,1.71,1.64,2.3,2.21,21,-1.5,1.83,1.78,2.15,2.09
SP1,23/11/13,Barcelona,Granada,4,0,H,2,0,H,13,10,8,3,19,19,3,7,2,2,0,1,1.13,8.5,17,1.14,7.75,16,1.1,8,20,1.13,8.5,17,1.15,9.45,21.47,1.17,6.5,21,1.11,9.5,23,1.14,9,26,37,1.17,1.13,9.66,8.13,26,19.2,24,1.43,1.38,3.13,2.9,20,-2.5,2.23,2.15,1.77,1.74
SP1,23/11/13,Sociedad,Celta,4,3,H,1,2,A,23,10,12,5,11,24,7,3,2,2,0,1,1.67,3.6,5.25,1.67,3.75,5,1.7,3.6,4.7,1.7,3.6,5,1.77,3.81,5.19,1.73,3.5,5,1.67,3.8,5.5,1.75,3.8,5,37,1.77,1.71,3.87,3.65,5.5,4.88,34,1.88,1.8,2.07,1.99,19,-0.75,2,1.94,1.97,1.93
SP1,24/11/13,Elche,Valencia,2,1,H,0,0,D,9,25,3,8,14,10,2,7,3,2,0,0,2.75,3.3,2.5,2.85,3.2,2.5,2.75,3.3,2.4,2.87,3.3,2.4,3.16,3.26,2.52,3,3,2.5,3,3.3,2.45,3.1,3.3,2.5,37,3.16,2.92,3.35,3.21,2.55,2.46,32,2.37,2.22,1.73,1.64,19,0.25,1.8,1.76,2.19,2.13
SP1,24/11/13,Levante,Villarreal,0,3,A,0,1,A,5,23,1,9,17,17,5,4,1,1,1,0,3.5,3.3,2.1,3.6,3.3,2.05,3.1,3.3,2.2,3.3,3.25,2.2,3.88,3.41,2.13,3.4,3.2,2.2,3.5,3.25,2.2,3.9,3.4,2.1,37,3.9,3.47,3.45,3.29,2.2,2.13,34,2.28,2.16,1.75,1.68,19,0.5,1.83,1.77,2.21,2.12
SP1,24/11/13,Sevilla,Betis,4,0,H,2,0,H,16,8,4,1,16,21,3,1,1,4,0,1,1.67,3.75,5,1.7,3.8,4.75,1.7,3.7,4.5,1.72,3.75,4.5,1.77,4.11,4.75,1.75,3.4,5,1.75,3.8,4.5,1.75,4.1,4.8,37,1.77,1.72,4.11,3.76,5,4.69,32,1.7,1.64,2.35,2.22,20,-1,2.35,2.23,1.73,1.69
SP1,24/11/13,Vallecano,Espanol,1,4,A,0,1,A,16,8,4,5,15,12,7,3,3,3,1,0,2.4,3.3,2.88,2.45,3.1,3,2.3,3.3,2.9,2.37,3.3,2.9,2.49,3.38,3.1,2.5,3,3,2.5,3.3,2.9,2.55,3.3,3,36,2.55,2.45,3.38,3.26,3.11,2.88,33,2.15,2.04,1.84,1.77,19,-0.25,2.2,2.13,1.82,1.78
SP1,25/11/13,Malaga,Ath Bilbao,1,2,A,1,0,H,8,10,1,6,20,9,5,3,4,1,1,0,2.6,3.25,2.7,2.45,3.4,2.75,2.45,3.3,2.7,2.5,3.4,2.7,2.71,3.37,2.83,2.62,3.2,2.7,2.5,3.4,2.8,2.5,3.4,2.75,37,2.71,2.53,3.4,3.29,3,2.74,34,1.95,1.86,2.01,1.92,19,0,1.93,1.86,2.07,1.99
SP1,29/11/13,Getafe,Levante,1,0,H,0,0,D,15,11,2,1,15,19,4,5,3,1,0,0,1.83,3.4,4.5,1.85,3.4,4.33,1.85,3.45,4,1.9,3.4,4,1.9,3.57,4.67,1.91,3.3,4.33,1.95,3.4,4,1.95,3.6,4.3,38,1.95,1.88,3.57,3.42,4.75,4.29,34,2.28,2.03,1.87,1.77,21,-0.5,1.92,1.89,2.04,1.99
SP1,29/11/13,Villarreal,Malaga,1,1,D,1,0,H,7,8,3,3,12,11,9,8,1,4,0,0,1.44,4.33,7,1.45,4.1,7.5,1.55,3.9,5.6,1.53,4,6.5,1.49,4.58,7.68,1.5,4,7,1.57,4,6,1.5,4.4,7.5,38,1.55,1.48,4.56,4.18,7.91,7.05,34,1.89,1.83,2.05,1.96,22,-1,1.86,1.79,2.17,2.08
SP1,30/11/13,Celta,Almeria,3,1,H,1,1,D,17,6,6,3,11,12,7,3,1,2,0,0,1.91,3.4,4,1.9,3.4,4.1,2.05,3.3,3.5,2,3.4,3.75,1.92,3.59,4.55,1.95,3.3,4,1.95,3.4,4,1.95,3.5,4.33,38,2.05,1.91,3.53,3.4,4.62,4.1,35,2.02,1.92,1.95,1.87,20,-0.5,2,1.9,2.03,1.97
SP1,30/11/13,Elche,Ath Madrid,0,2,A,0,0,D,10,12,2,4,14,13,9,6,2,4,0,0,7,4,1.5,7.25,3.9,1.5,5.5,3.8,1.57,6.5,4,1.53,7.83,4.2,1.53,7,3.75,1.53,7,4,1.5,8,4.2,1.5,38,8,6.86,4.33,3.96,1.57,1.51,35,2.23,2.1,1.8,1.72,22,1,2.01,1.96,1.94,1.9
SP1,30/11/13,Espanol,Sociedad,1,2,A,1,0,H,13,15,4,6,17,12,5,7,4,3,0,0,2.2,3.4,3.2,2.2,3.25,3.3,2.2,3.3,3.1,2.3,3.3,3,2.24,3.43,3.54,2.3,3.1,3.3,2.3,3.4,3.13,2.25,3.4,3.5,38,2.31,2.24,3.42,3.3,3.5,3.2,35,2.1,2.02,1.85,1.77,20,-0.25,1.99,1.93,2.02,1.94
SP1,30/11/13,Real Madrid,Valladolid,4,0,H,2,0,H,26,9,12,3,6,8,10,1,1,1,0,0,1.13,8.5,17,1.13,8,17.5,1.1,8,20,1.14,8,17,1.15,10,19.68,1.14,7,21,1.13,9,19,1.15,9.5,19,38,1.15,1.13,10,8.57,24.12,17.98,24,1.3,1.23,4.33,3.95,22,-2.5,2.13,2.05,1.89,1.82
SP1,01/12/13,Ath Bilbao,Barcelona,1,0,H,0,0,D,15,11,6,2,16,10,4,5,3,4,0,0,5,4.2,1.6,5.5,4.1,1.57,6.1,4,1.5,5.5,4,1.57,5.3,4.19,1.68,5.5,3.5,1.67,6.25,4.33,1.5,5.25,4.2,1.67,38,6.1,5.32,4.33,3.99,1.69,1.61,24,1.6,1.53,2.5,2.37,21,1,1.87,1.8,2.14,2.07
SP1,01/12/13,Betis,Vallecano,2,2,D,1,0,H,12,9,4,5,21,16,8,4,3,5,0,0,1.91,3.4,4,1.95,3.3,4,1.9,3.45,3.8,1.95,3.5,3.75,2,3.62,4.1,1.95,3.3,4,1.95,3.6,3.8,2,3.6,4,38,2,1.93,3.62,3.44,4.2,3.92,35,1.86,1.79,2.12,2.01,20,-0.5,2,1.94,1.99,1.93
SP1,01/12/13,Granada,Sevilla,1,2,A,0,1,A,17,13,8,7,13,14,8,3,4,7,0,0,2.8,3.25,2.5,2.85,3.2,2.5,2.55,3.4,2.55,2.75,3.3,2.5,3.05,3.35,2.54,2.9,3,2.62,2.88,3.3,2.5,3,3.3,2.55,38,3.05,2.86,3.4,3.24,2.62,2.48,35,2.16,2.06,1.81,1.75,20,0,2.16,2.09,1.81,1.78
SP1,01/12/13,Valencia,Osasuna,3,0,H,1,0,H,24,6,11,1,15,11,7,1,1,1,0,1,1.4,4.5,8,1.45,4.2,7.25,1.5,4,6.1,1.5,4.2,6.5,1.48,4.58,7.99,1.5,4,7,1.44,4.33,8,1.45,4.5,8.5,36,1.5,1.44,4.58,4.28,8.5,7.2,33,1.88,1.8,2.1,1.99,20,-1.5,2.38,2.29,1.69,1.64
