Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA
SP2,06/04/02,Xerez,Leganes,3,3,D,1,2,A,1.5,3.3,6.1,1.45,3.3,5.5,1.5,3.4,6,1.45,3.6,6
SP2,07/04/02,Burgos,Sp Gijon,0,0,D,0,0,D,2.35,2.65,3,2.3,2.7,2.7,2.25,2.8,3.1,2.3,2.7,3
SP2,07/04/02,Eibar,Salamanca,0,1,A,0,0,D,2.15,2.7,3.45,2.2,2.7,2.9,2.1,2.75,3.5,2.3,2.7,3
SP2,07/04/02,Poli Ejido,Elche,0,0,D,0,0,D,2.22,2.75,3.1,2.4,2.6,2.7,2.375,2.8,2.875,2.5,2.6,2.85
SP2,07/04/02,Extremadura,Numancia,0,2,A,0,1,A,2.05,2.65,3.7,2.1,2.7,3,2,2.875,3.6,2.3,2.7,3
SP2,07/04/02,Gimnastic,Cordoba,1,0,H,0,0,D,2.2,2.8,3.1,2.2,2.7,2.9,2.375,2.8,2.875,2.5,2.6,2.85
SP2,07/04/02,Jaen,Recreativo,1,1,D,0,0,D,2.9,2.75,2.35,2.65,2.7,2.35,2.9,2.75,2.375,3,2.8,2.25
SP2,07/04/02,Oviedo,Albacete,0,0,D,0,0,D,1.8,2.95,4.15,1.9,2.8,3.4,1.909,2.875,4,2,2.8,3.6
SP2,07/04/02,Ferrol,Levante,1,2,A,0,1,A,1.7,3,4.7,1.7,2.9,4,1.667,3.1,5,1.7,3,4.75
SP2,07/04/02,Santander,Badajoz,3,0,H,0,0,D,1.53,3.3,5.6,1.6,2.9,4.4,1.615,3.1,5.5,1.65,3,5
SP2,13/04/02,Levante,Leganes,1,2,A,1,0,H,2.05,2.75,3.5,2.1,2.6,3.2,2.2,2.75,3.25,2.2,2.65,3.3
SP2,13/04/02,Recreativo,Eibar,1,0,H,0,0,D,1.58,3.1,5.6,1.6,3,4.6,1.667,3.1,5,1.6,3.25,5
SP2,14/04/02,Albacete,Extremadura,1,1,D,1,1,D,1.6,3.15,5.1,1.6,3,4.6,1.615,3.25,5,1.7,3.1,4.5
SP2,14/04/02,Ath Madrid,Xerez,0,0,D,0,0,D,1.67,3.1,4.6,1.75,2.9,3.8,1.727,3.1,4.5,1.8,2.9,4.3
SP2,14/04/02,Badajoz,Burgos,2,3,A,1,1,D,2.1,2.75,3.4,2.2,2.7,2.9,2.25,2.8,3.1,2.25,2.9,2.9
SP2,14/04/02,Cordoba,Oviedo,0,1,A,0,0,D,2.4,2.75,2.8,2.6,2.5,2.6,2.5,2.75,2.75,2.65,2.65,2.65
SP2,14/04/02,Elche,Gimnastic,1,0,H,0,0,D,1.65,3.15,4.75,1.6,3,4.6,1.615,3.1,5.5,1.7,3.1,4.5
SP2,14/04/02,Murcia,Poli Ejido,0,1,A,0,0,D,1.85,2.9,4,1.9,2.8,3.4,2,2.875,3.6,2.1,2.75,3.4
SP2,14/04/02,Numancia,Santander,0,1,A,0,1,A,2.4,2.65,2.9,2.6,2.5,2.6,2.5,2.75,2.75,2.6,2.75,2.6
SP2,14/04/02,Salamanca,Ferrol,3,1,H,1,0,H,1.95,2.75,3.85,2.1,2.6,3.2,2,2.875,3.6,2.1,2.85,3.25
SP2,14/04/02,Sp Gijon,Jaen,3,2,H,2,1,H,1.7,3.1,4.4,,,,1.8,3,4.333,1.9,3,3.6
SP2,20/04/02,Burgos,Numancia,1,1,D,0,1,A,2.02,2.9,3.45,2.2,2.7,2.9,2,2.875,3.6,2.1,2.75,3.4
SP2,20/04/02,Eibar,Sp Gijon,2,0,H,1,0,H,2.25,2.9,2.95,2.3,2.8,2.6,2.3,2.8,3,2.35,2.7,2.9
SP2,20/04/02,Poli Ejido,Ath Madrid,1,2,A,0,1,A,3.2,3.05,2.05,2.6,2.8,2.3,3.6,2.875,2,3.3,2.8,2.1
SP2,20/04/02,Extremadura,Cordoba,3,2,H,2,0,H,2.02,3,3.35,1.9,2.9,3.2,1.909,3,3.75,1.9,2.9,3.75,,,,,,
SP2,20/04/02,Gimnastic,Murcia,1,1,D,0,0,D,2.1,2.9,3.25,2.1,2.8,3,,,,2.1,2.85,3.25,,,,,,
SP2,20/04/02,Jaen,Badajoz,0,1,A,0,0,D,2.17,2.9,3.1,2.1,2.8,3,2.1,2.8,3.4,2.1,2.85,3.25,,,,,,
SP2,20/04/02,Leganes,Salamanca,3,1,H,1,1,D,2.1,2.9,3.25,1.9,2.8,3.4,2.2,2.7,3.3,2.1,2.75,3.35,,,,,,
SP2,20/04/02,Oviedo,Elche,3,6,A,0,3,A,1.75,3.1,4.25,1.85,3,3.3,1.8,2.875,4.5,1.75,3.05,4.2,,,,,,
SP2,20/04/02,Ferrol,Recreativo,1,1,D,0,0,D,2.65,2.85,2.5,2.6,2.8,2.3,,,,2.6,2.7,2.6,,,,,,
SP2,20/04/02,Santander,Albacete,3,1,H,0,0,D,1.62,3.3,4.85,1.65,3.1,4,1.667,3.25,4.5,1.6,3.2,5,,,,,,
SP2,20/04/02,Xerez,Levante,0,1,A,0,0,D,1.42,3.75,6.35,1.5,3.4,4.7,1.4,3.6,7.5,1.44,3.45,6.5,,,,,,
SP2,27/04/02,Ath Madrid,Gimnastic,3,3,D,1,1,D,1.35,4,6.85,1.4,3.5,5.6,,,,,,,,,,,,
SP2,27/04/02,Poli Ejido,Xerez,1,1,D,0,1,A,2.6,2.65,2.65,2.55,2.6,2.55,,,,,,,,,,,,
SP2,27/04/02,Elche,Extremadura,0,0,D,0,0,D,1.73,3.2,4,1.7,3,3.9,,,,,,,,,,,,
SP2,28/04/02,Albacete,Burgos,2,1,H,1,0,H,2,2.8,3.5,2.1,2.7,3.1,,,,,,,,,,,,
SP2,28/04/02,Badajoz,Eibar,0,1,A,0,0,D,2,2.7,3.7,2.1,2.6,3.3,,,,,,,,,,,,
SP2,28/04/02,Cordoba,Santander,0,4,A,0,1,A,2.7,2.7,2.5,2.6,2.6,2.5,,,,,,,,,,,,
SP2,28/04/02,Murcia,Oviedo,1,1,D,1,0,H,2.65,2.75,2.5,2.55,2.65,2.5,,,,,,,,,,,,
SP2,28/04/02,Numancia,Jaen,1,0,H,0,0,D,1.85,3,3.7,1.9,2.9,3.2,,,,,,,,,,,,
SP2,28/04/02,Recreativo,Leganes,1,2,A,1,0,H,1.48,3.45,5.75,1.55,3,5,,,,,,,,,,,,
SP2,28/04/02,Salamanca,Levante,0,1,A,0,0,D,1.85,3,3.75,,,,,,,,,,,,,,,
SP2,28/04/02,Sp Gijon,Ferrol,5,3,H,4,1,H,1.9,2.75,4,1.9,2.7,3.6,,,,,,,,,,,,
SP2,04/05/02,Eibar,Numancia,2,0,H,0,0,D,2,2.8,3.5,2.1,2.8,3,,,,,,,,,,,,
SP2,04/05/02,Extremadura,Murcia,0,2,A,0,2,A,1.95,2.9,3.5,1.85,2.8,3.5,,,,,,,,,,,,
SP2,04/05/02,Gimnastic,Poli Ejido,2,2,D,2,1,H,1.98,2.9,3.4,,,,,,,,,,,,,,,
SP2,04/05/02,Jaen,Albacete,1,0,H,0,0,D,2.1,2.95,3.05,2.1,3,2.8,,,,,,,,,,,,
SP2,04/05/02,Leganes,Sp Gijon,0,2,A,0,1,A,2.15,2.8,3.12,2.2,2.7,2.9,,,,,,,,,,,,
SP2,04/05/02,Santander,Elche,0,0,D,0,0,D,1.68,3.1,4.45,1.65,2.9,4.4,,,,,,,,,,,,
SP2,04/05/02,Xerez,Salamanca,0,2,A,0,1,A,1.6,3.15,5,1.6,3,4.5,,,,,,,,,,,,
SP2,05/05/02,Burgos,Cordoba,0,1,A,0,1,A,2.1,2.65,3.45,,,,,,,,,,,,,,,
SP2,05/05/02,Levante,Recreativo,0,1,A,0,0,D,2.68,2.8,2.42,,,,,,,,,,,,,,,
SP2,05/05/02,Oviedo,Ath Madrid,2,3,A,1,1,D,2.25,2.85,2.9,,,,,,,,,,,,,,,
SP2,05/05/02,Ferrol,Badajoz,1,0,H,1,0,H,2.05,2.55,3.8,,,,,,,,,,,,,,,
SP2,11/05/02,Ath Madrid,Extremadura,3,2,H,2,1,H,1.7,3.6,3.6,,,,,,,,,,,,,,,
SP2,11/05/02,Cordoba,Jaen,2,1,H,1,1,D,1.85,3.2,3.65,,,,,,,,,,,,,,,
SP2,11/05/02,Gimnastic,Xerez,2,1,H,2,0,H,2.7,3,2.35,,,,,,,,,,,,
SP2,11/05/02,Recreativo,Salamanca,2,0,H,2,0,H,1.5,3.5,5.65,,,,,,,,,,,,
SP2,11/05/02,Sp Gijon,Levante,0,1,A,0,1,A,1.8,3.35,3.65,,,,,,,,,,,,
SP2,12/05/02,Albacete,Eibar,0,0,D,0,0,D,1.95,2.85,3.8,,,,,,,,,,,,
SP2,12/05/02,Badajoz,Leganes,3,2,H,2,1,H,1.83,3,4,,,,,,,,,,,,
SP2,12/05/02,Poli Ejido,Oviedo,3,0,H,1,0,H,2.1,3.1,2.9,,,,,,,,,,,,
SP2,12/05/02,Elche,Burgos,2,0,H,1,0,H,1.65,3.2,4.75,,,,,,,,,,,,
SP2,12/05/02,Murcia,Santander,0,0,D,0,0,D,2.8,2.8,2.42,,,,,,,,,,,,
SP2,12/05/02,Numancia,Ferrol,4,0,H,3,0,H,1.7,3.2,4.5,,,,,,,,,,,,
SP2,18/05/02,Ferrol,Albacete,2,0,H,1,0,H,2,2.6,3.95,,,,,,,,,,,,
SP2,19/05/02,Burgos,Murcia,0,1,A,0,0,D,2.25,2.85,2.9,,,,,,,2.2,2.8,3.1,,,
SP2,19/05/02,Eibar,Cordoba,2,1,H,1,0,H,1.96,2.75,3.78,,,,,,,1.95,3,3.4,,,
SP2,19/05/02,Extremadura,Poli Ejido,1,1,D,1,0,H,2.05,2.95,3.22,,,,,,,2.1,2.95,3.1,,,
SP2,19/05/02,Jaen,Elche,0,1,A,0,0,D,2.35,3.35,2.42,,,,,,,2.2,3.4,2.55,,,
SP2,19/05/02,Leganes,Numancia,0,1,A,0,1,A,2.3,2.5,3.3,,,,,,,2.3,2.45,3.4,,,
SP2,19/05/02,Levante,Badajoz,0,1,A,0,0,D,1.98,2.8,3.65,,,,,,,1.83,2.8,4.33,,,
SP2,19/05/02,Oviedo,Gimnastic,0,2,A,0,1,A,2.22,3.4,2.55,,,,,,,2.25,3.25,2.6
SP2,19/05/02,Santander,Ath Madrid,1,0,H,0,0,D,2,2.85,3.5,,,,,,,2,2.8,3.55
SP2,19/05/02,Recreativo,Xerez,2,1,H,1,1,D,1.88,2.95,3.75,,,,,,,1.95,2.7,3.9
SP2,19/05/02,Salamanca,Sp Gijon,1,2,A,0,2,A,2.15,2.75,3.25,,,,,,,2.1,2.8,3.3
SP2,25/05/02,Albacete,Leganes,1,2,A,1,1,D,,,,,,,,,,,,
SP2,25/05/02,Ath Madrid,Burgos,1,1,D,1,1,D,,,,,,,,,,,,
SP2,25/05/02,Badajoz,Salamanca,2,2,D,1,1,D,,,,,,,,,,,,
SP2,25/05/02,Cordoba,Ferrol,1,1,D,0,0,D,,,,,,,,,,,,
SP2,25/05/02,Poli Ejido,Santander,1,0,H,0,0,D,,,,,,,,,,,,
SP2,25/05/02,Elche,Eibar,0,0,D,0,0,D,,,,,,,,,,,,
SP2,25/05/02,Gimnastic,Extremadura,3,1,H,0,0,D,,,,,,,,,,,,
SP2,25/05/02,Murcia,Jaen,3,0,H,0,0,D,,,,,,,,,,,,
SP2,25/05/02,Numancia,Levante,1,2,A,0,1,A,,,,,,,,,,,,
SP2,25/05/02,Sp Gijon,Recreativo,3,1,H,0,0,D,,,,,,,,,,,,
SP2,25/05/02,Xerez,Oviedo,2,1,H,0,1,A,,,,,,,,,,,,
