Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,26/12/12,Hibernian,Ross County,0,1,A,0,0,D,12,3,4,3,13,11,6,1,2,2,0,0,1.91,3.4,4,1.83,3.5,3.7,1.83,3.5,3.7,1.9,3.2,3.6,1.8,3.5,4.33,2.03,3.52,3.95,1.95,3.1,4.33,1.95,3.5,3.75,1.95,3.4,4.2,1.75,3.5,4.33,41,2.05,1.95,3.6,3.39,4.33,3.81,39,1.85,1.78,2.16,2.01,19,-0.5,2.06,2.01,1.89,1.86
SC0,26/12/12,Inverness C,St Mirren,2,2,D,1,1,D,17,10,7,2,9,12,4,5,0,3,0,0,1.85,3.4,4.33,1.85,3.4,3.75,1.85,3.4,3.75,1.85,3.2,3.8,1.83,3.6,4,1.88,3.78,4.27,1.91,3.1,4.5,1.91,3.5,3.8,1.87,3.7,4.2,1.73,3.6,4.33,41,1.91,1.85,3.8,3.48,4.5,4.09,39,1.82,1.74,2.15,2.06,20,-0.75,2.21,2.14,1.79,1.75
SC0,26/12/12,Kilmarnock,Hearts,1,0,H,1,0,H,3,10,1,4,11,7,2,6,2,3,0,0,2.8,3.25,2.5,2.65,3.25,2.4,2.65,3.25,2.4,2.6,3.1,2.5,2.62,3.25,2.62,2.89,3.37,2.58,2.7,3.1,2.7,2.8,3.2,2.5,2.8,3.3,2.62,2.7,3.3,2.5,41,2.9,2.75,3.37,3.22,2.66,2.52,39,2.18,2.05,1.83,1.75,22,0,2.12,2.03,1.85,1.81
SC0,26/12/12,Motherwell,Aberdeen,4,1,H,3,1,H,12,13,7,6,6,8,7,6,1,1,0,0,2.3,3.25,3.1,2.15,3.2,3.1,2.15,3.2,3.1,2.3,3.1,2.8,2.25,3.3,3.1,2.39,3.37,3.16,2.4,3.1,3.1,2.25,3.25,3.13,2.38,3.3,3.12,2.2,3.3,3,41,2.43,2.3,3.43,3.25,3.22,3.05,39,2.1,1.99,1.87,1.8,20,-0.25,2.08,2.02,1.88,1.85
SC0,29/12/12,Dundee,Aberdeen,1,3,A,0,0,D,11,12,4,7,9,5,4,5,0,3,0,0,4.33,3.5,1.83,3.75,3.4,1.85,3.75,3.4,1.85,3.8,3.2,1.85,4,3.4,1.91,4.8,3.5,1.86,4.2,3.3,1.91,4.2,3.3,1.91,4.75,3.3,1.91,4.33,3.5,1.83,41,4.8,4.26,3.6,3.41,1.95,1.84,39,2.19,2.08,1.8,1.72,20,0.5,2.06,2,1.97,1.86
SC0,29/12/12,Hibernian,Celtic,1,0,H,1,0,H,6,14,2,7,10,9,2,6,3,1,0,0,8.5,4.75,1.36,6.75,4.2,1.4,6.75,4.2,1.4,6.5,4,1.4,8,4.5,1.4,9.3,4.93,1.39,8.5,4.33,1.4,8.5,4.33,1.4,9,4.8,1.4,8.5,4.75,1.36,41,9.9,8.07,5,4.54,1.44,1.38,29,1.75,1.64,2.3,2.18,21,1.25,2,1.96,1.95,1.91
SC0,29/12/12,Motherwell,Kilmarnock,2,2,D,0,1,A,20,7,13,6,10,11,11,5,1,1,0,0,1.91,3.4,4,1.85,3.3,3.9,1.85,3.3,3.9,1.9,3.2,3.6,1.91,3.4,4,1.97,3.77,3.88,2,3.2,4,2,3.2,4,2,3.6,3.9,1.95,3.6,3.75,41,2,1.93,3.78,3.45,4,3.82,38,1.82,1.74,2.2,2.05,20,-0.5,1.98,1.94,1.97,1.93
SC0,29/12/12,St Johnstone,Inverness C,0,0,D,0,0,D,10,4,4,1,8,15,6,5,1,3,0,0,2.5,3.4,2.7,2.4,3.2,2.7,2.4,3.2,2.7,2.3,3.1,2.8,2.5,3.4,2.7,2.53,3.63,2.78,2.62,3.1,2.8,2.62,3.1,2.8,2.62,3.5,2.75,2.5,3.5,2.7,41,2.62,2.49,3.63,3.3,2.88,2.73,38,1.84,1.73,2.18,2.07,22,0,1.85,1.81,2.12,2.04
SC0,30/12/12,Dundee United,St Mirren,3,4,A,2,1,H,9,7,5,6,10,10,8,4,0,2,1,0,1.91,3.4,4,1.78,3.4,4.1,1.78,3.4,4.1,1.8,3.2,4,1.83,3.6,4,1.96,3.63,4.05,2,3.3,3.8,2,3.3,3.8,1.95,3.6,4,1.91,3.5,4,38,2.03,1.93,3.75,3.42,4.1,3.79,35,1.9,1.8,2.1,1.98,18,-0.5,2.03,1.96,1.95,1.91
SC0,02/01/13,Aberdeen,Dundee United,2,2,D,1,2,A,13,7,7,3,8,12,7,5,1,0,0,0,2.4,3.2,3,2.25,3.2,2.9,2.25,3.2,2.9,2.3,3.1,2.8,2.25,3.3,3.1,2.44,3.31,3.14,2.5,3.2,2.88,2.3,3.4,3,2.5,3.25,3.1,2.25,3.3,3.1,36,2.5,2.34,3.4,3.25,3.24,2.97,34,2.08,1.99,1.9,1.8,19,0,1.72,1.67,2.29,2.2
SC0,02/01/13,Celtic,Motherwell,1,0,H,0,0,D,18,8,10,2,4,7,12,5,4,2,0,0,1.36,4.75,8.5,1.3,4.75,8.25,1.3,4.75,8.25,1.35,4.2,7.5,1.36,4.6,8.5,1.39,5.04,8.83,1.4,4.5,8,1.3,5,9,1.4,4.8,9,1.3,5.4,9,35,1.4,1.36,5.4,4.68,9.2,8.16,28,1.74,1.64,2.26,2.17,17,-1.25,1.9,1.87,2.05,2
SC0,02/01/13,St Johnstone,Dundee,1,0,H,1,0,H,6,5,2,1,14,13,4,4,2,2,0,0,1.53,4,6,1.5,3.75,6,1.5,3.75,6,1.5,3.8,5.5,1.57,3.75,6,1.57,4.12,6.63,1.62,4,5,1.53,4,6.25,1.57,4,6.5,1.57,4,5.5,36,1.62,1.54,4.12,3.87,6.7,5.99,34,2.02,1.94,1.92,1.84,18,-0.75,1.76,1.69,2.27,2.18
SC0,02/01/13,St Mirren,Kilmarnock,1,1,D,0,1,A,14,4,8,2,9,12,8,4,1,2,0,0,2.6,3.25,2.7,2.5,3.2,2.6,2.5,3.2,2.6,2.55,3.1,2.55,2.5,3.3,2.75,2.5,3.51,2.9,2.62,3.25,2.62,2.6,3.25,2.75,2.55,3.4,2.8,2.5,3.3,2.7,36,2.64,2.52,3.52,3.23,2.89,2.73,34,1.99,1.9,1.97,1.88,19,0,1.87,1.81,2.11,2.03
SC0,03/01/13,Hearts,Hibernian,0,0,D,0,0,D,7,6,2,2,14,12,13,1,0,3,0,0,2.1,3.4,3.4,2.05,3.3,3.25,2.05,3.3,3.25,2.1,3.1,3.2,2.25,3.3,3.1,2.13,3.45,3.69,2.15,3.25,3.4,2.2,3.3,3.2,2.2,3.3,3.6,2.2,3.3,3.2,36,2.25,2.12,3.48,3.29,3.85,3.36,34,2.02,1.92,1.94,1.86,16,-0.5,2.27,2.06,1.85,1.78
SC0,19/01/13,Celtic,Hearts,4,1,H,2,0,H,13,3,9,2,9,6,8,2,0,2,0,0,1.29,5.5,9.5,1.26,5,9.5,1.26,5,9.5,1.3,4.4,8.5,1.28,5.5,10,1.32,5.29,11.98,1.33,4.5,11,1.3,5.25,9.5,1.3,5.25,12,1.29,5.5,10,38,1.33,1.3,5.64,5.05,11,9.54,28,1.77,1.67,2.22,2.1,20,-1.5,2,1.95,1.96,1.9
SC0,19/01/13,Hibernian,Dundee,1,1,D,0,1,A,14,9,7,5,14,15,8,0,1,1,0,0,1.57,4,5.5,1.53,3.8,5.5,1.53,3.8,5.5,1.5,3.8,5.5,1.57,4,5.5,1.7,3.97,5.3,1.73,3.5,5,1.62,3.8,5,1.7,3.9,5.25,1.62,3.8,5.5,35,1.73,1.64,4,3.71,5.5,5.21,32,1.99,1.88,1.96,1.9,18,-1,2.3,2.16,1.75,1.71
SC0,19/01/13,Inverness C,Aberdeen,3,0,H,0,0,D,11,9,6,4,11,12,4,3,1,4,0,0,2.5,3.3,2.75,2.35,3.3,2.7,2.35,3.3,2.7,2.3,3.2,2.75,2.37,3.4,2.87,2.6,3.56,2.74,2.62,3.1,2.8,2.5,3.25,2.8,2.55,3.5,2.8,2.4,3.4,2.88,38,2.68,2.47,3.56,3.29,2.88,2.74,34,1.85,1.77,2.11,2.02,20,0,1.89,1.83,2.08,2.01
SC0,19/01/13,Kilmarnock,Dundee United,2,3,A,1,1,D,7,7,3,4,10,6,6,9,1,0,0,0,2.8,3.3,2.5,2.65,3.2,2.45,2.65,3.2,2.45,2.55,3.1,2.55,2.8,3.25,2.5,3.05,3.52,2.39,3,3.2,2.4,2.8,3.2,2.5,3,3.5,2.4,2.88,3.4,2.4,38,3.05,2.84,3.52,3.24,2.55,2.43,35,1.96,1.86,2.02,1.92,20,0,2.22,2.12,1.82,1.74
SC0,19/01/13,St Mirren,Ross County,1,4,A,0,1,A,8,15,5,11,6,10,4,4,1,1,0,0,2.1,3.4,3.4,2.05,3.25,3.3,2.05,3.25,3.3,2.1,3.1,3.2,2.25,3.2,3.2,2.17,3.54,3.5,2.25,3.2,3.3,2.25,3.3,3,2.2,3.4,3.4,2.25,3.3,3.2,38,2.3,2.18,3.54,3.28,3.55,3.23,35,2.02,1.92,1.94,1.86,18,-0.25,1.93,1.86,2.06,2
SC0,20/01/13,Motherwell,St Johnstone,3,2,H,2,0,H,8,18,6,9,12,16,4,7,0,1,0,0,2,3.4,3.75,1.95,3.3,3.5,1.95,3.3,3.5,1.9,3.2,3.6,2,3.4,3.75,2.1,3.53,3.71,2.15,3.2,3.5,2,3.4,3.6,2.1,3.4,3.6,2.05,3.4,3.6,38,2.15,2.05,3.53,3.29,3.75,3.55,35,2.03,1.95,1.92,1.83,17,-0.25,1.87,1.83,2.08,2.04
SC0,22/01/13,Celtic,Dundee United,4,0,H,2,0,H,22,6,10,1,15,8,11,3,0,2,0,0,1.33,5,9,1.26,5.5,8,1.26,5.5,8,1.25,4.8,9.5,1.33,5,10,1.33,5.48,10.4,1.3,5,10,1.3,5.25,9,1.33,5.25,10.5,1.3,5,10,39,1.36,1.32,5.5,5.04,10.5,8.88,28,1.63,1.55,2.5,2.33,22,-1.5,2.1,2.03,1.91,1.83
SC0,26/01/13,Dundee United,Ross County,1,1,D,0,0,D,10,7,3,5,5,8,6,4,0,2,0,0,1.83,3.5,4.33,1.8,3.4,4,1.8,3.4,4,1.8,3.2,4,1.83,3.5,4.33,1.95,3.68,4.07,1.91,3.3,4.2,1.9,3.5,4,1.91,3.6,4.2,1.85,3.5,4.2,38,1.95,1.87,3.75,3.47,4.33,4.01,35,1.86,1.77,2.1,2.01,17,-0.5,1.97,1.91,1.99,1.96
SC0,27/01/13,Aberdeen,Hibernian,0,0,D,0,0,D,14,3,3,3,11,10,6,4,1,4,0,0,2.05,3.4,3.5,2,3.25,3.4,2,3.25,3.4,2,3.2,3.3,2.15,3.4,3.3,2.08,3.56,3.76,2.15,3.2,3.5,2.1,3.3,3.4,2.05,3.5,3.7,2.1,3.4,3.4,35,2.15,2.04,3.56,3.34,3.76,3.5,33,2.04,1.93,1.92,1.85,16,-0.25,1.82,1.73,2.22,2.13
SC0,27/01/13,Dundee,Kilmarnock,0,0,D,0,0,D,4,4,2,3,5,7,8,5,0,2,0,0,3.1,3.25,2.3,3,3.3,2.15,3,3.3,2.15,3.2,3.1,2.1,3.1,3.3,2.3,3.18,3.42,2.36,3.1,3.1,2.4,3,3.3,2.3,3.12,3.4,2.38,3,3.3,2.38,36,3.2,3.01,3.42,3.25,2.42,2.31,34,2,1.9,1.97,1.89,19,0,2.29,2.2,1.72,1.66
SC0,30/01/13,Celtic,Kilmarnock,4,1,H,1,0,H,20,6,10,4,5,8,10,0,1,1,0,0,1.2,6,15,1.2,6.25,9.5,1.2,6.25,9.5,1.22,5,10,1.22,6,12,1.24,6.48,13.98,1.22,5.5,15,1.2,6,13,1.22,6.5,15,1.22,6,12,38,1.25,1.21,7,5.88,15.5,12.42,27,1.65,1.55,2.5,2.35,18,-1.75,1.91,1.86,2.05,2.01
SC0,30/01/13,Hearts,Dundee,1,0,H,0,0,D,24,3,13,0,7,9,8,1,1,1,0,0,1.62,3.75,5.5,1.55,3.75,5.25,1.55,3.75,5.25,1.55,3.7,5,1.57,4,5.5,1.69,3.8,5.82,1.67,3.4,6,1.53,4.33,5.5,1.65,3.9,5.75,1.62,3.75,5.5,38,1.69,1.62,4.33,3.72,6.2,5.42,31,2.25,2.14,1.75,1.67,21,-1,2.29,2.19,1.77,1.69
SC0,30/01/13,Ross County,Hibernian,1,0,H,1,0,H,8,6,4,4,12,11,0,1,2,1,0,0,2.4,3.4,2.8,2.25,3.3,2.85,2.25,3.3,2.85,2.4,3.1,2.7,2.6,3.3,2.62,2.64,3.39,2.84,2.5,3.2,2.8,2.5,3.2,2.8,2.6,3.3,2.8,2.5,3.3,2.75,34,2.64,2.5,3.4,3.25,2.9,2.75,32,2.1,1.93,1.94,1.84,19,0,1.88,1.83,2.08,2
SC0,30/01/13,St Johnstone,Aberdeen,3,1,H,1,1,D,7,11,5,5,7,10,3,6,1,2,0,0,2.5,3.4,2.7,2.4,3.25,2.65,2.4,3.25,2.65,2.4,3.1,2.7,2.4,3.4,2.8,2.61,3.37,2.85,2.5,3.2,2.88,2.4,3.3,2.88,2.55,3.3,2.88,2.4,3.3,2.88,38,2.62,2.48,3.45,3.25,2.9,2.77,36,2.2,2.08,1.81,1.72,21,0,1.87,1.8,2.08,2.03
SC0,30/01/13,St Mirren,Inverness C,2,1,H,1,1,D,10,8,7,7,9,11,6,7,0,1,0,0,2.88,3.4,2.38,2.65,3.2,2.45,2.65,3.2,2.45,2.8,3.1,2.3,2.7,3.4,2.5,2.81,3.55,2.55,3,3.2,2.4,2.88,3.3,2.38,2.9,3.4,2.45,3,3.3,2.3,38,3,2.8,3.55,3.3,2.55,2.42,36,1.78,1.71,2.25,2.09,21,0,2.2,2.03,1.86,1.8
SC0,02/02/13,Ross County,Hearts,2,2,D,1,1,D,9,12,5,7,13,9,9,7,3,1,0,0,2.88,3.4,2.38,2.7,3.1,2.45,2.7,3.1,2.45,2.7,3.1,2.4,2.7,3.3,2.6,3.1,3.31,2.47,2.88,3,2.3,2.8,3.25,2.5,3,3.3,2.45,2.62,3.3,2.5,36,3.1,2.8,3.4,3.2,2.6,2.47,29,2.21,2.09,1.81,1.72,17,0,2.22,2.14,1.75,1.72
SC0,08/02/13,Dundee,Ross County,0,2,A,0,0,D,7,6,5,3,6,11,3,3,2,2,0,0,3.1,3.25,2.3,2.9,3,2.35,2.9,3,2.35,2.6,3.1,2.5,2.9,3.3,2.37,3.27,3.3,2.4,2.88,3.2,2.38,2.88,3.25,2.4,3.2,3.2,2.45,2.8,3.3,2.5,39,3.32,2.98,3.31,3.21,2.5,2.36,32,2.34,2.24,1.71,1.63,22,0,2.32,2.21,1.75,1.68
SC0,09/02/13,Aberdeen,St Mirren,0,0,D,0,0,D,7,9,3,6,13,14,8,7,2,3,1,0,2,3.5,3.6,1.91,3.4,3.5,1.91,3.4,3.5,1.9,3.2,3.6,2.05,3.3,3.6,2.09,3.52,3.74,2.1,3.3,3.5,2.05,3.4,3.5,2.1,3.5,3.7,2.1,3.4,3.4,37,2.1,2.02,3.51,3.36,3.95,3.56,32,2,1.92,1.95,1.86,19,-0.25,1.79,1.74,2.19,2.12
SC0,09/02/13,Dundee United,Hearts,3,1,H,1,0,H,3,8,1,4,3,5,2,4,1,3,0,1,2.3,3.4,3,2.2,3.25,2.95,2.2,3.25,2.95,2.2,3.1,3,2.37,3.25,3,2.54,3.35,2.97,2.6,3.2,2.75,2.4,3.3,2.88,2.5,3.3,3,2.3,3.4,3,36,2.6,2.37,3.4,3.24,3.2,2.92,31,2.1,1.98,1.91,1.81,19,0,1.82,1.74,2.25,2.1
SC0,09/02/13,Inverness C,Celtic,1,3,A,1,1,D,7,12,4,7,7,16,5,8,0,0,0,0,5.5,3.75,1.62,5.5,3.75,1.53,5.5,3.75,1.53,4.8,3.6,1.6,6,4,1.53,5.36,4.16,1.66,5,4.2,1.53,5.5,4,1.53,6.25,3.9,1.65,5.75,4,1.57,38,6,5.31,4.2,3.88,1.67,1.6,25,1.63,1.55,2.52,2.34,21,1,1.84,1.77,2.16,2.08
SC0,09/02/13,Kilmarnock,Motherwell,2,0,H,1,0,H,9,13,4,7,8,14,1,9,1,2,0,2,3.1,3.5,2.2,2.9,3.2,2.25,2.9,3.2,2.25,3,3.1,2.2,3,3.4,2.3,3.24,3.54,2.28,3.1,3.1,2.38,3,3.4,2.25,3.12,3.4,2.3,3,3.4,2.3,37,3.25,3.06,3.55,3.31,2.38,2.24,32,1.86,1.79,2.1,1.99,19,0.25,1.97,1.92,1.99,1.93
SC0,11/02/13,Hibernian,St Johnstone,1,3,A,0,2,A,8,9,1,5,16,21,6,3,2,3,0,0,2.4,3.4,2.8,2.4,3.2,2.7,2.4,3.2,2.7,2.4,3.1,2.7,2.4,3.3,2.9,2.59,3.32,2.93,2.62,3.1,2.75,2.5,3.13,2.8,2.62,3.4,2.9,2.5,3.3,2.8,31,2.62,2.46,3.4,3.21,3,2.82,23,2.23,2.12,1.77,1.66,18,0,1.87,1.8,2.09,2.02
SC0,13/02/13,Inverness C,Kilmarnock,1,1,D,1,0,H,13,2,7,1,10,11,9,4,1,0,0,0,1.8,3.75,4.2,1.83,3.4,3.9,1.83,3.4,3.9,1.85,3.2,3.8,1.83,3.4,4.33,1.84,3.94,4.26,1.85,3.6,4,1.8,3.5,4.33,1.83,3.9,4.2,1.91,3.4,4,37,1.91,1.83,3.84,3.51,4.45,4.13,25,1.75,1.65,2.32,2.15,18,-0.75,2.12,2.07,1.83,1.79
SC0,15/02/13,Aberdeen,Dundee,1,0,H,1,0,H,7,9,3,4,10,10,4,4,0,1,0,0,1.5,4,7,1.5,4,5.5,1.5,4,5.5,1.5,3.8,5.5,1.53,3.8,6.5,1.53,4.18,7.55,1.5,3.75,6.5,1.5,4,7,1.53,4.1,7,1.53,4,6.5,37,1.57,1.52,4.2,3.9,7.2,6.52,34,2.12,2.02,1.87,1.78,21,-1,2.05,1.97,1.95,1.87
SC0,16/02/13,Celtic,Dundee United,6,2,H,3,1,H,20,5,7,4,6,5,5,4,2,0,0,0,1.3,5.5,9,1.3,4.75,8.25,1.3,4.75,8.25,1.33,4.2,8,1.33,5.5,8,1.33,5.55,10.04,1.36,4.5,9,1.33,5.25,8,1.36,5.5,9.5,1.33,5,9,35,1.36,1.32,5.55,5.03,10.04,8.83,22,1.62,1.53,2.56,2.36,19,-1.5,2.06,2,1.91,1.85
SC0,16/02/13,Hearts,Kilmarnock,0,3,A,0,1,A,11,6,7,5,11,9,12,3,1,1,0,0,1.91,3.4,4,1.9,3.4,3.6,1.9,3.4,3.6,2,3.2,3.3,2,3.3,3.75,1.92,3.67,4.23,1.91,3.4,4,1.9,3.4,4,1.9,3.6,4.2,1.95,3.4,3.8,35,2,1.91,3.67,3.38,4.25,3.91,31,2.08,1.98,1.91,1.8,16,-0.5,1.97,1.9,2.02,1.96
SC0,16/02/13,Motherwell,Inverness C,3,0,H,1,0,H,14,9,4,2,12,9,3,3,0,2,0,0,2.2,3.4,3.2,2.1,3.2,3.2,2.1,3.2,3.2,2.1,3.1,3.2,2.2,3.4,3.2,2.24,3.62,3.24,2.3,3.2,3.2,2.2,3.4,3.13,2.25,3.5,3.2,2.2,3.4,3.2,35,2.3,2.2,3.61,3.33,3.4,3.14,31,1.83,1.75,2.15,2.04,17,-0.25,1.99,1.95,1.96,1.91
SC0,16/02/13,Ross County,St Johnstone,1,0,H,1,0,H,8,13,4,7,9,14,3,9,1,3,0,0,2.8,3.25,2.5,2.65,3.25,2.4,2.65,3.25,2.4,2.5,3.1,2.6,2.62,3.3,2.6,2.88,3.34,2.61,2.88,3.1,2.5,2.6,3.25,2.63,2.8,3.25,2.62,2.7,3.25,2.62,35,3.14,2.81,3.5,3.23,2.63,2.47,30,2.13,2.04,1.85,1.76,19,0,2.23,2.08,1.84,1.77
SC0,16/02/13,St Mirren,Hibernian,0,1,A,0,0,D,2,6,1,2,5,12,4,2,1,2,0,0,2.3,3.3,3.1,2.3,3.25,2.8,2.3,3.25,2.8,2.3,3.1,2.8,2.3,3.4,3,2.27,3.45,3.33,2.3,3.2,3.2,2.3,3.25,3,2.3,3.4,3.25,2.38,3.3,3,32,2.38,2.27,3.45,3.26,3.33,3.08,28,2.04,1.95,1.91,1.83,18,0,1.7,1.65,2.39,2.25
SC0,19/02/13,Motherwell,Dundee United,0,1,A,0,1,A,11,10,6,7,6,8,7,4,1,2,0,0,2,3.6,3.5,2.1,3.3,3.1,2.1,3.3,3.1,2.1,3.2,3.1,2.2,3.3,3.3,2.09,3.71,3.6,2.1,3.4,3.4,2.1,3.4,3.4,2.1,3.6,3.5,2.2,3.4,3.1,38,2.2,2.08,3.74,3.41,3.59,3.38,36,1.8,1.71,2.24,2.11,20,-0.25,1.9,1.79,2.15,2.08
SC0,19/02/13,St Johnstone,Celtic,1,1,D,0,1,A,6,12,3,8,17,10,2,8,3,1,0,0,7,4.33,1.44,6,4.1,1.45,6,4.1,1.45,6,3.9,1.45,7,4.2,1.45,7.67,4.83,1.45,7.5,4.2,1.44,6.5,4,1.5,7,4.5,1.5,7.5,4.5,1.4,39,7.5,6.74,4.62,4.21,1.51,1.47,37,1.83,1.73,2.2,2.08,22,1,2.1,2.03,1.9,1.84
SC0,23/02/13,Hearts,Inverness C,2,3,A,0,1,A,13,5,4,2,16,17,7,4,2,3,0,0,2.3,3.3,3.1,2.2,3.2,3,2.2,3.2,3,2.3,3.1,2.8,2.37,3.3,2.9,2.22,3.59,3.31,2.3,3.2,3.1,2.3,3.25,3,2.3,3.5,3.25,2.38,3.4,2.88,37,2.38,2.28,3.59,3.26,3.31,3.06,34,2,1.9,1.94,1.88,19,0,1.75,1.63,2.4,2.29
SC0,23/02/13,Kilmarnock,Aberdeen,1,1,D,1,1,D,8,14,4,6,7,10,11,8,0,1,0,0,2.9,3.3,2.4,2.7,3.2,2.4,2.7,3.2,2.4,2.7,3.1,2.4,2.75,3.3,2.5,3,3.45,2.46,2.9,3.1,2.5,2.63,3.25,2.6,3,3.4,2.5,2.8,3.3,2.5,37,3,2.83,3.45,3.23,2.6,2.43,34,2.06,1.97,1.9,1.81,19,0,2.19,2.1,1.85,1.75
SC0,23/02/13,Ross County,Motherwell,3,0,H,1,0,H,11,6,7,3,8,13,3,3,2,2,0,0,3.1,3.4,2.25,2.8,3.25,2.3,2.8,3.25,2.3,3,3.1,2.2,2.87,3.4,2.37,3.28,3.51,2.27,3.1,3.1,2.4,3.13,3.3,2.25,3.2,3.4,2.4,3,3.3,2.38,35,3.29,3.05,3.49,3.24,2.4,2.29,34,2,1.92,1.94,1.86,18,0.25,1.93,1.89,2.06,1.98
SC0,23/02/13,St Johnstone,St Mirren,1,0,H,0,0,D,11,7,3,2,12,12,7,6,3,1,0,0,2.2,3.3,3.25,2.05,3.3,3.2,2.05,3.3,3.2,2.1,3.1,3.2,2.2,3.3,3.25,2.22,3.52,3.37,2.3,3.1,3.2,2.2,3.3,3.2,2.3,3.5,3.3,2.15,3.3,3.4,37,2.3,2.19,3.54,3.25,3.4,3.21,34,2.15,2.03,1.83,1.76,18,-0.25,1.97,1.91,2.01,1.96
SC0,24/02/13,Celtic,Dundee,5,0,H,1,0,H,22,7,9,2,15,10,3,6,1,1,0,1,1.11,8.5,23,1.12,7.25,14.5,1.12,7.25,14.5,1.12,6.5,14,1.14,7.5,19,,,,1.14,7,21,1.13,7,21,1.14,8.5,23,1.12,8,23,35,1.17,1.12,9,7.83,26,18.1,22,1.45,1.38,3.1,2.77,17,-2.25,1.99,1.83,2.11,2.04
SC0,24/02/13,Dundee United,Hibernian,2,2,D,1,1,D,8,11,2,6,11,16,4,3,2,1,0,0,1.95,3.5,3.8,1.9,3.4,3.6,1.9,3.4,3.6,1.9,3.2,3.6,1.95,3.6,3.8,1.99,3.66,3.93,2,3.3,3.8,2,3.5,3.4,2,3.6,3.9,1.91,3.5,4,31,2,1.94,3.67,3.42,4.1,3.73,30,1.83,1.74,2.15,2.05,16,-0.5,2,1.93,1.99,1.94
SC0,26/02/13,Aberdeen,Ross County,0,1,A,0,0,D,10,7,6,6,15,13,4,4,0,0,0,0,2,3.25,3.9,1.91,3.4,3.5,1.91,3.4,3.5,2,3.2,3.3,2.1,3.25,3.6,2.14,3.45,3.72,2.2,3.2,3.4,1.95,3.3,3.75,2.15,3.4,3.8,2.1,3.3,3.6,38,2.2,2.09,3.45,3.26,3.9,3.51,36,2.2,2.08,1.8,1.72,19,-0.25,1.88,1.85,2.08,2.03
SC0,27/02/13,Dundee,St Johnstone,2,2,D,1,1,D,10,7,5,4,11,15,4,9,1,4,1,0,4.2,3.3,1.91,3.7,3.3,1.9,3.7,3.3,1.9,4,3.2,1.8,3.75,3.4,2,4.39,3.52,1.93,4,3.4,1.91,4,3.4,1.9,4.4,3.5,1.92,3.75,3.4,2,35,4.39,3.97,3.55,3.32,2,1.92,34,2.23,2.13,1.8,1.69,16,0.5,1.99,1.94,1.98,1.92
SC0,27/02/13,Hibernian,Kilmarnock,2,2,D,0,0,D,12,13,4,7,13,7,8,2,1,1,0,0,2.3,3.3,3.1,2.15,3.2,3.1,2.15,3.2,3.1,2.2,3.1,3,2.3,3.3,3.1,2.3,3.5,3.23,2.3,3.2,3.2,2.25,3.25,3.13,2.3,3.5,3.2,2.3,3.3,3.1,32,2.35,2.28,3.5,3.24,3.25,3.11,31,2.06,1.98,1.91,1.8,15,0,1.7,1.65,2.32,2.25
SC0,27/02/13,Inverness C,Dundee United,0,0,D,0,0,D,9,9,7,2,10,8,4,3,1,1,0,0,2.4,3.5,2.75,2.45,3.2,2.65,2.45,3.2,2.65,2.2,3.1,3,2.4,3.4,2.8,2.42,3.68,2.9,2.4,3.3,2.9,2.38,3.3,2.88,2.4,3.7,2.9,2.5,3.4,2.75,35,2.5,2.38,3.68,3.34,3,2.85,26,1.68,1.59,2.4,2.27,17,0,1.79,1.75,2.19,2.11
SC0,27/02/13,Motherwell,Celtic,2,1,H,1,0,H,6,10,3,5,14,11,4,2,0,2,0,0,6,4,1.55,5.25,3.8,1.55,5.25,3.8,1.55,5,3.7,1.55,6,3.75,1.57,6.45,4.32,1.56,6,3.8,1.57,5.5,3.8,1.57,6.5,4.3,1.55,6.5,4,1.53,35,7,6.03,4.32,3.88,1.62,1.54,28,1.71,1.62,2.32,2.2,17,1,1.99,1.94,1.97,1.92
SC0,27/02/13,St Mirren,Hearts,2,0,H,2,0,H,4,13,2,8,8,15,3,5,0,1,0,0,2.7,3.25,2.6,2.55,3.25,2.5,2.55,3.25,2.5,2.6,3.1,2.5,2.6,3.25,2.7,2.83,3.42,2.6,2.8,3.1,2.62,2.75,3.2,2.6,2.88,3.4,2.6,2.62,3.3,2.62,35,2.88,2.72,3.42,3.21,2.7,2.54,34,2.13,2.02,1.84,1.77,17,0,2.11,2.03,1.95,1.82
