Id,name,key,place_id,code,alt_names,country_id,region_id,city_id,pop,popm,area,m,c,d,created_at,updated_at
369,Lausanne,lausanne,686,,,136,62,,,,,False,False,False,2014-10-17T00:53:57.0110460-04:00,2014-10-17T00:53:57.0110460-04:00
370,Sitten,sitten,688,,,136,63,,,,,False,False,False,2014-10-17T00:53:57.0217490-04:00,2014-10-17T00:53:57.0217490-04:00
371,GenÃ¨ve,geneve,690,,,136,64,,,,,False,False,False,2014-10-17T00:53:57.0331700-04:00,2014-10-17T00:53:57.0331700-04:00
372,Bellinzona,bellinzona,692,,,136,65,,,,,False,False,False,2014-10-17T00:53:57.0423740-04:00,2014-10-17T00:53:57.0423740-04:00
373,Winterthur,winterthur,693,,,136,47,,,,,False,False,False,2014-10-17T00:53:57.0563980-04:00,2014-10-17T00:53:57.0563980-04:00
374,Thun,thun,694,,,136,57,,,,,False,False,False,2014-10-17T00:53:57.0606810-04:00,2014-10-17T00:53:57.0606810-04:00
375,Biel-Bienne,biel,695,,,136,57,,,,,False,False,False,2014-10-17T00:53:57.0634940-04:00,2014-10-17T00:53:57.0634940-04:00
376,Wil,wil,696,,,136,44,,,,,False,False,False,2014-10-17T00:53:57.0679520-04:00,2014-10-17T00:53:57.0679520-04:00
377,Chiasso,chiasso,697,,,136,65,,,,,False,False,False,2014-10-17T00:53:57.0737560-04:00,2014-10-17T00:53:57.0737560-04:00
378,Lugano,lugano,698,,,136,65,,,,,False,False,False,2014-10-17T00:53:57.0774310-04:00,2014-10-17T00:53:57.0774310-04:00
379,Locarno,locarno,699,,,136,65,,,,,False,False,False,2014-10-17T00:53:57.0807530-04:00,2014-10-17T00:53:57.0807530-04:00
380,Wohlen,wohlen,700,,,136,56,,,,,False,False,False,2014-10-17T00:53:57.0860800-04:00,2014-10-17T00:53:57.0860800-04:00
381,Sion,sion,701,,,136,63,,,,,False,False,False,2014-10-17T00:53:57.0964840-04:00,2014-10-17T00:53:57.0964840-04:00
382,Nikosia,nikosia,702,,Nicosia,108,,,,,,False,False,False,2014-10-17T00:53:57.1011570-04:00,2014-10-17T00:53:57.1011570-04:00
383,Praha [Prague],praha,704,,,130,66,,1290846,1265000,,False,False,False,2014-10-17T00:53:57.1098770-04:00,2014-10-17T00:53:57.2251780-04:00
384,ÄŒeskÃ© BudÄ›jovice,ceskebudejovice,707,,,130,68,,,,,False,False,False,2014-10-17T00:53:57.1287150-04:00,2014-10-17T00:53:57.1287150-04:00
385,PlzeÅˆ,plzen,709,,Pilsen[de],130,69,,169688,,,False,False,False,2014-10-17T00:53:57.1382020-04:00,2014-10-17T00:53:57.2337230-04:00
386,Karlovy Vary [Carlsbad],karlovyvary,711,,,130,70,,53737,,,False,False,False,2014-10-17T00:53:57.1458450-04:00,2014-10-17T00:53:57.2570130-04:00
387,ÃšstÃ­ nad Labem,ustinadlabem,713,,,130,71,,95003,,,False,False,False,2014-10-17T00:53:57.1553350-04:00,2014-10-17T00:53:57.2412760-04:00
388,Liberec,liberec,715,,,130,72,,102247,,,False,False,False,2014-10-17T00:53:57.1625190-04:00,2014-10-17T00:53:57.2362990-04:00
389,Hradec KrÃ¡lovÃ©,hradeckralove,717,,,130,73,,94242,,,False,False,False,2014-10-17T00:53:57.1713020-04:00,2014-10-17T00:53:57.2440560-04:00
390,Pardubice,pardubice,719,,,130,74,,91073,,,False,False,False,2014-10-17T00:53:57.1789720-04:00,2014-10-17T00:53:57.2534630-04:00
391,Brno,brno,721,,,130,75,,384277,,,False,False,False,2014-10-17T00:53:57.1866790-04:00,2014-10-17T00:53:57.2283260-04:00
392,Jihlava,jihlava,723,,,130,76,,,,,False,False,False,2014-10-17T00:53:57.1964500-04:00,2014-10-17T00:53:57.1964500-04:00
393,Olomouc,olomouc,725,,,130,77,,100043,,,False,False,False,2014-10-17T00:53:57.2046430-04:00,2014-10-17T00:53:57.2388960-04:00
394,ZlÃ­n,zlin,727,,,130,78,,,,,False,False,False,2014-10-17T00:53:57.2132040-04:00,2014-10-17T00:53:57.2132040-04:00
395,Ostrava,ostrava,729,,,130,79,,302456,,,False,False,False,2014-10-17T00:53:57.2203360-04:00,2014-10-17T00:53:57.2310290-04:00
396,BudÄ›jovice,budejovice,730,,ÄŒeskÃ© BudÄ›jovice|Budweis[de],130,68,,93883,,,False,False,False,2014-10-17T00:53:57.2489270-04:00,2014-10-17T00:53:57.2489270-04:00
397,KutnÃ¡ Hora,kutnahora,731,,,130,67,,20839,,,False,False,False,2014-10-17T00:53:57.2609250-04:00,2014-10-17T00:53:57.2609250-04:00
398,TÃ¡bor,tabor,732,,,130,68,,35769,,,False,False,False,2014-10-17T00:53:57.2643430-04:00,2014-10-17T00:53:57.2643430-04:00
399,Krumlov,krumlov,733,,ÄŒeskÃ½ Krumlov,130,68,,13752,,,False,False,False,2014-10-17T00:53:57.2675230-04:00,2014-10-17T00:53:57.2675230-04:00
400,TÅ™eboÅˆ,trebon,734,,,130,68,,8840,,,False,False,False,2014-10-17T00:53:57.2702880-04:00,2014-10-17T00:53:57.2702880-04:00
401,Mikulov,mikulov,735,,,130,75,,7624,,,False,False,False,2014-10-17T00:53:57.2729850-04:00,2014-10-17T00:53:57.2729850-04:00
402,Stuttgart,stuttgart,737,,,109,80,,613392,1272000,,False,False,False,2014-10-17T00:53:57.2800370-04:00,2014-10-17T00:53:57.3888730-04:00
403,MÃ¼nchen [Munich],muenchen,739,,,109,81,,1378176,1355000,,False,False,False,2014-10-17T00:53:57.2878490-04:00,2014-10-17T00:53:57.3792330-04:00
404,Berlin,berlin,741,,,109,82,,3501872,3453000,,False,False,False,2014-10-17T00:53:57.2936710-04:00,2014-10-17T00:53:57.3731640-04:00
405,Potsdam,potsdam,743,,,109,83,,,,,False,False,False,2014-10-17T00:53:57.2984700-04:00,2014-10-17T00:53:57.2984700-04:00
406,Bremen,bremen,745,,,109,84,,548319,,,False,False,False,2014-10-17T00:53:57.3031110-04:00,2014-10-17T00:53:57.4017140-04:00
407,Hamburg,hamburg,747,,,109,85,,1798836,1794000,,False,False,False,2014-10-17T00:53:57.3077840-04:00,2014-10-17T00:53:57.3762420-04:00
408,Wiesbaden,wiesbaden,749,,,109,86,,,,,False,False,False,2014-10-17T00:53:57.3126610-04:00,2014-10-17T00:53:57.3126610-04:00
409,Schwerin,schwerin,751,,,109,87,,,,,False,False,False,2014-10-17T00:53:57.3179950-04:00,2014-10-17T00:53:57.3179950-04:00
410,Hannove,hannove,753,,,109,88,,,,,False,False,False,2014-10-17T00:53:57.3228670-04:00,2014-10-17T00:53:57.3228670-04:00
411,DÃ¼sseldorf,duesseldorf,755,,,109,89,,592393,,,False,False,False,2014-10-17T00:53:57.3276160-04:00,2014-10-17T00:53:57.3918670-04:00
412,Mainz,mainz,757,,,109,90,,200957,,,False,False,False,2014-10-17T00:53:57.3321700-04:00,2014-10-17T00:53:57.4505340-04:00
413,SaarbrÃ¼cken,saarbruecken,759,,,109,91,,,,,False,False,False,2014-10-17T00:53:57.3429520-04:00,2014-10-17T00:53:57.3429520-04:00
414,Dresden,dresden,761,,,109,92,,473300,,,False,False,False,2014-10-17T00:53:57.3480400-04:00,2014-10-17T00:53:57.4108530-04:00
415,Magdeburg,magdeburg,763,,,109,93,,,,,False,False,False,2014-10-17T00:53:57.3526480-04:00,2014-10-17T00:53:57.3526480-04:00
416,Kiel,kiel,765,,,109,94,,,,,False,False,False,2014-10-17T00:53:57.3572430-04:00,2014-10-17T00:53:57.3572430-04:00
417,Erfurt,erfurt,767,,,109,95,,,,,False,False,False,2014-10-17T00:53:57.3619020-04:00,2014-10-17T00:53:57.3619020-04:00
418,Ruhrgebiet [Ruhr area],ruhr,768,,,109,89,,,7304000,,False,False,False,2014-10-17T00:53:57.3670670-04:00,2014-10-17T00:53:57.3670670-04:00
419,KÃ¶ln/Bonn  [Cologne-Bonn],koelnbonn,769,,,109,89,,,2063000,,False,False,False,2014-10-17T00:53:57.3701640-04:00,2014-10-17T00:53:57.3701640-04:00
420,KÃ¶ln,koeln,770,,,109,89,419,1017155,,,False,False,False,2014-10-17T00:53:57.3827950-04:00,2014-10-17T00:53:57.3827950-04:00
421,Frankfurt,frankfurt,771,,,109,86,,691518,2300000,,False,False,False,2014-10-17T00:53:57.3858540-04:00,2014-10-17T00:53:57.3858540-04:00
422,Dortmund,dortmund,772,,,109,89,418,580956,,,False,False,False,2014-10-17T00:53:57.3948970-04:00,2014-10-17T00:53:57.3948970-04:00
423,Essen,essen,773,,,109,89,418,573468,,,False,False,False,2014-10-17T00:53:57.3981980-04:00,2014-10-17T00:53:57.3981980-04:00
424,Duisburg,duisburg,774,,,109,89,418,513400,,,False,False,False,2014-10-17T00:53:57.4051390-04:00,2014-10-17T00:53:57.4051390-04:00
425,Leipzig,leipzig,775,,,109,92,,486100,,,False,False,False,2014-10-17T00:53:57.4082480-04:00,2014-10-17T00:53:57.4082480-04:00
426,Bochum,bochum,776,,,109,89,418,388100,,,False,False,False,2014-10-17T00:53:57.4139310-04:00,2014-10-17T00:53:57.4139310-04:00
427,Bonn,bonn,777,,,109,89,419,307500,,,False,False,False,2014-10-17T00:53:57.4170920-04:00,2014-10-17T00:53:57.4170920-04:00
428,NÃ¼rnberg [Nuremberg],nuernberg,778,,,109,81,,510602,1020000,,False,False,False,2014-10-17T00:53:57.4204520-04:00,2014-10-17T00:53:57.4204520-04:00
429,Augsburg,augsburg,779,,,109,81,,266647,,,False,False,False,2014-10-17T00:53:57.4234990-04:00,2014-10-17T00:53:57.4234990-04:00
430,FÃ¼rth,fuerth,780,,,109,81,,116317,,,False,False,False,2014-10-17T00:53:57.4263200-04:00,2014-10-17T00:53:57.4263200-04:00
431,Hoffenheim,hoffenheim,781,,,109,80,,3272,,,False,False,False,2014-10-17T00:53:57.4291620-04:00,2014-10-17T00:53:57.4291620-04:00
432,Freiburg (im Breisgau),freiburg,782,,,109,80,,229144,,,False,False,False,2014-10-17T00:53:57.4318560-04:00,2014-10-17T00:54:04.0881310-04:00
433,Hannover,hannover,783,,,109,88,,525875,,,False,False,False,2014-10-17T00:53:57.4348900-04:00,2014-10-17T00:53:57.4348900-04:00
434,Wolfsburg,wolfsburg,784,,,109,88,,122583,,,False,False,False,2014-10-17T00:53:57.4377970-04:00,2014-10-17T00:53:57.4377970-04:00
435,Gelsenkirchen,gelsenkirchen,785,,,109,89,418,256652,,,False,False,False,2014-10-17T00:53:57.4410960-04:00,2014-10-17T00:53:57.4410960-04:00
436,Leverkusen,leverkusen,786,,,109,89,419,161195,,,False,False,False,2014-10-17T00:53:57.4445670-04:00,2014-10-17T00:53:57.4445670-04:00
437,M'gladbach,mgladbach,787,,MÃ¶nchengladbach,109,89,,257208,,,False,False,False,2014-10-17T00:53:57.4475290-04:00,2014-10-17T00:53:57.4475290-04:00
438,Braunschweig,braunschweig,788,,,109,88,,,,,False,False,False,2014-10-17T00:53:57.4532330-04:00,2014-10-17T00:53:57.4532330-04:00
439,Kaiserslautern,kaiserslautern,789,,,109,90,,,,,False,False,False,2014-10-17T00:53:57.4559980-04:00,2014-10-17T00:53:57.4559980-04:00
440,Cottbus,cottbus,790,,,109,83,,,,,False,False,False,2014-10-17T00:53:57.4587600-04:00,2014-10-17T00:53:57.4587600-04:00
441,Aalen,aalen,791,,,109,80,,,,,False,False,False,2014-10-17T00:53:57.4615370-04:00,2014-10-17T00:53:57.4615370-04:00
442,Ingolstadt,ingolstadt,792,,,109,81,,,,,False,False,False,2014-10-17T00:53:57.4643470-04:00,2014-10-17T00:53:57.4643470-04:00
443,Paderborn,paderborn,793,,,109,89,,,,,False,False,False,2014-10-17T00:53:57.4671440-04:00,2014-10-17T00:53:57.4671440-04:00
444,Aue,aue,794,,,109,92,,,,,False,False,False,2014-10-17T00:53:57.4700180-04:00,2014-10-17T00:53:57.4700180-04:00
445,Sandhausen,sandhausen,795,,,109,80,,,,,False,False,False,2014-10-17T00:53:57.4767280-04:00,2014-10-17T00:53:57.4767280-04:00
446,Regensburg,regensburg,796,,,109,81,,,,,False,False,False,2014-10-17T00:53:57.4799270-04:00,2014-10-17T00:53:57.4799270-04:00
447,HillerÃ¸d,hillerod,798,,,124,96,,,,,False,False,False,2014-10-17T00:53:57.4876360-04:00,2014-10-17T00:53:57.4876360-04:00
448,SorÃ¸,soro,800,,,124,97,,,,,False,False,False,2014-10-17T00:53:57.4925440-04:00,2014-10-17T00:53:57.4925440-04:00
449,Aalborg,aalborg,802,,,124,98,,,,,False,False,False,2014-10-17T00:53:57.4976190-04:00,2014-10-17T00:53:57.4976190-04:00
450,Viborg,viborg,804,,,124,99,,,,,False,False,False,2014-10-17T00:53:57.5026030-04:00,2014-10-17T00:53:57.5026030-04:00
451,Vejle,vejle,806,,,124,100,,,,,False,False,False,2014-10-17T00:53:57.5079950-04:00,2014-10-17T00:53:57.5079950-04:00
452,KÃ¸benhavn [Copenhagen],kobenhavn,807,,,124,,,,1,,False,False,False,2014-10-17T00:53:57.5124260-04:00,2014-10-17T00:53:57.5124260-04:00
453,Farum,farum,808,,,124,,,,,,False,False,False,2014-10-17T00:53:57.5149190-04:00,2014-10-17T00:53:57.5149190-04:00
454,Tallinn,tallinn,809,,,110,,,418107,,,False,False,False,2014-10-17T00:53:57.5203560-04:00,2014-10-17T00:53:57.5203560-04:00
455,Leeds-Bradford,leedsbradford,819,,,219,103,,,1541000,,False,False,False,2014-10-17T00:53:57.5599790-04:00,2014-10-17T00:53:57.5599790-04:00
456,London,london,820,,,219,267,,474786,8586000,,False,False,False,2014-10-17T00:53:57.5631520-04:00,2014-10-17T00:54:04.1645930-04:00
457,Birmingham,birmingham,821,,,219,105,,1010400,2294000,,False,False,False,2014-10-17T00:53:57.5661740-04:00,2014-10-17T00:53:57.5661740-04:00
458,Liverpool,liverpool,822,,,219,102,,469017,819000,,False,False,False,2014-10-17T00:53:57.5692660-04:00,2014-10-17T00:53:57.5692660-04:00
459,Leeds,leeds,823,,,219,103,455,443247,,,False,False,False,2014-10-17T00:53:57.5725670-04:00,2014-10-17T00:53:57.5725670-04:00
460,Sheffield,sheffield,824,,,219,103,,439866,,,False,False,False,2014-10-17T00:53:57.5753040-04:00,2014-10-17T00:53:57.5753040-04:00
461,Bristol,bristol,825,,,219,109,,420556,,,False,False,False,2014-10-17T00:53:57.5780200-04:00,2014-10-17T00:53:57.5780200-04:00
462,Manchester,manchester,826,,,219,102,,394269,2244000,,False,False,False,2014-10-17T00:53:57.5807740-04:00,2014-10-17T00:53:57.5807740-04:00
463,Leicester,leicester,827,,,219,104,,330574,,,False,False,False,2014-10-17T00:53:57.5867530-04:00,2014-10-17T00:53:57.5867530-04:00
464,Coventry,coventry,828,,,219,105,,303475,,,False,False,False,2014-10-17T00:53:57.5930620-04:00,2014-10-17T00:53:57.5930620-04:00
465,Bradford,bradford,829,,,219,103,455,293717,,,False,False,False,2014-10-17T00:53:57.5990850-04:00,2014-10-17T00:53:57.5990850-04:00
466,West Bromwich,westbrom,830,,,219,105,,136940,,,False,False,False,2014-10-17T00:53:57.6018410-04:00,2014-10-17T00:53:57.6018410-04:00
467,Newcastle,newcastle,831,,Newcastle upon Tyne,219,355,,308308,540002,,False,False,False,2014-10-17T00:53:57.6045650-04:00,2014-10-17T00:54:04.1791510-04:00
468,Stoke,stoke,832,,Stoke-on-Trent,219,105,,249000,,,False,False,False,2014-10-17T00:53:57.6073560-04:00,2014-10-17T00:53:57.6073560-04:00
469,Sunderland,sunderland,833,,,219,101,,177739,,,False,False,False,2014-10-17T00:53:57.6100750-04:00,2014-10-17T00:53:57.6100750-04:00
470,Wigan,wigan,834,,,219,102,,81203,,,False,False,False,2014-10-17T00:53:57.6127580-04:00,2014-10-17T00:53:57.6127580-04:00
471,Southampton,southampton,835,,,219,108,,239700,,,False,False,False,2014-10-17T00:53:57.6162100-04:00,2014-10-17T00:53:57.6162100-04:00
472,Reading,reading,836,,,219,108,,155700,,,False,False,False,2014-10-17T00:53:57.6194640-04:00,2014-10-17T00:53:57.6194640-04:00
473,Norwich,norwich,837,,,219,106,,140200,,,False,False,False,2014-10-17T00:53:57.6223790-04:00,2014-10-17T00:53:57.6223790-04:00
474,Sevilla,sevilla,839,,,111,110,,703021,750000,,False,False,False,2014-10-17T00:53:57.6300760-04:00,2014-10-17T00:54:04.2075830-04:00
475,Zaragoza,zaragoza,841,,,111,111,,674725,,,False,False,False,2014-10-17T00:53:57.6349480-04:00,2014-10-17T00:53:57.7429930-04:00
476,Oviedo,oviedo,843,,,111,112,,,,,False,False,False,2014-10-17T00:53:57.6396100-04:00,2014-10-17T00:53:57.6396100-04:00
477,Palma (de Mallorca),palma,845,,,111,113,,405318,,,False,False,False,2014-10-17T00:53:57.6446390-04:00,2014-10-17T00:53:57.7512190-04:00
478,VitÃ³ria,vitoria,847,,,188,407,,320156,1624837,,False,False,False,2014-10-17T00:53:57.6500030-04:00,2014-10-17T00:54:02.1004030-04:00
479,Las Palmas (de Gran Canaria),laspalmas,849,,,111,115,,383343,,,False,False,False,2014-10-17T00:53:57.6550890-04:00,2014-10-17T00:53:57.7540300-04:00
480,Santander,santander,851,,,111,116,,,,,False,False,False,2014-10-17T00:53:57.6599600-04:00,2014-10-17T00:53:57.6599600-04:00
481,Valladolid,valladolid,853,,,111,117,,,,,False,False,False,2014-10-17T00:53:57.6651620-04:00,2014-10-17T00:53:57.6651620-04:00
482,Toledo,toledo,855,,,111,118,,,,,False,False,False,2014-10-17T00:53:57.6700720-04:00,2014-10-17T00:53:57.6700720-04:00
483,Barcelona,barcelona,857,,,111,417,,1615448,4223000,,False,False,False,2014-10-17T00:53:57.6747700-04:00,2014-10-17T00:54:04.1962840-04:00
484,MÃ©rida,merida,859,,,195,433,,,973046,,False,False,False,2014-10-17T00:53:57.6800930-04:00,2014-10-17T00:54:02.3567650-04:00
485,Santiago de Compostela,santiagodecompostela,861,,,111,121,,,,,False,False,False,2014-10-17T00:53:57.6909620-04:00,2014-10-17T00:53:57.6909620-04:00
486,LogroÃ±o,logrono,863,,,111,122,,,,,False,False,False,2014-10-17T00:53:57.6961900-04:00,2014-10-17T00:53:57.6961900-04:00
487,Madrid,madrid,865,,,111,123,,3265038,5427000,,False,False,False,2014-10-17T00:53:57.7009830-04:00,2014-10-17T00:53:57.7302910-04:00
488,Murcia,murcia,867,,,111,124,,442203,,,False,False,False,2014-10-17T00:53:57.7056410-04:00,2014-10-17T00:53:57.7485530-04:00
489,Pamplona,pamplona,869,,,111,125,,,,,False,False,False,2014-10-17T00:53:57.7101810-04:00,2014-10-17T00:53:57.7101810-04:00
490,Valencia,valencia,871,,,111,422,,798033,1,,False,False,False,2014-10-17T00:53:57.7150390-04:00,2014-10-17T00:54:04.2189280-04:00
491,Ceuta,ceuta,873,,,111,127,,,,,False,False,False,2014-10-17T00:53:57.7202510-04:00,2014-10-17T00:53:57.7202510-04:00
492,Melilla,melilla,875,,,111,128,,,,,False,False,False,2014-10-17T00:53:57.7251030-04:00,2014-10-17T00:53:57.7251030-04:00
493,MÃ¡laga,malaga,876,,,111,110,,568030,,,False,False,False,2014-10-17T00:53:57.7456550-04:00,2014-10-17T00:53:57.7456550-04:00
494,Bilbao,bilbao,877,,,111,114,,352700,750000,,False,False,False,2014-10-17T00:53:57.7566870-04:00,2014-10-17T00:53:57.7566870-04:00
495,Granada,granada,878,,,111,110,,,,,False,False,False,2014-10-17T00:53:57.7594320-04:00,2014-10-17T00:53:57.7594320-04:00
496,Vigo,vigo,879,,,111,121,,,,,False,False,False,2014-10-17T00:53:57.7649640-04:00,2014-10-17T00:53:57.7649640-04:00
497,A CoruÃ±a,acoruna,880,,,111,121,,,,,False,False,False,2014-10-17T00:53:57.7705370-04:00,2014-10-17T00:53:57.7705370-04:00
498,San SebastiÃ¡n,sansebastian,881,,,111,114,,,,,False,False,False,2014-10-17T00:53:57.7738580-04:00,2014-10-17T00:53:57.7738580-04:00
499,Helsingfors [Helsinki],helsingfors,882,,,112,,,,1131000,,False,False,False,2014-10-17T00:53:57.7785210-04:00,2014-10-17T00:53:57.7785210-04:00
500,Paris,paris,884,,,113,129,,,,,False,False,False,2014-10-17T00:53:57.7883700-04:00,2014-10-17T00:54:04.2332790-04:00
501,ChÃ¢lons-en-Champagne,chalonsenchampagne,886,,,113,130,,,,,False,False,False,2014-10-17T00:53:57.7972820-04:00,2014-10-17T00:53:57.7972820-04:00
502,Amiens,amiens,888,,,113,131,,,,,False,False,False,2014-10-17T00:53:57.8063930-04:00,2014-10-17T00:53:57.8063930-04:00
503,Rouen,rouen,890,,,113,132,,,,,False,False,False,2014-10-17T00:53:57.8140070-04:00,2014-10-17T00:53:57.8140070-04:00
504,OrlÃ©ans,orleans,892,,,113,133,,,,,False,False,False,2014-10-17T00:53:57.8221250-04:00,2014-10-17T00:53:57.8221250-04:00
505,Caen,caen,894,,,113,134,,,,,False,False,False,2014-10-17T00:53:57.8291620-04:00,2014-10-17T00:53:57.8291620-04:00
506,Dijon,dijon,896,,,113,135,,,,,False,False,False,2014-10-17T00:53:57.8372260-04:00,2014-10-17T00:53:57.8372260-04:00
507,Lille (Villeneuve-d'Ascq),lille,898,,,113,136,,,,,False,False,False,2014-10-17T00:53:57.8444520-04:00,2014-10-17T00:54:04.2507740-04:00
508,Metz,metz,900,,,113,137,,,,,False,False,False,2014-10-17T00:53:57.8591390-04:00,2014-10-17T00:53:57.8591390-04:00
509,Strasbourg,strasbourg,902,,,113,138,,,,,False,False,False,2014-10-17T00:53:57.8679610-04:00,2014-10-17T00:53:57.8679610-04:00
510,BesanÃ§on,besancon,904,,,113,139,,,,,False,False,False,2014-10-17T00:53:57.8754060-04:00,2014-10-17T00:53:57.8754060-04:00
511,Nantes,nantes,906,,,113,140,,,,,False,False,False,2014-10-17T00:53:57.8829940-04:00,2014-10-17T00:53:57.8829940-04:00
512,Rennes,rennes,908,,,113,141,,,,,False,False,False,2014-10-17T00:53:57.8923150-04:00,2014-10-17T00:53:57.8923150-04:00
513,Poitiers,poitiers,910,,,113,142,,,,,False,False,False,2014-10-17T00:53:57.9006240-04:00,2014-10-17T00:53:57.9006240-04:00
514,Bordeaux,bordeaux,912,,,113,143,,,,,False,False,False,2014-10-17T00:53:57.9087240-04:00,2014-10-17T00:53:57.9087240-04:00
515,Toulouse,toulouse,914,,,113,144,,,,,False,False,False,2014-10-17T00:53:57.9162350-04:00,2014-10-17T00:53:57.9162350-04:00
516,Limoges,limoges,916,,,113,145,,,,,False,False,False,2014-10-17T00:53:57.9234430-04:00,2014-10-17T00:53:57.9234430-04:00
517,Lyon (DÃ©cines-Charpieu),lyon,918,,,113,146,,,,,False,False,False,2014-10-17T00:53:57.9310040-04:00,2014-10-17T00:54:04.2451320-04:00
518,Clermont-Ferrand,clermontferrand,920,,,113,147,,,,,False,False,False,2014-10-17T00:53:57.9398160-04:00,2014-10-17T00:53:57.9398160-04:00
519,Montpellier,montpellier,921,,,113,137,,,,,False,False,False,2014-10-17T00:53:57.9472270-04:00,2014-10-17T00:53:57.9472270-04:00
520,Marseille,marseille,923,,,113,148,,,,,False,False,False,2014-10-17T00:53:57.9557290-04:00,2014-10-17T00:53:57.9557290-04:00
521,Ajaccio,ajaccio,925,,,113,149,,,,,False,False,False,2014-10-17T00:53:57.9633820-04:00,2014-10-17T00:53:57.9633820-04:00
522,Tbilisi,tbilisi,926,,,152,,,,1,,False,False,False,2014-10-17T00:53:57.9724490-04:00,2014-10-17T00:53:57.9724490-04:00
523,AthÃ­na [Athens],athina,927,,,114,,,,3269000,,False,False,False,2014-10-17T00:53:57.9767790-04:00,2014-10-17T00:53:57.9767790-04:00
524,Thessaloniki,thessaloniki,928,,,114,,,,840000,,False,False,False,2014-10-17T00:53:57.9792800-04:00,2014-10-17T00:53:57.9792800-04:00
525,PirÃ¤us,piraeus,929,,Piraeus,114,,,,,,False,False,False,2014-10-17T00:53:57.9815690-04:00,2014-10-17T00:53:57.9815690-04:00
526,Zagreb,zagreb,930,,,137,,,,,,False,False,False,2014-10-17T00:53:57.9856780-04:00,2014-10-17T00:53:57.9856780-04:00
527,Budapest,budapest,931,,,131,,,1733685,1727000,,False,False,False,2014-10-17T00:53:57.9902950-04:00,2014-10-17T00:53:57.9902950-04:00
528,Dundalk,dundalk,933,,,115,150,,37816,,,False,False,False,2014-10-17T00:53:57.9974440-04:00,2014-10-17T00:53:58.3140940-04:00
529,Carrick-on-Shannon,carrickonshannon,935,,,115,151,,,,,False,False,False,2014-10-17T00:53:58.0105640-04:00,2014-10-17T00:53:58.0105640-04:00
530,Sligo,sligo,937,,,115,152,,,,,False,False,False,2014-10-17T00:53:58.0238420-04:00,2014-10-17T00:53:58.0238420-04:00
531,Cavan,cavan,939,,,115,153,,,,,False,False,False,2014-10-17T00:53:58.0339560-04:00,2014-10-17T00:53:58.0339560-04:00
532,Lifford,lifford,941,,,115,154,,,,,False,False,False,2014-10-17T00:53:58.0459990-04:00,2014-10-17T00:53:58.0459990-04:00
533,Monaghan,monaghan,943,,,115,155,,,,,False,False,False,2014-10-17T00:53:58.0562400-04:00,2014-10-17T00:53:58.0562400-04:00
534,Portlaoise,portlaoise,945,,,115,156,,,,,False,False,False,2014-10-17T00:53:58.0660640-04:00,2014-10-17T00:53:58.0660640-04:00
535,Longford,longford,947,,,115,157,,,,,False,False,False,2014-10-17T00:53:58.0771190-04:00,2014-10-17T00:53:58.0771190-04:00
536,Tullamore,tullamore,949,,,115,158,,,,,False,False,False,2014-10-17T00:53:58.0868260-04:00,2014-10-17T00:53:58.0868260-04:00
537,Mullingar,mullingar,951,,,115,159,,,,,False,False,False,2014-10-17T00:53:58.0967400-04:00,2014-10-17T00:53:58.0967400-04:00
538,Galway,galway,953,,,115,160,,76778,,,False,False,False,2014-10-17T00:53:58.1079540-04:00,2014-10-17T00:53:58.3057350-04:00
539,Castlebar,castlebar,955,,,115,161,,,,,False,False,False,2014-10-17T00:53:58.1198690-04:00,2014-10-17T00:53:58.1198690-04:00
540,Roscommon,roscommon,957,,,115,162,,,,,False,False,False,2014-10-17T00:53:58.1301360-04:00,2014-10-17T00:53:58.1301360-04:00
541,Dublin,dublin,959,,,115,163,,1110627,1801040,,False,False,False,2014-10-17T00:53:58.1400110-04:00,2014-10-17T00:53:58.2967460-04:00
542,Limerick,limerick,961,,,115,164,,91454,,,False,False,False,2014-10-17T00:53:58.1508360-04:00,2014-10-17T00:53:58.3030520-04:00
543,Nenagh,nenagh,963,,,115,165,,,,,False,False,False,2014-10-17T00:53:58.1705610-04:00,2014-10-17T00:53:58.1705610-04:00
544,Clonmel,clonmel,965,,,115,166,,,,,False,False,False,2014-10-17T00:53:58.1845460-04:00,2014-10-17T00:53:58.1845460-04:00
545,Ennis,ennis,967,,,115,167,,,,,False,False,False,2014-10-17T00:53:58.1959110-04:00,2014-10-17T00:53:58.1959110-04:00
546,Naas,naas,969,,,115,168,,,,,False,False,False,2014-10-17T00:53:58.2058200-04:00,2014-10-17T00:53:58.2058200-04:00
547,Navan,navan,971,,,115,169,,,,,False,False,False,2014-10-17T00:53:58.2168250-04:00,2014-10-17T00:53:58.2168250-04:00
548,Wicklow,wicklow,973,,,115,170,,,,,False,False,False,2014-10-17T00:53:58.2262430-04:00,2014-10-17T00:53:58.2262430-04:00
549,Wexford,wexford,975,,,115,171,,,,,False,False,False,2014-10-17T00:53:58.2356160-04:00,2014-10-17T00:53:58.2356160-04:00
550,Kilkenny,kilkenny,977,,,115,172,,,,,False,False,False,2014-10-17T00:53:58.2449110-04:00,2014-10-17T00:53:58.2449110-04:00
551,Carlow,carlow,979,,,115,173,,,,,False,False,False,2014-10-17T00:53:58.2582220-04:00,2014-10-17T00:53:58.2582220-04:00
