Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,WHH,WHD,WHA
D2,14/04/01,Oberhausen,Aachen,3,0,H,0,0,D,4000,Peter Sippel ,14,9,7,8,0,0,9,4,17,11,5,2,0,1,0,0,0,10,1.8,3.15,3.9,2,2.9,3,1.8,3.15,3.75
D2,15/04/01,Greuther Furth,Reutlingen,1,0,H,0,0,D,4800,Dirk Margenberg ,20,4,12,0,1,0,4,5,14,18,1,2,2,1,0,0,20,10,1.7,3.2,4.4,1.75,3.1,3.6,1.75,3.25,3.85
D2,15/04/01,M'gladbach,Stuttgarter K,1,0,H,0,0,D,22450,Florian Meyer ,16,3,9,1,0,0,10,2,17,13,2,2,2,2,0,0,20,20,1.4,3.8,6.6,1.45,3.5,5,1.4,3.7,6.5
D2,15/04/01,Ulm,St Pauli,1,4,A,0,3,A,4500,Thomas Frank ,8,8,0,5,2,0,8,5,9,8,0,1,3,3,0,0,30,30,2.65,2.9,2.47,2.3,2.9,2.5,2.45,3,2.5
D2,16/04/01,Osnabruck,Nurnberg,2,1,H,1,1,D,16100,Mike Pickel ,8,3,1,3,0,0,4,0,15,16,8,0,1,2,0,1,10,45,2.85,3,2.25,2.3,2.9,2.5,2.65,3.15,2.25
D2,20/04/01,Aachen,Mainz,1,0,H,1,0,H,10000,Kai Voss ,41,12,6,4,1,1,2,8,17,10,2,2,3,5,0,0,30,50,1.95,3.1,3.4,2.1,2.9,2.9,2.05,2.9,3.25
D2,20/04/01,Mannheim,Saarbrucken,2,3,A,2,1,H,10000,Stefan Weber ,9,8,6,5,0,0,7,4,10,8,2,3,2,1,0,0,20,10,1.65,3.3,4.55,,,,1.6,3.4,4.6
D2,21/04/01,St Pauli,Oberhausen,4,1,H,3,1,H,20725,Peter Lange ,10,17,9,4,0,0,2,4,11,21,3,2,3,3,0,0,30,30,1.65,3.3,4.55,1.75,3.1,3.6,1.65,3.3,4.35
D2,22/04/01,Ahlen,Osnabruck,1,0,H,1,0,H,10600,Jürgen Aust ,8,10,3,5,0,1,9,5,16,16,2,4,2,3,0,1,20,55,1.62,3.4,4.55,1.7,3.1,3.8,1.7,3.2,4.2
D2,22/04/01,Bielefeld,Hannover,5,2,H,2,0,H,12266,Christian Schüssling ,16,14,11,4,0,0,6,5,16,18,0,4,1,3,0,0,10,30,1.95,3.1,3.4,1.75,3.1,3.6,1.85,3.25,3.45
D2,22/04/01,Nurnberg,Ulm,1,2,A,0,2,A,18900,Peter Gagelmann ,16,6,5,2,2,0,5,0,15,16,5,11,0,2,0,0,0,20,1.35,4.1,6.9,1.35,3.8,6.2,1.3,4.25,7.5
D2,22/04/01,Stuttgarter K,Greuther Furth,0,5,A,0,2,A,6500,Torsten Koop ,13,15,3,8,0,0,5,1,14,10,5,4,2,2,1,0,45,20,2.3,3,2.77,2.3,2.8,2.6,2.2,3.05,2.8
D2,23/04/01,Duisburg,M'gladbach,0,2,A,0,1,A,14253,Bernd Heynemann ,10,18,4,7,0,1,6,3,14,21,5,6,2,1,0,0,20,10,2.4,3,2.65,2.2,2.9,2.7,2.5,2.95,2.5
D2,25/04/01,Reutlingen,Chemnitz,2,0,H,2,0,H,4800,Detlef Scheppe ,19,5,8,1,0,0,7,3,31,10,2,2,2,3,0,0,20,30,1.27,4.4,8.5,1.3,4,7,1.3,4.25,7.5
D2,25/04/01,Saarbrucken,Ahlen,1,2,A,1,0,H,8000,Stefan Kammerer ,11,11,5,5,0,0,6,3,22,22,7,1,3,3,0,0,30,30,2,3.1,3.25,2.1,2.9,2.9,2.1,3.1,2.75
D2,27/04/01,Hannover,Aachen,0,0,D,0,0,D,5469,Volker Wezel ,13,6,3,2,0,0,11,2,24,20,3,1,2,8,0,0,20,80,1.83,3.15,3.75,1.9,2.9,3.2,1.75,3.3,3.8
D2,27/04/01,M'gladbach,Bielefeld,0,1,A,0,0,D,32500,Günter Perl ,18,15,8,8,1,2,7,4,6,18,4,2,1,2,1,0,35,20,1.45,3.7,6.1,1.6,3.2,4.2,1.5,3.5,5.4
D2,28/04/01,Chemnitz,Stuttgarter K,0,2,A,0,0,D,2777,Babak Rafati ,4,7,2,3,0,0,3,4,9,14,2,0,5,1,0,0,50,10,3.07,3.1,2.1,,,,3.3,3.25,1.9
D2,28/04/01,Mainz,St Pauli,1,1,D,0,1,A,8018,Michael Weiner ,14,8,9,4,1,0,9,4,19,16,1,6,2,3,0,0,20,30,2.45,3,2.6,2.2,2.9,2.7,2.3,2.9,2.8
D2,29/04/01,Oberhausen,Nurnberg,1,2,A,0,2,A,5648,Lutz Wagner ,12,7,3,2,0,0,6,4,24,29,6,6,4,3,0,0,40,30,2.44,3,2.6,2.2,2.9,2.7,2.3,3,2.7
D2,29/04/01,Osnabruck,Mannheim,0,2,A,0,1,A,12000,Franz-Xaver Wack ,10,6,5,3,1,0,7,2,21,24,1,3,2,2,0,0,20,20,2.4,3.15,2.55,,,,2.2,3.1,2.8
D2,29/04/01,Saarbrucken,Reutlingen,2,2,D,1,1,D,6000,Kai Voss ,9,7,4,5,0,0,8,2,28,19,6,3,4,0,0,0,40,0,1.8,3.15,4,2,3,2.9,1.75,3.3,3.8
D2,29/04/01,Ulm,Ahlen,2,0,H,0,0,D,4000,Wolfgang Stark ,11,6,8,5,0,0,7,4,9,8,1,0,2,2,0,0,20,20,2.47,3,2.58,2.6,3,2.2,2.8,3.1,2.2
D2,30/04/01,Greuther Furth,Duisburg,1,0,H,0,0,D,10320,Uwe Kemmling ,14,4,4,1,1,0,2,3,14,20,2,3,2,3,0,1,20,55,1.7,3.2,4.2,1.6,3.3,4,1.6,3.5,4.4
D2,04/05/01,Duisburg,Chemnitz,1,1,D,1,0,H,5030,Jörg Kessler ,7,10,5,5,2,0,6,2,13,8,2,3,0,1,0,0,0,10,1.25,4.45,7.8,1.35,3.8,6.2,1.25,4.5,8.5
D2,04/05/01,Stuttgarter K,Saarbrucken,0,1,A,0,1,A,5512,Matthias Anklam ,11,7,6,3,0,1,8,4,9,10,6,1,2,1,0,0,20,10,1.8,3.35,3.55,1.6,3.3,4,1.85,3.2,3.5
D2,05/05/01,Aachen,St Pauli,0,1,A,0,1,A,13400,Hermann Albrecht ,11,9,2,5,0,1,5,4,15,17,2,4,2,1,0,0,20,10,2.5,3,2.3,2.4,2.9,2.4,2.5,3.2,2.35
D2,06/05/01,Bielefeld,Greuther Furth,1,1,D,1,0,H,14127,Jürgen Jansen ,11,5,8,2,0,0,3,5,20,16,4,3,2,2,0,0,20,20,2.25,3.1,2.75,2.1,2.9,2.9,2,3.2,3.1
D2,06/05/01,Nurnberg,Mainz,1,0,H,0,0,D,28000,Uwe Kemmling ,12,4,4,3,0,0,3,4,15,14,3,8,1,3,0,1,10,55,1.55,3.55,5.25,1.6,3.2,4.2,1.55,3.6,4.7
D2,06/05/01,Reutlingen,Osnabruck,2,0,H,1,0,H,5000,Ralf Späker ,15,11,11,4,0,1,6,8,8,16,2,1,2,3,0,0,20,30,1.75,3.4,3.75,1.75,3.1,3.6,1.7,3.4,3.9
D2,07/05/01,Hannover,M'gladbach,0,0,D,0,0,D,10000,Knut Kircher ,10,19,5,12,2,0,5,11,24,18,2,1,3,1,0,0,30,10,2.95,3,2.15,2.8,2.8,2.2,3.05,3,2.1
D2,09/05/01,Ahlen,Oberhausen,4,1,H,1,0,H,6220,Günter Perl ,18,7,14,3,1,0,5,4,12,11,5,8,2,2,0,0,20,20,1.4,3.65,5.4,1.45,3.5,5,1.55,3.6,4.7
D2,09/05/01,Mannheim,Ulm,5,0,H,3,0,H,6000,Edgar Steinborn ,16,13,11,7,0,0,2,3,16,14,2,4,0,0,0,0,0,0,1.48,3.6,5.4,,,,1.45,3.75,5.5
D2,13/05/01,Aachen,Nurnberg,0,1,A,0,0,D,9500,Knut Kircher ,,,,,,,,,,,,,1,2,0,0,10,20,2.6,3,2.45,2.4,2.9,2.4,2.4,3.3,2.4
D2,13/05/01,Chemnitz,Bielefeld,1,0,H,1,0,H,3200,Wolfgang Stark ,11,15,4,8,1,1,4,3,9,9,2,1,1,2,0,0,10,20,4.4,3.5,1.62,,,,4.25,3.6,1.6
D2,13/05/01,Greuther Furth,M'gladbach,2,2,D,0,2,A,15000,Michael Weiner ,16,3,6,2,1,0,6,2,18,6,1,4,2,2,0,0,20,20,2.27,3.1,2.75,1.9,2.9,3.2,2.25,2.9,2.85
D2,13/05/01,Mainz,Ahlen,2,2,D,2,2,D,6236,Volker Wezel ,11,9,4,4,0,0,6,8,16,19,2,1,0,0,0,2,0,50,2.36,3.1,2.6,2.3,2.9,2.5,2.35,3.2,2.5
D2,13/05/01,Oberhausen,Mannheim,1,2,A,0,1,A,2202,Lutz Michael Fröhlich ,9,16,3,6,0,1,8,8,19,25,2,5,3,1,0,0,30,10,2.6,3.3,2.3,,,,2.6,3.35,2.2
D2,13/05/01,Osnabruck,Stuttgarter K,4,1,H,2,0,H,8000,Alfons Berg ,14,6,8,3,1,0,9,4,14,21,5,0,1,3,0,0,10,30,1.93,3.3,3.2,1.9,3,3.1,1.85,3.5,3.2
D2,13/05/01,Saarbrucken,Duisburg,1,0,H,0,0,D,3700,Michael Weiner ,5,9,2,2,1,0,2,7,12,12,3,5,1,0,1,0,35,0,1.9,3.15,3.5,1.85,3,3.3,1.8,3.3,3.55
D2,13/05/01,St Pauli,Hannover,2,2,D,0,2,A,20735,Helmut Fleischer ,19,10,14,6,0,0,10,4,8,17,1,4,1,0,0,0,10,0,1.37,3.9,6.9,1.4,3.6,5.5,1.35,4,6.8
D2,13/05/01,Ulm,Reutlingen,2,3,A,0,0,D,4500,Florian Meyer ,10,8,6,5,0,0,4,3,3,5,0,2,3,1,0,0,30,10,2.23,3.05,2.85,2.2,3,2.6,2.3,3.15,2.6
D2,20/05/01,Ahlen,Aachen,1,2,A,0,0,D,8120,Jörg Kessler ,11,9,6,7,1,0,6,4,17,10,2,9,5,1,0,1,50,35,1.55,3.55,5,1.55,3.3,4.5,1.55,3.5,4.8
D2,20/05/01,Bielefeld,Saarbrucken,4,2,H,3,1,H,17247,Franz-Xaver Wack ,12,8,8,3,0,2,8,4,16,21,7,0,0,0,0,0,0,0,1.57,3.3,5.3,1.5,3.2,5,1.6,2.85,6.2
D2,20/05/01,Duisburg,Osnabruck,2,2,D,1,1,D,11000,Lutz Wagner ,14,12,6,3,2,1,9,5,13,9,2,3,1,1,0,0,10,10,2.17,3.35,2.72,,,,2.2,3.5,2.5
D2,20/05/01,Hannover,Greuther Furth,2,1,H,1,0,H,7000,Edgar Steinborn ,10,12,8,3,0,1,7,7,15,24,6,3,1,0,0,1,10,25,2.6,3.25,2.3,2.3,3.1,2.3,2.55,3.3,2.25
D2,20/05/01,M'gladbach,Chemnitz,3,0,H,2,0,H,34500,Jürgen Aust ,20,7,8,2,2,1,9,5,5,15,5,3,1,2,0,0,10,20,1.2,5.25,9.5,1.25,4.3,8,1.25,4.7,8
D2,20/05/01,Mannheim,Mainz,4,0,H,1,0,H,27000,Helmut Fleischer ,12,10,7,2,1,1,6,0,14,14,7,2,0,2,0,0,0,20,1.3,4.5,7.25,,,,1.35,4,6.75
D2,20/05/01,Nurnberg,St Pauli,1,2,A,1,1,D,44600,Helmut Krug ,10,14,5,6,0,1,9,9,15,15,4,6,2,4,0,0,20,40,2.35,3.4,2.4,2.3,3.1,2.3,2.45,3.5,2.25
D2,20/05/01,Reutlingen,Oberhausen,1,1,D,0,0,D,6183,Stefan Weber ,11,12,5,7,0,1,0,4,27,12,3,1,2,3,0,0,20,30,1.63,3.4,4.55,1.6,3.3,4,1.65,3.4,4.2
D2,20/05/01,Stuttgarter K,Ulm,2,4,A,2,3,A,4188,Günter Perl ,13,9,6,5,1,0,7,2,13,6,3,1,3,3,0,0,30,30,1.85,3.15,3.7,1.8,3,3.5,1.85,3.2,3.5
