Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
E2,29/09/09,Leeds,Carlisle,1,1,D,1,0,H,R Booth,15,3,5,3,11,13,7,4,0,1,0,0,1.33,4.5,11,1.3,4.6,8,1.33,4.5,8,1.35,4,7,1.3,4.33,8,1.3,4.33,10,1.3,4.33,8,1.33,4.33,9,1.33,4.33,8.5,1.36,4.5,9,31,1.36,1.32,5.5,4.53,10,8.92,23,1.87,1.79,2.06,1.97,18,0,1.08,1.06,8.5,7.36
E2,29/09/09,Millwall,Yeovil,0,0,D,0,0,D,S Cook,15,9,7,5,11,14,3,3,3,4,0,0,1.67,3.5,5.5,1.65,3.35,4.8,1.67,3.5,4.5,1.65,3.3,4.4,1.62,3.5,4.5,1.67,3.5,4.6,1.67,3.4,4.33,1.73,3.4,4.33,1.67,3.4,5,1.7,3.5,5,32,1.73,1.67,3.8,3.48,5.68,4.92,23,2.11,1.98,1.84,1.78,18,0,1.29,1.24,4,3.64
E2,29/09/09,Norwich,Leyton Orient,4,0,H,0,0,D,K Evans,23,4,18,3,9,12,9,2,0,2,0,1,1.67,3.5,5.5,1.55,3.65,5.15,1.67,3.5,4.5,1.65,3.3,4.4,1.73,3.2,4.33,1.62,3.5,5,1.67,3.4,4.33,1.67,3.5,4.5,1.6,3.4,5.5,1.67,3.5,5.5,31,1.73,1.64,3.86,3.51,6.13,5.12,22,1.81,1.76,2.12,2,18,0,1.29,1.22,4.1,3.78
E2,29/09/09,Oldham,Milton Keynes Dons,2,1,H,1,0,H,A Bates,10,6,6,2,8,24,6,6,1,5,0,0,2.9,3.25,2.4,2.9,3.2,2.2,2.7,3.2,2.4,2.5,3.1,2.4,2.5,3.3,2.38,2.65,3.25,2.4,2.62,3.1,2.38,2.6,3.4,2.38,2.75,3.25,2.3,2.9,3.3,2.38,32,3.2,2.79,3.41,3.26,2.5,2.37,23,2.15,2.02,1.81,1.75,18,0,2.25,2.06,1.77,1.72
E2,29/09/09,Southampton,Bristol Rvs,2,3,A,1,1,D,D Deadman,10,8,6,7,12,7,4,2,1,3,0,0,2.25,3.25,3.2,2.15,3.2,3,2.2,3.2,3,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.25,2.95,2.2,3.2,2.8,2.2,3.2,3,2.2,3.25,3,2.25,3.3,3.1,31,2.33,2.23,3.41,3.25,3.3,3,22,2.11,2.01,1.81,1.75,18,0,1.68,1.62,2.21,2.15
E2,29/09/09,Stockport,Hartlepool,2,2,D,2,0,H,C Sarginson,5,10,2,5,12,9,1,5,1,1,0,0,2.38,3.25,3,2.2,3.25,2.85,2.3,3.25,2.8,2.2,3.1,2.8,2.1,3.3,2.88,2.25,3.3,2.8,2.25,3.2,2.75,2.25,3.25,2.88,2.2,3.2,3,2.38,3.25,2.8,32,2.52,2.27,3.55,3.27,3.2,2.91,23,2.14,2,1.84,1.77,18,0,1.73,1.66,2.2,2.09
E2,29/09/09,Walsall,Huddersfield,2,1,H,0,0,D,C Boyeson,6,7,4,2,8,11,7,4,1,2,0,0,3.1,3.3,2.25,3,3.3,2.1,2.8,3.25,2.3,2.6,3.1,2.3,2.5,3.3,2.38,2.8,3.25,2.3,2.75,3.2,2.25,2.88,3.25,2.25,2.9,3.25,2.25,2.88,3.3,2.3,32,3.41,2.98,3.43,3.28,2.38,2.24,23,2,1.91,1.91,1.83,17,0,2.26,2.14,1.7,1.64
E2,29/09/09,Wycombe,Tranmere,0,1,A,0,1,A,F Graham,14,3,7,1,11,9,9,4,0,0,0,0,2.1,3.3,3.5,2.05,3.3,3.1,2.1,3.2,3.2,2,3.2,3.1,2,3.2,3.2,2.1,3.3,3.1,2,3.2,3.2,2.1,3.2,3.2,2,3.25,3.4,2.1,3.3,3.4,31,2.15,2.09,3.5,3.27,3.66,3.27,21,2.11,1.96,1.88,1.79,18,0,1.55,1.52,2.5,2.35
E2,03/10/09,Brentford,Swindon,2,3,A,0,2,A,O Langford,15,8,8,5,6,11,5,5,1,3,0,0,2.25,3.3,3.2,2.1,3.3,3,2.15,3.2,3.1,2.1,3.1,3,2.1,3.4,3.4,2.2,3.3,2.9,2.2,3.2,2.8,2.2,3.2,3,2.25,3.25,2.9,2.2,3.25,3.1,27,2.31,2.17,3.4,3.28,3.4,3.13,19,2.12,1.98,1.85,1.77,15,0,1.65,1.59,2.34,2.19
E2,03/10/09,Brighton,Milton Keynes Dons,0,1,A,0,0,D,P Taylor,9,7,7,3,7,13,6,7,1,4,1,0,3,3.4,2.3,2.75,3.2,2.3,2.7,3.2,2.4,2.5,3.1,2.4,2.7,3.4,2.5,2.7,3.25,2.35,2.62,3.2,2.3,2.63,3.4,2.38,2.6,3.25,2.4,2.8,3.25,2.38,28,3.15,2.83,3.47,3.28,2.5,2.33,20,2.12,1.99,1.84,1.77,15,0,2.3,2.1,1.74,1.69
E2,03/10/09,Colchester,Huddersfield,1,0,H,0,0,D,G Ward,12,1,2,0,9,10,1,6,1,3,0,1,2.3,3.4,3,2.3,3.25,2.7,2.2,3.2,3,2.1,3.1,3,2.25,3.5,3,2.25,3.25,2.85,2.25,3.2,2.75,2.2,3.25,3,2.2,3.2,3,2.2,3.3,3,27,2.32,2.25,3.5,3.29,3.25,2.95,19,1.96,1.88,1.99,1.85,15,0,1.75,1.64,2.25,2.1
E2,03/10/09,Exeter,Hartlepool,3,1,H,1,1,D,J Linington,8,13,5,6,9,9,5,5,1,2,0,0,2.4,3.4,2.8,2.35,3.25,2.65,2.25,3.2,2.9,2.2,3.1,2.8,2.25,3.5,3,2.2,3.3,2.9,2.25,3.2,2.75,2.25,3.25,2.88,2.4,3.25,2.62,2.3,3.25,2.88,27,2.5,2.35,3.51,3.29,3,2.8,19,2,1.97,1.93,1.76,15,0,1.83,1.7,2.15,2.04
E2,03/10/09,Leeds,Charlton,0,0,D,0,0,D,S Mathieson,13,12,5,6,12,15,5,4,1,1,0,0,1.91,3.4,4,1.8,3.35,3.85,1.9,3.25,3.75,1.85,3.2,3.5,1.83,3.5,4.33,1.9,3.3,3.75,1.83,3.3,3.6,1.91,3.25,3.75,1.9,3.3,3.6,1.91,3.3,3.8,26,1.95,1.87,3.65,3.35,4.33,3.92,18,1.99,1.87,1.95,1.86,13,0,1.4,1.37,3,2.81
E2,03/10/09,Millwall,Tranmere,5,0,H,4,0,H,G Scott,14,7,8,5,14,11,4,4,1,3,0,1,1.67,3.6,5.5,1.6,3.6,4.75,1.7,3.4,4.5,1.65,3.3,4.4,1.67,3.75,5,1.67,3.4,4.75,1.62,3.5,4.5,1.73,3.4,4.33,1.67,3.5,4.5,1.67,3.5,5,28,1.75,1.67,3.88,3.51,5.5,4.97,20,2.14,2.03,1.75,1.7,14,0,1.3,1.24,4,3.56
E2,03/10/09,Norwich,Bristol Rvs,5,1,H,4,1,H,A Hall,15,5,6,2,16,15,2,8,3,0,0,0,2.1,3.4,3.4,2.1,3.2,3.1,2.1,3.2,3.2,2.2,3.1,2.8,2.1,3.5,3.25,2.1,3.3,3.1,2.05,3.2,3.1,2.1,3.2,3.2,2.1,3.25,3.1,2,3.4,3.4,27,2.21,2.11,3.5,3.3,3.55,3.23,19,1.92,1.85,2.02,1.88,14,0,1.57,1.51,2.5,2.36
E2,03/10/09,Oldham,Yeovil,0,0,D,0,0,D,N Miller,9,11,3,3,11,12,2,7,1,4,0,0,1.8,3.6,4.5,1.85,3.4,3.6,1.85,3.4,3.75,1.8,3.2,3.7,1.8,3.5,4.5,1.8,3.4,4,1.8,3.3,3.75,1.73,3.4,4.33,1.8,3.3,4,1.83,3.3,4.2,27,1.86,1.81,3.74,3.41,4.5,4.14,20,2.12,1.99,1.84,1.77,14,0,1.36,1.33,3.15,3
E2,03/10/09,Southampton,Gillingham,4,1,H,3,1,H,S Attwell,13,2,5,1,14,12,5,2,1,2,0,0,1.83,3.5,4.33,1.8,3.35,3.85,1.8,3.4,4,1.8,3.2,3.7,1.83,3.5,4.33,1.85,3.3,3.9,1.8,3.3,3.75,1.83,3.25,4,1.85,3.2,4,1.83,3.4,4,26,1.91,1.83,3.65,3.39,4.5,4.08,18,2.12,2.01,1.82,1.75,13,0,1.36,1.34,3.05,2.97
E2,03/10/09,Stockport,Southend,0,2,A,0,0,D,S Bratt,4,15,4,7,21,11,2,2,6,1,1,0,2.5,3.3,2.8,2.4,3.3,2.55,2.4,3.2,2.7,2.2,3.1,2.8,2.4,3.4,2.8,2.4,3.25,2.65,2.5,3.1,2.5,2.25,3.4,2.75,2.3,3.25,2.7,2.5,3.3,2.6,28,2.66,2.46,3.4,3.27,2.89,2.68,20,2.06,1.97,1.86,1.78,14,0,1.93,1.8,2.04,1.95
E2,03/10/09,Walsall,Carlisle,2,2,D,1,1,D,S Cook,8,7,4,3,8,8,5,6,1,1,0,0,2.2,3.4,3.2,2.1,3.2,3.1,2.15,3.2,3.1,2.1,3.1,3,2.1,3.4,3.4,2.1,3.3,3.1,1.95,3.3,3.25,2,3.4,3.25,2.1,3.25,3.1,2.2,3.25,3.1,28,2.4,2.17,3.4,3.28,3.4,3.13,20,2.12,1.99,1.84,1.76,14,0,1.64,1.55,2.45,2.28
E2,03/10/09,Wycombe,Leyton Orient,0,1,A,0,0,D,J Singh,13,7,5,3,7,5,14,2,0,1,0,0,2.2,3.4,3.2,2.25,3.2,2.8,2.2,3.25,3,2.2,3.1,2.8,2.38,3.4,2.88,2.25,3.25,2.85,2.3,3.2,2.62,2.2,3.4,2.88,2.25,3.25,2.8,2.2,3.3,3,27,2.38,2.24,3.49,3.3,3.3,2.97,19,2.05,1.93,1.88,1.81,15,0,1.73,1.61,2.28,2.15
E2,09/10/09,Hartlepool,Brentford,0,0,D,0,0,D,G Salisbury,10,6,5,4,10,6,6,4,0,0,0,0,2.3,3.4,3,2.25,3.3,2.75,2.25,3.25,2.9,2.2,3.1,2.8,2.38,3.2,2.6,2.2,3.3,2.9,2.25,3.3,3.2,2.2,3.4,2.88,2.2,3.25,2.9,2.3,3.3,3,33,2.38,2.26,3.49,3.3,3.26,2.94,25,2.02,1.94,1.93,1.8,18,0,1.7,1.62,2.32,2.17
E2,09/10/09,Southend,Southampton,1,3,A,1,3,A,G Hegley,12,12,7,10,10,12,6,6,0,2,0,0,2.4,3.3,2.9,2.3,3.25,2.7,2.35,3.25,2.75,2.3,3.1,2.6,2.25,3.3,2.62,2.3,3.25,2.8,2.4,3.3,2.9,2.25,3.4,2.75,2.25,3.25,2.8,2.4,3.2,2.88,34,2.57,2.37,3.4,3.26,3.02,2.79,26,2.18,2.01,1.81,1.74,19,0,1.81,1.72,2.14,2.06
E2,10/10/09,Carlisle,Norwich,0,1,A,0,1,A,D Foster,13,15,7,9,6,11,5,7,2,2,0,0,2.88,3.4,2.38,2.95,3.25,2.15,2.8,3.25,2.3,2.8,3.1,2.2,3,3.5,2.25,2.9,3.3,2.2,2.9,3.2,2.15,2.88,3.25,2.25,2.75,3.3,2.25,2.88,3.3,2.3,31,3.1,2.89,3.5,3.28,2.45,2.29,22,1.93,1.83,2,1.92,16,0,2.2,2.08,1.74,1.65
E2,10/10/09,Charlton,Oldham,0,0,D,0,0,D,G Horwood,14,11,6,4,17,10,11,3,0,2,0,0,1.57,3.75,6,1.6,3.6,4.75,1.62,3.5,5,1.6,3.4,4.6,1.62,3.6,6,1.6,3.5,5.2,1.53,3.5,5.5,1.62,3.5,5,1.57,3.4,5.5,1.62,3.5,5.5,31,1.63,1.59,3.95,3.59,6.89,5.53,22,2,1.9,1.92,1.83,16,0,1.2,1.18,4.44,4.04
E2,10/10/09,Gillingham,Wycombe,3,2,H,2,1,H,Pl Crossley,8,8,4,5,11,10,4,3,4,2,0,0,1.91,3.3,4.2,1.8,3.25,4,1.8,3.4,4,1.8,3.2,3.7,1.8,3.5,4.33,1.83,3.3,4,1.83,3.3,3.6,1.8,3.4,4,1.75,3.3,4.33,1.83,3.4,4,31,1.95,1.83,3.54,3.34,4.33,4.09,22,2.19,2.01,1.82,1.75,16,0,1.4,1.34,3.1,2.94
E2,10/10/09,Huddersfield,Exeter,4,0,H,2,0,H,G Sutton,19,3,11,1,9,11,16,5,1,0,0,0,1.67,3.75,5.25,1.65,3.5,4.55,1.7,3.4,4.6,1.7,3.2,4.2,1.67,3.5,5.5,1.62,3.5,5,1.6,3.4,4.8,1.67,3.25,5,1.67,3.4,4.5,1.67,3.5,5,32,1.72,1.65,3.95,3.51,5.67,5.01,23,1.91,1.83,2.02,1.91,16,0,1.25,1.22,4,3.67
E2,10/10/09,Leyton Orient,Colchester,0,1,A,0,0,D,D McDermid,11,13,5,6,21,17,2,9,2,2,0,0,3.4,3.2,2.2,3.25,3.3,2,3.1,3.3,2.1,2.8,3.1,2.2,3,3.5,2.2,2.95,3.25,2.2,2.88,3.25,2.15,3,3.25,2.2,3,3.25,2.1,3.1,3.3,2.15,32,3.76,3.2,3.5,3.27,2.25,2.14,23,2.02,1.88,1.95,1.86,16,0,2.5,2.29,1.62,1.55
E2,10/10/09,Milton Keynes Dons,Walsall,1,0,H,1,0,H,D Sheldrake,5,3,4,1,7,16,3,6,0,2,0,0,1.62,3.75,5.5,1.55,3.6,5.25,1.6,3.5,5.25,1.6,3.4,4.6,1.62,3.6,6,1.6,3.5,5.2,1.57,3.5,5,1.62,3.5,5,1.57,3.5,5.5,1.57,3.5,6,33,1.65,1.59,3.87,3.57,6.65,5.54,24,2.01,1.88,1.93,1.86,17,0,1.22,1.19,4.5,3.97
E2,10/10/09,Swindon,Millwall,1,1,D,1,0,H,K Wright,4,13,3,4,7,20,7,8,3,2,1,1,2.25,3.25,3.2,2.1,3.2,3.1,2.2,3.25,3,2.1,3.1,3,2.25,3.5,3,2.2,3.3,2.9,2.1,3.2,3,2.1,3.3,3.1,2.2,3.25,2.9,2.2,3.25,3.1,32,2.28,2.19,3.5,3.28,3.32,3.06,23,2.11,1.99,1.86,1.77,16,0,1.62,1.58,2.28,2.2
E2,10/10/09,Yeovil,Brighton,2,2,D,1,2,A,O Langford,10,7,2,2,11,26,6,4,3,3,0,0,2.6,3.3,2.63,2.35,3.15,2.75,2.3,3.3,2.75,2.2,3.1,2.8,2.38,3.4,2.88,2.3,3.3,2.75,2.4,3.25,2.5,2.25,3.4,2.75,2.25,3.25,2.8,2.38,3.3,2.75,32,2.81,2.45,3.4,3.25,2.88,2.69,23,2.18,2.01,1.81,1.76,14,0,1.98,1.84,2.05,1.92
E2,12/10/09,Tranmere,Stockport,0,1,A,0,0,D,R Booth,12,12,8,3,10,8,3,2,0,0,1,0,2.4,3.4,2.8,2.2,3.25,2.85,2.25,3.25,2.9,2.2,3.1,2.8,2.25,3.5,3,2.2,3.25,2.95,2.2,3.2,2.8,2.25,3.25,2.88,2.3,3.2,2.8,2.3,3.3,2.88,30,2.41,2.29,3.5,3.26,3.24,2.88,23,2.06,1.94,1.88,1.81,17,0,1.73,1.67,2.25,2.09
E2,13/10/09,Brighton,Gillingham,2,0,H,1,0,H,G Scott,8,5,6,4,12,14,8,10,1,3,0,0,2.25,3.3,3.2,2.25,3.2,2.8,2.2,3.25,2.9,,,,2.25,3.5,3,2.2,3.25,2.95,2.25,3.4,3.1,2.25,3.4,2.75,2.2,3.25,2.9,2.1,3.3,3.25,30,2.26,2.18,3.5,3.27,3.55,3.11,22,2.16,2.06,1.79,1.71,15,0,1.63,1.57,2.5,2.29
E2,17/10/09,Charlton,Huddersfield,2,1,H,1,1,D,R East,8,14,5,4,13,14,8,11,2,2,0,0,1.91,3.4,4,1.8,3.25,4,1.8,3.4,4,1.8,3.2,3.7,1.8,3.5,4.5,1.8,3.3,4.2,1.8,3.3,3.75,1.8,3.4,4,1.8,3.3,4,1.8,3.3,4.33,29,2.06,1.87,3.56,3.34,4.33,3.93,21,1.93,1.85,1.98,1.89,15,0,1.4,1.36,3,2.86
E2,17/10/09,Leyton Orient,Brentford,2,1,H,1,1,D,A D'Urso,7,14,2,6,11,18,3,4,2,2,0,0,2.5,3.3,2.75,2.3,3.2,2.75,2.3,3.25,2.8,2.3,3.1,2.6,2.38,3.4,2.88,2.3,3.3,2.75,2.25,3.25,2.7,2.25,3.4,2.75,2.4,3.2,2.6,2.4,3.25,2.75,29,2.7,2.44,3.4,3.25,2.81,2.68,21,2.14,2.02,1.8,1.74,15,0,1.93,1.77,2.1,1.96
E2,17/10/09,Milton Keynes Dons,Gillingham,2,0,H,0,0,D,P Gibbs,9,6,4,3,15,9,4,5,2,0,0,0,1.62,3.6,6,1.6,3.45,5,1.6,3.5,5.25,1.6,3.4,4.6,1.62,3.5,6,1.57,3.5,5.5,1.67,3.4,4.33,1.57,3.5,5.5,1.57,3.5,5.5,1.57,3.5,6,29,1.65,1.61,3.76,3.51,6.32,5.43,21,1.97,1.87,1.94,1.86,15,0,1.29,1.2,4.45,3.92
E2,17/10/09,Oldham,Southampton,1,3,A,0,2,A,D Foster,7,9,4,2,7,13,5,4,1,1,0,0,2.6,3.25,2.7,2.35,3.15,2.7,2.35,3.25,2.7,2.3,3.1,2.6,2.38,3.4,2.88,2.3,3.3,2.75,2.25,3.25,2.7,2.25,3.4,2.75,2.3,3.25,2.75,2.5,3.25,2.62,29,2.82,2.47,3.4,3.23,2.75,2.67,21,2.12,2,1.82,1.74,14,0,2,1.84,2,1.93
E2,17/10/09,Southend,Bristol Rvs,2,1,H,1,0,H,C Pawson,11,14,4,6,13,12,2,3,3,3,0,0,2.5,3.3,2.8,2.45,3.2,2.55,2.4,3.25,2.65,2.3,3.1,2.6,2.4,3.4,2.8,2.35,3.25,2.6,2.38,3.1,2.62,2.38,3.4,2.6,2.38,3.25,2.62,2.3,3.3,2.88,30,2.56,2.42,3.4,3.23,2.96,2.72,22,2.12,2,1.82,1.76,14,0,1.88,1.79,2.11,1.99
E2,17/10/09,Stockport,Millwall,0,4,A,0,3,A,M Haywood,14,14,5,7,10,14,6,8,1,0,0,0,3,3.2,2.38,2.65,3.25,2.35,2.6,3.25,2.45,2.5,3.1,2.4,2.7,3.4,2.5,2.65,3.25,2.4,2.7,3.25,2.25,2.5,3.4,2.5,2.62,3.25,2.38,2.75,3.25,2.4,30,3.09,2.77,3.4,3.24,2.5,2.39,22,2.23,2.03,1.81,1.73,14,0,2.22,2.03,1.83,1.75
E2,17/10/09,Swindon,Hartlepool,0,2,A,0,2,A,T Kettle,8,8,4,4,6,13,7,1,0,3,0,0,1.91,3.4,4,1.75,3.35,4.1,1.85,3.4,3.75,1.7,3.2,4.2,1.8,3.5,4.5,1.85,3.3,3.9,1.7,3.4,4.2,1.8,3.4,4,1.85,3.3,3.75,1.91,3.3,3.8,30,2.05,1.88,3.57,3.34,4.2,3.87,22,2.08,1.97,1.87,1.78,15,0,1.41,1.36,3.1,2.88
E2,17/10/09,Tranmere,Brighton,2,1,H,1,0,H,J Waugh,9,4,7,0,14,10,4,8,3,3,0,1,2.9,3.3,2.38,2.55,3.2,2.45,2.5,3.3,2.5,2.4,3.1,2.5,2.7,3.4,2.5,2.7,3.25,2.38,2.5,3.1,2.5,2.5,3.4,2.5,2.6,3.2,2.4,2.7,3.3,2.38,30,3.05,2.74,3.4,3.23,2.55,2.41,22,2.09,1.99,1.85,1.77,14,0,2.18,2.04,1.83,1.75
E2,17/10/09,Walsall,Exeter,3,0,H,2,0,H,P Tierney,12,10,8,5,14,7,7,10,1,1,0,1,2,3.4,3.75,1.9,3.25,3.6,2,3.25,3.4,1.9,3.2,3.4,2,3.4,3.75,2,3.3,3.4,1.91,3.25,3.4,2,3.25,3.4,2,3.2,3.4,2.1,3.3,3.25,29,2.1,1.99,3.5,3.28,4.05,3.56,21,2.03,1.93,1.9,1.81,15,0,1.46,1.43,2.9,2.6
E2,17/10/09,Wycombe,Colchester,1,1,D,0,1,A,C Sarginson,13,7,5,4,18,18,3,3,3,5,0,0,3.75,3.4,2,3.2,3.2,2.05,3.4,3.25,2,3.1,3.2,2,3.4,3.4,2.1,3.25,3.3,2.05,3.4,3.25,1.91,3.4,3.25,2,3.4,3.25,2,3.3,3.25,2.1,29,4.18,3.48,3.5,3.28,2.1,2.01,21,2.2,2.04,1.75,1.69,15,0,2.7,2.54,1.5,1.45
E2,17/10/09,Yeovil,Carlisle,3,1,H,2,0,H,F Graham,11,5,5,2,10,18,2,9,0,3,0,0,2.4,3.3,2.9,2.25,3.2,2.8,2.25,3.25,2.85,2.2,3.1,2.8,2.25,3.5,3,2.25,3.25,2.85,2.2,3.25,2.75,2.2,3.4,2.88,2.2,3.2,3,2.25,3.25,3,30,2.45,2.3,3.4,3.25,3.1,2.87,22,2.05,1.99,1.88,1.77,15,0,1.73,1.67,2.2,2.06
E2,19/10/09,Leeds,Norwich,2,1,H,1,1,D,L Mason,17,11,7,7,18,17,5,8,4,3,0,0,1.73,3.5,5,1.7,3.45,4.25,1.75,3.4,4.25,1.7,3.2,4.2,1.73,3.5,5,1.8,3.3,4.2,1.7,3.4,4.2,1.73,3.4,4.33,1.7,3.4,4.5,1.73,3.3,4.75,28,1.82,1.76,3.53,3.4,5.05,4.41,22,1.96,1.87,1.95,1.86,15,0,1.31,1.29,3.55,3.3
E2,24/10/09,Brentford,Stockport,2,0,H,1,0,H,G Ward,11,12,6,7,14,14,4,5,1,1,0,0,1.83,3.4,4.5,1.85,3.35,3.65,1.83,3.3,4,1.8,3.2,3.7,1.83,3.5,4.33,1.83,3.4,3.8,1.8,3.3,3.75,1.91,3.25,3.75,1.8,3.3,4,1.8,3.3,4.75,28,1.91,1.84,3.55,3.35,4.78,4.11,23,2.12,2,1.82,1.76,17,0,1.36,1.33,3.35,2.97
E2,24/10/09,Brighton,Oldham,0,2,A,0,0,D,D Whitestone,9,8,3,4,12,10,11,2,0,3,0,0,2.2,3.3,3.25,2.2,3.25,2.85,2.2,3.25,3,2.2,3.1,2.8,2.2,3.4,3.2,2.2,3.25,2.95,2.05,3.2,3.1,2.25,3.25,2.88,2.1,3.2,3.1,2.25,3.25,3.1,29,2.3,2.2,3.44,3.28,3.43,3.06,24,2.12,1.98,1.86,1.78,17,0,1.66,1.58,2.3,2.2
E2,24/10/09,Bristol Rvs,Yeovil,1,2,A,0,0,D,N Swarbrick,13,12,5,7,18,11,8,5,2,1,0,0,1.8,3.5,4.5,1.8,3.35,3.9,1.8,3.4,4,1.8,3.2,3.7,1.8,3.5,4.5,1.75,3.4,4.2,1.67,3.4,4.33,1.73,3.4,4.33,1.7,3.4,4.33,1.75,3.4,4.5,29,1.83,1.76,3.65,3.44,5.1,4.4,24,2.04,1.94,1.93,1.82,17,0,1.34,1.29,3.7,3.22
E2,24/10/09,Carlisle,Southend,2,1,H,1,1,D,G Eltringham,11,8,7,4,16,17,2,8,0,3,0,0,2.5,3.25,2.8,2.4,3.2,2.6,2.4,3.25,2.65,2.3,3.1,2.6,2.4,3.4,2.8,2.38,3.3,2.65,2.3,3.2,2.62,2.38,3.2,2.75,2.4,3.2,2.6,2.4,3.25,2.8,29,2.55,2.42,3.4,3.25,2.99,2.74,24,2.1,2,1.83,1.76,16,0,1.85,1.78,2.12,2
E2,24/10/09,Colchester,Walsall,2,1,H,1,1,D,R East,9,5,6,3,5,11,4,9,0,2,0,0,1.67,3.5,5.5,1.65,3.55,4.45,1.7,3.5,4.5,1.7,3.2,4.2,1.67,3.75,5,1.7,3.4,4.5,1.62,3.5,4.5,1.67,3.4,5,1.7,3.4,4.33,1.67,3.4,5.5,29,1.73,1.68,3.75,3.53,5.56,4.84,24,2.12,2,1.82,1.76,17,0,1.28,1.24,4.05,3.58
E2,24/10/09,Exeter,Wycombe,1,1,D,0,1,A,S Rushton,8,6,4,3,12,10,8,1,3,2,0,0,2.1,3.25,3.6,1.85,3.35,3.65,1.91,3.4,3.5,2,3.2,3.1,2,3.2,4,1.9,3.4,3.6,1.91,3.25,3.4,2,3.25,3.4,2.1,3.2,3.2,2.1,3.4,3.4,28,2.2,2.02,3.42,3.3,4,3.5,23,2.12,2.01,1.81,1.75,17,0,1.53,1.49,2.6,2.42
E2,24/10/09,Gillingham,Charlton,1,1,D,0,0,D,J Moss,12,10,11,3,12,14,11,3,3,3,0,0,3.2,3.3,2.25,2.95,3.35,2.1,2.9,3.2,2.25,2.8,3.1,2.2,3,3.4,2.3,2.95,3.25,2.2,3.1,3.2,2.05,2.88,3.25,2.25,2.8,3.25,2.25,3,3.4,2.2,28,3.37,3.01,3.51,3.3,2.3,2.22,23,2.01,1.91,1.91,1.84,17,0,2.3,2.2,1.64,1.58
E2,24/10/09,Hartlepool,Tranmere,1,0,H,1,0,H,G Sutton,7,14,3,4,6,7,11,8,1,1,0,1,1.91,3.4,4.2,1.85,3.4,3.6,1.91,3.3,3.6,1.85,3.2,3.5,1.91,3.4,4,1.85,3.3,3.85,1.8,3.3,3.75,1.91,3.25,3.75,1.75,3.3,4.33,1.91,3.3,3.8,29,1.95,1.89,3.61,3.35,4.39,3.9,24,2.04,1.95,1.88,1.8,17,0,1.39,1.36,2.95,2.81
E2,24/10/09,Huddersfield,Leyton Orient,4,0,H,1,0,H,P Quinn,16,7,9,4,14,9,9,4,0,2,0,0,1.57,3.6,6.5,1.55,3.75,5,1.62,3.5,5,1.65,3.3,4.4,1.62,3.75,5.5,1.6,3.5,5.2,1.6,3.4,4.8,1.62,3.5,5,1.5,3.75,6,1.62,3.5,5.5,28,1.67,1.58,4,3.63,6.96,5.62,24,1.91,1.82,2.01,1.93,17,0,1.22,1.17,4.9,4.25
E2,24/10/09,Millwall,Leeds,2,1,H,1,1,D,M Clattenburg,12,15,7,7,12,12,8,4,1,0,0,0,2.9,3.3,2.4,2.85,3.25,2.2,2.8,3.2,2.35,2.6,3.1,2.3,2.88,3.4,2.38,2.65,3.3,2.38,2.75,3.2,2.25,2.75,3.2,2.38,2.62,3.2,2.4,3,3.25,2.25,29,3,2.81,3.4,3.26,2.54,2.36,24,2.21,2.04,1.8,1.74,16,0,2.12,2.02,1.83,1.76
E2,24/10/09,Norwich,Swindon,1,0,H,1,0,H,G Hegley,11,3,1,0,11,8,11,1,0,1,0,0,1.67,3.5,5.5,1.7,3.35,4.5,1.7,3.5,4.5,1.65,3.3,4.4,1.67,3.75,5,1.65,3.5,4.75,1.67,3.4,4.33,1.62,3.5,5,1.7,3.4,4.33,1.67,3.5,5,28,1.73,1.67,3.82,3.49,6.12,5.02,23,1.9,1.81,2.03,1.94,17,0,1.29,1.23,3.75,3.58
E2,24/10/09,Southampton,Milton Keynes Dons,3,1,H,0,1,A,M Russell,12,5,9,1,16,11,3,5,1,0,0,0,2.4,3.3,2.9,2.3,3.25,2.7,2.35,3.2,2.75,2.3,3.1,2.6,2.38,3.25,3,2.38,3.3,2.65,2.25,3.25,2.7,2.25,3.25,2.88,2.25,3.25,2.75,2.38,3.25,2.8,28,2.44,2.33,3.3,3.25,3.2,2.87,23,2.12,1.99,1.83,1.76,17,0,1.7,1.64,2.26,2.1
