Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
T1,27/04/03,Altay,Genclerbirligi,3,3,D,1,2,A,3.5,3.4,1.833,3.8,3.4,1.75,3.6,3.3,1.8,3.75,3.5,1.727,3.5,3.4,1.85,3.8,3.5,1.7,1.45,2.35,,
T1,27/04/03,Galatasaray,Adanaspor,2,2,D,1,2,A,1.167,5.5,11,1.1,6.5,15,1.15,6,12,1.1,7,13,1.2,5,11,1.16,5.5,12,1.45,2.35,,
T1,27/04/03,Gaziantepspor,Istanbulspor,4,3,H,3,2,H,1.615,3.6,4.333,1.65,3.55,4.4,1.6,3.4,4.6,1.615,3.6,4.333,1.6,3.75,4.333,1.55,3.4,5,1.65,1.95,,
T1,27/04/03,Malatyaspor,Bursaspor,4,2,H,1,0,H,1.615,3.6,4.333,1.73,3.35,4,1.65,3.3,4.4,1.727,3.5,3.75,1.667,3.3,4.5,1.7,3.4,3.9,1.65,1.95,,
T1,27/04/03,Trabzonspor,Goztep,0,0,D,0,0,D,1.4,3.75,7,1.38,4,6.5,1.55,3.3,4.5,1.364,4,7,1.4,3.75,6.5,1.45,3.7,5.6,1.65,1.95,,
T1,03/05/03,Besiktas,Altay,2,0,H,0,0,D,1.143,6,12,1.15,5.8,14,1.15,6,12,1.1,7,13,1.154,6,11,1.16,5.5,12,1.5,2.25,,
T1,03/05/03,Bursaspor,Fenerbahce,2,1,H,1,0,H,2.5,3.25,2.375,2.6,3.3,2.35,2.8,3.1,2.2,2.6,3.2,2.375,2.5,3.5,2.3,2.62,3.2,2.3,1.6,2.05,,
T1,03/05/03,Genclerbirligi,Adanaspor,0,2,A,0,0,D,1.3,4.333,8,1.33,4.2,8,1.3,4.2,8,1.3,4.333,8,1.25,4.5,8.5,1.33,4.2,7.5,1.45,2.35,,
T1,03/05/03,Istanbulspor,Denizlispor,2,1,H,0,0,D,1.833,3,4,1.9,3,3.9,1.9,2.5,4.2,1.833,3,4,1.8,3,4.333,1.9,3.1,3.6,1.7,1.9,,
T1,03/05/03,Samsunspor,Elazigspor,4,3,H,3,0,H,1.8,3.3,3.75,1.75,3.5,3.85,1.9,2.9,3.4,1.667,3.6,4,1.7,3.5,4,1.72,3.4,4,1.65,1.95,,
T1,04/05/03,Diyarbakirspor,Gaziantepspor,0,1,A,0,0,D,2.375,3.25,2.5,2.4,3.25,2.55,2.4,2.9,2.7,2.375,3.2,2.6,2.3,3.4,2.5,2.3,3.3,2.6,1.6,2.05,,
T1,04/05/03,Goztep,Ankaragucu,0,1,A,0,0,D,2.3,3.4,2.5,2.2,3.35,2.7,2.2,3.4,2.5,2.375,3.2,2.6,2.3,3.5,2.5,2.37,3.3,2.5,1.7,1.9,,
T1,04/05/03,Kocaelispor,Malatyaspor,2,3,A,0,2,A,2.375,3.25,2.5,2.15,3.3,2.85,2,3.4,2.8,2.25,3.4,2.625,2.3,3.5,2.5,2.4,3.4,2.4,1.65,1.95,,
T1,04/05/03,Trabzonspor,Galatasaray,1,2,A,1,1,D,3.2,3.2,2,3.75,3.65,1.7,3.8,3.3,1.75,3.6,3.4,1.8,3.25,3.5,1.85,3.4,3.25,1.9,1.7,1.9,,
T1,09/05/03,Fenerbahce,Kocaelispor,1,0,H,1,0,H,,,,1.33,4.5,6.5,1.35,4,5.5,1.364,4,7,1.25,5,8,1.28,4.5,8,1.6,2.15,,
T1,10/05/03,Adanaspor,Besiktas,0,1,A,0,1,A,,,,5.5,3.6,1.5,5,3.7,1.5,5.5,3.75,1.5,,,,5.5,3.6,1.5,1.7,2,,
T1,11/05/03,Altay,Samsunspor,2,2,D,1,1,D,2,3.2,3.2,2,3.2,3.15,1.75,2.9,4,1.909,3.4,3.25,2.2,3.2,2.8,2,3.3,3.1,1.7,2,,
T1,11/05/03,Ankaragucu,Trabzonspor,2,0,H,1,0,H,1.909,3.4,3.25,1.9,3.3,3.35,1.75,3.3,3.8,1.8,3.4,3.6,,,,1.83,3.4,3.5,1.65,2.05,,
T1,11/05/03,Denizlispor,Diyarbakirspor,2,0,H,2,0,H,2,3,3.4,1.87,3.1,3.7,1.9,2.8,4,2,2.8,3.5,,,,2,3,3.4,1.8,1.9,,
T1,11/05/03,Elazigspor,Bursaspor,2,1,H,2,1,H,2,3.2,3.2,1.95,3.15,3.35,2,3.1,3.2,2.1,3.25,2.875,,,,2.1,3.2,3,1.75,1.95,,
T1,11/05/03,Galatasaray,Genclerbirligi,1,1,D,1,1,D,1.5,3.4,6,1.48,3.7,5.5,1.5,3.7,5,1.5,3.75,5.5,1.5,3.4,5.5,1.53,3.6,5,1.55,2.25,,
T1,11/05/03,Gaziantepspor,Goztep,3,1,H,1,0,H,1.444,3.75,6.5,1.45,3.75,5.8,1.5,3.7,5,1.533,3.75,5,,,,1.44,3.75,6,1.65,2.05,,
T1,11/05/03,Malatyaspor,Istanbulspor,1,2,A,1,1,D,1.615,3.5,4.5,1.7,3.3,4.25,1.5,3.7,5,1.727,3.5,3.75,,,,1.61,3.5,4.5,1.7,2,,
T1,16/05/03,Trabzonspor,Gaziantepspor,2,1,H,1,0,H,2.25,3.2,2.75,2.25,3.3,2.6,2.2,3,2.9,2.25,3.2,2.75,2.25,3.4,2.6,2.3,3.3,2.6,1.65,1.95,,
T1,17/05/03,Bursaspor,Altay,2,1,H,1,0,H,1.8,3.25,3.75,1.75,3.3,3.9,1.8,3.1,3.8,1.8,3.4,3.5,1.75,3.2,4.2,1.8,3.3,3.75,1.6,2.05,,
T1,17/05/03,Diyarbakirspor,Malatyaspor,1,1,D,0,0,D,2.2,3,3,2.1,3.2,2.95,2,3.2,3.1,2.1,3,3.2,2.15,3.1,2.9,2.1,3.2,3,1.65,1.95,,
T1,17/05/03,Galatasaray,Ankaragucu,3,0,H,1,0,H,1.36,4,7,1.25,4.75,8,1.35,4,7,1.25,5,8,1.3,4.33,8,1.3,4.33,8,1.55,2.15,,
T1,17/05/03,Genclerbirligi,Besiktas,1,2,A,1,2,A,2.5,3.2,2.25,3.1,3.25,2,2.9,3.2,2.1,3,3.4,2,,,,3.1,3.3,2,1.6,2.05,,
T1,17/05/03,Goztep,Denizlispor,2,3,A,0,0,D,2,3.2,3.2,1.85,3.3,3.5,1.9,3.3,3.3,1.91,3.4,3.25,1.85,3.3,3.5,1.9,3.3,3.3,1.7,1.9,,
T1,17/05/03,Istanbulspor,Fenerbahce,2,0,H,2,0,H,2.63,3.2,2.3,2.95,3.15,2.1,3,3.3,2,2.88,3.25,2.1,3.1,3.2,2,3.1,3.1,2.1,1.65,1.95,,
T1,17/05/03,Kocaelispor,Elazigspor,1,3,A,1,1,D,,,,2.5,3.3,2.4,,,,2.38,3.5,2.38,2.4,3.6,2.3,2.25,3.1,2.7,,,,
T1,17/05/03,Samsunspor,Adanaspor,0,2,A,0,1,A,1.83,3.2,3.75,1.8,3.2,3.8,2.1,3.1,3,2.1,3.25,2.88,1.85,3.2,3.75,1.9,3.1,3.6,,,,
T1,25/05/03,Adanaspor,Bursaspor,2,2,D,1,1,D,1.909,3.1,3.6,1.95,3.1,3.45,,,,2.1,2.75,3.5,2.1,2.7,3.6,2,3.1,3.3,,,,
T1,25/05/03,Altay,Kocaelispor,5,0,H,3,0,H,,,,,,,,,,,,,,,,1.3,3.9,9,,,,
T1,25/05/03,Besiktas,Galatasaray,1,0,H,0,0,D,2,3,3.4,2,3,3.45,2.1,3.1,3,2,3.2,3.2,2.1,3,3.2,1.9,3.1,3.6,1.6,2.05,,
T1,25/05/03,Denizlispor,Trabzonspor,1,1,D,1,1,D,2.5,3.25,2.375,2.3,3.2,2.65,2.2,3.1,2.8,2.2,3.2,2.8,2.1,3.4,2.8,2.5,3.3,2.37,2.05,1.6,,
T1,25/05/03,Elazigspor,Istanbulspor,1,0,H,1,0,H,1.727,3.6,3.75,,,,,,,1.615,3.75,4,,,,1.8,3.5,3.35,,,,
T1,25/05/03,Fenerbahce,Diyarbakirspor,0,0,D,0,0,D,1.5,3.6,5.5,1.45,3.7,6.15,1.45,3.8,5.4,1.5,3.25,6.5,1.5,3.25,6.5,1.44,3.75,6,,,,
T1,25/05/03,Gaziantepspor,Ankaragucu,4,2,H,3,0,H,1.8,3.1,4,1.75,3.15,4.25,1.85,3,3.7,1.833,3.4,3.4,1.65,3.4,4.5,1.72,3.2,4.33,,,,
T1,25/05/03,Genclerbirligi,Samsunspor,1,1,D,0,1,A,1.5,3.6,5.5,1.45,3.7,6.15,1.5,3.7,5,1.571,3.6,4.5,1.45,3.75,6,1.44,3.75,6,,,,
T1,25/05/03,Malatyaspor,Goztep,4,1,H,3,1,H,,,,,,,,,,,,,,,,1.5,3.5,5.4,,,,
T1,30/05/03,Galatasaray,Gaziantepspor,2,1,H,1,0,H,1.57,3.75,4.5,1.63,3.6,4,,,,1.5,3.5,5.5,1.5,3.6,5,1.61,3.5,4.5,,,,
T1,31/05/03,Ankaragucu,Denizlispor,1,1,D,1,1,D,1.57,3.75,4.5,1.55,3.5,5.5,,,,1.4,4,6,1.53,3.25,6,1.61,3.5,4.5,,,,
T1,31/05/03,Bursaspor,Genclerbirligi,3,1,H,1,0,H,1.57,3.75,4.5,,,,,,,1.5,4,4.5,1.5,3.6,5,1.5,3.8,5,,,,
T1,31/05/03,Diyarbakirspor,Elazigspor,1,2,A,0,0,D,,,,3.1,3.4,1.95,,,,2.75,3.75,1.91,3.6,3.5,1.7,3,3.4,2,,,,
T1,31/05/03,Goztep,Fenerbahce,1,1,D,0,1,A,,,,,,,,,,,,,8,5,1.25,8,5,1.25,,,,
T1,31/05/03,Istanbulspor,Altay,0,0,D,0,0,D,,,,,,,,,,3,3.75,1.8,3.3,3.4,1.75,3.1,3.1,2.1,,,,
T1,31/05/03,Kocaelispor,Adanaspor,1,2,A,0,1,A,2.6,3.5,2.25,2.65,3.5,2.2,,,,2.38,3.5,2.38,2.6,3.3,2.3,2.5,3.4,2.3,,
T1,31/05/03,Samsunspor,Besiktas,3,4,A,1,2,A,3.25,3.4,1.9,3,3.5,2,,,,3,3.4,2,3,3.6,1.9,3.25,3.4,1.9,,
T1,31/05/03,Trabzonspor,Malatyaspor,0,2,A,0,1,A,2.1,3.4,2.8,,,,,,,,,,2.1,3.4,2.8,2.1,3.4,2.8,,
