Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH
T1,20/03/04,Gaziantepspor,Samsunspor,1,0,H,1,0,H,1.727,3.4,4,1.7,3.35,3.85,1.65,3.3,4.4,1.667,3.6,4,1.75,3.4,4,1.8,3.3,3.75,1.65,2,1.7,1.79,-0.5
T1,20/03/04,Konyaspor,Adanaspor,4,1,H,3,0,H,1.444,3.75,6,1.4,3.85,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.6,6,1.5,3.6,5.5,1.55,2.2,1.85,1.86,-1
T1,21/03/04,Elazigspor,Ankaragucu,1,2,A,0,0,D,2.2,3.25,2.75,2.15,3.15,2.75,2.2,3.1,2.8,2.1,3.2,3,2.25,3.2,2.8,2.3,3.2,2.65,1.71,1.95,1.9,1.81,-0.25
T1,21/03/04,Fenerbahce,Bursaspor,3,1,H,1,1,D,1.167,5.5,11,1.15,5.6,10,1.17,5.5,11,1.2,5.5,9,1.2,5.5,10,1.14,6,12,1.5,2.3,2.05,1.7,-2
T1,21/03/04,Genclerbirligi,A. Sebatspor,3,1,H,0,0,D,,,,,,,1.8,3.1,3.8,1.8,3.4,3.6,1.83,3.4,3.6,,,,1.55,2.2,,,
T1,21/03/04,Istanbulspor,Malatyaspor,0,0,D,0,0,D,2.2,3.25,2.75,2.2,3.1,2.7,2,3.2,3.1,2.1,3.2,3,2.25,3.25,2.75,2.25,3.2,2.7,1.65,2,2,1.73,-0.25
T1,21/03/04,Trabzonspor,Denizlispor,1,0,H,0,0,D,1.8,3.3,3.75,1.75,3.25,3.7,1.7,3.3,4,1.727,3.6,3.75,1.75,3.4,4,1.85,3.4,3.45,1.65,2,1.75,1.73,-0.5
T1,26/03/04,Samsunspor,Galatasaray,1,0,H,0,0,D,2.625,3.2,2.3,2.65,3.2,2.35,3.2,3.1,2,2.75,3.25,2.2,2.62,3.2,2.37,2.62,3.2,2.3,1.6,2.1,1.79,1.9,0.25
T1,27/03/04,A. Sebatspor,Konyaspor,1,1,D,0,0,D,2.1,3.2,3,2.05,3.2,3.2,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3.1,2.3,2.8,3,1.65,2,1.79,1.92,-0.25
T1,27/03/04,Adanaspor,Fenerbahce,1,2,A,1,1,D,8,4.5,1.286,8,4.5,1.3,9,4.5,1.25,8,4.5,1.286,10,5,1.22,8,4.5,1.28,1.55,2.2,1.86,1.85,1.5
T1,27/03/04,Ankaragucu,Diyarbakirspor,3,1,H,2,0,H,2.2,3.25,2.75,2.2,3.15,2.9,2.2,3,2.9,2.1,3.2,3,2.2,3.2,2.88,2.15,3.25,2.85,1.65,2,1.97,1.75,-0.25
T1,27/03/04,Besiktas,Gaziantepspor,4,1,H,3,1,H,1.5,3.6,5.5,1.5,3.75,5.5,1.5,3.7,5,1.5,3.6,5.5,1.5,3.75,5.5,1.44,3.75,6,1.55,2.2,1.85,1.86,-1
T1,27/03/04,Bursaspor,Istanbulspor,1,1,D,0,0,D,2,3.2,3.2,1.95,3.2,3.45,1.9,3.1,3.5,1.909,3.25,3.4,1.85,3.25,3.75,1.9,3.3,3.4,1.71,1.95,1.9,1.69,-0.5
T1,27/03/04,Denizlispor,Elazigspor,3,0,H,0,0,D,1.4,3.75,7,1.44,3.8,6.4,1.35,4,7,1.444,3.75,6,1.44,3.75,6.5,1.4,3.75,7,1.65,2,1.8,1.91,-1
T1,27/03/04,Malatyaspor,Trabzonspor,2,3,A,2,1,H,3,3.2,2.1,3.1,3.25,2.05,3.1,3,2.1,3,3.4,2,3.75,3.25,1.83,2.75,3.25,2.2,,,,,
T1,27/03/04,Rizespor,Genclerbirligi,2,0,H,1,0,H,2.25,3.25,2.7,2,3.25,3.25,2,3.1,3.2,2,3.4,3,2.2,3.25,2.8,2.15,3.3,2.8,,,,,
T1,31/03/04,Adanaspor,Genclerbirligi,2,2,D,0,0,D,,,,3.5,3.25,1.9,3.4,3.3,1.85,3.4,3.25,1.91,4,3.4,1.75,3.75,3.5,1.75,,,1.69,1.9,0.5
T1,03/04/04,Diyarbakirspor,Denizlispor,0,1,A,0,0,D,2.375,3.1,2.625,2.35,3.15,2.55,2.3,3.1,2.6,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.3,2.6,1.6,2.1,2.35,1.41,-0.5
T1,03/04/04,Fenerbahce,A. Sebatspor,4,2,H,3,1,H,1.2,5,11,1.17,5,12,1.22,4.7,9.5,1.2,5,11,1.16,5.5,13,1.16,5.5,12,1.45,2.45,,,
T1,03/04/04,Gaziantepspor,Ankaragucu,2,1,H,1,1,D,1.727,3.4,4,1.71,3.3,4,1.6,3.4,4.6,1.727,3.6,3.75,1.72,3.4,4.2,1.7,3.4,4.1,1.6,2.1,1.6,1.89,-0.5
T1,03/04/04,Trabzonspor,Istanbulspor,2,0,H,1,0,H,1.286,4.5,8,1.27,4.35,8,1.33,4,7.5,1.333,4.5,6.5,1.3,4.33,8.5,1.3,4.3,8.25,1.6,2.1,1.25,1.82,-0.5
T1,04/04/04,Adanaspor,Bursaspor,0,3,A,0,0,D,,,,,,,,,,3.2,3.2,2,,,,,,,,,,,
T1,04/04/04,Elazigspor,Malatyaspor,0,0,D,0,0,D,1.615,3.6,4.333,,,,,,,2,3.2,3.2,2,3.25,3.25,1.5,3.7,5,,,,,
T1,04/04/04,Galatasaray,Besiktas,1,2,A,1,0,H,2.625,3.1,2.375,2.65,3,2.35,2.5,3,2.5,2.75,3.25,2.25,2.7,3.2,2.3,2.62,3.2,2.3,1.65,2,1.41,2.35,0.5
T1,04/04/04,Genclerbirligi,Samsunspor,2,1,H,0,0,D,1.909,3.25,3.4,1.85,3.25,3.4,2,3.1,3,1.833,3.4,3.6,1.9,3.25,3.5,1.9,3.4,3.15,1.6,2.1,1.85,1.66,-0.5
T1,04/04/04,Konyaspor,Rizespor,2,1,H,1,1,D,2,3.2,3.2,2.05,3,3.2,2.1,2.8,3.3,2.1,3,3.2,2.1,3.1,3.2,2.1,2.9,3.3,1.6,2.1,,,
T1,09/04/04,Rizespor,Fenerbahce,1,0,H,0,0,D,5,3.5,1.571,5.75,3.6,1.45,5.4,3.8,1.45,5,3.75,1.533,5,3.6,1.57,5.5,3.6,1.5,1.5,2.3,2.21,1.45,0.5
T1,10/04/04,A. Sebatspor,Adanaspor,4,3,H,2,1,H,,,,,,,1.2,4.5,9,1.4,4,6,1.28,4.5,8,1.25,4.75,8,,,,,
T1,10/04/04,Ankaragucu,Galatasaray,1,0,H,0,0,D,2.4,3.4,2.4,2.5,3.1,2.4,2.5,3.2,2.3,2.4,3.25,2.5,2.5,3.4,2.37,2.4,3.4,2.4,1.7,2,,,
T1,10/04/04,Bursaspor,Trabzonspor,1,2,A,0,1,A,3.25,3.4,1.909,3.5,3.25,1.85,3.4,3.2,1.9,3.2,3.2,2,3.6,3.4,1.85,3.6,3.4,1.8,1.65,2,1.69,1.85,0.5
T1,10/04/04,Istanbulspor,Elazigspor,3,1,H,1,0,H,1.8,3.4,3.75,1.75,3.3,3.75,1.7,3.3,4,1.8,3.4,3.6,1.8,3.4,3.75,1.85,3.4,3.45,1.6,2.1,1.75,1.76,-0.5
T1,11/04/04,Besiktas,Genclerbirligi,2,2,D,1,2,A,1.4,3.75,7,1.37,3.75,7,1.4,3.9,6,1.444,4,5.5,1.4,4,6.5,1.36,4.5,6,1.6,2.1,,,
T1,11/04/04,Denizlispor,Gaziantepspor,2,0,H,1,0,H,2,3.2,3.2,1.9,3.25,3.25,2.1,3.1,3,1.909,3.25,3.4,2,3.2,3.3,1.95,3.4,3.15,1.71,2,1.9,1.63,-0.5
T1,11/04/04,Malatyaspor,Diyarbakirspor,5,0,H,2,0,H,1.909,3.2,3.5,1.9,3.1,3.5,1.9,3.2,3.4,1.909,3.25,3.4,2,3.2,3.4,2.35,3.25,2.55,1.65,2,,,
T1,16/04/04,Galatasaray,Denizlispor,4,3,H,3,3,D,1.909,3.25,3.5,2,3.3,3.1,2.1,3.1,3,1.909,3.4,3.25,1.9,3.25,3.5,2,3.3,3.1,1.6,2.1,,,
T1,17/04/04,Elazigspor,Trabzonspor,0,3,A,0,0,D,5.5,3.5,1.533,,,,,,,5,3.75,1.533,7,3.75,1.4,5.5,3.6,1.5,,,,,
T1,17/04/04,Gaziantepspor,Malatyaspor,1,3,A,0,2,A,1.571,3.5,5,1.55,3.4,5,1.45,3.8,5.4,1.5,3.75,5.5,1.66,3.4,4.5,1.55,3.6,5,1.71,1.95,1.55,2.02,-0.5
T1,17/04/04,Genclerbirligi,Ankaragucu,1,2,A,1,1,D,2,3.2,3.2,1.95,3.15,3.25,2.3,3,2.7,2,3.2,3.2,1.9,3.25,3.5,2.1,3.1,3.1,1.55,2.2,1.95,1.6,-0.5
T1,17/04/04,Konyaspor,Besiktas,2,2,D,2,1,H,4.333,3.4,1.667,4.5,3.75,1.55,4.2,3.2,1.7,4.333,3.75,1.615,5,3.4,1.61,4.5,3.5,1.61,1.6,2.1,2.05,1.55,0.5
T1,18/04/04,A. Sebatspor,Bursaspor,0,1,A,0,0,D,,,,1.95,3.15,3.25,2.1,3,3.1,1.909,3.4,3.25,2,3.25,3.25,1.95,3.35,3.05,1.75,1.9,1.95,1.6,-0.5
T1,18/04/04,Adanaspor,Rizespor,0,1,A,0,1,A,,,,,,,,,,,,,3.6,3.4,1.8,,,,,,,,
T1,18/04/04,Diyarbakirspor,Istanbulspor,1,2,A,1,1,D,1.909,3.25,3.4,1.85,3.25,3.5,,,,1.909,3.4,3.25,1.85,3.25,3.75,1.9,3.4,3.25,1.62,2.05,,,
T1,18/04/04,Fenerbahce,Samsunspor,1,1,D,1,0,H,1.222,5,10,1.17,5.5,10,1.2,5,10,1.2,5,11,1.2,5,12,1.2,5.5,9,1.5,2.3,,,
T1,21/04/04,Samsunspor,Konyaspor,2,3,A,0,2,A,1.83,3.2,3.75,1.7,3.25,4,,,,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.3,3.4,,,1.7,1.79,-0.5
T1,23/04/04,Malatyaspor,Galatasaray,1,2,A,0,0,D,2.37,3.1,2.62,2.4,3.2,2.55,2.5,3,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.25,2.5,1.6,2.1,2.4,1.42,-0.5
T1,24/04/04,Bursaspor,Elazigspor,4,0,H,1,0,H,,,,,,,,,,,,,,,,1.2,5,9,,,,,
T1,24/04/04,Istanbulspor,Gaziantepspor,0,1,A,0,0,D,,,,,,,,,,,,,,,,1.5,3.75,4.5,,,,,
T1,24/04/04,Rizespor,A. Sebatspor,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,
T1,24/04/04,Trabzonspor,Diyarbakirspor,2,0,H,1,0,H,1.25,5,8,1.2,5.3,10,1.15,6,12,1.25,5,8,1.25,5,8.5,1.25,5,8,1.55,2.2,1.2,3.46,-0.5
T1,25/04/04,Ankaragucu,Konyaspor,1,0,H,0,0,D,1.72,3.4,4,1.75,3.25,4.1,,,,1.73,3.6,3.75,1.8,3.25,4,1.7,3.4,3.9,1.6,2.1,1.75,1.81,-0.5
T1,25/04/04,Besiktas,Fenerbahce,1,3,A,0,1,A,2.25,3.1,2.8,2.3,3.05,2.8,2.4,3,2.6,2.2,3.2,2.8,2.38,3.1,2.7,2.2,3,3,1.9,1.75,2.3,1.46,-0.5
T1,25/04/04,Denizlispor,Genclerbirligi,1,2,A,0,1,A,1.72,3.4,4,1.7,3.4,4.2,1.65,3.3,4.4,1.67,3.6,4,1.75,3.4,4,1.7,3.4,4.1,1.6,2.1,1.7,1.88,-0.5
T1,25/04/04,Samsunspor,Adanaspor,2,1,H,2,0,H,,,,,,,,,,,,,,,,1.3,4.75,6.5,,,,,
T1,30/04/04,Adanaspor,Besiktas,1,0,H,0,0,D,,,,9,6,1.15,9.5,4.8,1.22,,,,8.5,6,1.16,11,6,1.17,,,,,
T1,01/05/04,Fenerbahce,Ankaragucu,3,1,H,0,1,A,1.16,5.5,11,1.13,6,12,1.2,5,10,1.17,5.5,12,1.14,6,12,1.22,5,10,,,,,
T1,01/05/04,Gaziantepspor,Trabzonspor,1,2,A,0,1,A,4.33,3.6,1.61,4.25,3.6,1.6,,,,4.33,3.75,1.62,4.5,3.6,1.6,4,3.6,1.67,,,1.95,1.6,0.5
T1,01/05/04,Genclerbirligi,Malatyaspor,2,2,D,1,2,A,2.1,3.2,3,1.95,3.2,3.2,2,3.2,2.1,2.25,3.2,2.75,2,3.2,3.2,2,3.2,3.2,,,1.95,1.6,-0.5
T1,01/05/04,Konyaspor,Denizlispor,1,1,D,0,1,A,,,,2.55,3,2.4,2.3,3.1,2.6,2.5,3.25,2.4,2.62,3.2,2.3,2.62,3.2,2.3,,,,,
T1,02/05/04,A. Sebatspor,Samsunspor,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,
T1,02/05/04,Bursaspor,Rizespor,4,2,H,0,2,A,,,,,,,,,,,,,,,,,,,,,,,
T1,02/05/04,Elazigspor,Diyarbakirspor,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,
T1,02/05/04,Galatasaray,Istanbulspor,2,2,D,1,1,D,1.66,3.6,4,1.75,3.5,3.5,,,,1.67,3.75,3.75,1.7,3.75,3.75,1.7,3.75,3.75,,,1.75,1.75,-0.5
T1,08/05/04,Ankaragucu,Adanaspor,1,2,A,0,0,D,,,,,,,,,,,,,1.29,4.5,7.5,1.3,4.5,7,,,,,
T1,08/05/04,Elazigspor,Gaziantepspor,1,2,A,1,1,D,,,,,,,,,,,,,,,,4.5,3.5,1.6,,,,,
T1,08/05/04,Malatyaspor,Konyaspor,1,3,A,0,1,A,,,,1.85,3.25,3.4,1.9,3.2,3.3,1.91,3.4,3.25,1.91,3.2,3.4,1.85,3.3,3.4,,,1.55,1.82,-0.5
T1,09/05/04,Besiktas,A. Sebatspor,0,2,A,0,2,A,1.83,3.5,3.4,1.9,3.5,2.9,,,,1.91,3.4,3.25,1.83,3.6,3.2,2,3.6,2.75,,,1.9,1.59,-0.5
T1,09/05/04,Denizlispor,Fenerbahce,0,4,A,0,3,A,5,3.5,1.57,4.5,3.5,1.55,4.2,3.7,1.55,5,3.6,1.53,5,3.5,1.57,4.75,3.6,1.55,,,1.97,1.55,0.5
T1,09/05/04,Diyarbakirspor,Bursaspor,0,3,A,0,1,A,,,,4.5,4,1.45,,,,4.5,3.75,1.57,4.33,4,1.53,4.5,4,1.45,,,2.12,1.45,0.5
T1,09/05/04,Istanbulspor,Genclerbirligi,3,0,H,2,0,H,,,,1.4,4.2,5,,,,1.5,3.75,5.5,1.5,3.75,5,1.4,4.2,5,,,,,
T1,09/05/04,Samsunspor,Rizespor,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,
T1,09/05/04,Trabzonspor,Galatasaray,2,4,A,0,2,A,1.44,3.75,6,1.45,3.8,5,,,,1.5,3.75,5.5,1.44,3.75,6,1.45,3.8,4.75,,,1.45,2.16,-0.5
T1,14/05/04,Fenerbahce,Malatyaspor,2,4,A,1,2,A,,,,1.3,4,7.5,1.4,3.9,6,1.36,4,7,1.3,4.33,8.5,,,,,,2.05,1.51,-1.5
T1,15/05/04,A. Sebatspor,Ankaragucu,3,2,H,3,2,H,,,,,,,1.3,4.5,6.5,1.33,4.33,7,1.29,4.5,7.5,1.3,4.7,6.8,,,1.3,2.74,-0.5
T1,15/05/04,Adanaspor,Denizlispor,4,1,H,1,0,H,,,,,,,2.8,3.1,2.2,4,3.6,1.67,3.75,3.5,1.73,3.2,3.5,1.9,,,1.64,1.9,0.5
T1,15/05/04,Bursaspor,Samsunspor,1,0,H,1,0,H,,,,,,,1.3,4.5,6.5,1.29,4.5,8,1.3,5,6.5,1.25,5.2,7.5,,,1.25,3,-0.5
T1,15/05/04,Galatasaray,Elazigspor,3,1,H,1,1,D,,,,,,,1.35,4.3,6,,,,1.29,4.5,8,1.25,5,8,,,,,
T1,15/05/04,Gaziantepspor,Diyarbakirspor,4,1,H,1,0,H,,,,1.5,3.5,5,1.6,3.4,4.6,,,,1.57,3.5,5,1.5,3.8,5,1.5,2.3,1.5,2.06,-0.5
T1,15/05/04,Genclerbirligi,Trabzonspor,2,2,D,1,2,A,,,,2,3.25,2.85,2.3,3.1,2.6,,,,2.1,3.25,2.88,,,,,,2.2,1.44,-0.5
T1,15/05/04,Konyaspor,Istanbulspor,0,2,A,0,2,A,,,,,,,,,,4.5,3.75,1.57,4,4,1.6,4.75,4,1.5,,,2.05,1.55,0.5
T1,15/05/04,Rizespor,Besiktas,1,0,H,1,0,H,,,,,,,,,,1.62,3.6,4.5,1.7,3.8,3.6,,,,,,1.55,2.05,0.5
