Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,
I1,09/01/05,Bologna,Chievo,3,1,H,1,0,H,2,3,3.5,2,2.9,3.95,2.1,2.9,3.6,1.85,3,3.8,1.91,3,3.75,2.1,3,3.4,2.1,2.87,3.3,,,,,2.1,1.61,-0.5,1.76,2.08,-0.25,1.975,1.925,-0.25,
I1,09/01/05,Fiorentina,Lazio,2,3,A,1,1,D,2,3,3.5,2,3,3.75,2.05,2.9,3.8,2.2,2.8,3.1,1.8,3.2,4,2,3,3.75,2,2.87,3.6,,,,,2.05,1.64,-0.5,1.88,1.96,-0.25,1.975,1.925,-0.25,
I1,09/01/05,Inter,Sampdoria,3,2,H,0,1,A,1.53,3.5,7,1.45,3.75,6.95,1.57,3.3,6.5,1.6,3.1,5.2,1.5,3.4,6,1.53,3.5,7,1.53,3.1,6.5,,,,,1.57,2.19,-0.5,1.86,1.98,-1,1.975,1.925,-1,
I1,09/01/05,Juventus,Livorno,4,2,H,2,1,H,1.22,4.5,13,1.2,5.5,12,1.22,5.2,11,1.2,4.8,11,1.2,5,11,1.2,5.5,12,1.22,5,9.5,,,,,1.22,3.53,-0.5,2.14,1.7,-1.75,1.95,1.95,-1.75,
I1,09/01/05,Lecce,Reggina,1,1,D,1,1,D,2,3,3.5,1.8,3,4.7,1.95,3,4,1.8,3,4,1.91,3,3.75,1.9,3,4.2,1.95,2.8,4,,,,,1.95,1.71,-0.5,1.96,1.88,-0.5,1.775,2.125,-0.5,
I1,09/01/05,Messina,Brescia,2,0,H,1,0,H,2.1,3,3.25,2,2.85,4,2.1,2.9,3.6,2,2.8,3.6,2.1,3,3.2,2.05,2.87,3.75,2,2.87,3.6,,,,,2.1,1.61,-0.5,1.78,2.06,-0.25,1.75,2.15,-0.25,
I1,09/01/05,Palermo,Milan,0,0,D,0,0,D,5,3.25,1.75,4.75,3.05,1.78,4.25,3.1,1.85,3.8,3,1.85,4.33,3.2,1.73,4.75,3.2,1.8,4.8,3,1.72,,,,,1.84,1.8,0.5,1.76,2.08,0.75,2,1.9,0.75,,,,,,,
I1,09/01/05,Roma,Atalanta,2,1,H,1,0,H,1.36,4,7.5,1.22,5,12,1.33,4.25,9,1.4,3.7,6.5,1.3,4,9,1.33,4.33,8.5,1.33,4,8,,,,,1.85,1.63,-1.5,1.9,1.94,-1.25,2,1.9,-1.25,,,,,,,
I1,09/01/05,Siena,Parma,0,1,A,0,1,A,2.2,2.87,3.2,2.2,2.8,3.45,2.25,2.8,3.4,2.1,2.8,3.3,2.25,2.88,3,2.2,2.87,3.4,2.15,2.8,3.3,,,,,2.25,1.54,-0.5,2.04,1.8,-0.25,2.1,1.8,-0.25,,,,,,,
I1,09/01/05,Udinese,Cagliari,2,0,H,1,0,H,1.66,3.2,5,1.65,3.15,5.7,1.75,3.1,5,1.75,3,4.4,1.62,3,6,1.66,3.3,5,1.72,2.9,5,,,,,1.75,1.91,-0.5,2.04,1.8,-0.75,1.9,2,-0.75,,,,,,,
I1,15/01/05,Brescia,Fiorentina,1,1,D,0,0,D,2.3,2.8,3.1,2.35,2.8,3.15,2.35,2.8,3.15,2.3,2.8,2.9,2.2,2.8,3.2,2.38,2.8,3.1,2.25,2.8,3.1,2.05,1.65,2.25,1.61,2.35,1.48,-0.5,2.08,1.76,-0.25,2.1,1.8,-0.25,,,,,,,
I1,15/01/05,Reggina,Inter,0,0,D,0,0,D,5.5,3.1,1.72,4.25,3.25,1.79,4.5,3.1,1.8,4.2,3.1,1.75,4.33,2.88,1.83,5,3.2,1.75,4.33,2.87,1.83,1.71,2,1.8,2,1.84,1.8,0.5,1.88,1.96,0.75,1.875,2.025,0.75,,,,,,,
I1,16/01/05,Atalanta,Siena,1,1,D,1,1,D,2.1,2.9,3.25,2.25,3,3.1,2.2,3,3.2,2.1,2.9,3.2,2.1,3,3.2,2.1,3,3.4,2.15,2.87,3.25,2.15,1.6,2.35,1.57,3.95,1.11,-1.5,1.76,2.08,-0.25,1.8,2.1,-0.25,,,,,,,
I1,16/01/05,Cagliari,Juventus,1,1,D,0,0,D,5,3.3,1.72,4.25,3.3,1.78,4.5,3.1,1.8,4.4,3.1,1.7,5,2.88,1.73,5,3.3,1.73,4.5,2.9,1.8,1.75,1.95,1.9,1.9,1.84,1.8,0.5,1.92,1.92,0.75,1.95,1.95,0.75,,,,,,,
I1,16/01/05,Chievo,Roma,2,2,D,2,1,H,3.25,3,2.1,3.2,3.1,2.15,3.2,3,2.2,3.2,2.9,2.1,3.2,3,2.1,3.4,3,2.1,3.2,3,2.1,1.79,1.9,2,1.8,1.59,2.1,0.5,2.08,1.76,0.25,2.1,1.8,0.25,,,,,,,
I1,16/01/05,Lazio,Palermo,1,3,A,1,1,D,2.1,2.87,3.4,2.05,2.9,3.75,2,2.9,3.9,2,3,3.3,1.83,3,4,2,3,3.75,1.95,2.87,3.8,1.95,1.75,2,1.8,2,1.66,-0.5,1.84,2,-0.25,1.925,1.975,-0.25,,,,,,,
I1,16/01/05,Livorno,Messina,3,1,H,0,0,D,2,2.9,3.6,2.15,2.85,3.5,2.1,2.9,3.6,1.9,3,3.6,2,3,3.4,2.05,2.88,3.75,2.05,2.8,3.6,2,1.71,2,1.8,2.1,1.61,-0.5,1.76,2.08,-0.25,1.8,2.1,-0.25,,,,,,,
I1,16/01/05,Milan,Udinese,3,1,H,1,1,D,1.5,3.75,7,1.45,3.6,7.45,1.45,3.6,7.5,1.5,3.5,5.4,1.44,3.6,6.5,1.44,3.75,8,1.44,3.5,7,1.75,1.95,1.8,2,2.12,1.47,-1.5,2.1,1.74,-1.25,2.1,1.8,-1.25,,,,,,,
I1,16/01/05,Parma,Lecce,2,1,H,0,0,D,1.9,3.1,3.75,1.85,3.3,3.9,1.95,3.2,3.65,1.9,3,3.6,1.83,3.2,3.75,1.91,3.2,3.75,2.05,2.8,3.6,1.55,2.25,1.6,2.3,1.95,1.71,-0.5,1.7,2.14,-0.25,2.025,1.875,-0.5,,,,,,,
I1,16/01/05,Sampdoria,Bologna,0,0,D,0,0,D,1.72,3,5,1.8,2.9,5,1.75,3,5.1,1.75,3.1,4.2,1.73,2.88,5,1.73,3.1,5,1.72,3,4.8,2.05,1.65,2.25,1.61,1.75,1.89,-0.5,2,1.84,-0.75,2,1.9,-0.75,,,,,,,
I1,19/01/05,Messina,Atalanta,1,0,H,0,0,D,1.8,3.1,4.2,1.8,3.05,4.6,1.75,3.1,4.75,1.8,3,4,1.8,3,4.33,1.75,3.1,4.8,1.66,2.9,5.5,2,1.71,2,1.8,1.75,1.88,-0.5,1.9,1.94,-0.5,1.875,2.025,-0.5,,,,,,,
I1,22/01/05,Bologna,Cagliari,1,0,H,0,0,D,2,3,3.5,2.05,3,3.6,2,3.1,3.6,1.85,3,3.8,1.91,2.88,4,2.1,2.88,3.6,2,2.8,3.75,1.9,1.79,2,1.8,2,1.67,-0.5,1.78,2.06,-0.25,1.75,2.15,-0.25,,,,,,,
I1,22/01/05,Inter,Chievo,1,1,D,0,0,D,1.33,4,8.5,1.33,4.25,9,1.3,4.5,9,1.37,3.7,7,1.33,3.75,9,1.33,4.2,9,1.3,4,9.5,1.6,2.15,1.65,2.2,1.81,1.66,-1.5,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,,
I1,23/01/05,Fiorentina,Roma,1,2,A,1,1,D,2.75,2.9,2.7,2.65,2.95,2.6,2.65,2.9,2.65,2.55,2.9,2.55,2.6,3,2.5,2.75,2.88,2.7,2.6,2.8,2.6,1.85,1.85,1.8,2,2.65,1.38,-0.5,2,1.84,0,2.05,1.85,0,,,,,,
I1,23/01/05,Juventus,Brescia,2,0,H,2,0,H,1.22,5,10,1.25,5,10,1.23,5,11,1.22,4.8,9.5,1.22,5,10,1.22,5.5,10,1.2,5,11,1.71,2,1.8,2,1.23,3.44,-0.5,2.04,1.8,-1.75,1.975,1.925,-1.75,,,,,,
I1,23/01/05,Lazio,Sampdoria,1,2,A,0,2,A,2.25,2.87,3.1,2.25,2.8,3.35,2.2,2.8,3.4,2.1,3,3.1,2.2,2.8,3.2,2.25,2.88,3.25,2.25,2.75,3.2,2,1.71,2,1.8,2.2,1.54,-0.5,1.94,1.9,-0.25,1.975,1.925,-0.25,,,,,,
I1,23/01/05,Lecce,Atalanta,1,0,H,1,0,H,1.72,3.25,4.33,1.65,3.4,5,1.7,3.2,5,1.75,3.1,4.2,1.73,3.2,4.33,1.7,3.25,5,1.66,3.1,5,1.6,2.15,1.6,2.3,1.7,1.95,-0.5,1.74,2.1,-0.5,1.775,2.125,-0.5,,,,,,
I1,23/01/05,Livorno,Milan,1,0,H,1,0,H,5.5,3.4,1.57,6.25,3.35,1.55,6,3.35,1.57,4.4,3.3,1.65,5,3.25,1.62,6,3.4,1.57,6,3.25,1.53,1.85,1.85,2,1.8,2.15,1.57,0.5,2.12,1.72,0.75,1.85,2.05,1,,,,,,
I1,23/01/05,Messina,Parma,1,0,H,0,0,D,2.25,2.87,3.1,2.25,2.85,3.3,2.2,2.8,3.4,2.1,2.9,3.2,2.2,3,3,2.2,2.88,3.4,2.05,2.87,3.5,1.95,1.75,2.05,1.75,2.2,1.54,-0.5,2,1.84,-0.25,2.025,1.875,-0.25,,,,,,
I1,23/01/05,Siena,Palermo,0,0,D,0,0,D,2.62,2.8,2.62,2.8,2.7,2.7,2.75,2.65,2.75,2.8,2.8,2.4,2.62,2.8,2.62,2.75,2.8,2.62,2.62,2.75,2.62,2.15,1.6,2.37,1.55,2.75,1.35,-0.5,1.8,2.04,0,1.85,2.05,0,,,,,,
I1,23/01/05,Udinese,Reggina,0,2,A,0,1,A,1.61,3.2,5.5,1.65,3.05,6,1.63,3.2,5.7,1.6,3.3,4.8,1.57,3.2,6,1.62,3.2,6,1.57,3.1,6,2,1.71,2,1.8,1.63,2.05,-0.5,1.8,2.04,-0.75,1.825,2.075,-0.75,,,,,,
I1,29/01/05,Chievo,Livorno,1,0,H,1,0,H,2.1,3,3.25,2.15,2.75,3.7,2.15,2.8,3.6,2.1,2.9,3.2,2.1,2.75,3.5,2.1,2.8,3.75,2.15,2.8,3.6,,,2.05,1.75,,,,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,
I1,29/01/05,Parma,Udinese,1,0,H,1,0,H,2.39,2.89,2.79,2.5,2.75,2.95,2.5,2.85,2.85,2.4,2.9,2.7,2.5,2.875,2.625,2.6,2.8,2.8,2.5,2.85,2.85,,,2.2,1.65,,,,1.8,2.04,0,1.775,2.125,0,,,,,,
I1,30/01/05,Atalanta,Juventus,1,2,A,0,1,A,7.5,3.5,1.44,7.5,3.95,1.4,7.5,3.75,1.43,6.2,3.5,1.45,7,3.4,1.444,7.5,3.6,1.444,7.5,3.75,1.43,,,2.2,1.65,,,,1.88,1.96,1,1.825,2.075,1,,,,,,
I1,30/01/05,Brescia,Lecce,0,1,A,0,1,A,2.2,3,3.1,2.2,3.1,3.1,2.25,3,3.1,2.2,2.8,3.1,2.1,3,3.2,2.2,3,3.2,2.25,3,3.1,,,1.7,2.1,,,,1.76,2.08,-0.25,1.85,2.05,-0.25,,,,,,
I1,30/01/05,Cagliari,Fiorentina,1,0,H,1,0,H,2,3,3.5,2,2.85,4.05,2,2.9,3.9,2,2.8,3.6,1.833,2.875,4.333,1.909,2.875,4.5,2,2.9,3.9,,,1.9,1.9,,,,2.02,1.82,-0.5,2.075,1.825,-0.5,,,,,,
I1,30/01/05,Milan,Bologna,0,1,A,0,1,A,1.25,4.5,10,1.25,4.75,11,1.26,4.65,11,1.35,4,7,1.3,4,10,1.286,4.5,10,1.26,4.65,11,,,1.9,1.9,,,,1.76,2.08,-1.5,1.85,2.05,-1.5,,,,,,
I1,30/01/05,Palermo,Inter,0,2,A,0,1,A,3.39,2.87,2.29,3.3,2.95,2.2,3.2,2.9,2.25,2.9,2.8,2.3,3,2.8,2.3,3.4,2.875,2.3,3.2,2.9,2.25,,,2.05,1.75,,,,1.88,1.96,0.25,1.825,2.075,0.25,,,,,,
I1,30/01/05,Reggina,Lazio,2,1,H,0,1,A,2.2,3,3.1,2.2,2.9,3.35,2.2,2.9,3.3,2.2,2.8,3.1,2.1,3,3.2,2.2,2.875,3.4,2.2,2.9,3.3,,,2.1,1.7,,,,2.08,1.76,-0.25,2.15,1.75,-0.25,,,,,
I1,30/01/05,Roma,Messina,3,2,H,0,2,A,1.44,3.5,7.5,1.45,3.75,7,1.45,3.75,7,1.4,3.7,6.5,1.444,3.4,7,1.444,3.75,7,1.45,3.75,7,,,1.7,2.1,,,,1.7,2.14,-1,1.925,1.975,-1.25,,,,,
I1,30/01/05,Sampdoria,Siena,1,1,D,0,0,D,1.61,3.2,5.5,1.6,3.15,6.25,1.62,3.1,6.25,1.6,3.2,5,1.571,3.25,5.5,1.667,3.2,5.5,1.62,3.1,6.25,,,2.3,1.6,,,,2.06,1.78,-0.75,1.9,2,-0.5,,,,,
I1,02/02/05,Fiorentina,Palermo,1,2,A,0,0,D,2.1,2.8,3.4,2.25,2.85,3.25,2.2,2.9,3.3,2.2,2.8,3.1,2.1,2.8,3.4,2.2,2.88,3.4,2.2,2.75,3.25,2.15,1.6,2.3,1.6,2.2,1.54,-0.5,2.02,1.82,-0.25,1.975,1.925,-0.25,,,,,
I1,02/02/05,Inter,Atalanta,1,0,H,1,0,H,1.25,4.5,10,1.2,5.45,12,1.25,5,10,1.25,4.3,10,1.25,4.5,10,1.22,5,12,1.22,5,9.5,1.65,2.05,1.75,2.05,1.6,1.89,-1.5,1.8,2.04,-1.5,1.825,2.075,-1.5,,,,,
I1,02/02/05,Juventus,Sampdoria,0,1,A,0,1,A,1.36,4,7,1.4,3.85,7.95,1.37,4,8.25,1.35,4,7,1.4,3.5,8,1.4,4,8.5,1.36,3.75,8,1.9,1.79,2.05,1.75,1.96,1.55,-1.5,1.96,1.88,-1,1.975,1.925,-1,,,,,
I1,02/02/05,Lazio,Brescia,0,0,D,0,0,D,1.72,3.2,4.5,1.8,3.15,4.4,1.8,3.1,4.5,1.65,3.1,4.8,1.83,3,4,1.75,3.25,4.5,1.7,3,5,1.85,1.85,1.95,1.85,1.8,1.84,-0.5,1.84,2,-0.5,1.875,2.025,-0.5,,,,,
I1,02/02/05,Lecce,Roma,1,1,D,0,0,D,2.8,3.2,2.2,3.1,3.1,2.2,3.2,3,2.2,3,2.9,2.2,3.2,3,2.1,3.1,3,2.25,3.2,2.8,2.2,1.55,2.25,1.61,2.25,1.55,2.2,0.5,2,1.84,0.25,2.05,1.85,0.25,,,,,
I1,02/02/05,Livorno,Reggina,1,1,D,0,1,A,2.1,2.75,3.5,2.15,2.8,3.6,2.1,2.9,3.6,2.1,2.9,3.2,2.1,2.8,3.4,2.1,2.88,3.5,2.1,2.7,3.6,2.05,1.65,2.37,1.55,2.1,1.61,-0.5,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,
I1,02/02/05,Messina,Milan,1,4,A,1,2,A,4.33,3.2,1.72,4.75,3.15,1.75,5,3.1,1.73,4.6,3,1.7,5,2.88,1.73,5,3.1,1.73,5,3,1.7,1.95,1.75,2.2,1.65,1.91,1.73,0.5,1.76,2.08,0.75,1.775,2.125,0.75,,,,,
I1,02/02/05,Siena,Cagliari,2,2,D,2,0,H,2.2,2.87,3.2,2.25,2.8,3.35,2.3,2.9,3.1,2.2,2.8,3.1,2.2,2.8,3.2,2.2,2.88,3.4,2.3,2.8,3,2.05,1.65,2.37,1.55,2.3,1.5,-0.5,1.8,2.04,-0.25,1.8,2.1,-0.25,,,,,
I1,02/02/05,Udinese,Chievo,3,0,H,0,0,D,1.72,3.2,4.33,1.75,3,5.1,1.73,3.1,5,1.75,3,4.4,1.67,3.2,5,1.62,3.3,5.5,1.57,3.3,5.5,2,1.71,2.2,1.65,1.73,1.91,-0.5,1.96,1.88,-0.75,2.025,1.875,-0.75,,,,,
I1,03/02/05,Bologna,Parma,3,1,H,0,0,D,1.9,3,3.75,2.15,2.85,3.5,2,2.8,4.1,2.1,2.8,3.3,1.91,3,3.75,2,2.88,4,1.83,2.87,4.33,2.05,1.65,2.3,1.6,2,1.66,-0.5,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,
I1,05/02/05,Palermo,Juventus,1,0,H,1,0,H,4.5,3,1.8,3.65,3.05,2,4.75,3,1.8,3.6,3,1.9,4.33,3,1.8,4.5,3.1,1.8,4.2,3,1.8,2.15,1.6,2.38,1.55,1.84,1.8,0.5,1.82,2.02,0.5,1.85,2.05,0.5,,,,,
I1,05/02/05,Sampdoria,Fiorentina,3,0,H,2,0,H,1.8,3.1,5,1.95,2.85,4.2,1.77,3,5,1.7,3.1,4.4,1.8,3,4.33,1.8,3.1,5,1.66,3.1,5,2.15,1.6,2.3,1.6,1.77,1.88,-0.5,1.98,1.86,-0.5,1.975,1.925,-0.5,,,,,
I1,06/02/05,Atalanta,Livorno,1,0,H,1,0,H,2.38,2.88,2.88,2.6,3.05,2.6,2.5,2.8,2.9,2.5,2.8,2.7,2.75,3,2.38,2.6,2.88,2.7,2.5,2.75,2.8,2.15,1.6,2.3,1.6,2.5,1.42,-0.5,1.8,2.04,0,1.825,2.075,0,,,,,
I1,06/02/05,Brescia,Udinese,0,1,A,0,0,D,2.88,2.88,2.38,2.9,2.85,2.5,3,2.8,2.45,2.7,2.8,2.5,2.8,2.88,2.38,3,2.88,2.4,2.8,2.87,2.4,2.05,1.65,2.2,1.65,1.45,2.45,0.5,2.12,1.72,0,2.174,1.725,0,,,,,,
I1,06/02/05,Cagliari,Lecce,3,1,H,1,1,D,1.66,3.2,5,1.65,3.45,4.85,1.65,3.4,5,1.7,3.1,4.4,1.67,3.1,5,1.62,3.3,5.5,1.72,3,4.8,1.65,2.05,1.7,2.1,1.65,2.02,-0.5,1.78,2.06,-0.75,1.875,2.025,-0.75,,,,,,
I1,06/02/05,Chievo,Messina,1,0,H,1,0,H,2,2.88,3.75,1.95,2.9,4.15,2,2.9,3.95,1.8,2.9,4.2,1.83,2.88,4.33,1.91,2.88,4.33,1.83,3,4,2,1.71,2.2,1.65,2,1.67,-0.5,1.94,1.9,-0.5,2,1.9,-0.5,,,,,,
I1,06/02/05,Milan,Lazio,2,1,H,0,0,D,1.4,4,9,1.3,4.6,9,1.43,3.65,8,1.4,3.7,6.5,1.4,3.75,7,1.36,4.2,9,1.36,3.75,8,1.71,2,1.9,1.9,2.08,1.48,-1.5,1.88,1.96,-1.25,1.875,2.025,-1.25,,,,,,
I1,06/02/05,Parma,Inter,2,2,D,1,0,H,3.5,3,2,3.5,3.15,2,3.6,2.9,2.1,3.4,2.9,2,3.2,3,2.1,4,2.87,2,3.75,2.9,1.95,1.95,1.75,2,1.8,1.61,2.1,0.5,1.78,2.06,0.5,2.1,1.8,0.25,,,,,,
I1,06/02/05,Reggina,Siena,3,3,D,1,2,A,1.72,3,5,1.85,3,4.4,1.8,3,4.75,1.75,3,4.4,1.8,2.88,4.5,1.8,2.88,5,1.7,3,5,2.05,1.65,2.38,1.55,1.8,1.84,-0.5,1.96,1.88,-0.5,2,1.9,-0.5,,,,,,
I1,06/02/05,Roma,Bologna,1,1,D,1,0,H,1.61,3.2,5.5,1.55,3.3,6.6,1.63,3.3,5.5,1.6,3.2,5,1.67,3.1,5,1.57,3.4,6,1.61,3.1,5.5,1.65,2.05,1.85,1.95,1.63,2.06,-0.5,1.86,1.98,-0.75,1.875,2.025,-0.75,,,,,,
I1,12/02/05,Inter,Roma,2,0,H,1,0,H,1.83,3.1,4.75,1.8,3.15,4.4,1.85,3.1,4.25,1.9,2.9,3.8,1.83,3,4,1.85,3.1,4.6,1.9,2.87,4,1.65,2.05,1.75,2.05,1.85,1.79,-0.5,1.84,2,-0.5,1.925,1.975,-0.5,,,,,,
I1,12/02/05,Lazio,Atalanta,2,1,H,1,1,D,1.57,3.4,5.5,1.5,3.45,7,1.57,3.4,6,1.5,3.4,5.6,1.5,3.4,6,1.53,3.4,6.5,1.5,3.3,6.5,1.85,1.85,,,1.57,2.17,-0.5,2.04,1.8,-1,2.125,1.775,-1,,,,,,
I1,13/02/05,Bologna,Palermo,1,1,D,0,1,A,2.25,2.8,3.25,2.4,2.85,3,2.3,2.8,3.25,2.2,2.8,3.1,2.2,2.8,3.2,2.25,2.88,3.25,2.15,2.75,3.4,2.15,1.6,2.37,1.55,2.3,1.5,-0.5,2,1.84,-0.25,2.05,1.85,-0.25,,,,,,
I1,13/02/05,Brescia,Cagliari,2,0,H,1,0,H,2.3,2.87,3,2.25,2.9,3.25,2.35,2.9,3,2.3,2.8,2.9,2.3,2.8,3,2.3,2.8,3.2,2.37,2.7,3,2.05,1.65,2.2,1.65,2.35,1.47,-0.5,2,1.84,-0.25,2.025,1.875,-0.25,,,,,,
I1,13/02/05,Fiorentina,Parma,2,1,H,0,0,D,2.1,3,3.25,2.15,2.95,3.4,2.15,2.9,3.45,2.1,2.8,3.3,2.1,3,3.2,2.1,2.88,3.6,2.1,2.87,3.3,2,1.71,2.2,1.65,2.15,1.58,-0.5,1.84,2,-0.25,1.9,2,-0.25,,,,,,
I1,13/02/05,Juventus,Udinese,2,1,H,1,0,H,1.5,3.5,6,1.5,3.5,6.75,1.5,3.6,6.5,1.5,3.5,5.4,1.5,3.4,6,1.5,3.4,7,1.5,3.3,6.5,1.95,1.75,1.95,1.85,1.5,2.32,-0.5,2.06,1.78,-1,2.1,1.8,-1,,,,,,
I1,13/02/05,Lecce,Chievo,3,0,H,1,0,H,2.1,3,3.25,2.1,3.1,3.3,2.1,3.1,3.3,2.1,2.8,3.3,2.1,3,3.2,2.1,3,3.4,2,2.87,3.6,1.65,2.05,1.7,2.1,2.1,1.6,-0.5,1.8,2.04,-0.25,1.825,2.075,-0.25,,,,,,
I1,13/02/05,Livorno,Sampdoria,1,0,H,0,0,D,2.62,2.8,2.62,2.75,2.9,2.55,2.75,2.8,2.65,2.6,2.8,2.6,2.5,3,2.6,2.75,2.8,2.62,2.6,2.8,2.6,2.25,1.55,2.37,1.55,1.39,2.65,0.5,1.96,1.88,0,2,1.9,0,,,,,,
I1,13/02/05,Reggina,Milan,0,1,A,0,1,A,6,3.25,1.66,5.5,3.2,1.65,5.25,3.1,1.7,4.4,3,1.75,5,3.2,1.67,6,3.2,1.67,5.5,3.1,1.61,1.95,1.75,2.16,1.67,1.95,1.7,0.5,2,1.84,0.75,2.05,1.85,0.75,,,,,,
I1,13/02/05,Siena,Messina,2,2,D,0,1,A,2.1,2.87,3.4,2,2.9,3.95,2.1,2.9,3.6,2.1,2.8,3.3,2.1,2.8,3.5,2.05,2.88,3.75,2.1,2.75,3.5,2,1.71,2.15,1.67,2.1,1.61,-0.5,2.04,1.8,-0.5,1.8,2.1,-0.25,,,,,,
I1,19/02/05,Messina,Juventus,0,0,D,0,0,D,5,3.2,1.66,5.2,3.3,1.65,5,3.3,1.68,4.4,3.1,1.7,5,3.2,1.67,5.5,3.25,1.62,5.5,3.1,1.61,1.9,1.79,2.05,1.75,1.99,1.68,0.5,2,1.84,0.75,2.05,1.85,0.75,,,,,,
I1,19/02/05,Milan,Cagliari,1,0,H,0,0,D,1.3,4.5,12,1.25,5,10,1.25,5,10,1.3,4.2,8,1.3,4,9,1.29,4.75,10.5,1.28,4.33,8.5,1.65,2.05,1.7,2.1,,,,1.98,1.86,-1.5,2.025,1.875,-1.5,,,,,,
I1,19/02/05,Udinese,Inter,1,1,D,0,0,D,3,3,2.25,3.25,2.95,2.2,3.2,2.9,2.25,2.8,2.8,2.4,3.2,2.8,2.2,3,2.88,2.38,2.9,2.9,2.3,1.9,1.79,2,1.8,1.52,2.25,0.5,1.8,2.04,0.25,1.775,2.125,0.25,,,,,,
I1,20/02/05,Atalanta,Bologna,2,0,H,1,0,H,2.87,2.75,2.5,2.8,2.85,2.55,2.9,2.9,2.45,2.8,2.8,2.4,2.75,3,2.38,2.8,2.88,2.5,2.7,3,2.37,2.15,1.6,2.37,1.55,1.45,2.45,0.5,1.74,2.1,0.25,1.75,2.15,0.25,,,,,,
I1,20/02/05,Chievo,Lazio,0,1,A,0,0,D,2.25,2.87,3.1,2.4,2.9,2.95,2.3,2.85,3.2,2.3,2.7,3,2.2,2.8,3.2,2.3,2.9,3.1,2.2,2.87,3.1,1.95,1.75,2.05,1.75,2.3,1.51,-0.5,2.08,1.76,-0.25,2.1,1.8,-0.25,,,,,,
I1,20/02/05,Palermo,Lecce,3,2,H,2,1,H,1.72,3.2,4.5,1.7,3.25,4.9,1.7,3.2,5,1.7,3.1,4.4,1.67,3.25,4.5,1.7,3.2,5,1.72,3,4.8,1.75,1.95,1.8,2,1.7,1.95,-0.5,1.72,2.12,-0.5,1.975,1.925,-0.75,,,,,,
I1,20/02/05,Parma,Brescia,2,1,H,1,0,H,1.8,3,4.33,1.85,3.25,4,1.8,3,4.75,1.85,3,3.8,1.8,2.88,4.5,1.8,3,4.75,1.83,3,4,2,1.71,2.3,1.6,1.8,1.84,-0.5,1.78,2.06,-0.5,1.8,2.1,-0.5,,,,,,
I1,20/02/05,Roma,Livorno,3,0,H,1,0,H,1.4,3.75,7.5,1.4,3.9,7.8,1.4,3.85,7.8,1.4,3.7,6.5,1.44,3.4,7,1.44,3.75,7,1.44,3.5,7,1.71,2,1.8,2,2.02,1.52,-1.5,2.04,1.8,-1.25,2.1,1.8,-1.25,,,,,,
I1,20/02/05,Sampdoria,Reggina,3,2,H,2,0,H,1.8,3,4.33,1.75,3,5.1,1.8,3,4.8,1.75,3,4.4,1.73,2.88,5,1.73,3.2,4.75,1.72,3,4.8,2.25,1.55,2.37,1.55,1.8,1.85,-0.5,1.84,2,-0.5,1.825,2.075,-0.5,,,,,,
I1,20/02/05,Siena,Fiorentina,1,0,H,1,0,H,2.3,2.8,3.1,2.4,2.8,3,2.45,2.8,3,2.4,2.7,2.9,2.25,2.75,3.2,2.3,2.9,3.1,2.4,2.75,2.9,2,1.71,2.25,1.61,2.45,1.45,-0.5,2.08,1.76,-0.25,2.125,1.775,-0.25,,,,,,
I1,26/02/05,Brescia,Sampdoria,0,1,A,0,0,D,2.62,2.8,2.62,2.5,2.85,2.85,2.55,2.85,2.8,2.7,2.9,2.4,2.62,2.88,2.5,2.6,2.88,2.75,2.6,2.8,2.6,2.15,1.6,2.37,1.55,2.55,1.41,-0.5,1.74,2.1,0,1.775,2.125,0,,,,,,
I1,26/02/05,Fiorentina,Udinese,2,2,D,2,1,H,2.4,3,2.75,2.45,2.9,2.85,2.5,2.85,2.85,2.5,2.8,2.7,2.38,2.88,2.8,2.5,2.9,2.8,2.4,2.87,2.8,2.05,1.65,2.2,1.65,2.5,1.43,-0.5,1.7,2.14,0,1.75,2.15,0,,,,,,
I1,27/02/05,Bologna,Livorno,0,0,D,0,0,D,1.8,3,4.33,1.85,2.95,4.5,1.85,3,4.5,1.8,2.8,4.4,1.8,2.88,4.5,1.8,3.1,4.5,1.8,2.9,4.5,2.05,1.65,2.2,1.65,1.85,1.8,-0.5,1.84,2,-0.5,1.875,2.025,-0.5,,,,,,
I1,27/02/05,Cagliari,Atalanta,3,3,D,2,1,H,1.53,3.4,6,1.5,3.75,6.1,1.53,3.4,6.5,1.45,3.5,6,1.5,3.4,6,1.53,3.5,6,1.5,3.3,6.5,1.85,1.85,2.05,1.75,1.53,2.23,-0.5,2.06,1.78,-1,2.1,1.8,-1,,,,,,
