Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,
SP1,22/12/04,Ath Bilbao,Mallorca,4,0,H,2,0,H,1.61,3.25,5,1.65,3.45,4.85,1.65,3.4,5.5,1.6,3.4,4.6,1.62,3.25,5,1.57,3.5,5.5,1.61,3.3,5,1.9,1.8,,,2.05,1.7,-1,1.74,2.1,-0.75,1.775,2.125,-0.75,
SP1,22/12/04,Getafe,Santander,2,0,H,2,0,H,2.2,3.25,2.75,2.2,3.25,2.95,2.2,3.25,3.15,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3,1.95,1.75,,,1.9,1.9,-0.25,1.94,1.9,-0.25,1.95,1.95,-0.25,
SP1,22/12/04,La Coruna,Zaragoza,2,3,A,0,1,A,1.61,3.5,4.5,1.7,3.4,4.55,1.7,3.4,5,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.8,1.61,3.5,4.5,1.9,1.8,,,1.98,1.82,-0.75,2,1.84,-0.75,2.05,1.85,-0.75,
SP1,22/12/04,Malaga,Sociedad,1,5,A,1,1,D,2.25,3.25,2.7,2.25,3.25,2.85,2.35,3.25,2.9,2.3,2.9,2.8,2.38,3.2,2.6,2.3,3.2,2.8,2.15,3.3,2.8,2.05,1.65,,,2.05,1.75,-0.25,2.02,1.82,-0.25,2.1,1.8,-0.25,
SP1,22/12/04,Osasuna,Numancia,2,0,H,0,0,D,1.5,3.4,6,1.6,3.5,5.25,1.55,3.5,6.75,1.55,3.4,5,1.5,3.4,6,1.53,3.5,6,1.53,3.5,5.5,1.85,1.85,,,1.9,1.9,-1,1.92,1.92,-1,1.95,1.95,-1,
SP1,22/12/04,Real Madrid,Sevilla,0,1,A,0,1,A,1.4,3.75,7,1.35,4.25,8,1.41,4,8.5,1.45,3.6,5.8,1.4,3.75,7,1.4,4.2,8,1.4,3.6,7.5,1.65,2.05,,,2,1.8,-1.25,2,1.84,-1.25,2.05,1.85,-1.25,
SP1,22/12/04,Valencia,Espanol,3,0,H,1,0,H,1.61,3.5,4.5,1.7,3.3,4.75,1.7,3.4,5,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.8,1.7,3.4,4.2,2.05,1.65,,,2,1.8,-0.75,2.04,1.8,-0.75,2.075,1.825,-0.75,
SP1,05/01/05,Real Madrid,Sociedad,2,1,H,1,0,H,1.36,4,7.5,1.3,4.75,8.2,1.35,4.25,9.5,1.35,4,7,1.36,3.75,8,1.36,4.2,8,1.33,4,8,1.65,2.05,1.66,2.1,1.9,1.67,-1.5,1.96,1.88,-1.25,2,1.9,-1.25,
SP1,08/01/05,Numancia,Ath Bilbao,1,1,D,0,1,A,2.6,3.2,2.4,2.7,3.2,2.4,2.85,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.8,3.25,2.3,2.5,3.1,2.5,2,1.71,2.25,1.61,1.8,2,0.25,1.84,2,0.25,1.85,2.049,0.25,
SP1,08/01/05,Sevilla,Getafe,0,0,D,0,0,D,1.44,3.75,6.5,1.4,4,7.25,1.45,3.8,8,1.45,3.8,5.4,1.4,3.75,7,1.44,3.75,7,1.44,3.6,6.5,1.9,1.79,2,1.8,2,1.8,-1.25,2.06,1.78,-1.25,2.024,1.875,-1.25,
SP1,08/01/05,Valencia,Levante,2,1,H,0,0,D,1.4,4,9,1.4,4,7.25,1.4,4,9,1.35,4,7,1.36,3.75,8,1.4,4.2,8,1.4,3.6,7.5,1.85,1.85,1.95,1.85,2,1.8,-1.25,2.02,1.82,-1.25,2.075,1.825,-1.25,
SP1,09/01/05,Ath Madrid,Real Madrid,0,3,A,0,1,A,3.1,3.25,2.25,3,3.2,2.2,3,3.2,2.3,3.3,3,2,2.75,3,2.38,3.1,3.2,2.25,3,2.87,2.25,1.85,1.85,2.1,1.7,1.9,1.9,0.25,1.92,1.92,0.25,1.95,1.899,0.25,
SP1,09/01/05,Espanol,Osasuna,4,1,H,3,1,H,1.9,3.25,3.5,1.85,3.2,4,2,3.2,3.75,2,2.9,3.4,1.83,3.2,3.75,1.91,3.2,3.75,1.83,3.2,3.75,2.05,1.65,2.15,1.66,2,1.73,-0.5,2.1,1.74,-0.5,2.1,1.8,-0.5,
SP1,09/01/05,Mallorca,La Coruna,2,2,D,0,0,D,2.75,3,2.37,3.35,3.3,2,2.9,3.2,2.38,2.9,3,2.2,2.6,3.2,2.38,3,3,2.3,2.62,3.1,2.37,1.85,1.85,2.05,1.75,1.8,2,-0.5,1.8,2.04,0.25,1.8,2.1,0.25,,,,,
SP1,09/01/05,Santander,Malaga,2,1,H,2,0,H,1.83,3.2,3.75,1.95,3.2,3.65,1.85,3.3,4.25,1.85,3.1,3.6,1.8,3.2,4,1.91,3.2,3.75,1.83,3.2,3.75,2,1.71,2.25,1.61,1.85,1.86,-0.5,1.9,1.94,-0.5,1.899,2,-0.5,,,,,
SP1,09/01/05,Sociedad,Albacete,0,2,A,0,1,A,1.66,3.4,4.5,1.7,3.3,4.75,1.73,3.35,5,1.7,3.2,4.2,1.67,3.25,4.5,1.67,3.4,4.75,1.66,3.3,4.5,1.95,1.75,2.1,1.7,1.9,1.9,-0.75,2,1.84,-0.75,2,1.899,-0.75,,,,,
SP1,09/01/05,Villarreal,Barcelona,3,0,H,1,0,H,4,3.25,1.9,4.1,3.3,1.8,3.75,3.2,2,3.5,3.1,1.9,4.33,3.2,1.73,4.2,3.4,1.83,4,3.1,1.8,2.05,1.65,2.05,1.75,1.73,2,0.5,1.82,2.02,0.5,1.8,2.1,0.5,,,,,
SP1,09/01/05,Zaragoza,Betis,1,0,H,1,0,H,2.2,3.25,2.8,2.3,3.2,2.8,2.25,3.2,3.1,2.2,2.9,3,2.1,3.2,3,2.25,3.2,2.9,2.2,3.1,2.87,1.95,1.75,2.05,1.75,1.95,1.85,-0.25,1.96,1.88,-0.25,2,1.899,-0.25,,,,,
SP1,15/01/05,Getafe,Ath Madrid,1,1,D,0,1,A,2.37,3.2,2.62,2.7,3.2,2.4,2.6,3.2,2.6,2.4,3,2.6,2.25,3.2,2.75,2.5,3.2,2.6,2.37,3.1,2.62,2.05,1.65,2.25,1.61,1.95,1.85,0,1.96,1.88,0,1.975,1.925,0,,,,,
SP1,15/01/05,Malaga,Sevilla,1,0,H,0,0,D,3,3.1,2.37,2.55,3.15,2.55,2.9,3.15,2.4,2.6,3,2.4,2.75,3.2,2.25,2.9,3.1,2.4,2.7,3,2.37,2.05,1.65,2.2,1.65,2.05,1.75,0,2.12,1.72,0,2.1,1.8,0,,,,,
SP1,16/01/05,Albacete,Santander,0,0,D,0,0,D,2,3.25,3.25,2.1,3.25,3.15,2.05,3.2,3.55,1.9,3,3.6,1.91,3.2,3.5,2,3.2,3.5,1.9,3.1,3.6,2.05,1.65,2.25,1.61,1.75,2.05,-0.25,1.72,2.12,-0.25,1.75,2.149,-0.25,,,,,
SP1,16/01/05,Ath Bilbao,Espanol,1,1,D,1,1,D,2,3.25,3.25,1.9,3.3,3.65,2,3.2,3.75,2,3,3.3,1.83,3.2,3.75,1.91,3.25,3.75,1.9,3.1,3.6,2,1.71,2.2,1.65,2,1.73,-0.5,1.94,1.9,-0.5,2,1.899,-0.5,,,,,
SP1,16/01/05,Barcelona,Sociedad,1,0,H,0,0,D,1.33,4.5,9.5,1.3,4.75,8.2,1.35,4.5,8.5,1.33,4,7.5,1.36,3.75,8,1.33,4.5,9,1.33,4,8,1.65,2.05,1.8,2,1.9,1.67,-1.5,1.76,2.08,-1.25,1.8,2.1,-1.25,,,,,
SP1,16/01/05,Betis,Mallorca,2,0,H,1,0,H,1.57,3.4,5.5,1.6,3.5,5.25,1.66,3.4,5.5,1.6,3.3,4.8,1.53,3.5,5.5,1.62,3.5,5,1.57,3.3,5.5,1.85,1.85,2,1.8,1.85,1.95,-0.75,1.88,1.96,-0.75,1.95,1.95,-0.75,,,,,
SP1,16/01/05,La Coruna,Numancia,1,1,D,0,0,D,1.44,3.75,6.5,1.4,4,7.25,1.44,4,7.5,1.4,3.7,6.5,1.44,3.6,6.5,1.4,4,7.5,1.44,3.6,6.5,1.85,1.85,1.95,1.85,2,1.8,-1.25,2.02,1.82,-1.25,2.049,1.85,-1.25,,,,,
SP1,16/01/05,Levante,Villarreal,2,4,A,0,2,A,2.4,3.2,2.3,2.35,3.2,2.75,2.4,3.2,2.85,2.55,2.9,2.55,2.5,2.88,2.62,2.4,3.1,2.8,2.37,3.1,2.62,2.05,1.65,2.35,1.57,1.8,2,0,1.82,2.02,0,1.85,2.049,0,,,,,
SP1,16/01/05,Osasuna,Valencia,0,0,D,0,0,D,2.7,3.2,2.3,2.8,3.2,2.3,2.95,3.2,2.35,3,2.9,2.2,2.6,3.2,2.38,2.9,3.2,2.25,2.6,3.1,2.4,2,1.71,2.2,1.65,1.8,2,0.25,1.84,2,0.25,1.899,2,0.25,,,,,
SP1,16/01/05,Real Madrid,Zaragoza,3,1,H,1,1,D,1.36,4.5,8,1.3,4.75,8.2,1.35,4.5,8.5,1.3,4.2,8,1.36,3.75,8,1.33,4.5,9,1.3,4.33,8,1.6,2.15,1.8,2,1.9,1.67,-1.5,1.76,2.08,-1.25,1.774,2.125,-1.25,,,,,
SP1,22/01/05,Ath Bilbao,Osasuna,4,3,H,0,1,A,1.83,3.25,3.75,1.85,3.3,3.85,1.87,3.3,4.15,2,3,3.3,1.8,3.2,4,1.85,3.25,4,1.8,3.1,4,1.79,1.9,2,1.8,1.87,1.84,-0.5,1.88,1.96,-0.5,1.899,2,-0.5,,,,,
SP1,22/01/05,Barcelona,Santander,3,0,H,1,0,H,1.25,5.5,10,1.25,5.25,9,1.25,5.25,11.5,1.22,4.8,9.5,1.25,4.5,10,1.22,5.5,12,1.2,5,11,1.6,2.15,1.65,2.2,2,1.8,-1.75,2.08,1.76,-1.75,2.1,1.8,-1.75,,
SP1,23/01/05,Albacete,Sevilla,0,2,A,0,2,A,2.4,3.1,2.62,2.5,3.15,2.6,2.6,3.2,2.6,2.5,2.9,2.6,2.6,3.2,2.38,2.6,3,2.6,2.5,2.9,2.62,2.05,1.65,2.25,1.61,1.85,1.95,0,1.88,1.96,0,1.899,2,0,,
SP1,23/01/05,Betis,Numancia,4,0,H,3,0,H,1.44,3.75,6.5,1.5,3.6,6.4,1.5,3.7,7,1.45,3.6,5.8,1.33,4,8,1.44,3.75,7,1.4,3.6,7.5,1.95,1.75,2.05,1.75,1.8,2,-1,1.82,2.02,-1,1.8,2.1,-1,,
SP1,23/01/05,Getafe,Zaragoza,3,0,H,3,0,H,2.25,3.2,2.8,2.3,3.2,2.8,2.35,3.25,2.9,2.2,3,2.9,2.25,3,2.88,2.3,3.2,2.8,2.15,3.2,2.9,2,1.71,2.1,1.7,1.75,2.05,0,1.76,2.08,0,2.1,1.8,-0.25,,
SP1,23/01/05,La Coruna,Espanol,4,1,H,2,1,H,2,3.25,3.25,2.1,3.25,3.15,2.2,3.2,3.2,1.8,3.1,3.8,2.25,3,2.88,2,3.25,3.4,2.2,3,3,2,1.71,2.05,1.75,1.8,2,-0.25,1.84,2,-0.25,2,1.899,-0.25,,
SP1,23/01/05,Levante,Sociedad,2,1,H,1,0,H,2.25,3.2,2.8,2.3,3.2,2.8,2.4,3.2,2.85,2.2,3,2.9,2.38,3.2,2.6,2.3,3.2,2.8,2.3,3.1,2.75,1.95,1.75,2.05,1.75,1.8,2,0,1.76,2.08,0,1.8,2.1,0,,
SP1,23/01/05,Malaga,Ath Madrid,1,0,H,0,0,D,2.37,3.2,2.6,2.4,3.2,2.7,2.45,3.2,2.8,2.3,2.9,2.8,2.38,3.2,2.6,2.38,3.2,2.75,2.25,3.2,2.75,2,1.65,2.3,1.6,1.85,1.95,0,1.86,1.98,0,1.85,2.049,0,,
SP1,23/01/05,Real Madrid,Mallorca,3,1,H,1,1,D,1.22,6,11,1.2,6,10,1.22,5.75,12,1.22,4.8,9.5,1.2,5,11,1.2,6,12,1.2,5.5,9,1.6,2.15,1.65,2.2,1.8,2,-1.5,1.82,2.02,-1.5,1.85,2.049,-1.5,,
SP1,23/01/05,Villarreal,Valencia,3,1,H,2,0,H,2.4,3.1,2.62,2.5,3.15,2.6,2.6,3.2,2.6,2.5,3,2.5,2.38,3,2.75,2.5,3.2,2.6,2.37,3,2.7,2.05,1.65,2.4,1.53,1.75,2.05,0,1.74,2.1,0,1.75,2.149,0,,
SP1,29/01/05,Ath Madrid,Albacete,3,1,H,3,1,H,1.61,3.39,5,1.65,3.45,4.85,1.67,3.45,5.25,1.6,3.3,4.8,1.615,3.25,5,1.533,3.6,6,1.67,3.45,5.25,,,2.3,1.6,,,,1.9,1.94,-0.75,1.925,1.975,-0.75,,
SP1,29/01/05,Sevilla,Barcelona,0,4,A,0,0,D,3,3.25,2.29,2.85,3.25,2.25,3,3.25,2.3,2.7,3,2.3,2.8,3.2,2.2,3,3.2,2.3,3,3.25,2.3,,,2.2,1.65,,,,1.86,1.98,0.25,1.8,2.1,0.25,,
SP1,30/01/05,Espanol,Betis,2,2,D,1,0,H,2.1,3.2,3.1,2,3.3,3.35,2.1,3.3,3.35,2,3,3.3,1.909,3.2,3.5,2.05,3.25,3.25,2.1,3.3,3.35,,,2.2,1.65,,,,1.7,2.14,-0.25,1.774,2.125,-0.25,,
SP1,30/01/05,Mallorca,Getafe,3,1,H,2,1,H,2,3,3.5,2.05,3.25,3.25,2,3.25,3.7,2.1,2.9,3.2,2,3.2,3.2,2,3.2,3.4,2,3.25,3.7,,,2.15,1.66,,,,1.7,2.14,-0.25,1.75,2.149,-0.25,,
SP1,30/01/05,Numancia,Real Madrid,1,2,A,0,0,D,6,3.5,1.5,5.75,3.55,1.55,6.2,3.6,1.57,4.8,3.3,1.6,5.5,3.25,1.571,6,3.6,1.533,6.2,3.6,1.57,,,1.9,1.9,,,,2.06,1.78,1,2.024,1.875,1,,
SP1,30/01/05,Osasuna,La Coruna,1,1,D,0,0,D,2.37,3.2,2.6,2.3,3.2,2.8,2.4,3.2,2.85,2.4,2.9,2.7,2.2,3.2,2.8,2.3,3.25,2.8,2.4,3.2,2.85,,,2.2,1.65,,,,1.74,2.1,0,2.125,1.774,-0.25,,
SP1,30/01/05,Santander,Levante,2,2,D,1,0,H,2.1,3.1,3.2,2,3.3,3.35,2.15,3.25,3.25,2,3,3.3,2.1,3.2,3,2.1,3.2,3.2,2.15,3.25,3.25,,,2.15,1.66,,,,1.84,2,-0.25,1.875,2.024,-0.25,,
SP1,30/01/05,Sociedad,Villarreal,0,4,A,0,0,D,2.5,3.2,2.5,2.45,3.15,2.65,2.5,3.25,2.7,2.4,2.9,2.7,2.5,3.2,2.5,2.4,3.2,2.7,2.5,3.25,2.7,,,2.15,1.66,,,,1.7,2.14,0,1.8,2.1,0,,,,,,
SP1,30/01/05,Valencia,Ath Bilbao,2,2,D,0,1,A,1.66,3.2,5,1.6,3.5,5.25,1.67,3.45,5.25,1.5,3.5,5.4,1.615,3.25,5,1.615,3.5,5,1.67,3.45,5.25,,,2.2,1.65,,,,1.7,2.14,-0.75,1.825,2.075,-0.75,,,,,,
SP1,30/01/05,Zaragoza,Malaga,1,0,H,1,0,H,1.72,3.25,4.33,1.8,3.35,4,1.83,3.35,4.25,1.75,3.1,4.2,1.727,3.2,4.333,1.8,3.25,4.2,1.83,3.35,4.25,,,2.2,1.65,,,,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,
SP1,05/02/05,Real Madrid,Espanol,4,0,H,2,0,H,1.4,4,9,1.4,4,7.25,1.4,4.2,8,1.35,4,7,1.4,3.75,7,1.4,4.2,8,1.36,3.75,8,1.6,2.15,1.8,2,1.9,1.9,-1.25,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,,
SP1,05/02/05,Sociedad,Valencia,3,3,D,1,1,D,2.63,3.2,2.38,2.95,3.25,2.2,2.85,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.88,3.2,2.3,2.75,3.2,2.25,2,1.71,2.3,1.6,1.85,1.95,0.25,1.86,1.98,0.25,1.875,2.024,0.25,,,,,,
SP1,06/02/05,Albacete,Zaragoza,2,1,H,0,1,A,2.3,3.2,2.7,2.3,3.2,2.8,2.35,3.2,2.95,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.1,2.8,2.2,3.2,2.8,2.05,1.65,2.2,1.65,2,1.8,-0.25,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,,
SP1,06/02/05,Barcelona,Ath Madrid,0,2,A,0,1,A,1.4,4.2,8,1.35,4.25,8,1.4,4.2,8,1.4,3.7,6.5,1.36,3.75,8,1.4,4.2,8,1.33,4,8,1.71,2,1.75,2.05,1.7,2.05,-1.25,2.06,1.78,-1.5,2.149,1.75,-1.5,,,,,,
SP1,06/02/05,Betis,Osasuna,3,1,H,2,1,H,1.72,3.25,4.33,1.8,3.35,4,1.8,3.4,4.33,1.7,3.1,4.4,1.67,3.25,4.5,1.75,3.4,4.33,1.72,3.2,4.33,2,1.71,2.1,1.7,1.8,1.9,-0.5,1.82,2.02,-0.5,1.85,2.049,-0.5,,,,,,
SP1,06/02/05,Getafe,Numancia,1,0,H,1,0,H,1.66,3.4,4.5,1.8,3.35,4,1.8,3.4,4.33,1.65,3.2,4.6,1.73,3.2,4.33,1.75,3.4,4.33,1.66,3.3,4.5,2.05,1.65,2.3,1.6,1.8,1.9,-0.5,1.72,2.12,-0.5,2.049,1.85,-0.75,,,,,,
SP1,06/02/05,La Coruna,Ath Bilbao,1,1,D,0,0,D,1.9,3.25,3.5,2,3.3,3.35,2.05,3.2,3.6,1.75,3.2,4,1.91,3.2,3.5,1.95,3.25,3.6,2.05,3.2,3.1,1.95,1.75,2,1.8,1.7,2.05,-0.25,,,,2,1.899,-0.5,,,,,,
SP1,06/02/05,Levante,Sevilla,0,3,A,0,1,A,2.38,3.2,2.63,2.5,3.15,2.6,2.6,3.2,2.6,2.3,3,2.7,2.38,3.2,2.6,2.5,3.2,2.6,2.5,2.9,2.62,2.05,1.65,2.2,1.65,1.85,1.95,0,1.88,1.96,0,1.85,2.049,0,,,,,,
SP1,06/02/05,Malaga,Mallorca,0,0,D,0,0,D,2.1,3.25,3,2,3.3,3.35,2.1,3.25,3.4,1.9,3.1,3.5,1.91,3.2,3.5,2.05,3.2,3.3,1.9,3.2,3.5,2.05,1.65,2.15,1.66,1.8,2,-0.25,1.8,2.04,-0.25,1.875,2.024,-0.25,,,,,,
SP1,06/02/05,Villarreal,Santander,2,1,H,0,1,A,1.5,3.5,6,1.5,3.6,6.4,1.5,3.75,6.75,1.5,3.5,5.4,1.4,3.75,7,1.5,3.6,6.5,1.44,3.6,6.5,1.85,1.85,2,1.8,2,1.75,-1.25,1.72,2.12,-1,1.75,2.149,-1,,,,,,
SP1,12/02/05,Valencia,La Coruna,1,2,A,0,1,A,1.8,3.4,4.5,1.7,3.4,4.55,1.8,3.3,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.4,4.75,1.7,3.2,4.5,1.9,1.79,2,1.8,1.8,1.9,-0.5,2.06,1.78,-0.75,2.149,1.75,-0.75,,,,,,
SP1,12/02/05,Zaragoza,Barcelona,1,4,A,0,3,A,5,3.4,1.72,4.85,3.45,1.65,4.5,3.3,1.8,4,3,1.8,4.33,3.2,1.73,4.75,3.4,1.73,3.8,3.25,1.8,1.85,1.85,2,1.8,1.9,1.9,0.75,1.94,1.9,0.75,1.95,1.95,0.75,,,,,,
SP1,13/02/05,Ath Bilbao,Betis,4,4,D,2,3,A,2,3.25,3.25,2,3.3,3.35,2,3.3,3.65,1.9,3,3.6,1.91,3.2,3.5,2,3.25,3.4,1.83,3.2,3.75,1.9,1.79,2.1,1.7,2,1.73,-0.5,2.08,1.76,-0.5,2.1,1.8,-0.5,,,,,,
SP1,13/02/05,Ath Madrid,Levante,0,0,D,0,0,D,1.57,3.4,5.5,1.55,3.5,6,1.57,3.5,6.33,1.55,3.4,5,1.5,3.4,6,1.57,3.4,6,1.5,3.4,6,1.95,1.75,2.15,1.67,1.9,1.9,-1,1.94,1.9,-1,1.95,1.95,-1,,,,,,
SP1,13/02/05,Espanol,Getafe,2,0,H,0,0,D,1.61,3.4,5,1.5,3.6,6.4,1.7,3.4,5.1,1.55,3.4,5,1.62,3.25,5,1.62,3.5,5,1.61,3.3,5,1.95,1.75,2,1.8,1.9,1.9,-0.75,1.9,1.94,-0.75,1.95,1.95,-0.75,,,,,,
SP1,13/02/05,Mallorca,Albacete,2,1,H,0,1,A,1.9,3.1,3.75,1.9,3.3,3.65,1.9,3.1,4.33,1.9,3,3.6,1.91,3.2,3.5,1.85,3.25,4,1.9,3.1,3.6,2,1.71,2.15,1.67,1.9,1.81,-0.5,1.84,2,-0.5,1.899,2,-0.5,,,,,,
SP1,13/02/05,Numancia,Malaga,0,1,A,0,1,A,2.25,3.2,2.8,2.2,3.25,2.95,2.38,3.2,2.9,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.1,2.8,2.25,3.2,2.75,2.15,1.6,2.2,1.65,2,1.8,-0.25,1.96,1.88,-0.25,2.024,1.875,-0.25,,,,,,
SP1,13/02/05,Osasuna,Real Madrid,1,2,A,1,0,H,5,3.4,1.72,4.5,3.3,1.75,4.5,3.25,1.83,4,3,1.8,4,3.2,1.8,4.33,3.4,1.8,4.33,3.2,1.72,1.75,1.95,2,1.8,1.89,1.83,0.5,2.1,1.74,0.5,2.149,1.75,0.5,,,,,,
SP1,13/02/05,Santander,Sociedad,1,3,A,0,3,A,2.3,3.2,2.7,2.2,3.25,2.95,2.3,3.25,3,2.2,2.9,3,2.1,3.2,3,2.25,3.1,3,2.15,3.1,3,1.9,1.79,2.05,1.75,2.05,1.77,-0.25,2.08,1.76,-0.25,2.149,1.75,-0.25,,,,,,
SP1,13/02/05,Sevilla,Villarreal,2,1,H,1,0,H,2.2,3.2,2.87,2.2,3.25,2.95,2.25,3.2,3.1,2.2,2.9,3,2.2,3.2,2.8,2.2,3.1,3.1,2.1,3.1,3.1,1.9,1.79,2.05,1.75,2,1.8,-0.25,2.02,1.82,-0.25,2.049,1.85,-0.25,,,,,,
SP1,19/02/05,Barcelona,Mallorca,2,0,H,1,0,H,1.22,5,10,1.2,5.5,12,1.25,5.35,11,1.3,4.2,8,1.2,5,11,1.22,5.5,10,1.22,5,9.5,1.65,2.05,1.7,2.1,1.9,1.9,-1.5,1.9,1.94,-1.5,1.899,2,-1.5,,,,,,
SP1,19/02/05,Real Madrid,Ath Bilbao,0,2,A,0,0,D,1.44,4,7.5,1.35,4.25,8,1.41,4.25,7.5,1.35,4,7,1.4,3.75,7,1.4,4,7.5,1.36,3.75,8,1.65,2.05,1.75,2.05,1.9,1.58,-1.5,1.8,2.04,-1,2.174,1.725,-1.25,,,,,,
SP1,19/02/05,Sociedad,Sevilla,1,0,H,0,0,D,2.3,3.2,2.7,2.5,3.25,2.55,2.5,3.25,2.7,2.3,3,2.7,2.38,3.2,2.6,2.5,3.1,2.62,2.4,3.1,2.6,1.95,1.75,2.15,1.67,1.7,2.15,0,1.7,2.14,0,1.725,2.174,0,,,,,,
SP1,20/02/05,Albacete,Numancia,1,2,A,1,0,H,1.72,3.25,4.33,1.7,3.4,4.55,1.7,3.45,5,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.3,4.5,1.61,3.3,5,2.05,1.65,2.37,1.55,1.9,1.9,-0.75,1.9,1.94,-0.75,1.975,1.925,-0.75,,,,,,
SP1,20/02/05,Betis,La Coruna,2,0,H,1,0,H,2.1,3.25,3,1.95,3.3,3.5,2.1,3.2,3.45,2.3,2.9,2.8,1.83,3.2,3.75,2.1,3.1,3.3,2,3.2,3.2,1.9,1.79,1.85,1.95,1.85,1.95,-0.25,1.9,1.94,-0.25,1.875,2.024,-0.25,,,,,,
SP1,20/02/05,Getafe,Osasuna,0,0,D,0,0,D,2.1,3.2,3,2.1,3.25,3.15,2.2,3.2,3.2,2,3,3.3,2,3.2,3.2,2.1,3.2,3.2,2,3.2,3.2,1.95,1.75,2.1,1.7,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,
SP1,20/02/05,Levante,Zaragoza,0,0,D,0,0,D,2.1,3.2,3,2.1,3.25,3.15,2.15,3.25,3.25,1.9,3,3.6,2,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3,1.95,1.75,2.1,1.7,1.9,1.9,-0.25,1.9,1.94,-0.25,1.925,1.975,-0.25,,,,,,
SP1,20/02/05,Malaga,Espanol,3,2,H,2,0,H,2.3,3.2,2.7,2.35,3.2,2.75,2.45,3.25,2.75,2.3,3,2.7,2.38,3,2.75,2.4,3.1,2.75,2.3,3.1,2.75,2.05,1.65,2.37,1.55,1.77,2.05,0,1.76,2.08,0,1.8,2.1,0,,,,,,
SP1,20/02/05,Santander,Valencia,1,0,H,0,0,D,2.8,3.2,2.25,3.35,3.3,2,3.25,3.25,2.15,3,2.9,2.2,3.2,3,2.1,3.1,3.1,2.2,3,3.1,2.15,2,1.71,2.2,1.65,2,1.8,0.25,2.04,1.8,0.25,2.075,1.825,0.25,,,,,,
SP1,20/02/05,Villarreal,Ath Madrid,3,2,H,0,2,A,1.9,3.3,4,1.95,3.3,3.5,1.91,3.3,3.95,1.9,3,3.6,1.73,3.2,4.33,1.91,3.2,3.75,1.8,3.1,4,2.05,1.65,2.3,1.6,1.91,1.8,-0.5,1.92,1.92,-0.5,1.899,2,-0.5
SP1,26/02/05,Espanol,Albacete,2,1,H,2,0,H,1.57,3.4,5.5,1.55,3.55,5.75,1.6,3.5,5.8,1.6,3.3,4.8,1.62,3.25,5,1.57,3.5,5.5,1.53,3.5,5.5,1.9,1.79,2,1.8,2,1.72,-1,1.76,2.08,-0.75,1.8,2.1,-0.75
SP1,26/02/05,La Coruna,Real Madrid,2,0,H,2,0,H,3,3.25,2.3,3.05,3.25,2.15,2.75,3.25,2.45,2.5,3,2.5,2.75,3.25,2.2,3,3.2,2.3,2.9,3.2,2.15,1.95,1.75,2.05,1.75,2,1.8,0,1.76,2.08,0.25,1.8,2.1,0.25
SP1,26/02/05,Mallorca,Levante,1,2,A,0,0,D,1.83,3.25,3.75,1.95,3.3,3.5,1.95,3.25,3.85,2,3,3.3,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,1.9,1.79,2.05,1.75,1.95,1.76,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5
SP1,26/02/05,Numancia,Barcelona,1,1,D,1,0,H,7,3.75,1.5,7.25,4,1.4,7,3.75,1.5,5.6,3.4,1.5,6,3.4,1.5,6.5,3.8,1.5,6,3.4,1.5,1.75,1.95,1.95,1.85,2,1.8,1,2.08,1.76,1,2.049,1.85,1
SP1,27/02/05,Ath Madrid,Sociedad,1,0,H,1,0,H,1.72,3.25,4.33,1.8,3.35,4,1.73,3.3,5,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.4,4.33,1.7,3.3,4.33,1.95,1.75,2.05,1.75,1.73,1.99,-0.5,1.7,2.14,-0.5,1.725,2.174,-0.5
SP1,27/02/05,Osasuna,Malaga,1,6,A,0,3,A,1.83,3.25,3.75,1.8,3.35,4,1.85,3.25,4.3,1.9,3,3.6,1.91,3.2,3.5,1.83,3.25,4,1.72,3.25,4.2,2,1.71,2.3,1.6,1.85,1.85,-0.5,1.84,2,-0.5,1.85,2.049,-0.5
