Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
F1,08/11/09,Toulouse,Rennes,3,2,H,1,1,D,10,19,3,5,18,12,5,6,0,0,0,0,2.3,3,3.4,2.3,3.1,3.1,2.3,3,3.1,2.2,3.1,3.3,2.1,2.9,3.25,2.25,3.1,3,2.25,2.87,3,2.2,3,3.6,2.3,2.9,3.1,2.38,2.88,3.1,37,2.48,2.33,3.1,2.96,3.6,3.19,28,2.5,2.34,1.65,1.53,18,0,1.69,1.61,2.5,2.23
F1,20/11/09,Marseille,Paris SG,1,0,H,1,0,H,11,5,6,1,12,17,6,4,2,1,0,0,1.73,3.5,5,1.8,3.5,4.75,1.73,3.3,4.75,1.8,3.3,4.5,1.75,3.2,4.2,1.7,3.4,4.5,1.73,3.3,4.8,1.7,3.5,5.5,1.75,3.3,5,1.7,3.4,5,38,1.8,1.72,3.72,3.4,5.97,5.01,33,2.1,2.02,1.86,1.74,21,0,1.3,1.26,3.9,3.55
F1,21/11/09,Auxerre,Monaco,2,0,H,1,0,H,11,15,5,2,15,14,5,4,1,4,0,0,2.3,3,3.4,2.4,3.3,3,2.25,3,3.2,2.1,3.2,3.45,2.2,2.9,3.1,2.2,3.1,3.1,2.25,2.9,3.3,2.1,3.2,3.6,2.25,3,3.25,2.25,3,3.2,37,2.36,2.26,3.2,3.05,3.6,3.23,30,2.52,2.33,1.57,1.54,20,0,1.66,1.57,2.48,2.29
F1,21/11/09,Bordeaux,Valenciennes,0,1,A,0,1,A,24,3,7,3,14,15,9,1,2,3,0,0,1.4,4.2,9,1.4,4.05,8.2,1.4,4,8,1.45,4,7,1.4,3.75,7,1.35,4.2,8,1.33,4.33,9,1.44,4.2,8,1.4,4,8.5,1.4,4,8,37,1.44,1.4,4.5,4.06,10.36,8.43,30,2.05,1.96,1.87,1.79,19,-1.25,2.01,1.95,1.96,1.93
F1,21/11/09,Grenoble,Lyon,1,1,D,0,0,D,12,12,5,2,8,20,5,4,1,2,1,0,8,4,1.44,6.85,4.1,1.45,6.5,3.75,1.5,7.5,4.3,1.4,7,3.75,1.4,7,3.75,1.45,6.5,3.6,1.5,8.5,4.33,1.4,8,3.75,1.44,7,3.6,1.5,37,8.5,7.24,4.33,3.85,1.52,1.47,30,2.25,2.07,1.8,1.69,19,1,2.1,2,1.9,1.85
F1,21/11/09,Lens,Nancy,2,1,H,0,0,D,15,16,7,4,19,18,7,5,2,2,0,0,2.5,2.9,3.1,2.45,3.15,2.8,2.5,3,2.8,2.3,3.1,3.1,2.38,2.88,2.8,2.4,3,2.85,2.4,2.9,3,2.2,3.2,3.4,2.4,3,3,2.3,3,3,37,2.5,2.39,3.2,3.03,3.4,3.01,30,2.5,2.26,1.62,1.57,19,0,1.75,1.69,2.3,2.12
F1,21/11/09,Rennes,Le Mans,2,1,H,1,0,H,13,10,6,5,16,10,2,4,2,1,0,0,1.44,4,8,1.45,3.7,8,1.5,3.75,6.5,1.5,3.9,6.5,1.44,3.6,6.5,1.44,3.8,7,1.5,3.6,6.5,1.53,3.75,7,1.5,3.8,6.5,1.5,3.6,7,36,1.53,1.49,4.16,3.73,8.4,7.13,29,2.25,2.14,1.74,1.65,18,-1,2,1.93,1.99,1.92
F1,22/11/09,Montpellier,Lille,2,0,H,0,0,D,16,9,5,2,17,22,7,6,2,4,0,0,2.75,3,2.7,2.65,3.1,2.6,2.7,3,2.6,2.6,3.1,2.65,2.5,2.9,2.6,2.6,3,2.6,2.7,2.9,2.6,2.65,3.25,2.65,2.75,3.1,2.5,2.8,3,2.5,35,3,2.72,3.25,3.02,2.75,2.61,29,2.32,2.19,1.7,1.61,19,0,2.08,1.96,1.87,1.82
F1,22/11/09,Nice,Toulouse,1,0,H,0,0,D,9,12,2,5,13,17,6,5,2,1,0,0,2.4,3,3.2,2.3,3,3.2,2.3,3,3.1,2.3,3.1,3.1,2.38,2.88,2.8,2.3,3.1,2.9,2.37,2.9,3.2,2.3,3.2,3.2,2.3,3,3.2,2.3,3,3.1,35,2.5,2.36,3.2,3.02,3.39,3.09,29,2.35,2.23,1.68,1.6,19,0,1.76,1.67,2.28,2.15
F1,22/11/09,St Etienne,Lorient,0,2,A,0,2,A,21,12,3,6,13,17,10,3,1,0,0,0,2.2,3.1,3.5,2.1,3.1,3.55,2.15,3,3.4,2.1,3.2,3.45,2.1,3,3.2,2.2,3.1,3.1,2.2,3.1,3.2,2.05,3.2,3.8,2.2,3.1,3.3,2.2,3,3.3,35,2.3,2.18,3.2,3.07,3.82,3.38,29,2.33,2.21,1.66,1.6,19,0,1.56,1.52,2.5,2.43
F1,28/11/09,Lens,Marseille,1,0,H,0,0,D,7,15,3,5,17,20,4,8,2,2,0,0,4.2,3.1,2,4.35,3.2,1.85,3.75,3.2,1.95,3.6,3.3,2,3.75,3,1.91,3.8,3.2,1.9,4,3.1,1.91,4.5,3.4,1.83,3.8,3.2,1.95,3.6,3.2,2,35,4.5,3.98,3.39,3.19,2.02,1.94,29,2.3,2.17,1.69,1.62,20,0.5,1.94,1.89,2.02,1.98
F1,28/11/09,Lille,Valenciennes,4,0,H,1,0,H,13,6,5,2,16,27,6,0,2,4,0,0,1.67,3.5,5.5,1.75,3.3,4.8,1.7,3.4,4.75,1.8,3.3,4.5,1.8,3.2,4,1.7,3.3,4.75,1.7,3.3,5,1.67,3.4,6,1.7,3.4,5,1.75,3.4,4.5,36,1.8,1.72,3.6,3.35,5.7,4.97,30,2.32,2.18,1.67,1.62,20,-0.75,1.96,1.93,1.96,1.93
F1,28/11/09,Lorient,Grenoble,2,2,D,1,0,H,4,13,2,6,18,18,3,3,1,1,0,0,1.5,3.75,7.5,1.45,3.9,7.25,1.5,3.75,6.5,1.5,3.7,7,1.4,3.75,7,1.45,3.75,7,1.44,3.75,7.5,1.5,3.75,8,1.44,3.8,7.5,1.44,3.75,7.5,36,1.52,1.47,4.14,3.77,8.54,7.37,30,2.23,2.11,1.75,1.67,19,-1,1.9,1.85,2.03,2
F1,28/11/09,Paris SG,Auxerre,1,0,H,0,0,D,12,10,5,4,13,12,7,5,2,3,0,0,1.85,3.2,4.75,1.85,3.35,4.1,1.85,3.2,4.25,1.9,3.2,4.1,1.83,3,4,1.75,3.6,4,1.83,3.2,4.2,1.8,3.25,5,1.8,3.3,4.33,1.85,3.2,4.2,36,1.86,1.82,3.68,3.3,4.88,4.42,30,2.5,2.31,1.61,1.56,21,-0.5,1.84,1.78,2.12,2.11
F1,28/11/09,Sochaux,Nice,1,0,H,1,0,H,12,22,4,8,22,9,1,6,4,3,0,0,2.2,3,3.6,2.25,2.85,3.5,2.15,3,3.5,2.2,3,3.4,2.1,2.9,3.25,2.2,3,3.2,2.25,2.9,3.3,2.1,3.1,3.8,2.15,3,3.6,2.2,3.1,3.2,36,2.28,2.18,3.15,3.02,3.95,3.45,30,2.42,2.26,1.64,1.59,20,-0.25,1.88,1.85,2.06,2.01
F1,28/11/09,Toulouse,Boulogne,1,0,H,1,0,H,15,10,5,4,12,17,3,6,0,2,0,0,1.4,4.2,8.5,1.45,3.7,8,1.45,3.75,7.5,1.5,3.7,7,1.5,3.25,6.5,1.36,4,8.5,1.44,3.75,7.5,1.4,4,10,1.4,4,8.5,1.36,4.2,8.5,35,1.5,1.42,4.35,3.94,9.75,8.3,29,2.26,2.14,1.71,1.65,19,-1.25,2,1.95,1.95,1.92
F1,29/11/09,Le Mans,St Etienne,1,1,D,0,1,A,19,11,6,2,20,12,7,5,2,2,0,0,2.3,3,3.4,2.25,3.1,3.2,2.3,3.1,3,2.2,3.2,3.2,2.25,3,2.88,2.3,3,3,2.3,2.88,3.2,2.1,3.2,3.6,2.25,3,3.25,2.25,3.1,3.1,36,2.38,2.27,3.2,3.04,3.69,3.23,28,2.38,2.21,1.67,1.61,21,0,1.61,1.57,2.38,2.27
F1,29/11/09,Lyon,Rennes,1,1,D,1,1,D,15,10,5,5,9,18,7,3,1,3,0,0,1.55,3.7,6.5,1.45,4,7,1.5,3.75,6.5,1.5,3.8,6.7,1.5,3.5,6,1.5,3.75,6,1.57,3.5,6,1.47,4,7.5,1.57,3.6,6,1.53,3.5,6.5,36,1.58,1.53,4.01,3.65,7.8,6.54,30,2.21,2.08,1.8,1.69,19,-1,2.04,1.99,1.88,1.85
F1,29/11/09,Nancy,Bordeaux,0,3,A,0,1,A,12,12,3,8,12,15,1,2,0,0,0,0,3.75,3.2,2.05,3.65,3.25,2,3.6,3.1,2.05,3.4,3.25,2.1,3.5,3,2,3.4,3.1,2.05,3.5,3.2,2,4.1,3.3,1.95,3.8,3.1,2,3.5,3.2,2.05,36,4.14,3.66,3.27,3.13,2.15,2.05,30,2.39,2.23,1.67,1.6,20,0.5,1.87,1.83,2.1,2.03
F1,02/12/09,Boulogne,Paris SG,2,5,A,1,0,H,6,13,3,8,15,18,1,4,1,1,0,0,5,3.3,1.75,4.8,3.3,1.75,4.75,3.25,1.75,4.3,3.4,1.8,4.5,3.1,1.73,4.75,3.3,1.7,4.8,3.3,1.73,5,3.4,1.75,4.5,3.2,1.75,5,3.4,1.67,35,5.92,4.94,3.62,3.34,1.8,1.72,28,2.41,2.24,1.64,1.58,19,0.75,1.97,1.93,1.98,1.93
F1,05/12/09,Bordeaux,Paris SG,1,0,H,1,0,H,12,7,4,1,14,21,4,2,2,1,0,0,1.67,3.4,6,1.6,3.5,5.85,1.65,3.4,5.25,1.65,3.4,5.5,1.62,3.3,5,1.6,3.4,5.5,1.67,3.4,5,1.67,3.4,6,1.62,3.5,5.5,1.67,3.4,5,35,1.7,1.66,3.71,3.44,6.27,5.45,30,2.38,2.2,1.66,1.61,19,-0.75,1.91,1.89,2.02,1.97
F1,05/12/09,Montpellier,Le Mans,2,1,H,1,0,H,13,10,8,3,19,16,6,2,3,3,0,1,1.75,3.4,5,1.7,3.4,5,1.75,3.25,4.75,1.7,3.4,5,1.67,3.3,4.5,1.65,3.5,4.75,1.7,3.3,5,1.67,3.4,6,1.75,3.25,5,1.75,3.25,4.75,35,1.81,1.73,3.59,3.33,5.7,4.95,30,2.3,2.17,1.68,1.62,19,-0.75,2.08,2.04,1.88,1.83
F1,05/12/09,Nice,Marseille,1,3,A,1,1,D,5,10,1,5,22,25,7,2,3,2,1,0,3.6,3.2,2.1,3.4,3.2,2.1,3.4,3.1,2.1,3.55,3.1,2.1,3.5,3,2,3.4,3.05,2.1,3.4,3.2,2.05,4,3.3,1.95,3.6,3.1,2.1,3.4,3.1,2.1,36,4,3.58,3.3,3.14,2.16,2.08,31,2.28,2.13,1.71,1.65,20,0.25,2.11,2.05,1.84,1.82
F1,05/12/09,Rennes,Lorient,1,0,H,1,0,H,25,9,11,0,14,16,6,7,1,2,0,0,1.91,3.2,4.33,1.85,3.25,4.3,1.85,3.2,4.25,1.85,3.2,4.3,1.83,3,4,1.8,3.2,4.33,1.91,3.1,4,1.75,3.4,5,1.85,3.2,4.5,1.83,3.2,4.33,36,1.93,1.86,3.41,3.21,5,4.4,31,2.33,2.21,1.67,1.6,20,-0.5,1.91,1.87,2.02,1.99
F1,05/12/09,St Etienne,Sochaux,0,0,D,0,0,D,18,11,4,5,19,10,9,2,0,2,0,0,2.1,3.1,3.75,2.1,3,3.65,2.1,3.1,3.4,2.1,3.1,3.55,2,3,3.5,2.05,3.05,3.5,2.1,3,3.5,2.1,3.1,3.8,2,3,4,2.05,3.1,3.6,36,2.1,2.04,3.22,3.07,4.39,3.81,31,2.55,2.37,1.56,1.53,20,-0.5,2.07,2.03,1.86,1.83
F1,05/12/09,Valenciennes,Monaco,3,1,H,1,0,H,20,11,7,6,21,13,5,5,3,2,0,0,2.2,3.1,3.5,2.15,3.15,3.35,2.2,3,3.3,2.2,3.1,3.3,2.1,3,3.2,2.2,3,3.2,2.2,3,3.3,2.25,3.1,3.4,2.2,3.1,3.25,2.2,3.1,3.2,36,2.3,2.21,3.15,3.06,3.75,3.34,31,2.44,2.27,1.62,1.57,20,0,1.59,1.53,2.5,2.36
F1,06/12/09,Auxerre,Nancy,1,3,A,1,1,D,13,8,5,4,12,18,7,2,4,4,0,1,1.83,3.3,4.75,1.7,3.35,5.1,1.75,3.25,4.75,1.75,3.4,4.7,1.73,3.1,4.5,1.75,3.25,4.5,1.8,3.3,4.33,1.8,3.25,5,1.75,3.4,4.6,1.73,3.3,4.75,36,1.93,1.81,3.42,3.27,5,4.57,30,2.38,2.24,1.64,1.59,19,-0.5,1.94,1.88,2.02,1.95
F1,06/12/09,Boulogne,Lens,2,1,H,2,1,H,9,16,3,3,18,16,1,7,4,2,1,0,2.88,3.1,2.55,2.65,3.1,2.65,2.7,3,2.6,2.9,3.1,2.45,2.6,3,2.5,2.7,3,2.5,2.9,3,2.37,3,3,2.5,2.75,3,2.6,3,3,2.38,35,3.19,2.87,3.24,3.05,2.6,2.49,30,2.32,2.21,1.68,1.6,17,0,2.22,2.06,1.8,1.74
F1,06/12/09,Grenoble,Toulouse,1,0,H,0,0,D,13,17,6,7,11,23,4,10,1,1,0,0,3.75,3.1,2.1,3.5,3.1,2.1,3.4,3.1,2.1,3.55,3.1,2.1,3.75,3,1.91,3.6,3.1,2,3.8,3.2,1.91,3.8,2.88,2.2,3.5,3,2.15,3.3,3.1,2.15,36,3.85,3.48,3.13,3.06,2.28,2.16,30,2.51,2.4,1.59,1.52,19,0,2.66,2.47,1.53,1.49
F1,06/12/09,Lille,Lyon,4,3,H,1,3,A,23,11,14,3,14,23,9,2,3,5,0,0,3.1,3.1,2.4,3,3.1,2.35,2.9,3,2.45,2.8,3.1,2.5,2.75,3,2.38,3,3,2.3,2.87,3,2.4,3,3.2,2.4,2.8,3,2.6,2.88,3.1,2.4,36,3.1,2.93,3.25,3.03,2.7,2.47,30,2.5,2.25,1.64,1.59,17,0,2.07,2.01,1.88,1.79
F1,10/12/09,Lille,St Etienne,4,0,H,1,0,H,17,8,5,2,15,17,9,4,0,2,0,1,1.62,3.5,6.25,1.65,3.4,5.5,1.67,3.4,5,1.6,3.5,5.8,1.62,3.25,5,1.65,3.3,5.2,1.67,3.4,5,1.62,3.5,6.25,1.62,3.5,6,1.67,3.4,5,37,1.7,1.65,3.78,3.44,6.6,5.57,30,2.25,2.15,1.73,1.63,20,-0.75,1.9,1.86,2.06,2
F1,10/12/09,Toulouse,Sochaux,2,0,H,0,0,D,13,12,5,3,18,13,2,4,1,1,0,0,1.75,3.4,5,1.75,3.4,4.6,1.75,3.25,4.75,1.8,3.3,4.5,1.73,3.2,4.33,1.75,3.2,4.6,1.75,3.3,5,1.83,3.2,5,1.8,3.25,4.75,1.75,3.4,4.5,37,1.83,1.76,3.53,3.33,5.55,4.75,30,2.56,2.3,1.65,1.56,19,-0.75,2.09,2.06,1.87,1.82
F1,12/12/09,Le Mans,Valenciennes,2,1,H,1,1,D,8,14,4,4,16,17,6,1,4,3,1,0,2.6,3,2.88,2.75,3.1,2.45,2.6,3.1,2.6,2.5,3.1,2.8,2.5,3,2.6,2.5,2.9,2.8,2.5,3,2.75,2.38,3.25,3,2.62,3,2.75,2.6,2.88,2.8,38,2.75,2.6,3.15,2.99,3.03,2.77,33,2.48,2.3,1.65,1.56,19,0,1.89,1.84,2.06,1.97
F1,12/12/09,Lens,Nice,2,0,H,2,0,H,24,11,9,4,15,17,6,6,1,3,0,1,2.25,3,3.5,2.2,3.15,3.55,2.2,3,3.3,2.2,3.1,3.3,2.1,3,3.2,2.2,3,3.2,2.2,3,3.25,2.2,3.2,3.4,2.2,3,3.4,2.2,3,3.3,38,2.3,2.19,3.14,3.02,3.77,3.41,33,2.5,2.31,1.62,1.55,21,-0.25,1.91,1.89,2.03,1.98
F1,12/12/09,Lorient,Auxerre,0,0,D,0,0,D,14,10,6,4,8,12,7,2,0,2,0,0,2.1,3.1,3.75,2.1,3.1,3.5,2.1,3.1,3.4,2.2,3.1,3.3,2,3,3.4,2.1,3,3.4,2.05,3.1,3.5,2,3.2,4,2.05,3,3.75,2.05,3.1,3.6,38,2.25,2.11,3.24,3.08,3.92,3.57,33,2.59,2.42,1.58,1.52,21,-0.25,1.88,1.84,2.06,2.04
F1,12/12/09,Marseille,Boulogne,2,0,H,0,0,D,25,4,8,1,13,19,3,1,0,1,0,1,1.25,5.25,13,1.25,5.5,10,1.27,5,10,1.3,4.8,9.5,1.22,5,10,1.22,5,12,1.22,5,12,1.22,5.5,17,1.22,5,15,1.25,5,11,38,1.27,1.24,5.8,5.13,18,12.58,33,1.86,1.81,2.09,1.94,20,-1.75,2.01,1.96,1.92,1.89
F1,12/12/09,Nancy,Rennes,1,2,A,1,0,H,18,6,7,2,10,16,9,4,1,0,1,0,2.63,2.88,3,2.45,3.05,2.9,2.6,2.9,2.75,2.4,3.1,2.95,2.38,2.88,2.8,2.4,3,2.85,2.4,3.1,2.8,2.5,3.2,2.88,2.5,3,2.88,2.5,3,2.8,38,2.76,2.53,3.1,2.98,3.04,2.87,33,2.5,2.32,1.62,1.55,18,0,1.88,1.81,2.06,2
F1,13/12/09,Lyon,Bordeaux,0,1,A,0,0,D,12,16,3,3,19,14,1,3,4,1,0,0,2.25,3.1,3.4,2.3,3.25,3.25,2.25,3,3.25,2.1,3.25,3.4,2.1,3,3.2,2.2,3,3.2,2.25,3,3.2,2.2,3.25,3.4,2.2,3.2,3.25,2.3,3,3.1,38,2.37,2.25,3.37,3.12,3.4,3.19,32,2.16,2.08,1.81,1.69,20,0,1.72,1.6,2.42,2.26
F1,13/12/09,Monaco,Lille,0,4,A,0,1,A,9,22,4,8,18,21,5,5,3,1,1,0,2.63,3,2.88,2.45,3,2.95,2.6,2.9,2.75,2.4,3.1,2.95,2.37,3,2.7,2.4,3,2.85,2.4,3.1,2.8,2.4,3.2,3,2.5,3,2.88,2.6,3,2.7,37,2.82,2.6,3.11,2.99,2.95,2.79,31,2.41,2.23,1.65,1.59,18,0,1.98,1.86,2.01,1.94
F1,13/12/09,Paris SG,St Etienne,3,0,H,3,0,H,17,10,10,2,14,19,9,1,2,3,0,0,1.67,3.5,5.5,1.75,3.45,5.25,1.67,3.4,5,1.7,3.4,5.1,1.61,3.25,5,1.65,3.3,5.2,1.61,3.4,5.5,1.75,3.2,5.5,1.73,3.25,5,1.67,3.5,5,36,1.72,1.63,3.88,3.5,6.16,5.48,30,2.35,2.21,1.68,1.61,19,-0.75,2.05,1.83,2.12,2.05
F1,13/12/09,Sochaux,Grenoble,1,0,H,1,0,H,16,15,6,5,21,18,8,8,2,3,0,0,1.8,3.3,5,1.8,3.3,4.5,1.8,3.25,4.4,1.85,3.2,4.3,1.75,3.3,4,1.7,3.3,4.75,1.75,3.2,4.8,1.75,3.2,5.5,1.8,3.2,4.75,1.75,3.25,4.75,37,1.86,1.79,3.53,3.25,5.5,4.74,31,2.55,2.32,1.63,1.55,20,-0.5,1.87,1.83,2.07,2.04
F1,13/12/09,Toulouse,Montpellier,0,1,A,0,1,A,10,6,3,1,16,14,2,1,1,2,0,0,1.91,3.2,4.33,1.95,3.1,4.1,1.95,3.15,3.85,1.95,3.2,3.9,1.9,3,3.75,1.9,3.1,4,1.83,3.25,4.2,1.9,3.2,4.5,1.91,3.2,4,1.91,3.1,4.2,37,2,1.91,3.39,3.17,4.64,4.18,30,2.54,2.28,1.65,1.57,19,-0.5,1.96,1.91,2.02,1.95
F1,15/12/09,Valenciennes,Auxerre,0,0,D,0,0,D,14,6,2,2,15,19,6,6,1,1,0,0,2.1,3.1,3.75,2.05,3.2,3.55,2,3.1,3.75,2,3.15,3.8,2.1,3,3.2,2.05,3.1,3.5,2.1,3,3.5,2.2,3.2,3.4,2.05,3,4,2.1,3.1,3.5,38,2.34,2.15,3.22,3.08,3.88,3.5,34,2.58,2.41,1.58,1.52,23,0,1.62,1.49,2.77,2.51
F1,16/12/09,Le Mans,Grenoble,1,0,H,1,0,H,14,18,6,4,16,14,0,6,2,1,0,0,2,3.1,4.2,2,3.1,3.9,2,3.1,3.75,1.9,3.2,4,2,3,3.4,1.95,3,4,1.95,3.1,3.9,1.9,3.2,4.5,1.91,3,4.5,2,3.1,3.75,38,2.1,1.99,3.24,3.1,4.6,3.96,33,2.51,2.35,1.57,1.53,21,0,1.42,1.37,3.2,2.87
F1,16/12/09,Lorient,Marseille,1,2,A,0,0,D,9,17,3,3,15,11,5,3,2,1,0,0,3.6,3.2,2.1,3.45,3.3,2.05,3.4,3.1,2.1,3.4,3.25,2.1,3,3,2.2,3.4,3,2.1,3.5,3,2.1,3.6,3.25,2.1,3.5,3.2,2.1,3.4,3.1,2.1,38,3.8,3.42,3.3,3.15,2.24,2.13,32,2.25,2.11,1.75,1.66,23,0,2.66,2.47,1.56,1.49
F1,16/12/09,Lyon,Boulogne,2,0,H,0,0,D,26,6,6,3,12,15,12,3,1,4,0,0,1.17,6.5,19,1.2,6,12,1.2,6,11,1.25,5,12,1.22,5,10,1.18,5.5,13,1.17,6,15,1.17,6.5,19,1.18,5.5,19,1.2,5.5,13,38,1.23,1.19,7,5.92,21.21,14.44,33,1.75,1.7,2.2,2.07,20,-2,2.02,1.98,1.95,1.87
F1,16/12/09,Monaco,Rennes,1,0,H,1,0,H,9,11,4,4,18,22,1,8,1,1,0,0,2.75,3,2.7,2.45,3.1,2.85,2.6,3,2.7,2.45,3.1,2.9,2.5,2.88,2.62,2.5,3,2.7,2.75,2.9,2.6,3,3,2.5,3,2.88,2.5,2.5,3,2.8,37,3,2.67,3.1,2.98,2.85,2.7,31,2.39,2.28,1.61,1.56,20,0,2,1.92,1.95,1.88
F1,16/12/09,Montpellier,Bordeaux,0,1,A,0,0,D,9,9,3,2,24,24,3,1,4,3,0,0,3.75,3.1,2.1,3.45,3.3,2.05,3.4,3.1,2.1,3.2,3.2,2.2,3.2,3,2.1,3.4,3,2.1,3.75,3.1,2,3.6,3.25,2.1,3.75,3,2.1,3.4,3.1,2.1,37,4.06,3.59,3.3,3.13,2.15,2.08,31,2.35,2.24,1.63,1.58,21,0.5,1.84,1.8,2.14,2.08
F1,16/12/09,Nancy,Nice,2,0,H,0,0,D,21,6,8,1,11,13,4,4,0,2,0,0,2.1,3.1,3.75,2.05,3,3.8,2.05,3,3.75,2.05,3.2,3.55,2.1,3,3.2,2.05,3,3.6,2.05,3,3.7,2.15,3.2,3.5,2.05,3,3.75,2,2.88,4,37,2.16,2.09,3.25,3.03,4,3.67,31,2.35,2.2,1.63,1.6,20,0,1.5,1.46,2.7,2.56
F1,16/12/09,Paris SG,Lens,1,1,D,0,0,D,9,8,3,1,19,17,5,2,4,2,0,0,1.57,3.6,6.5,1.55,3.5,6.5,1.57,3.5,6,1.6,3.5,5.8,1.57,3.25,5.5,1.53,3.5,6,1.53,3.5,6.5,1.6,3.5,6.75,1.53,3.6,7,1.57,3.5,6,37,1.62,1.56,3.93,3.54,7.53,6.48,31,2.3,2.17,1.7,1.62,22,-1,2.05,1.99,1.9,1.86
F1,19/12/09,Bordeaux,Lorient,4,1,H,2,0,H,19,14,9,2,17,12,6,4,1,0,0,0,1.44,4,8,1.4,4.25,7.5,1.4,4,8,1.4,4.3,7.5,1.36,3.75,8,1.45,3.75,7,1.4,4,8,1.44,4,8.5,1.4,4,9,1.4,4,8,38,1.48,1.42,4.35,4,9.39,8.2,33,2.19,2.06,1.95,1.7,21,-1.25,2.11,2.07,1.83,1.8
F1,19/12/09,Grenoble,Nice,1,1,D,0,0,D,21,15,6,8,11,18,8,3,2,3,0,0,2.6,3,2.88,2.5,3,2.85,2.55,3,2.75,2.65,3,2.65,2.5,3,2.6,2.6,2.9,2.7,2.5,3.1,2.7,2.4,3,3.2,2.5,2.88,3,2.5,3,2.8,38,2.7,2.55,3.2,2.99,3.2,2.85,33,2.55,2.43,1.54,1.5,20,0,1.86,1.79,2.2,2.03
F1,19/12/09,Montpellier,Nancy,0,2,A,0,2,A,15,12,5,4,18,25,2,4,0,1,0,0,1.83,3.3,4.75,1.85,3.35,4.65,1.8,3.2,4.5,1.85,3.3,4.2,1.8,3.2,4,1.8,3.2,4.33,1.83,3.1,4.33,1.8,3.5,4.5,1.8,3.25,4.75,1.8,3.25,4.33,37,1.89,1.83,3.5,3.24,5.17,4.53,31,2.29,2.19,1.68,1.62,22,-0.5,1.9,1.84,2.06,2.01
F1,19/12/09,Rennes,Paris SG,1,0,H,1,0,H,19,8,6,0,12,10,4,2,0,1,0,0,2.2,3.1,3.5,2.2,3.1,3.3,2.2,3,3.3,2.2,3.2,3.2,2.2,2.88,3.1,2.1,3,3.4,2.2,3,3.25,2.2,3.2,3.4,2.1,3.2,3.5,2.1,3.1,3.4,37,2.25,2.17,3.28,3.1,3.78,3.42,32,2.36,2.23,1.64,1.58,21,-0.25,1.9,1.84,2.08,2.03
F1,19/12/09,St Etienne,Marseille,0,0,D,0,0,D,10,26,2,8,17,21,3,6,2,1,1,0,4.33,3.4,1.85,4.4,3.5,1.85,4.2,3.2,1.85,4.2,3.3,1.85,4,3.2,1.8,4.33,3.2,1.8,4.33,3.25,1.8,4.75,3.4,1.8,4.5,3.25,1.83,4.2,3.25,1.83,38,4.75,4.32,3.56,3.28,1.92,1.85,32,2.25,2.12,1.73,1.64,22,0.5,2.05,1.99,1.92,1.86
F1,19/12/09,Valenciennes,Lens,0,0,D,0,0,D,15,6,6,3,17,22,5,6,0,0,0,0,2,3.2,4,1.95,3.2,3.9,2,3.1,3.75,2.1,3.2,3.45,1.91,3,3.75,2,3,3.75,2,3.1,3.75,1.95,3.2,4.2,1.95,3.2,4,2,3.1,3.75,38,2.1,1.99,3.34,3.15,4.28,3.88,33,2.31,2.16,1.74,1.63,22,-0.5,2.07,2.02,1.87,1.84
F1,20/12/09,Auxerre,Toulouse,1,1,D,0,1,A,17,8,5,5,18,25,8,2,1,4,0,1,2.1,3.1,3.75,1.95,3.2,3.9,2,3.1,3.75,2.1,3.15,3.5,1.91,3,3.75,2,3,3.75,2.15,3,3.4,1.95,3.2,4.2,2,2.88,4.33,2,3.1,3.75,38,2.12,2.04,3.3,3.09,4.33,3.79,33,2.55,2.37,1.64,1.53,22,-0.5,2.12,2.06,1.85,1.8
F1,20/12/09,Lille,Le Mans,3,0,H,3,0,H,15,3,8,1,16,25,4,3,1,2,0,0,1.36,4.33,10,1.35,4.4,9,1.35,4.33,8.5,1.45,4,7,1.33,4,8,1.3,4.33,10,1.33,4.33,9,1.36,4.33,10,1.3,4.5,11,1.33,4.33,9,38,1.4,1.35,4.75,4.26,11,9.79,33,2.04,1.96,1.88,1.79,22,-1.5,2.18,2.09,1.82,1.77
F1,20/12/09,Monaco,Lyon,1,1,D,1,1,D,13,12,6,5,13,19,7,5,2,4,0,0,3.5,3.1,2.2,3.65,3.2,2.15,3.4,3.1,2.1,3.6,3.3,2,3.4,3,2,3.6,3.1,2,3.5,3.1,2.05,3.6,3.25,2.1,3.5,3.2,2.1,3.2,3.1,2.2,38,3.71,3.43,3.27,3.12,2.27,2.15,33,2.31,2.18,1.77,1.62,22,0.25,2.01,1.97,1.93,1.89
