Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH
SC0,27/03/04,Livingston,Dunfermline,0,0,D,0,0,D,I Brines,9,10,4,7,14,13,4,8,1,0,0,0,2.4,3.4,2.6,2.4,3.15,2.65,2.3,3,2.7,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.37,3.1,2.62,1.9,1.79,1.8,2.05,0,,,,,,
SC0,27/03/04,Partick,Hibernian,1,1,D,0,0,D,J Rowbotham,7,16,3,8,12,15,3,5,1,2,0,0,2.7,3.4,2.3,2.7,3.25,2.3,2.7,3,2.3,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.75,3.2,2.25,1.85,1.85,1.8,2.05,0.25,,,,,,,,
SC0,28/03/04,Rangers,Celtic,1,2,A,0,1,A,K Clark,18,8,12,5,14,8,11,3,2,0,0,0,2.7,3.25,2.5,2.7,3.2,2.4,2.5,3,2.5,2.4,3.25,2.5,2.75,3.3,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.75,1.95,1.95,1.9,0,,,,,,,,
SC0,03/04/04,Aberdeen,Dundee United,3,0,H,3,0,H,I Fyfe,14,3,8,3,16,12,10,4,2,1,0,0,2.5,3.3,2.5,2.5,3.15,2.55,2.3,3,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.95,1.9,1.95,0,,,,,,,,
SC0,03/04/04,Celtic,Hearts,2,2,D,0,1,A,D McDonald,17,5,6,3,17,16,10,4,1,2,0,0,1.167,6,13,1.18,5.75,11,1.25,4.5,9,1.143,6,12,1.22,5,10,1.22,5,10,1.2,5,11,,,1.18,3.78,-0.5,,,,,,,,
SC0,03/04/04,Dundee,Partick,2,1,H,1,1,D,C Thompson,14,8,8,4,11,14,6,4,1,2,0,0,1.615,3.6,5,1.62,3.4,5,1.7,3.2,4.2,1.667,3.4,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.57,3.5,5,1.85,1.85,1.95,1.9,-0.75,,,,,,,,
SC0,03/04/04,Dunfermline,Kilmarnock,2,1,H,1,1,D,C Richmond,7,6,4,2,17,16,4,3,2,3,0,0,1.727,3.5,4.333,1.75,3.3,4.2,1.8,3.1,3.8,1.667,3.4,4.333,1.73,3.4,4.2,1.72,3.4,4.2,1.8,3.3,3.75,1.79,1.9,1.75,1.85,-0.5,,,,,,,,
SC0,03/04/04,Hibernian,Livingston,3,1,H,1,0,H,H Dallas,9,10,6,5,14,17,6,6,2,3,0,0,2.2,3.4,2.875,2.25,3.25,2.8,2.2,3,2.9,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.85,1.85,1.95,1.9,-0.25,,,,,,,,
SC0,04/04/04,Motherwell,Rangers,0,1,A,0,1,A,J Rowbotham,8,7,5,5,23,13,8,4,3,5,0,0,6.5,4.333,1.444,6.75,4,1.41,5,3.7,1.5,6.5,3.6,1.444,6.5,4,1.4,6.5,4,1.4,6,3.4,1.5,1.75,1.95,2.51,1.41,0.5,,,,,,,,
SC0,07/04/04,Livingston,Kilmarnock,1,1,D,0,0,D,M Ritchie,8,9,3,4,16,16,7,6,2,1,0,0,2,3.25,3.25,2.2,3.2,2.9,2.2,3,2.9,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2.2,3.25,2.75,1.79,1.9,1.95,1.9,-0.25,,,,,,,,
SC0,07/04/04,Motherwell,Hearts,1,1,D,0,1,A,C Richmond,4,5,2,4,19,8,3,5,0,0,0,0,2.5,3.2,2.5,2.63,3.2,2.38,2.6,3,2.4,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.85,1.85,2,1.85,0,,,,,,,,
SC0,10/04/04,Hibernian,Kilmarnock,3,0,H,2,0,H,K Toner,7,9,6,6,13,13,9,3,0,1,0,0,2,3.4,3.25,2.1,3.2,3.1,1.9,3.1,3.5,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2.1,3.2,3,1.71,2,1.8,2,-0.25,,,,,,,,
SC0,10/04/04,Partick,Hearts,1,0,H,0,0,D,A Freeland,7,7,4,2,15,21,3,3,4,2,0,1,4.333,3.5,1.727,4.3,3.25,1.75,3.8,3.3,1.75,3.6,3.4,1.8,3.75,3.4,1.8,3.75,3.4,1.8,4.33,3.4,1.66,1.71,2,1.85,1.75,0.5,,,,,,,,
SC0,11/04/04,Dundee United,Dundee,2,2,D,0,2,A,J Rowbotham,17,5,12,0,8,13,7,3,3,2,0,0,2.1,3.25,3.2,2.1,3.2,3.1,2,3.1,3.2,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2.1,3.1,3.1,1.85,1.85,1.85,1.95,-0.25,,,,,,,,
SC0,13/04/04,Dunfermline,Hibernian,1,1,D,0,1,A,C Thomson,12,4,8,1,12,14,7,1,2,3,0,1,1.8,3.4,3.75,1.83,3.3,3.8,2,3.1,3.2,1.8,3.2,4,,,,1.83,3.25,3.75,1.83,3.3,3.6,1.85,1.85,2.05,1.85,-0.5,,,,,,,,
SC0,14/04/04,Livingston,Rangers,1,1,D,0,1,A,W Young,7,8,4,7,11,10,10,8,0,0,0,0,7.5,4.33,1.33,8,4.25,1.33,6.5,3.9,1.37,8,3.75,1.36,7.5,4.33,1.33,7.5,4.33,1.33,8,3.75,1.36,,,,,,,,,,,,,
SC0,15/04/04,Motherwell,Dunfermline,1,0,H,1,0,H,C Murray,7,7,2,5,15,16,4,6,1,1,0,0,2.25,3.25,2.87,,,,2,2.9,3.4,,,,2.25,3.25,2.75,2.2,3.25,2.8,2.2,3,3,,,,,,,,,,,,,
SC0,17/04/04,Dundee,Hibernian,2,2,D,1,1,D,D McDonald,11,14,7,6,15,12,1,9,3,2,0,0,2.25,3.25,2.875,2.3,3.25,2.7,2.3,3,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.4,3.4,2.4,1.9,1.79,2,1.8,-0.25,,,,,,
SC0,17/04/04,Dunfermline,Dundee United,1,1,D,1,0,H,K Clark,3,9,3,7,11,11,3,8,0,1,0,0,2.1,3.2,3.25,2.05,3.3,2.95,2.1,3,3.1,1.909,3.25,3.4,2,3.25,3.25,2.2,3.25,2.8,2,3.2,3.2,1.85,1.85,,,,,,,,,
SC0,17/04/04,Hearts,Livingston,1,1,D,1,0,H,J Underhill,19,4,8,2,11,17,13,1,0,2,0,0,1.615,3.4,5.5,1.62,3.4,5,1.6,3.4,4.6,1.571,3.5,5,1.57,3.4,5.5,1.57,3.4,5.5,1.53,3.6,5,1.85,1.85,1.8,2,-0.75,,,,,,
SC0,17/04/04,Rangers,Partick,2,0,H,1,0,H,M McCurry,17,1,7,0,18,12,7,1,1,1,0,0,1.143,7,13,1.13,6.5,14,1.12,6.5,13,1.1,6.5,17,1.14,6,13,1.12,6,17,1.08,7.5,15,,,,,,,,,,,
SC0,18/04/04,Aberdeen,Motherwell,0,2,A,0,1,A,S Conroy,8,12,5,6,7,10,16,10,1,0,0,0,2.25,3.25,2.875,2.35,3.25,2.65,2.3,2.9,2.8,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.4,3.4,2.4,1.85,1.85,2,1.8,-0.25,,,,,,
SC0,18/04/04,Kilmarnock,Celtic,0,1,A,0,1,A,M McCurry,6,9,3,6,18,8,4,10,1,2,0,0,8.5,5.5,1.286,9,5,1.25,8.5,4.3,1.27,10,5,1.222,8.5,4.5,1.29,8.5,5,1.25,10,4.5,1.25,1.65,2.05,,,,,,,,,
SC0,21/04/04,Celtic,Aberdeen,1,2,A,1,0,H,I Brines,14,7,10,4,8,11,10,7,0,1,0,0,1.167,6,13,1.16,6,12,1.15,6,12,1.1,6.5,17,1.17,6,11,1.16,6,11,1.16,6.5,9,,,,,,,,,,,
SC0,24/04/04,Dundee United,Rangers,3,3,D,1,3,A,D McDonald,13,20,9,11,13,15,2,7,2,1,0,0,6,3.75,1.5,6,3.55,1.5,4.8,3.5,1.55,5.5,3.5,1.533,6,3.5,1.5,6,3.5,1.5,5,3.6,1.53,1.85,1.85,2.23,1.5,0.5,,,,,,
SC0,24/04/04,Dunfermline,Motherwell,3,0,H,1,0,H,J Underhill,9,6,5,3,7,14,3,3,0,0,0,0,2.1,3.23,3.2,2.1,3.2,3.1,2.1,3,3.1,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,2,1.71,1.8,2,-0.5,,,,,,
SC0,24/04/04,Kilmarnock,Hibernian,2,0,H,1,0,H,C Murray,13,7,7,4,13,10,10,5,1,2,0,0,2.25,3.4,2.75,2.3,3.2,2.75,2.3,3,2.7,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.4,3.1,2.6,1.85,1.85,2,1.8,-0.5,,,,,,
SC0,24/04/04,Livingston,Aberdeen,2,0,H,1,0,H,C Thomson,19,11,12,4,11,9,6,7,0,0,0,0,2,3.4,3.25,2,3.25,3.25,2.1,3,3.1,1.909,3.2,3.5,2,3.25,3.25,2,3.25,3.25,2,3.3,3.2,1.9,1.79,2,1.63,-0.5,,,,,,
SC0,24/04/04,Partick,Dundee,0,1,A,0,0,D,I Fyfe,11,3,4,1,10,17,4,6,1,3,0,0,2.62,3.4,2.37,2.6,3.3,2.35,2.5,3,2.5,2.6,3.2,2.375,2.6,3.25,2.37,2.6,3.25,2.37,2.5,3.25,2.4,1.79,1.9,2,1.8,0,,,,,,
SC0,25/04/04,Hearts,Celtic,1,1,D,0,1,A,K Clark,12,8,5,2,23,17,7,3,1,0,0,0,6,3.8,1.53,6.5,3.75,1.45,5,3.7,1.5,6.5,4,1.4,6.5,3.75,1.44,6.5,3.75,1.44,5.5,3.6,1.5,1.75,1.95,2.38,1.45,0.5,,,,,,
SC0,01/05/04,Dundee United,Hearts,0,2,A,0,1,A,M Ritchie,9,8,4,5,14,22,6,4,1,1,0,0,2.4,3.4,2.6,2.4,3.25,2.6,2.4,3,2.6,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.85,1.85,1.9,1.9,0,,,,,,
SC0,01/05/04,Hibernian,Dundee,1,0,H,1,0,H,C MacKay,14,11,10,8,8,9,11,7,2,3,0,0,2,3.4,3.25,2.15,3.25,2.95,2.1,3,3.1,,,,2.1,3.25,3,2.1,3.25,3,2.2,3.2,2.8,1.79,1.9,1.8,2,-0.25,,,,,,
SC0,01/05/04,Kilmarnock,Livingston,4,2,H,0,2,A,J Rowbotham,15,8,11,5,11,17,6,1,0,1,0,0,2.2,3.4,2.87,2.3,3.25,2.7,2.3,3,2.7,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.8,2.3,3.2,2.62,1.79,1.9,1.8,2,-0.25,,,,,,
SC0,01/05/04,Partick,Aberdeen,2,0,H,1,0,H,I Brines,16,11,8,8,6,10,7,3,0,1,0,0,2.6,3.4,2.4,2.5,3.25,2.5,2.7,3,2.3,2.6,3.2,2.375,2.62,3.2,2.37,2.62,3.2,2.37,2.5,3.1,2.5,1.85,1.85,2,1.8,0,,,,,,
SC0,01/05/04,Rangers,Motherwell,4,0,H,1,0,H,S Dougal,18,6,9,3,8,14,5,2,1,2,0,0,1.25,5.5,8.5,1.25,5,9,1.25,4.5,9,1.222,5,10,1.25,5,8.5,1.25,5,8.5,1.22,5.5,8,,,,,,,,,,,
SC0,02/05/04,Celtic,Dunfermline,1,2,A,0,1,A,D McDonald,15,7,7,4,7,12,10,3,1,1,0,0,1.22,6,11,1.22,5.25,10,1.25,4.5,9,1.2,5,11,1.2,5.5,10,1.2,5.5,10,1.2,5.5,9.5,,,,,,,,,,,
SC0,05/05/04,Hibernian,Partick,1,2,A,1,1,D,C Thomson,7,5,4,2,11,4,5,4,2,0,0,0,1.57,3.4,5.5,1.55,3.5,5.5,1.6,3.3,4.6,1.57,3.5,5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5,1.79,1.9,1.8,2,-0.75,,,,,,
SC0,08/05/04,Aberdeen,Hibernian,0,1,A,0,0,D,K Clark,11,4,10,2,5,12,8,6,0,2,0,0,2.375,3.2,2.625,2.45,3.2,2.45,2.5,3,2.5,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.85,1.8,2,0,,,,,,
SC0,08/05/04,Celtic,Rangers,1,0,H,0,0,D,H Dallas,16,4,11,3,23,19,9,7,3,3,0,0,1.833,3.3,4.333,1.8,3.2,3.75,1.9,3.1,3.5,1.833,3.2,3.75,1.85,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75,1.75,1.95,1.8,1.73,-0.5,,,,,,
SC0,08/05/04,Dundee,Kilmarnock,2,0,H,1,0,H,S Conroy,11,9,6,4,13,16,5,8,0,2,0,0,2.1,3.25,3,2.15,3.2,2.8,2.2,3,2.9,1.833,3.2,3.75,2.2,3.2,2.87,2.2,3.2,2.87,2.2,3.2,2.8,1.75,1.95,1.95,1.85,-0.25,,,,,,
SC0,08/05/04,Hearts,Dunfermline,2,1,H,1,1,D,K Toner,10,5,4,3,12,13,5,4,0,1,0,0,1.727,3.25,4.333,1.77,3.3,3.8,1.85,3.1,3.6,1.571,3.5,5,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75,1.9,1.79,1.77,1.77,-0.5,,,,,,
SC0,08/05/04,Motherwell,Dundee United,0,1,A,0,0,D,A Freeland,10,5,7,2,13,8,11,2,2,0,0,0,2.1,3.25,3,2.1,3.2,2.9,2.1,3,3.1,,,,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3,1.9,1.79,1.85,1.95,-0.25,,,,,,
SC0,09/05/04,Livingston,Partick,2,2,D,1,1,D,W Young,12,10,10,6,13,9,8,4,1,0,0,0,1.615,3.6,4.5,1.6,3.3,5,1.7,3.2,4.2,1.615,3.5,4.5,1.61,3.4,5,1.61,3.4,5,1.61,3.3,5,1.85,1.85,1.8,2,-0.75,,,,,,
SC0,11/05/04,Dundee United,Dunfermline,3,2,H,3,1,H,M McCurry,8,9,5,5,12,18,7,3,0,3,0,0,2.25,3.25,2.75,2.2,3.25,2.7,2.2,3,2.9,2.1,3.2,3,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.85,1.85,2.2,1.47,-0.5,,,,,,
SC0,12/05/04,Dundee,Livingston,2,0,H,1,0,H,C Murray,11,10,6,5,14,11,8,6,2,2,0,0,2.1,3.25,3,2.1,3.25,2.9,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3,1.79,1.9,2.1,1.53,-0.5,,,,,,
SC0,12/05/04,Kilmarnock,Aberdeen,4,0,H,2,0,H,T Brown,21,9,12,3,14,8,8,3,0,0,0,0,1.9,3.25,3.5,1.9,3.3,3.3,2,3.1,3.2,1.8,3.4,3.6,1.91,3.25,3.5,1.91,3.25,3.5,1.8,3.4,3.6,1.79,1.9,1.9,1.65,-0.5,,,,,,
SC0,12/05/04,Motherwell,Celtic,1,1,D,0,0,D,J Rowbotham,4,7,2,4,17,7,8,6,0,3,0,0,6.5,4,1.4,6.5,3.85,1.4,5.4,3.8,1.45,6,3.75,1.44,6.5,4,1.4,6.5,4,1.4,5.5,3.6,1.5,1.71,2,2.42,1.4,0.5,,,,,,
SC0,12/05/04,Rangers,Hearts,0,1,A,0,0,D,D McDonald,8,7,2,3,10,18,7,3,1,2,0,0,1.4,4,6.5,1.4,4,6,1.45,3.8,5.4,1.4,3.75,7,1.4,4,6.5,1.4,4,6.5,1.44,3.75,6,1.65,2.05,1.4,2.4,-0.5,,,,,,
SC0,15/05/04,Aberdeen,Dundee,1,2,A,1,0,H,H Dallas,12,10,6,5,9,13,3,7,0,1,0,0,2.3,3.2,2.7,2.4,3.2,2.5,2.3,3,2.7,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.5,3.3,2.37,1.75,1.95,1.85,1.95,0,,,,,,
SC0,15/05/04,Livingston,Hibernian,4,1,H,1,0,H,M McCurry,18,11,9,4,7,12,5,4,0,0,0,0,2.25,3.25,2.75,2.3,3.2,2.62,2.2,3,2.9,2.38,3.2,2.6,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,2,1.71,1.8,2.05,0,,,,
SC0,15/05/04,Partick,Kilmarnock,2,2,D,1,1,D,S Dougal,10,16,3,9,11,11,6,1,1,0,0,0,2.3,3.2,2.7,2.4,3.2,2.5,2.3,3,2.7,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.71,2,1.77,2.05,0,,,,
SC0,16/05/04,Celtic,Dundee United,2,1,H,0,0,D,J Underhill,13,5,7,4,6,14,6,12,0,2,0,0,1.28,5,10,1.28,4.5,8,1.3,4.2,8,1.29,4.5,8,1.29,4.5,8.5,1.29,4.5,8.5,1.25,5,8,,,,,,,,,
SC0,16/05/04,Dunfermline,Rangers,2,3,A,1,2,A,A Freeland,15,9,10,6,12,8,2,4,2,1,0,1,4.5,3.4,1.66,4.5,3.25,1.67,3.8,3.3,1.75,4,3.4,1.73,5,3.4,1.62,4.5,3.4,1.67,4.2,3.25,1.72,,,,,,,,,
SC0,16/05/04,Hearts,Motherwell,3,2,H,1,2,A,I Brines,16,8,4,5,11,11,3,7,1,3,0,0,1.57,3.6,5,1.58,3.4,5,1.6,3.4,4.6,1.57,3.5,5,1.62,3.4,5,1.62,3.4,5,1.61,3.3,5,,,1.9,1.9,-0.75,,,,
