Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
SC0,19/02/05,Aberdeen,Livingston,2,0,H,1,0,H,J Rowbotham,6,5,3,2,11,11,3,0,0,0,0,0,1.57,3.5,5.5,1.5,3.6,6,1.62,3.4,5,1.55,3.5,4.8,1.62,3.5,4.5,1.57,3.6,5,1.6,3.4,4.8,1.95,1.75,1.62,2.02,-0.5,1.72,2.12,-0.75,1.7,2.15,-0.75,,,,,
SC0,19/02/05,Dundee United,Inverness C,1,1,D,1,1,D,I Brines,9,13,5,6,12,18,7,7,3,1,0,0,2.2,3.2,3,2.15,3.2,3,2.1,3.2,3.1,2.1,3.1,3,2,3.4,3,2.1,3.25,3,2.15,3.2,2.9,1.75,1.95,2.1,1.57,-0.5,1.88,1.96,-0.25,1.85,2,-0.25,,,,,
SC0,19/02/05,Hibernian,Dundee,4,0,H,1,0,H,A Freeland,16,10,11,3,9,5,7,3,0,2,0,0,1.61,3.5,5,1.4,3.9,7,1.6,3.5,5,1.55,3.5,4.8,1.57,3.5,5,1.57,3.6,5,1.57,3.5,5,1.71,2,1.6,2.06,-0.5,1.74,2.1,-0.75,2.05,1.8,-1,,,,,
SC0,19/02/05,Kilmarnock,Dunfermline,2,1,H,2,1,H,K Clark,14,12,6,6,14,16,7,3,2,2,0,0,1.83,3.4,3.75,1.9,3.35,3.5,1.87,3.3,3.65,1.9,3.2,3.4,1.83,3.4,3.5,1.83,3.25,3.75,1.9,3.25,3.4,1.85,1.85,1.87,1.73,-0.5,1.88,1.96,-0.5,1.875,1.975,-0.5,,,,,
SC0,19/02/05,Motherwell,Hearts,2,0,H,2,0,H,C Murray,9,3,5,2,21,24,2,4,1,3,0,0,2.62,3.25,2.4,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3,2.5,2.75,3.2,2.25,2.6,3.2,2.38,2.6,3.1,2.4,1.9,1.79,1.43,2.4,0.5,1.94,1.9,0,1.975,1.875,0,,,,,
SC0,20/02/05,Celtic,Rangers,0,2,A,0,0,D,M McCurry,6,12,6,5,16,19,5,5,1,2,0,0,2.2,3.2,3.25,2.15,3.2,3,2.1,3.2,3.1,2.1,3,3.1,2,3.2,3.2,2.2,3.2,3.2,2.15,3.2,2.9,1.9,1.79,2.1,1.57,-0.5,1.88,1.96,-0.25,1.825,2.025,-0.25,,,,,
SC0,26/02/05,Rangers,Kilmarnock,2,1,H,2,0,H,S Conroy,13,3,8,1,13,21,5,6,1,1,0,0,1.12,7,11,1.15,6,13,1.14,6,15,1.12,6.5,13,1.12,6,15,1.12,6.5,15,1.14,6,12,,,,,,1.88,1.96,-2,,,,,,,,
SC0,02/03/05,Celtic,Dundee,3,0,H,0,0,D,D McDonald,24,3,12,1,14,11,9,1,0,1,0,0,1.11,6.5,17,1.1,7,16,1.1,6.75,16,1.12,6.5,13,1.1,7,15,1.11,7,15,1.1,7,13,,,,,,-2.25,1.94,1.9,1.95,1.9,-2.25,,,,,
SC0,02/03/05,Dundee United,Aberdeen,1,2,A,0,2,A,C Thomson,14,8,9,8,14,12,9,6,1,2,1,1,2.25,3.25,2.75,2.35,3.2,2.7,2.35,3.2,2.65,2.3,3,2.7,2.4,3.25,2.5,2.38,3.2,2.62,2.25,3.4,2.6,1.95,1.75,2.35,1.45,-0.5,0,1.76,2.08,2.025,1.825,-0.25,,,,,
SC0,02/03/05,Dunfermline,Motherwell,0,0,D,0,0,D,W Young,8,6,3,2,10,14,11,5,1,1,0,0,2.3,3.2,2.7,2.3,3.2,2.75,2.25,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.7,1.95,1.75,2.25,1.49,-0.5,0,1.74,2.1,1.95,1.9,-0.25,,,,,
SC0,02/03/05,Hearts,Rangers,1,2,A,0,0,D,H Dallas,5,6,4,2,16,16,6,6,1,2,1,1,7.5,4,1.44,8,4.05,1.35,6.5,3.75,1.44,7,4,1.35,7,3.75,1.4,7.5,4,1.44,7,3.75,1.4,1.85,1.85,2.38,1.44,0.5,1.25,1.84,2,1.7,2.15,1.25,,,,,
SC0,02/03/05,Inverness C,Hibernian,3,0,H,1,0,H,J Underhill,14,3,7,0,12,12,2,3,0,3,0,0,2.8,3.25,2.2,2.8,3.2,2.25,2.9,3.2,2.2,2.9,3,2.2,2.5,3.25,2.4,2.88,3.2,2.2,3,3.2,2.1,1.85,1.85,1.52,2.2,0.5,0.25,1.8,2.04,1.8,2.05,0.25,,,,,
SC0,02/03/05,Livingston,Kilmarnock,3,1,H,1,1,D,I Brines,6,3,4,1,24,20,3,4,4,2,0,0,2.7,3.2,2.3,2.75,3.2,2.3,2.75,3.2,2.25,2.6,3.1,2.3,2.5,3.25,2.4,2.75,3.2,2.3,2.75,3.25,2.2,,,1.48,2.25,0.5,0.25,1.76,2.08,1.8,2.05,0.25,,,,,
SC0,05/03/05,Dundee,Livingston,0,1,A,0,0,D,M McCurry,4,8,1,3,7,12,1,7,0,1,0,0,1.66,3.5,4.5,1.65,3.45,4.6,1.67,3.4,4.6,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.4,4.5,1.66,3.4,4.33,1.85,1.85,2.92,1.27,-1.5,2.04,1.8,-0.75,2.05,1.8,-0.75,,,,,
SC0,05/03/05,Dunfermline,Hearts,1,1,D,1,0,H,C Richmond,11,10,7,7,18,12,10,9,1,1,0,0,2.62,3.25,2.4,2.65,3.25,2.35,2.6,3.25,2.4,2.6,3,2.4,2.6,3.2,2.38,2.7,3.2,2.3,2.5,3.3,2.37,1.79,1.9,1.44,2.4,0.5,1.98,1.86,0,1.975,1.875,0,,,,,
SC0,05/03/05,Kilmarnock,Aberdeen,0,1,A,0,0,D,H Dallas,7,13,2,7,10,15,4,7,0,1,0,0,2.25,3.25,2.8,2.25,3.15,2.85,2.25,3.25,2.8,2.3,3,2.7,2.1,3.2,3,2.3,3.2,2.75,2.2,3.2,2.8,1.85,1.85,4.7,1.08,-1.5,1.98,1.86,-0.25,2.05,1.8,-0.25,,,,,
SC0,05/03/05,Motherwell,Dundee United,2,0,H,1,0,H,A Freeland,12,6,6,3,9,8,4,2,0,2,0,0,1.83,3.4,3.75,1.75,3.3,4.2,1.83,3.3,3.85,1.75,3.2,4,2,3.2,3.2,1.83,3.25,3.75,1.83,3.3,3.6,1.75,1.95,3.33,1.21,-1.5,1.92,1.92,-0.5,1.95,1.9,-0.5,,,,,
SC0,05/03/05,Rangers,Inverness C,1,1,D,0,0,D,M Ritchie,12,9,6,4,14,18,2,3,1,2,0,0,1.1,7.5,17,1.1,7,16,1.1,7,17,1.12,6.5,13,1.1,6.5,17,1.11,6.5,17,1.11,7,12,1.5,2.35,,,,2.06,1.78,-2.25,2.05,1.8,-2.25,,,,,
SC0,06/03/05,Hibernian,Celtic,1,3,A,0,2,A,K Clark,8,11,6,6,14,15,7,10,3,2,0,0,7,3.75,1.5,7,3.55,1.45,6.9,3.75,1.43,6,3.9,1.4,7,3.75,1.4,7.5,4,1.44,6.5,3.6,1.44,2.05,1.65,,,,1.74,2.1,0.75,1.7,2.15,1.25,,,,,
SC0,12/03/05,Aberdeen,Hibernian,3,0,H,2,0,H,K Toner,4,11,2,8,16,19,2,7,2,1,0,0,2.3,3.25,2.75,2.25,3.2,2.8,2.25,3.15,2.85,2.3,3.1,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.5,-0.5,2,1.84,-0.25,2.025,1.825,-0.25,,,,,
SC0,12/03/05,Celtic,Dunfermline,6,0,H,1,0,H,I Brines,13,2,11,1,4,6,10,0,0,0,0,0,1.1,7.5,17,1.1,7.25,15,1.1,7,15,1.12,6.5,13,1.08,7,17,1.1,7.5,15,1.1,7,13,,,,,,2,1.84,-2.25,2,1.85,-2.25,,,,,
SC0,12/03/05,Hearts,Inverness C,0,2,A,0,0,D,C Thomson,8,8,4,4,18,16,6,4,1,1,0,0,1.83,3.4,3.6,1.9,3.4,3.4,1.7,3.3,4.4,1.7,3.2,4.2,1.73,3.4,4,1.85,3.25,3.75,1.83,3.2,3.75,1.9,1.79,1.83,1.76,-0.5,2.02,1.82,-0.5,2.1,1.75,-0.5,,,,,
SC0,12/03/05,Kilmarnock,Dundee United,3,0,H,1,0,H,J Underhill,8,6,7,3,10,13,6,5,0,1,0,0,1.9,3.4,3.5,1.8,3.3,3.9,1.8,3.3,3.8,1.85,3.1,3.6,1.8,3.5,3.5,1.83,3.3,3.75,1.83,3.2,3.75,1.85,1.85,1.8,1.77,-0.5,1.86,1.98,-0.5,1.85,2,-0.5,,,,,
SC0,12/03/05,Livingston,Motherwell,1,1,D,0,1,A,D MacDonald,4,11,3,11,11,16,3,7,1,3,0,0,2.5,3.25,2.5,2.5,3.2,2.5,2.65,3.1,2.4,2.5,3.1,2.4,2.4,3.25,2.5,2.6,3.2,2.4,2.62,3.1,2.37,1.9,1.79,1.43,2.4,0.5,1.76,2.08,0,1.8,2.05,0,,,,,
SC0,13/03/05,Dundee,Rangers,0,2,A,0,0,D,I Brines,4,10,2,7,12,20,1,6,0,2,0,0,11,5.5,1.25,11,5.25,1.2,9,4.8,1.25,9,4.5,1.25,10,5,1.22,10,5.5,1.25,10,4.5,1.25,,,,,,1.8,2.04,1.5,1.8,2.05,1.5,,,,,
SC0,16/03/05,Inverness C,Celtic,0,2,A,0,0,D,H Dallas,7,7,2,3,14,10,2,9,0,0,0,0,11,5.5,1.25,11,5.25,1.2,9,5,1.25,8.5,4.3,1.27,8,5,1.25,12,5.5,1.22,10,4.5,1.25,,,,,,2.04,1.8,1.5,2,1.85,1.5,,,,,
SC0,19/03/05,Aberdeen,Dundee,1,1,D,0,0,D,S Dougal,8,5,4,2,13,11,6,2,1,1,0,0,1.57,3.6,5,1.55,3.45,5.6,1.55,3.5,5.5,1.5,3.7,5,1.57,3.5,5,1.57,3.4,5.5,1.53,3.6,5,1.75,1.95,1.55,2.14,-0.5,,,,2,1.85,-1
SC0,19/03/05,Dundee United,Celtic,2,3,A,1,2,A,D McDonald,13,17,11,14,16,7,3,8,2,2,0,0,13,5.5,1.22,11,5.25,1.2,10.5,5.4,1.2,9.5,4.8,1.22,12,5.5,1.17,12,5.5,1.22,11,5,1.2,1.6,2.15,3.57,1.2,0.5,,,,2.05,1.8,1.5
SC0,19/03/05,Dunfermline,Hibernian,1,4,A,1,0,H,H Dallas,8,11,4,6,10,8,8,2,0,1,0,0,2.62,3.2,2.37,2.65,3.15,2.4,2.65,3.15,2.4,2.5,3.1,2.4,2.75,3,2.38,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.85,1.44,2.4,0.5,,,,1.95,1.9,0
SC0,19/03/05,Hearts,Livingston,3,1,H,1,1,D,K Clark,11,4,9,3,12,20,5,4,2,3,0,0,1.57,3.6,5,1.65,3.5,4.5,1.6,3.4,5.2,1.65,3.3,4.4,1.67,3.4,4.33,1.62,3.4,5,1.61,3.5,4.5,1.9,1.79,1.6,2.06,-0.5,,,,2.15,1.7,-1
SC0,02/04/05,Celtic,Hearts,0,2,A,0,2,A,H Dallas,11,7,7,3,14,12,12,2,0,3,0,0,1.16,6,11,1.15,6.25,12,1.15,6,12,1.17,5.5,11,1.17,5.5,12,1.17,6,11,1.16,5.5,12,1.45,2.5,,,,,,,1.9,1.95,-1.75
SC0,02/04/05,Dundee,Kilmarnock,1,0,H,0,0,D,E Smith,4,11,2,6,14,10,3,6,2,1,0,0,2.3,3.2,2.7,2.4,3.3,2.55,2.35,3.15,2.7,2.3,3.2,2.5,2.5,3.25,2.4,2.3,3.2,2.7,2.25,3.2,2.75,1.75,1.95,2.35,1.45,-0.5,,,,2.075,1.775,-0.25
SC0,02/04/05,Hibernian,Dundee United,3,2,H,1,0,H,J Underhill,14,10,6,8,7,12,3,1,0,1,1,0,1.5,3.5,6,1.5,3.4,6.5,1.5,3.6,6,1.45,3.8,5.4,1.5,3.4,6,1.5,3.5,6,1.5,3.6,5.5,1.65,2.05,1.5,2.25,-0.5,,,,2.05,1.8,-1
SC0,02/04/05,Inverness C,Aberdeen,0,1,A,0,1,A,Alan Freeland,16,5,8,2,8,14,9,3,2,2,0,0,2.62,3.2,2.37,2.75,3.2,2.3,2.6,3.2,2.4,2.5,3,2.5,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.25,2.4,1.85,1.85,1.43,2.4,0.5,,,,1.8,2.05,0
SC0,02/04/05,Livingston,Dunfermline,1,1,D,0,0,D,B Winter,8,14,3,6,19,16,10,6,3,0,0,0,2.1,3.25,3,2.2,3.3,2.8,2.15,3.25,2.95,2.1,3.1,3,2.1,3.2,3,2.1,3.25,3,2.1,3.3,2.87,1.85,1.85,2.15,1.55,-0.5,,,,1.9,1.95,-0.25
SC0,03/04/05,Motherwell,Rangers,2,3,A,0,2,A,D McDonald,8,8,5,3,15,14,7,2,4,3,0,1,11,5.5,1.25,11,5.75,1.18,9,5,1.25,8,4.2,1.3,8,5,1.25,10,5.5,1.25,8,5,1.25,1.75,1.95,3.21,1.25,0.5,,,,2,1.85,1.5
SC0,09/04/05,Aberdeen,Motherwell,1,3,A,1,2,A,C Murray,9,5,2,2,12,21,4,5,1,2,0,0,1.72,3.25,4.33,1.85,3.25,3.75,1.75,3.25,4.3,1.75,3.2,4,1.73,3.4,4,1.8,3.25,4,1.72,3.25,4.2,1.95,1.75,1.75,1.85,-0.5,1.84,2,-0.5,1.85,2,-0.5
SC0,09/04/05,Dundee,Dunfermline,2,1,H,0,1,A,C Richmond,6,7,4,3,8,19,7,4,2,1,0,0,1.83,3.25,3.75,2,3.2,3.35,1.91,3.25,3.55,2,3.1,3.2,1.91,3.4,3.25,1.91,3.4,3.5,1.83,3.2,3.75,1.75,1.95,1.91,1.7,-0.5,2.04,1.8,-0.5,2,1.85,-0.5
SC0,09/04/05,Kilmarnock,Inverness C,0,1,A,0,1,A,I Fyfe,9,10,5,8,15,21,10,7,1,2,0,0,2,3.25,3.25,2,3.15,3.4,2,3.2,3.35,2,3.1,3.2,2,3.4,3,2,3.25,3.4,2.05,3.1,3.2,1.75,1.95,2,1.64,-0.5,1.72,2.12,-0.25,2.1,1.75,-0.5
SC0,12/04/05,Inverness C,Motherwell,1,0,H,1,0,H,B Cassidy,15,6,7,4,17,15,7,3,1,3,0,1,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,2.2,3.1,2.8,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.48,-0.5,2,1.84,-0.25,2.025,1.825,-0.25
SC0,12/04/05,Rangers,Dundee United,0,1,A,0,1,A,I Brines,23,4,15,3,9,11,10,2,0,1,0,0,1.11,7,13,1.08,8,16,1.1,7,15,1.1,7,15,1.11,6.5,15,1.11,7,15,1.1,7,13,1.4,2.65,,,,1.8,2.04,-2,1.8,2.05,-2
SC0,13/04/05,Hearts,Hibernian,1,2,A,1,0,H,J Rowbotham,10,9,6,5,14,17,4,3,2,2,0,0,2.5,3,2.62,2.2,3.2,2.9,2.25,3.1,2.85,2.3,3,2.7,2.1,3.2,3,2.2,3.2,2.88,2.2,3.1,2.87,1.85,1.85,2.25,1.48,-0.5,1.9,1.94,-0.25,1.9,1.95,-0.25
SC0,13/04/05,Livingston,Celtic,0,4,A,0,1,A,M McCurry,5,7,2,6,18,15,3,14,1,1,0,0,10,5.5,1.2,13,6,1.15,11,5.5,1.19,11,5.5,1.17,12,5.5,1.17,12,6,1.2,10,6,1.16,1.55,2.25,,,,1.76,2.08,2,1.95,1.9,1.75
SC0,16/04/05,Celtic,Aberdeen,3,2,H,1,2,A,C Thomson,9,4,7,2,11,22,7,2,0,2,0,0,1.2,5.5,10,1.15,6,13,1.16,6,12,1.2,5,10,1.22,5,10,1.17,6,12,1.2,5,11,,,,,,1.74,2.1,-1.75,1.85,2,-1.75
SC0,16/04/05,Dundee United,Hearts,2,1,H,1,1,D,A Freeland,11,14,9,8,15,10,11,7,2,1,0,0,2.7,3.2,2.3,2.7,3.15,2.35,2.7,3.25,2.25,2.4,3.2,2.4,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.3,2.25,1.85,1.79,1.47,2.25,0.5,2.02,1.82,0,1.95,1.9,0
SC0,16/04/05,Hibernian,Livingston,0,3,A,0,0,D,C Mackay,10,13,3,8,17,10,3,4,1,2,0,0,1.57,3.4,5.5,1.5,3.5,6.25,1.55,3.4,5.4,1.45,3.8,5.4,1.57,3.5,5,1.53,3.4,6,1.5,3.6,5.5,1.65,2,1.55,2.09,-0.5,1.96,1.88,-1,1.925,1.925,-1
SC0,16/04/05,Inverness C,Dundee,3,2,H,2,0,H,D McDonald,18,8,7,4,15,12,8,5,3,1,0,0,1.9,3.25,3.5,1.9,3.25,3.6,1.9,3.25,3.45,1.8,3.2,3.7,2,3.2,3.2,1.91,3.25,3.5,1.83,3.5,3.4,1.83,1.83,1.9,1.67,-0.5,1.92,1.92,-0.5,1.9,1.95,-0.5
SC0,16/04/05,Motherwell,Kilmarnock,1,1,D,0,1,A,S Dougal,2,4,2,2,17,15,5,1,2,2,0,0,1.72,3.25,4.33,1.75,3.4,4.05,1.8,3.25,3.85,1.75,3.1,4.2,1.8,3.25,3.75,1.8,3.25,4,1.72,3.25,4.2,1.83,1.83,1.8,1.76,-0.5,1.78,2.06,-0.5,1.825,2.025,-0.5
SC0,17/04/05,Dunfermline,Rangers,0,1,A,0,1,A,K Clark,6,10,3,3,20,16,3,6,4,2,0,0,10,5.5,1.2,11,5.15,1.2,10,5.25,1.2,9.5,4.8,1.22,11,5,1.2,12,6,1.2,9.5,5,1.22,1.55,2.2,,,,1.92,1.92,1.75,1.9,1.95,1.75
SC0,23/04/05,Dundee United,Livingston,1,1,D,1,0,H, K Toner,15,7,9,5,14,10,6,2,1,1,0,0,1.9,3.25,3.5,2.05,3.1,3.3,2,3.2,3.4,2,3.1,3.2,2,3.2,3.2,2,3.25,3.25,1.9,3.25,3.4,,,1.9,1.67,-0.5,1.72,2.12,-0.25,2,1.85,-0.5
SC0,23/04/05,Dunfermline,Inverness C,0,0,D,0,0,D, C Murray,13,6,4,3,12,15,5,6,1,0,0,0,2.37,3.2,2.62,2.35,3.1,2.75,2.35,3.2,2.75,2.2,3,2.9,2.4,3.25,2.5,2.3,3.2,2.75,2.15,3.4,2.75,2,1.71,2.35,1.48,-0.5,2.08,1.76,-0.25,2.175,1.675,-0.25
SC0,23/04/05,Hibernian,Hearts,2,2,D,1,1,D, M McCurry,14,8,7,5,15,15,10,2,1,3,0,0,2.25,3.25,2.75,2.1,3.15,3.15,2.25,3.2,3,2.2,3,2.9,2.38,3.2,2.6,2.1,3.25,3,2.1,3.2,3,2,1.71,2.25,1.55,-0.5,1.86,1.98,-0.25,1.925,1.925,-0.25
SC0,23/04/05,Kilmarnock,Dundee,1,0,H,0,0,D, S Conroy,9,4,5,1,7,6,12,4,0,1,0,0,2.1,3.25,3,1.95,3.2,3.5,2.05,3.2,3.25,2,3.2,3.1,1.91,3.4,3.25,2,3.25,3.25,2.05,3.3,3,1.85,1.85,2.05,1.61,-0.5,1.94,1.9,-0.5,2,1.85,-0.5
SC0,23/04/05,Motherwell,Aberdeen,0,1,A,0,1,A,C Richmond,9,7,4,2,12,9,1,3,2,2,0,0,2.3,3.2,2.7,2.45,3.1,2.65,2.4,3.2,2.65,2.4,3.1,2.5,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.25,2.5,1.95,1.75,2.4,1.41,-0.5,1.74,2.1,0,1.75,2.1,0
SC0,24/04/05,Rangers,Celtic,1,2,A,0,2,A, S Dougal,21,11,11,6,15,14,9,7,3,4,0,0,2.5,3.1,2.8,2.45,3.1,2.65,2.4,3.1,2.8,2.4,3,2.6,2.25,3.2,2.75,2.4,3.25,2.8,2.3,3.1,2.75,2,1.71,2.4,1.47,-0.5,1.72,2.12,0,2.05,1.8,-0.25
SC0,30/04/05,Celtic,Hibernian,1,3,A,0,1,A,K Clark,11,6,4,5,8,18,6,3,1,3,0,0,1.16,6,11,1.2,5.5,10.5,1.18,5.5,11,1.2,5,10,1.14,6,12,1.17,5.5,13,1.2,5,11,,,,,,1.96,1.88,-1.75,1.95,1.9,-1.75
SC0,30/04/05,Dundee,Dundee United,1,2,A,0,0,D,D McDonald,11,9,6,4,7,11,7,7,0,2,1,0,2.3,3.2,2.7,2.3,3.1,2.8,2.25,3.2,2.75,2.2,3.1,2.8,2.38,3.2,2.6,2.3,3.2,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.48,-0.5,2.06,1.78,-0.25,2.05,1.8,-0.25
SC0,30/04/05,Hearts,Motherwell,0,0,D,0,0,D,I Brines,17,7,8,4,18,21,6,3,2,2,0,0,1.72,3.5,4,1.85,3.2,3.85,1.72,3.3,4.25,1.8,3.2,3.7,1.73,3.5,3.75,1.73,3.25,4.33,1.72,3.25,4.2,1.95,1.75,1.72,1.86,-0.5,1.78,2.06,-0.5,1.8,2.05,-0.5
SC0,30/04/05,Inverness C,Kilmarnock,1,2,A,1,1,D,E Smith,13,4,5,3,22,21,8,4,2,2,0,0,1.83,3.25,3.75,1.95,3.25,3.4,1.85,3.3,3.6,1.85,3.1,3.6,1.83,3.4,3.5,1.91,3.25,3.5,1.83,3.4,3.5,2,1.71,1.85,1.72,-0.5,,,,1.75,2.1,-0.25,,,,,
SC0,30/04/05,Livingston,Dunfermline,2,0,H,1,0,H,C Thomson,8,8,5,4,12,13,2,3,1,2,0,0,2.1,3.25,3,2.1,3.1,3.2,2.1,3.2,3.1,2.1,3,3.1,1.91,3.25,3.4,2.1,3.25,3,2.05,3.2,3.1,1.9,1.79,2.1,1.57,-0.5,1.94,1.9,-0.25,1.925,1.925,-0.25,,,,,
SC0,01/05/05,Aberdeen,Rangers,1,3,A,1,2,A,H Dallas,7,11,2,8,13,14,1,7,2,0,0,0,7.5,4,1.44,6.75,4,1.4,7,4,1.38,5.4,3.8,1.45,6.5,3.6,1.44,7.5,4,1.44,7,3.75,1.4,1.65,2.05,2.55,1.38,0.5,1.9,1.94,1,1.95,1.9,1,,,,,
SC0,07/05/05,Dundee United,Kilmarnock,1,1,D,1,0,H,M McCurry,13,10,9,5,3,15,13,7,1,0,0,0,2.1,3.25,3,2,3.25,3.3,1.95,3.25,3.3,1.9,3.3,3.3,2.1,3.4,2.8,2.1,3.25,3,1.9,3.3,3.3,1.85,1.85,1.95,1.64,-0.5,,,,1.825,2.025,-0.25,,,,,
SC0,07/05/05,Dunfermline,Dundee,5,0,H,4,0,H,A Freeland,8,10,7,6,19,14,7,12,3,2,0,0,2.25,3.25,2.75,2.1,3.2,3.1,2.1,3.15,3,2.1,3.1,3,2.2,3.25,2.75,2.2,3.2,2.88,2.05,3.3,3,1.9,1.79,2.1,1.54,-0.5,1.76,2.08,-0.25,1.825,2.025,-0.25,,,,,
SC0,07/05/05,Inverness C,Livingston,0,1,A,0,1,A,B Winter,11,4,5,4,17,12,8,2,2,2,0,0,1.9,3.25,3.5,1.9,3.35,3.45,1.95,3.25,3.25,2,3.3,3,2,3.4,3,2,3.25,3.25,1.95,3.4,3.1,1.9,1.79,1.95,1.63,-0.5,,,,1.825,2.025,-0.25,,,,,
SC0,07/05/05,Motherwell,Hibernian,2,2,D,1,0,H,C Mackay,14,13,6,7,16,10,5,7,1,1,0,0,2.75,3.25,2.25,2.75,3.2,2.3,2.7,3.2,2.25,3,3.1,2.1,2.75,3.2,2.25,2.75,3.2,2.3,2.8,3.2,2.2,1.79,1.9,1.46,2.25,0.5,,,,1.925,1.925,0.25,,,,,
SC0,07/05/05,Rangers,Hearts,2,1,H,2,0,H,C Richmond,15,3,10,2,17,11,4,2,1,2,0,0,1.2,5.5,10,1.2,5.25,11,1.2,5.5,9.25,1.22,4.8,9.5,1.17,5.5,12,1.2,5.5,10,1.2,5.5,9,1.6,2.15,1.2,3.45,-0.5,1.98,1.86,-1.75,2,1.85,-1.75,,,,,
SC0,08/05/05,Celtic,Aberdeen,2,0,H,0,0,D,J Underhill,13,5,8,3,13,13,8,5,0,0,0,0,1.2,6,13,1.2,5.25,11,1.2,5.5,9.25,1.22,4.8,9.5,1.17,5.5,12,1.2,6,12,1.2,5.5,9,1.5,2.35,1.2,3.41,-0.5,,,,,,,,,,,
SC0,14/05/05,Dundee,Inverness C,1,1,D,0,0,D,C Thomson,11,15,6,4,11,8,4,9,1,0,0,0,1.9,3.4,3.4,1.95,3.3,3.35,1.9,3.35,3.4,1.85,3.2,3.5,1.83,3.4,3.5,1.91,3.4,3.4,1.95,3.3,3.25,1.85,1.74,1.9,1.69,-0.5,,,,1.8,2.05,-0.25,,,,,
SC0,14/05/05,Hibernian,Aberdeen,1,2,A,0,1,A,M Ritchie,10,12,7,6,16,13,3,10,2,2,0,0,1.9,3.25,3.5,1.9,3.25,3.6,1.9,3.25,3.5,2,3.2,3.1,1.91,3.2,3.5,1.91,3.25,3.5,2.05,3.1,3.2,1.8,1.8,1.9,1.69,-0.5,,,,1.8,2.05,-0.25,,,,,
SC0,14/05/05,Kilmarnock,Livingston,2,0,H,0,0,D,I Brines,15,4,5,1,18,22,6,2,0,1,0,0,2.2,3.25,2.8,2.15,3.3,2.9,2.15,3.3,2.9,2.2,3.3,2.6,2.38,3.2,2.6,2.2,3.2,2.88,2.15,3.2,2.9,1.8,1.8,2.15,1.54,-0.5,,,,1.975,1.875,-0.25,,,,,
SC0,14/05/05,Rangers,Motherwell,4,1,H,2,0,H,C Murray,18,3,11,0,11,10,6,0,1,3,0,0,1.12,6.5,13,1.12,7,13,1.13,6.5,13,1.15,6,12,1.11,6.5,15,1.12,6.5,13,1.14,6,12,1.51,2.2,,,,,,,1.75,2.1,-1.75,,,,,
SC0,15/05/05,Dundee United,Dunfermline,0,1,A,0,0,D,S Dougal,10,5,5,2,10,12,9,4,1,3,0,0,1.9,3.25,3.5,1.95,3.25,3.4,1.9,3.25,3.5,2,3.1,3.2,1.83,3.4,3.5,1.91,3.25,3.5,1.9,3.2,3.5,1.95,1.71,1.9,1.69,-0.5,,,,2.05,1.8,-0.5,,,,,
SC0,15/05/05,Hearts,Celtic,1,2,A,0,1,A,W Young,4,9,3,6,18,17,6,9,3,4,1,0,10,5,1.28,9,5,1.25,8.5,4.5,1.3,9,4.5,1.25,8,5,1.25,9.5,5,1.29,8,4.33,1.3,1.61,2.1,,,,,,,1.85,2,1.5,,,,,
SC0,21/05/05,Inverness C,Dundee United,0,1,A,0,0,D,A Freeland,8,4,3,3,12,13,2,2,1,2,0,1,2.87,3.2,2.2,2.45,3.5,2.4,2.8,3,2.38,,,,2.5,3.5,2.25,2.8,3,2.38,2.75,3.1,2.3,1.8,1.8,1.45,2.38,0.5,,,,1.9,1.95,0.25,,,,,
SC0,21/05/05,Kilmarnock,Dunfermline,4,0,H,1,0,H,W Young,13,3,7,1,9,19,6,4,1,1,0,0,2,3.25,3.25,2.1,3.5,2.85,2.05,3.2,3.2,1.9,3.1,3.5,1.83,3.4,3.5,1.91,3.25,3.5,1.95,3.1,3.5,1.8,1.8,2,1.6,-0.5,,,,1.85,2,-0.25,,,,,
