Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,,,,,
B1,12/02/05,Beveren,Mouscron,2,2,D,1,1,D,1.9,3.25,3.4,1.8,3.5,3.7,1.9,3.4,3.45,1.85,3.2,3.5,2,3.2,3.2,1.91,3.2,3.6,1.85,3.4,3.4,1.6,2.1,1.9,1.71,-0.5,1.9,1.95,-0.5,,,,,,
B1,12/02/05,Louvieroise,Lokeren,0,0,D,0,0,D,1.9,3.2,3.5,1.9,3.4,3.45,1.9,3.4,3.45,1.9,3.1,3.5,2,3.2,3.2,1.91,3.4,3.4,1.9,3.4,3.25,1.71,1.95,1.9,1.71,-0.5,1.95,1.9,-0.5,,,,,,
B1,12/02/05,Westerlo,FC Brussels,1,0,H,0,0,D,1.5,3.6,5.5,1.5,3.7,5.7,1.5,3.7,5.75,1.55,3.5,4.8,1.57,3.5,5,1.53,3.6,5.5,1.55,3.6,4.9,1.55,2.2,2.15,1.42,-1.5,1,1,0,,,,,,
B1,13/02/05,Bergen,Lierse,4,1,H,1,1,D,2.3,3.1,2.7,2.35,3.3,2.6,2.25,3.2,2.8,2.1,3.1,3,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.4,2.65,1.65,2,2.25,1.49,-0.5,1.975,1.875,-0.25,,,,,,
B1,13/02/05,Club Brugge,Charleroi,1,1,D,0,1,A,1.28,4.5,8,1.25,5,9,1.3,4.4,8.5,1.27,4.3,8.5,1.29,4.33,9,1.3,4.5,8,1.28,4.5,8,1.55,2.2,,,,1.85,2,-1.5,,,,,,
B1,13/02/05,Germinal,Cercle Brugge,2,3,A,2,1,H,1.8,3.3,3.75,1.7,3.55,4.15,1.7,3.5,4.2,1.7,3.2,4.2,1.73,3.4,4,1.73,3.4,4.2,1.75,3.4,3.8,1.71,1.95,1.7,1.91,-0.5,1.925,1.925,-0.75,,,,,,
B1,18/02/05,Lierse,Anderlecht,1,1,D,1,0,H,4.5,3.5,1.61,5.5,3.5,1.55,4.35,3.5,1.65,4.4,3.3,1.65,4.5,3.5,1.62,5.5,3.4,1.57,4.5,3.5,1.61,1.71,1.95,2.05,1.6,0.5,1.95,1.9,1,,,,,,
B1,19/02/05,Charleroi,Bergen,1,0,H,0,0,D,1.57,3.5,5,1.6,3.5,5,1.6,3.5,5,1.6,3.4,4.6,1.62,3.5,4.5,1.67,3.4,4.5,1.57,3.3,5.5,1.65,2,1.6,2.06,-0.5,2,1.85,-0.75,,,,,,
B1,19/02/05,Genk,Westerlo,3,2,H,1,2,A,1.5,3.6,5.5,1.55,3.6,5.3,1.45,3.75,6.5,1.5,3.7,5,1.4,3.75,7,1.44,3.75,6.5,1.5,3.6,5.5,1.65,2,2.03,1.48,-1.5,1.8,2.05,-1,,,,,,
B1,19/02/05,Gent,Beveren,1,0,H,1,0,H,1.66,3.4,4.33,1.7,3.45,4.3,1.7,3.4,4.35,1.7,3.3,4,1.62,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.33,1.65,2,1.7,1.91,-0.5,1.8,2.05,-0.75,,,,,,
B1,19/02/05,Lokeren,Standard,0,0,D,0,0,D,2.7,3.2,2.25,2.85,3.25,2.2,2.7,3.25,2.3,2.5,3,2.5,,,,2.62,3.2,2.38,2.5,3.25,2.4,1.75,1.9,1.47,2.3,0.5,1.8,2.05,0.25,,,,,,
B1,19/02/05,Mouscron,Louvieroise,1,1,D,1,1,D,2.25,3.2,2.75,2.35,3.25,2.65,2.35,3.25,2.65,2.2,3,2.9,2.1,3.2,3,2.2,3.25,2.8,2.25,3.25,2.7,1.71,1.95,2.35,1.46,-0.5,1.925,1.925,-0.25,,,,,,
B1,19/02/05,Oostende,St Truiden,1,0,H,0,0,D,2.2,3.1,2.87,2.25,3.3,2.75,2.15,3.25,2.95,2.2,3.1,2.8,2.25,3.2,2.75,2.2,3.2,2.88,2.1,3.2,3,1.71,1.95,2.15,1.55,-0.5,1.95,1.9,-0.25,,,,,,
B1,20/02/05,Cercle Brugge,Club Brugge,1,2,A,1,0,H,8,4.5,1.28,6.75,4,1.4,8,4.6,1.3,7,4,1.35,10,4.5,1.25,7.5,4.33,1.33,8,4.5,1.28,1.45,2.45,1.66,1.76,1.5,2.075,1.775,1.5,,,,,,
B1,20/02/05,FC Brussels,Germinal,2,1,H,2,0,H,2.3,3.1,2.7,2.4,3.2,2.6,2.3,3.25,2.7,2.4,3,2.6,2.3,3.25,2.6,2.4,3.2,2.6,,,,1.83,1.83,2.3,1.47,-0.5,2.025,1.825,-0.25,,,,,,
B1,25/02/05,Bergen,Anderlecht,1,2,A,1,2,A,6,3.75,1.44,5.3,3.6,1.55,6.5,3.6,1.47,5.4,3.8,1.45,6,3.4,1.5,6.5,3.75,1.44,4.5,3.5,1.61,1.65,2,1.44,2.11,1.5,2.25,1.649,1,,,,,,
B1,25/02/05,Standard,Genk,1,0,H,0,0,D,2,3.2,3.2,2,3.2,3.35,2.1,3.2,3.1,2.2,3,2.9,2,3.2,3.2,2.1,3.25,3,2.1,3.2,3,1.75,1.9,2.1,1.57,-0.5,1.925,1.925,-0.25,,,,,,
B1,26/02/05,St Truiden,Gent,0,2,A,0,1,A,2.37,3.1,2.62,2.5,3.2,2.5,2.4,3.35,2.5,2.4,3.1,2.5,2.5,3.4,2.3,2.4,3.2,2.6,2.4,3.25,2.5,1.75,1.9,2.4,1.43,-0.5,1.725,2.174,0,,,,,,
B1,08/03/05,Anderlecht,Charleroi,3,0,H,2,0,H,1.4,3.75,7,1.4,4,6.75,1.41,4,6.35,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6,1.65,2,2,1.5,-1.5,1.975,1.875,-1.25,,,,,,
B1,08/03/05,Gent,Mouscron,1,0,H,0,0,D,1.61,3.5,4.5,1.6,3.5,5,1.55,3.55,5.4,1.55,3.5,4.8,1.67,3.25,4.5,1.62,3.4,5,1.53,3.6,5,1.71,1.95,2.27,1.37,-1.5,1.925,1.925,-0.75,,,,,,
B1,09/03/05,Bergen,Cercle Brugge,1,3,A,0,0,D,1.8,3.3,3.75,1.8,3.4,3.8,1.8,3.45,3.7,1.9,3.2,3.4,1.91,3.4,3.25,1.75,3.4,4,1.8,3.5,3.5,1.65,2,1.8,1.79,-0.5,1.725,2.125,-0.5,,,,,,
B1,09/03/05,Beveren,Oostende,2,2,D,0,1,A,1.72,3.4,4,1.8,3.4,3.8,1.72,3.45,4.1,1.75,3.3,3.8,1.67,3.25,4.5,1.73,3.4,4.2,1.72,3.4,4,1.6,2.1,1.72,1.87,-0.5,2,1.85,-0.75,,,,,,
B1,09/03/05,Club Brugge,FC Brussels,4,1,H,3,1,H,1.12,6,15,1.15,6,13,1.13,6.5,13,1.12,6.5,13,1.14,6,12,1.12,6.5,13,1.12,6.5,12,1.4,2.6,1.13,4.33,-0.5,1.825,2.025,-2.25,,,,,,
B1,09/03/05,Germinal,Genk,3,1,H,2,0,H,3.2,3.2,2,3.3,3.25,2,3.2,3.3,2,2.9,3.2,2.1,3,3.4,2,3.25,3.25,2,3.1,3.3,2,1.71,1.95,1.62,2,0.5,1.85,2,0.5,,,,,,
B1,09/03/05,St Truiden,Lierse,4,0,H,3,0,H,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.3,2.8,2.1,3.2,2.9,2.2,3.5,2.62,2.2,3.2,2.88,2.25,3.3,2.62,1.6,2.1,2.2,1.51,-0.5,1.825,2.025,-0.25,,,,,,
B1,09/03/05,Westerlo,Lokeren,1,1,D,1,1,D,2,3.2,3.2,1.85,3.35,3.65,1.85,3.35,3.65,1.9,3.1,3.5,1.91,3.4,3.25,2,3.25,3.25,1.8,3.25,3.8,1.65,2,1.85,1.75,-0.5,2.1,1.75,-0.5,,,,,,
B1,11/03/05,Mouscron,Standard,0,3,A,0,1,A,3,3.2,2.1,2.95,3.25,2.15,3.1,3.2,2.1,3.1,3,2.1,3.25,3.4,1.91,3.1,3.2,2.1,3.2,3.2,2,1.9,1.75,1.57,2.1,0.5,1.85,2,0.25,,,,,,
B1,12/03/05,Charleroi,St Truiden,0,0,D,0,0,D,1.5,3.6,5.5,1.5,3.65,5.8,1.53,3.6,5.5,1.5,3.7,5,1.57,3.5,5,1.5,3.75,5.5,1.53,3.5,5.5,1.71,1.95,1.53,2.18,-0.5,1.85,2,-0.75,,,,,,
B1,12/03/05,FC Brussels,Bergen,2,1,H,2,1,H,2.2,3.2,2.8,2.1,3.25,3.05,2.15,3.2,3,2.1,3.1,3,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.2,3,1.71,1.95,2.15,1.55,-0.5,2.05,1.8,-0.25,,,,,,
B1,12/03/05,Lokeren,Germinal,0,1,A,0,0,D,1.66,3.4,4.33,1.6,3.5,5,1.67,3.45,4.5,1.7,3.3,4,1.67,3.25,4.5,1.67,3.4,4.5,1.61,3.5,4.5,1.83,1.83,1.67,1.95,-0.5,1.925,1.925,-0.5,,,,,,
B1,12/03/05,Louvieroise,Westerlo,1,2,A,0,1,A,1.83,3.2,3.75,1.8,3.4,3.8,1.83,3.3,3.8,1.8,3.1,3.8,1.67,3.4,4.5,1.8,3.4,3.75,1.8,3.3,3.75,1.9,1.75,1.83,1.77,-0.5,1.775,2.075,-0.5,,,,,,
B1,12/03/05,Oostende,Gent,1,2,A,1,1,D,2.75,3.2,2.25,2.9,3.2,2.2,2.9,3.2,2.2,2.9,3,2.2,2.75,3.5,2.1,2.8,3.25,2.2,2.8,3.2,2.2,1.95,1.71,1.52,2.2,0.5,2,1.85,0.25,,,,,,
B1,13/03/05,Cercle Brugge,Anderlecht,1,3,A,0,2,A,5,3.5,1.57,5.8,3.65,1.5,5.25,3.6,1.55,4.8,3.5,1.55,6,3.4,1.5,5,3.6,1.57,5,3.5,1.57,1.65,2,2.14,1.55,0.5,1.825,2.025,1.25,,,,,,
B1,13/03/05,Genk,Club Brugge,2,1,H,1,0,H,3.2,3.2,2,2.8,3.2,2.25,3.1,3.2,2.1,3.2,3.1,2,3,3.2,2.1,3.1,3.2,2.1,3.3,3.1,2,1.71,1.95,1.57,2.1,0.5,2,1.85,0.25,,,,,,
B1,13/03/05,Lierse,Beveren,1,3,A,1,1,D,1.83,3.2,3.75,1.8,3.4,3.8,1.83,3.3,3.8,1.8,3.1,3.8,1.91,3.25,3.4,1.8,3.4,3.75,1.8,3.25,3.8,1.65,2,1.83,1.77,-0.5,1.8,2.05,-0.5,,,,,,,,,
B1,16/03/05,Standard,Louvieroise,1,0,H,0,0,D,1.53,3.5,5.5,1.45,3.8,6.25,1.45,3.85,6,1.4,3.9,6,1.5,3.6,5.5,1.44,3.75,6.5,1.45,3.6,6.5,1.65,2,1.45,2.35,-0.5,1.925,1.925,-1.25,,,,,,,,,
B1,18/03/05,Bergen,Genk,1,2,A,0,0,D,3.75,3.2,1.83,3.65,3.55,1.8,3.75,3.25,1.85,3.5,3.1,1.9,3.5,3.4,1.83,3.75,3.3,1.83,3.6,3.4,1.8,1.6,2.1,1.74,1.85,0.5,1.85,2,0.5,,,,,,,,,
B1,19/03/05,Anderlecht,FC Brussels,3,0,H,0,0,D,1.16,6,10,1.15,6,13,1.17,5.75,12,1.15,6,12,1.14,6,12,1.17,6,11,1.16,6,10,1.4,2.6,1.17,3.89,-0.5,1.825,2.025,-2,,,,,,,,,
B1,19/03/05,Beveren,Charleroi,1,2,A,0,0,D,2.3,3.2,2.7,2.3,3.2,2.75,2.4,3.2,2.6,2.3,3.1,2.6,2.2,3.5,2.62,2.38,3.2,2.6,2.4,3.25,2.5,1.65,2,2.4,1.43,-0.5,1.725,2.125,0,,,,,,,,,
B1,19/03/05,Club Brugge,Lokeren,0,0,D,0,0,D,1.22,5.5,8,1.2,5.5,10.5,1.22,5.2,10,1.2,5,10,1.25,4.5,10,1.22,5,10,1.22,5,9.5,1.4,2.6,1.22,3.42,-0.5,1.9,1.95,-1.75,,,,,,,,,
B1,19/03/05,Gent,Lierse,1,0,H,0,0,D,1.53,3.5,5.5,1.6,3.5,5,1.6,3.6,4.75,1.5,3.7,5,1.5,3.6,5.5,1.57,3.6,5,1.55,3.6,5,1.71,1.95,1.6,2.05,-0.5,2.05,1.8,-1,,,,,,,,,
B1,19/03/05,Germinal,Louvieroise,1,1,D,0,0,D,2.1,3.2,3,2.05,3.25,3.15,2.1,3.2,3.1,2,3.1,3.2,2,3.4,3,2.1,3.2,3.1,2.1,3.3,2.9,1.71,1.95,2.1,1.57,-0.5,1.8,2.05,-0.25,,,,,,,,,
B1,19/03/05,St Truiden,Cercle Brugge,0,1,A,0,1,A,1.83,3.2,3.75,1.85,3.35,3.65,1.9,3.25,3.6,1.9,3.2,3.4,1.8,3.5,3.5,1.85,3.25,3.75,1.8,3.3,3.75,1.71,1.95,1.9,1.71,-0.5,1.85,2,-0.5,,,,,,,,,
B1,19/03/05,Westerlo,Standard,1,3,A,0,2,A,2.8,3.2,2.2,2.9,3.2,2.2,3,3.2,2.15,2.9,3,2.2,2.62,3.5,2.2,3,3.25,2.1,2.8,3.3,2.15,1.75,1.9,1.55,2.15,0.5,1.95,1.9,0.25,,,,,,,,,
B1,20/03/05,Oostende,Mouscron,1,0,H,1,0,H,2.3,3.2,2.7,2.15,3.25,2.95,2.25,3.2,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.25,2.7,1.65,2,2.25,1.49,-0.5,2.075,1.775,-0.25,,,,,,,,,
B1,02/04/05,Cercle Brugge,Beveren,1,1,D,1,0,H,2,3.25,3.25,1.95,3.25,3.45,2,3.25,3.2,1.9,3.1,3.5,2.1,3.4,2.8,2,3.25,3.25,2,3.2,3.2,1.6,2.1,2,1.61,-0.5,1.8,2.05,-0.25,,,,,,,,,
B1,02/04/05,Charleroi,Gent,3,2,H,1,0,H,2.25,3.25,2.75,2.1,3.25,3.05,2.15,3.25,2.85,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.3,2.8,2.2,3.25,2.75,1.75,1.9,2.15,1.52,-0.5,1.95,1.9,-0.25,,,,,,,,,
B1,02/04/05,Lierse,Oostende,3,1,H,1,0,H,1.72,3.4,4,1.7,3.45,4.3,1.7,3.4,4.2,1.8,3.2,3.7,1.7,3.5,4,1.75,3.4,4,1.7,3.45,4,1.71,1.95,1.7,1.88,-0.5,1.7,2.15,-0.5,,,,,,,,,
B1,02/04/05,Lokeren,Bergen,0,0,D,0,0,D,1.61,3.5,4.5,1.6,3.5,5,1.57,3.5,5,1.7,3.3,4,1.62,3.5,4.5,1.57,3.6,5,1.55,3.4,5.4,1.75,1.9,1.57,2.06,-0.5,1.825,2.025,-0.75,,,,,,,,,
B1,02/04/05,Louvieroise,Club Brugge,0,2,A,0,0,D,4.5,3.5,1.61,5.3,3.6,1.55,4.75,3.5,1.6,4.8,3.5,1.55,5,3.5,1.57,4.5,3.6,1.62,4.75,3.45,1.6,1.6,2.1,2.02,1.6,0.5,2.075,1.775,0.75,,,,,,,,,
B1,02/04/05,Standard,Germinal,3,0,H,1,0,H,1.33,4,8,1.35,4.2,7.2,1.35,4,7.5,1.35,4,7,1.25,4.5,10,1.33,4.33,7.5,1.3,4.3,8,1.55,2.2,1.9,1.56,-1.5,1.9,1.95,-1.25,,,,,,
B1,03/04/05,FC Brussels,St Truiden,0,1,A,0,0,D,2,3.25,3.25,1.9,3.3,3.55,1.9,3.3,3.4,2,3.1,3.2,2.1,3.2,3,2,3.2,3.3,1.95,3.3,3.2,1.75,1.9,1.9,1.67,-0.5,1.75,2.1,-0.25,,,,,,
B1,03/04/05,Genk,Anderlecht,2,4,A,1,0,H,2.5,3.25,2.5,2.55,3.15,2.5,2.4,3.2,2.55,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.2,2.5,1.65,2,2.4,1.42,-0.5,1.925,1.925,0,,,,,,
B1,03/04/05,Mouscron,Westerlo,3,0,H,0,0,D,2.25,3.25,2.75,2.3,3.2,2.75,2.2,3.25,2.8,2.1,3.1,3,2.2,3.5,2.62,2.25,3.2,2.8,2.25,3.3,2.65,1.71,1.95,2.2,1.5,-0.5,1.9,1.95,-0.25,,,,,,
B1,08/04/05,St Truiden,Genk,0,2,A,0,1,A,3.4,3.25,1.9,3.4,3.25,1.95,3.25,3.2,2,3.2,3.1,2,3.25,3.4,1.91,3.3,3.2,2,3.25,3.4,1.9,1.75,1.9,1.61,2,0.5,1.85,2,0.5,,,,,,
B1,09/04/05,Anderlecht,Lokeren,2,0,H,1,0,H,1.22,5,10,1.2,5.5,10.5,1.23,5,9,1.22,4.8,9.5,1.22,5,10,1.2,5.25,11,1.22,5,9.5,,,,,,2.05,1.8,-1.75,,,,,,
B1,09/04/05,Bergen,Louvieroise,4,1,H,3,1,H,1.9,3.2,3.5,1.9,3.4,3.4,1.95,3.3,3.3,1.8,3.3,3.5,2,3.2,3.2,2,3.25,3.25,1.95,3.25,3.3,1.75,1.8,1.95,1.65,-0.5,1.875,1.975,-0.5,,,,,,
B1,09/04/05,Gent,Cercle Brugge,1,2,A,0,1,A,1.57,3.5,5,1.55,3.6,5.3,1.55,3.5,5.25,1.6,3.4,4.6,1.62,3.5,4.5,1.53,3.5,5.5,1.5,3.6,5.5,1.75,1.9,1.55,2.1,-0.5,2.1,1.75,-1,,,,,,
B1,09/04/05,Germinal,Westerlo,1,0,H,1,0,H,2,3.25,3.25,1.9,3.3,3.55,2,3.2,3.2,1.9,3.2,3.4,2,3.4,3,2,3.3,3.2,2.1,3.3,2.9,1.7,1.85,2,1.6,-0.5,1.8,2.05,-0.25,,,,,,
B1,09/04/05,Lierse,Mouscron,0,1,A,0,0,D,1.83,3.25,3.75,1.85,3.35,3.65,1.85,3.25,3.6,1.85,3.2,3.5,1.91,3.25,3.4,1.85,3.2,3.75,1.9,3.4,3.25,,,1.85,1.71,-0.5,1.85,2,-0.5,,,,,,
B1,09/04/05,Oostende,Charleroi,1,2,A,0,1,A,2.5,3.2,2.5,2.4,3.2,2.6,2.4,3.2,2.55,2.4,3.2,2.4,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.3,2.45,1.75,1.8,2.4,1.42,-0.5,2,1.85,0,,,,,,
B1,10/04/05,Beveren,FC Brussels,0,1,A,0,0,D,1.8,3.4,3.75,1.75,3.4,4.05,1.75,3.4,3.85,1.75,3.4,3.7,1.73,3.4,4,1.75,3.4,4,1.8,3.4,3.6,1.65,2,1.75,1.81,-0.5,2.075,1.775,-0.75,,,,,,
B1,10/04/05,Club Brugge,Standard,1,1,D,1,1,D,1.66,3.4,4.33,1.7,3.5,4.15,1.65,3.4,4.5,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.7,3.3,4.2,1.95,1.65,1.65,1.94,-0.5,2,1.85,-0.75,,,,,,
B1,15/04/05,Westerlo,Club Brugge,1,3,A,1,1,D,8,3.75,1.36,6,3.8,1.45,7,3.75,1.4,5.4,3.8,1.45,5.5,3.6,1.5,6,3.8,1.44,5.5,3.6,1.5,1.6,2.1,,,,2.35,1.55,0.75,,,,,,
B1,16/04/05,Charleroi,Lierse,1,0,H,1,0,H,1.53,3.75,5,1.6,3.5,5,1.57,3.55,5,1.5,3.7,5,1.57,3.5,5,1.57,3.5,5,1.55,3.55,5,1.65,2,1.57,2.08,-0.5,1.925,1.925,-1,,,,,,
B1,16/04/05,FC Brussels,Gent,1,1,D,1,1,D,2.4,3.2,2.5,2.45,3.25,2.55,2.4,3.25,2.55,2.3,3.2,2.5,2.3,3.25,2.6,2.3,3.25,2.6,2.35,3.45,2.45,1.83,1.83,2.4,1.43,-0.5,1.775,2.075,0,,,,,,
B1,16/04/05,Genk,Beveren,2,1,H,1,0,H,1.3,4.33,8,1.35,4.25,7.4,1.3,4.25,8.5,1.3,4.2,8,1.29,4.33,9,1.29,4.5,8,1.3,4.5,7.5,1.55,2.2,1.3,2.83,-0.5,1.75,2.1,-1.5,,,,,
B1,16/04/05,Lokeren,St Truiden,4,3,H,3,1,H,7,3.75,1.4,6.75,4,1.4,6.75,3.95,1.4,6,3.9,1.4,6.5,3.6,1.44,6.5,4,1.4,,,,1.85,1.79,1.9,1.72,-0.5,,,,,,,,
B1,16/04/05,Mouscron,Germinal,0,1,A,0,1,A,1.9,3.2,3.5,1.9,3.3,3.55,1.9,3.3,3.55,1.8,3.1,3.8,1.91,3.2,3.5,1.91,3.2,3.5,1.9,3.05,3.65,1.79,1.85,1.95,1.67,-0.5,2,1.85,-0.5,,,,,
B1,17/04/05,Cercle Brugge,Oostende,2,0,H,2,0,H,2.1,3.2,3,1.95,3.4,3.25,2.05,3.3,3,2.1,3.3,2.8,1.8,3.4,3.6,1.91,3.2,3.5,1.85,3.3,3.5,1.71,1.95,2.05,1.57,-0.5,2.05,1.8,-0.5,,,,,
B1,17/04/05,Louvieroise,Anderlecht,1,1,D,1,1,D,1.83,3.25,3.6,1.9,3.3,3.55,1.9,3.3,3.6,2.1,3.3,2.8,1.8,3.4,3.6,1.91,3.3,3.4,1.9,3.3,3.35,1.6,2.1,,,,2.25,1.65,1,,,,,
B1,17/04/05,Standard,Bergen,2,0,H,1,0,H,1.25,5,8,1.2,5.5,10.5,1.2,5.25,10.5,1.27,4.3,8.5,1.25,4.6,9,1.22,5,9,1.25,4.75,8.5,1.6,2.1,1.2,3.5,-0.5,2.125,1.725,-1.75,,,,,
B1,22/04/05,Anderlecht,Standard,3,2,H,1,1,D,1.72,3.4,4,1.7,3.45,4.3,1.75,3.3,4,1.75,3.2,4,1.73,3.4,4,1.8,3.25,4,1.8,3.3,3.75,1.71,1.95,1.75,1.81,-0.5,2,1.85,-0.5,,,,,
B1,23/04/05,Bergen,Westerlo,3,2,H,1,1,D,1.57,3.6,5,1.7,3.5,4.2,1.57,3.6,4.75,,,,1.62,3.5,4.5,,,,1.5,3.8,5,1.65,2,,,,1.85,2,-0.75,,,,,
B1,23/04/05,Beveren,Lokeren,0,2,A,0,2,A,2.25,3.1,2.8,2.2,3.2,2.9,2.2,3.25,2.75,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.4,2.75,2.2,3.4,2.65,1.71,1.95,2.2,1.49,-0.5,1.85,2,-0.25,,,,,
B1,23/04/05,Club Brugge,Germinal,6,0,H,4,0,H,1.2,5,11,1.2,5.5,10.5,1.16,5.5,12,1.2,5,10,1.17,5.5,12,1.2,5,12,1.14,6.5,10,1.35,2.75,,,,1.875,1.975,-1.75,,,,,
B1,23/04/05,Gent,Genk,0,1,A,0,0,D,2.37,3.1,2.62,2.5,3.2,2.5,2.45,3.25,2.45,2.5,3,2.5,2.62,3.5,2.2,2.5,3.4,2.4,2.4,3.4,2.4,1.75,1.9,2.45,1.4,-0.5,1.975,1.875,0,,,,,
B1,23/04/05,Oostende,FC Brussels,1,0,H,1,0,H,2.1,3.1,3.1,2.2,3.2,2.9,2.1,3.3,2.9,2,3.3,3,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.4,2.8,1.71,1.95,2.1,1.54,-0.5,1.925,1.925,-0.25,,,,,
B1,23/04/05,St Truiden,Louvieroise,2,1,H,0,1,A,1.72,3.4,4,1.8,3.45,3.8,1.77,3.4,3.75,1.7,3.3,4,1.73,3.5,3.75,1.8,3.4,3.75,1.8,3.4,3.6,1.75,1.9,1.77,1.78,-0.5,1.75,2.1,-0.5,,,,,
B1,24/04/05,Charleroi,Mouscron,2,0,H,2,0,H,1.57,3.5,5,1.6,3.5,5,1.57,3.6,4.75,1.6,3.5,4.4,1.67,3.4,4.33,1.62,3.6,4.5,1.6,3.4,4.75,1.83,1.83,1.57,2.05,-0.5,2.05,1.8,-0.75,,,,,
B1,24/04/05,Lierse,Cercle Brugge,2,0,H,0,0,D,2.1,3.2,3,2.15,3.25,2.95,2.1,3.3,2.9,2.1,3.2,2.9,1.91,3.4,3.25,2.1,3.4,2.88,2.15,3.2,2.85,1.71,1.95,2.1,1.54,-0.5,2.05,1.8,-0.5,,,,,
B1,29/04/05,Westerlo,Anderlecht,2,2,D,2,1,H,6,3.75,1.44,6.5,3.75,1.45,6,3.75,1.45,7,4,1.35,,,,6,3.6,1.5,5.5,3.6,1.5,1.55,2.2,1.44,2.11,1.5,1.85,2,1.25,,,,,
B1,30/04/05,FC Brussels,Lierse,3,2,H,1,2,A,1.8,3.3,3.75,1.7,3.4,4.3,1.75,3.45,3.8,,,,,,,1.75,3.5,3.8,1.7,3.6,3.8,1.83,1.83,1.75,1.81,-0.5,1.8,2.05,-0.5,,,,,
B1,30/04/05,Genk,Oostende,2,2,D,0,0,D,1.28,4.5,8,1.3,4.4,8.5,1.25,4.65,9,1.25,4.5,9,,,,1.29,4.5,8.5,1.22,5,9.5,1.55,2.2,,,,1.85,2,-1.5,,,,,
B1,30/04/05,Germinal,Bergen,2,0,H,1,0,H,2.2,3.25,2.75,2.25,3.3,2.75,2.2,3.3,2.75,,,,,,,2.25,3.4,2.62,2.1,3.5,2.75,1.83,1.83,2.2,1.5,-0.5,2.1,1.75,-0.25,,,,,
B1,30/04/05,Lokeren,Gent,0,1,A,0,0,D,2.25,3,2.87,2.25,3.2,2.8,2.1,3.3,2.9,2.2,3.2,2.7,,,,2.2,3.2,2.88,2.1,3.3,2.87,1.75,1.9,2.1,1.54,-0.5,1.925,1.925,-0.25,,,,,
B1,30/04/05,Louvieroise,Beveren,3,0,H,0,0,D,1.72,3.4,4,1.75,3.45,4,1.8,3.3,3.75,,,,,,,1.8,3.4,3.75,1.8,3.3,3.75,1.65,2,1.8,1.76,-0.5,1.925,1.925,-0.75,,,,,
B1,30/04/05,Mouscron,Club Brugge,0,1,A,0,0,D,7,4.33,1.33,7,3.9,1.4,6.25,4,1.4,7,4,1.35,,,,6.5,4,1.4,7,3.75,1.4,1.55,2.2,,,,2,1.85,1.25,,,,,
B1,30/04/05,Standard,St Truiden,4,1,H,3,0,H,1.22,5.5,8,1.2,5.5,10.5,1.25,4.65,9,1.3,4.2,8,,,,1.29,4.5,8.5,1.25,5,8,1.6,2.1,,,,1.85,2,-1.5,,,,,
B1,01/05/05,Cercle Brugge,Charleroi,0,4,A,0,2,A,2.75,3.25,2.2,2.8,3.2,2.25,2.7,3.2,2.25,2.8,3.1,2.2,,,,2.75,3.25,2.25,2.62,3.2,2.3,1.65,2,1.46,2.25,0.5,2,1.85,0.25,,,,,
B1,06/05/05,Bergen,Club Brugge,0,0,D,0,0,D,5.5,3.6,1.5,6.75,3.65,1.45,6,4,1.4,5.4,3.8,1.45,6.5,4,1.4,6.5,4,1.4,6,4.5,1.36,1.55,2.2,2.4,1.4,0.5,2.15,1.7,1,,,,,
B1,07/05/05,Anderlecht,Germinal,3,0,H,1,0,H,1.2,5,11,1.2,5,12.5,1.2,5,10,1.2,5,10,,,,1.22,5,10,1.2,5,11,,,,,,1.875,1.975,-1.75,,,,,
B1,07/05/05,Beveren,Standard,2,3,A,1,2,A,4.5,3.5,1.61,4.5,3.6,1.65,5,3.5,1.55,4.6,3.4,1.6,,,,4.5,3.6,1.62,5.5,3.5,1.53,1.6,2.1,2.06,1.55,0.5,1.975,1.875,1,,,,,
B1,07/05/05,Cercle Brugge,Mouscron,1,0,H,0,0,D,2.2,3.25,2.75,2.1,3.3,3,2.2,3.3,2.65,,,,,,,2.1,3.25,3,2.25,3.4,2.6,1.71,1.95,2.2,1.47,-0.5,2.15,1.7,-0.25,,,,,
