Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SP1,20/11/11,Sociedad,Espanol,0,0,D,0,0,D,12,19,1,5,15,10,7,6,4,1,0,0,2.25,3.25,3.2,2.25,3.3,3.3,2.3,3.25,3,2.4,3.2,2.7,2.3,3.2,3.1,2.3,3.2,3.1,2.3,3.25,3.1,2.15,3.25,3.5,2.3,3.3,3.4,2.3,3.2,3.1,46,2.4,2.28,3.32,3.22,3.6,3.17,36,2.43,2.28,1.65,1.6,29,-0.25,2.05,1.99,1.95,1.87
SP1,20/11/11,Sp Gijon,Getafe,2,1,H,1,1,D,19,9,8,1,12,22,8,1,3,8,0,1,2.2,3.2,3.4,2.1,3.3,3.4,2.2,3.25,3.2,2.1,3.2,3.2,2.2,3.25,3.25,2.2,3.2,3.25,2.2,3.25,3.3,2.15,3.25,3.6,2.25,3.3,3.5,2.2,3.2,3.25,46,2.25,2.18,3.4,3.24,3.6,3.33,38,2.3,2.17,1.7,1.66,29,-0.25,1.93,1.88,2.4,1.98
SP1,21/11/11,Santander,Malaga,1,3,A,0,0,D,11,19,4,7,16,8,5,8,3,2,0,0,3.2,3.2,2.25,3.1,3.2,2.4,2.9,3.2,2.4,2.7,3.2,2.4,3,3.2,2.38,3.1,3.2,2.3,2.9,3.25,2.4,3.1,3.25,2.38,3.25,3.3,2.38,2.88,3.3,2.38,46,3.32,3.03,3.36,3.21,2.45,2.35,37,2.29,2.15,1.72,1.67,29,0.25,1.88,1.84,2.08,2.02
SP1,26/11/11,Getafe,Barcelona,1,0,H,0,0,D,7,21,1,7,16,6,2,13,4,2,0,0,13,6.5,1.2,14.5,6.5,1.18,12,6.25,1.2,11,5.3,1.22,12,6,1.22,13,6.6,1.181,13,6,1.22,13,6.5,1.2,17,7,1.2,12,6,1.2,42,17.92,13.59,7.37,6.32,1.22,1.2,26,1.5,1.44,2.75,2.62,20,1.75,2.21,2.14,1.83,1.75
SP1,26/11/11,Real Madrid,Ath Madrid,4,1,H,1,1,D,16,4,7,1,8,25,2,2,1,5,0,2,1.17,6.5,17,1.18,6.75,13.5,1.18,6.5,14,1.2,5.5,12,1.18,7,13,1.166,7.25,13,1.2,6.5,13,1.17,7,17,1.18,8,17,1.17,6.5,15,42,1.2,1.18,8,6.78,18.09,14.43,26,1.35,1.3,3.6,3.29,20,-2.25,2.08,1.99,1.92,1.87
SP1,26/11/11,Vallecano,Valencia,1,2,A,0,1,A,12,10,3,3,14,16,9,3,2,4,0,0,3.4,3.4,2.1,3.5,3.2,2.2,3.2,3.25,2.2,3,3.2,2.2,3.6,3.4,2,3.3,3.3,2.15,3.2,3.25,2.25,3.3,3.25,2.25,3.5,3.4,2.15,3.1,3.25,2.25,41,3.6,3.34,3.45,3.29,2.25,2.15,36,2.27,2.13,1.74,1.69,23,0.25,2.04,1.99,1.93,1.88
SP1,27/11/11,Ath Bilbao,Granada,0,1,A,0,1,A,18,13,4,5,11,15,8,3,2,4,0,0,1.44,4.2,7.5,1.45,4.1,7.25,1.45,4,7,1.45,3.9,6.5,1.44,4.33,7,1.444,4.2,7,1.44,4,8,1.5,3.8,7.5,1.44,4.4,8.5,1.5,4,6,42,1.5,1.44,4.54,4.16,8.58,7.49,40,2,1.89,1.98,1.9,23,-1.25,2.05,2,1.9,1.86
SP1,27/11/11,Betis,Sociedad,2,3,A,0,0,D,20,11,5,7,20,8,7,4,3,3,0,0,2,3.4,3.75,1.95,3.4,3.8,2,3.3,3.75,1.9,3.3,3.7,1.9,3.4,4,1.9,3.4,4,1.95,3.4,4,2,3.3,4,1.95,3.5,4.33,1.95,3.3,3.8,42,2,1.95,3.6,3.38,4.38,3.87,35,2.26,2.14,1.75,1.68,24,-0.5,2,1.94,1.99,1.91
SP1,27/11/11,Espanol,Osasuna,1,2,A,0,1,A,8,6,3,3,14,14,7,1,4,4,0,1,1.83,3.5,4.33,1.8,3.3,4.75,1.85,3.4,4.25,1.85,3.4,3.8,1.85,3.4,4.33,1.85,3.4,4.2,1.85,3.4,4.33,1.91,3.3,4.33,1.91,3.4,4.75,1.83,3.3,4.2,42,1.93,1.86,3.6,3.37,4.81,4.28,35,2.39,2.22,1.7,1.64,24,-0.5,1.91,1.88,2.04,1.98
SP1,27/11/11,Levante,Sp Gijon,4,0,H,1,0,H,10,17,6,3,16,10,8,6,3,2,0,0,1.83,3.5,4.33,1.91,3.3,4.5,1.85,3.4,4.25,1.9,3.3,3.7,1.91,3.4,4,1.9,3.25,4.2,1.85,3.4,4.33,1.91,3.3,4.33,1.95,3.4,4.5,1.95,3.3,3.8,41,1.99,1.9,3.6,3.35,4.6,4.14,36,2.3,2.19,1.73,1.65,24,-0.5,1.99,1.93,1.98,1.92
SP1,27/11/11,Mallorca,Santander,2,1,H,1,0,H,12,13,6,4,27,20,5,9,3,2,1,0,1.83,3.4,4.5,1.8,3.3,4.75,1.85,3.4,4.25,1.9,3.3,3.7,1.85,3.3,4.5,1.8,3.4,4.5,1.85,3.4,4.33,1.91,3.25,4.5,1.85,3.4,5,1.83,3.4,4.2,42,1.91,1.84,3.6,3.37,5,4.37,36,2.39,2.25,1.68,1.62,24,-0.5,1.91,1.85,2.06,2.01
SP1,27/11/11,Zaragoza,Sevilla,0,1,A,0,1,A,13,14,2,7,20,15,11,8,5,2,1,0,2.9,3.25,2.4,2.9,3.25,2.5,2.9,3.25,2.35,2.7,3.2,2.4,2.88,3.3,2.4,3,3.2,2.35,3,3.25,2.35,2.88,3.25,2.5,3.12,3.25,2.5,3,3.2,2.3,42,3.18,2.9,3.31,3.23,2.54,2.42,35,2.25,2.13,1.75,1.68,21,0.25,2.09,1.82,2.2,2.06
SP1,28/11/11,Malaga,Villarreal,2,1,H,2,1,H,10,12,5,8,9,18,5,3,2,3,1,0,1.73,3.5,5,1.67,3.6,5.25,1.72,3.5,4.75,1.75,3.4,4.3,1.73,3.6,4.8,1.727,3.6,4.6,1.75,3.5,4.75,1.73,3.5,5,1.7,3.6,5.4,1.75,3.6,4.33,40,1.76,1.73,3.75,3.56,5.46,4.79,35,2.11,2.02,1.83,1.77,22,-0.75,2.02,1.96,2.13,1.91
SP1,29/11/11,Barcelona,Vallecano,4,0,H,3,0,H,12,10,6,4,9,16,5,2,2,3,0,0,1.06,11,29,1.05,12,29,1.07,10,26,1.1,7.5,16,1.08,10.5,21,1.05,11,34,1.06,11,29,1.07,11,34,1.06,15,41,1.07,10,23,47,1.1,1.06,17.45,12.19,45,31.15,30,1.31,1.26,2.9,3.55,29,-3,2,1.96,1.97,1.9
SP1,03/12/11,Barcelona,Levante,5,0,H,3,0,H,18,6,9,3,12,10,10,4,2,3,0,0,1.1,8.5,26,1.08,9.25,26,1.1,9,19,1.1,7.5,16,1.1,9.5,19,1.083,9,26,1.1,8.5,26,1.11,8.5,26,1.09,12,41,1.1,8.5,21,48,1.11,1.09,12.28,9.14,41,27.24,31,1.38,1.32,3.5,3.16,27,-2.75,2,1.86,2.06,2
SP1,03/12/11,Santander,Villarreal,1,0,H,1,0,H,8,6,1,2,24,18,4,3,2,3,0,0,2.75,3.2,2.6,2.55,3.25,2.7,2.6,3.1,2.7,2.5,3.2,2.6,2.6,3.2,2.7,2.625,3.2,2.625,2.8,3,2.7,2.63,3.25,2.7,2.88,3.25,2.63,2.62,3.2,2.6,48,2.99,2.72,3.35,3.19,2.7,2.61,39,2.42,2.24,1.67,1.62,26,0,2.08,1.98,1.94,1.84
SP1,03/12/11,Sp Gijon,Real Madrid,0,3,A,0,1,A,10,20,5,7,18,12,2,8,4,3,1,0,13,6,1.22,13,6.25,1.2,11,6,1.22,12,5.5,1.2,12,5.5,1.25,12,5.8,1.222,12,6,1.22,13,5.5,1.25,15,6.5,1.22,11,6,1.22,48,17,12.8,6.69,5.94,1.25,1.22,33,1.57,1.49,2.66,2.5,28,1.75,1.98,1.94,1.98,1.91
SP1,03/12/11,Valencia,Espanol,2,1,H,1,0,H,8,9,5,4,25,6,9,4,6,5,0,0,1.5,4,7,1.5,3.9,6.75,1.5,4,6,1.55,3.7,5.4,1.5,4,6.5,1.5,4,6.5,1.53,3.8,6.5,1.53,4,6.5,1.5,4.2,7.5,1.5,3.8,6.5,47,1.55,1.5,4.8,3.98,8,6.79,44,1.97,1.89,1.96,1.89,29,-1,1.88,1.83,2.09,2.02
SP1,04/12/11,Ath Madrid,Vallecano,3,1,H,1,0,H,21,14,8,4,16,18,1,3,1,3,0,0,1.57,4,5.5,1.55,3.8,6.25,1.55,3.75,6,1.55,3.7,5.4,1.62,4,5,1.55,4,5.75,1.57,3.75,6,1.57,3.9,6,1.57,4.33,6.5,1.57,3.6,6,47,1.62,1.55,4.35,3.9,6.56,6.03,40,1.8,1.69,2.26,2.12,29,-1,2.03,1.96,1.94,1.89
SP1,04/12/11,Granada,Zaragoza,1,0,H,1,0,H,11,18,5,5,8,16,5,6,2,2,0,0,2.1,3.25,3.5,2.1,3.3,3.7,2.1,3.2,3.5,2.1,3.3,3.1,2.2,3.25,3.25,2.15,3.2,3.4,2.25,3.25,3.2,2.1,3.25,3.75,2.2,3.25,3.75,2.1,3.25,3.4,48,2.25,2.13,3.36,3.23,3.82,3.5,40,2.46,2.32,1.63,1.58,28,-0.25,1.85,1.82,2.09,2.04
SP1,04/12/11,Mallorca,Ath Bilbao,1,1,D,1,1,D,12,7,4,4,30,12,8,5,7,5,0,0,2.75,3.3,2.5,2.8,3.25,2.6,2.7,3.2,2.5,2.4,3.2,2.7,2.75,3.25,2.5,2.75,3.2,2.55,2.7,3.2,2.6,2.9,3.25,2.5,2.88,3.3,2.6,2.7,3.25,2.5,48,3,2.78,3.39,3.21,2.7,2.54,42,2.2,2.05,1.84,1.75,26,0,2.12,2.02,1.9,1.8
SP1,04/12/11,Osasuna,Betis,2,1,H,1,0,H,8,15,3,8,9,5,5,12,3,2,0,0,2.1,3.25,3.6,2.05,3.3,3.55,2.15,3.2,3.3,1.9,3.3,3.7,1.95,3.3,3.8,2.1,3.2,3.5,2.05,3.1,3.25,2.05,3.25,3.9,2.15,3.4,3.75,2.1,3.3,3.3,48,2.17,2.09,3.42,3.27,3.9,3.55,40,2.35,2.19,1.73,1.65,28,-0.25,1.86,1.82,2.55,2.05
SP1,04/12/11,Sociedad,Malaga,3,2,H,1,1,D,13,11,4,6,12,10,5,4,2,3,0,0,3,3.2,2.4,2.95,3.25,2.35,2.9,3.2,2.4,2.9,3.2,2.25,3,3.2,2.38,2.9,3.2,2.4,2.88,3.25,2.45,2.75,3.25,2.6,3.12,3.25,2.5,2.8,3.3,2.4,48,3.16,2.93,3.35,3.22,2.6,2.42,41,2.32,2.19,1.73,1.65,26,0.25,1.85,1.8,2.2,2.07
SP1,05/12/11,Sevilla,Getafe,3,0,H,1,0,H,15,6,7,1,10,17,9,3,2,4,0,0,1.62,3.8,5.5,1.6,3.75,5.5,1.65,3.5,5.5,1.6,3.6,5,1.67,3.75,5,1.65,3.6,5.25,1.62,3.75,5.5,1.67,3.6,5.5,1.67,3.8,6,1.67,3.6,5,46,1.68,1.64,4.05,3.63,6.05,5.45,43,1.98,1.87,2,1.91,26,-0.75,1.9,1.83,2.11,2.03
SP1,07/12/11,Granada,Mallorca,2,2,D,0,1,A,13,11,6,4,10,23,3,5,4,3,0,0,2.25,3.1,3.4,2.15,3.2,3.4,2.2,3.25,3.2,2.3,3.2,2.8,2.25,3.2,3.25,2.25,3.2,3.2,2.25,3.2,3.25,2.15,3.2,3.6,2.3,3.2,3.5,2.2,3.2,3.25,46,2.32,2.24,3.32,3.18,3.6,3.26,30,2.62,2.43,1.6,1.51,29,-0.25,1.97,1.91,2.37,1.95
SP1,10/12/11,Betis,Valencia,2,1,H,0,0,D,18,7,4,2,11,16,13,5,3,3,0,0,3.2,3.25,2.25,3.3,3.3,2.25,3.2,3.25,2.2,2.9,3.3,2.2,3.25,3.25,2.2,3.1,3.25,2.25,3.3,3.25,2.2,3.2,3.3,2.3,3.25,3.25,2.4,3.2,3.3,2.25,45,3.4,3.14,3.41,3.26,2.41,2.28,44,2.2,2.08,1.79,1.73,27,0.25,1.9,1.84,2.1,2.03
SP1,10/12/11,Levante,Sevilla,1,0,H,0,0,D,7,15,3,6,14,18,4,2,2,4,0,0,2.8,3.3,2.5,2.8,3.25,2.6,2.75,3.2,2.5,2.8,3.2,2.3,2.6,3.4,2.6,2.75,3.25,2.5,2.8,3.25,2.5,2.8,3.3,2.5,3,3.3,2.5,2.7,3.2,2.62,45,3.04,2.83,3.4,3.23,2.63,2.49,42,2.28,2.11,1.75,1.71,26,0,2.16,2.06,1.84,1.77
SP1,10/12/11,Real Madrid,Barcelona,1,3,A,1,1,D,17,12,5,7,22,13,3,5,4,3,0,0,2.4,3.5,2.8,2.35,3.5,2.85,2.4,3.4,2.75,2.3,3.3,2.75,2.4,3.4,2.8,2.375,3.4,2.8,2.4,3.4,2.88,2.4,3.5,3,2.4,3.5,3,2.38,3.5,2.88,45,2.46,2.38,3.6,3.42,3.07,2.87,44,1.8,1.7,2.22,2.12,27,-0.25,2.13,2.06,1.86,1.81
SP1,11/12/11,Ath Bilbao,Santander,1,1,D,0,0,D,16,6,2,2,13,23,10,1,2,4,0,0,1.4,4.5,8,1.4,4.25,8.25,1.38,4.33,8,1.45,3.9,6.5,1.4,4.5,8,1.363,4.5,8.5,1.4,4.5,8,1.4,4.33,8.5,1.4,4.75,10,1.44,4.2,8,45,1.45,1.39,4.8,4.46,10,8.41,45,1.93,1.85,2.02,1.93,26,-1.25,1.93,1.88,2.27,1.99
SP1,11/12/11,Espanol,Ath Madrid,4,2,H,3,1,H,18,9,11,4,18,18,7,3,3,4,0,0,2.8,3.25,2.5,2.8,3.25,2.6,2.6,3.25,2.6,2.5,3.2,2.6,2.62,3.25,2.62,2.7,3.25,2.55,2.62,3.3,2.6,2.63,3.3,2.63,2.88,3.3,2.5,2.7,3.2,2.62,44,3,2.79,3.43,3.25,2.65,2.52,41,2.28,2.09,1.78,1.72,24,0,2.15,2.04,1.88,1.79
SP1,11/12/11,Getafe,Granada,1,0,H,0,0,D,19,7,7,2,12,9,5,3,4,2,0,0,1.73,3.5,5,1.72,3.5,5,1.75,3.5,4.5,1.75,3.4,4.3,1.83,3.5,4.33,1.727,3.5,4.8,1.8,3.5,4.5,1.83,3.3,4.75,1.8,3.6,5,1.8,3.4,4.75,45,1.83,1.77,3.71,3.48,5.4,4.75,40,2.28,2.15,1.75,1.68,26,-0.75,2.06,2.01,1.91,1.85
SP1,11/12/11,Malaga,Osasuna,1,1,D,0,1,A,19,7,5,1,8,13,9,1,1,1,0,0,1.62,3.75,5.5,1.57,3.75,6,1.65,3.6,5.25,1.65,3.5,4.6,1.67,3.6,5.5,1.6,3.75,5.5,1.62,3.75,5.5,1.67,3.6,5.75,1.62,4,6,1.67,3.6,5.5,45,1.67,1.61,4.08,3.74,6.62,5.58,45,2.02,1.91,1.97,1.87,23,-0.75,1.85,1.77,2.19,2.11
SP1,11/12/11,Vallecano,Sp Gijon,1,3,A,0,2,A,19,13,7,7,9,14,9,7,2,2,0,0,2,3.2,4,2,3.2,3.9,2,3.3,3.6,2,3.3,3.3,2.1,3.3,3.5,2.05,3.3,3.6,2.05,3.3,3.75,2,3.25,4,2.1,3.3,4,2.05,3.25,3.75,45,2.13,2.04,3.4,3.26,4.16,3.76,41,2.43,2.25,1.7,1.62,27,-0.5,2.4,2.08,1.87,1.8
SP1,11/12/11,Villarreal,Sociedad,1,1,D,0,0,D,19,8,7,2,16,15,9,3,2,2,0,1,1.8,3.5,4.5,1.78,3.4,4.6,1.8,3.4,4.33,1.8,3.4,4,1.8,3.5,4.5,1.75,3.5,4.6,1.8,3.5,4.5,1.87,3.4,4.5,1.8,3.6,5,1.83,3.4,4.5,45,1.87,1.8,3.75,3.51,5.17,4.52,40,2.22,2.11,1.78,1.7,24,-0.75,2.07,2.03,1.88,1.84
SP1,11/12/11,Zaragoza,Mallorca,0,1,A,0,1,A,7,14,3,6,16,13,4,4,2,1,0,0,2.1,3.25,3.6,2.1,3.2,3.6,2.1,3.2,3.5,2.15,3.2,3.1,2.2,3.25,3.3,2.1,3.2,3.5,2.2,3.25,3.4,2.1,3.25,3.75,2.2,3.4,3.6,2.15,3.2,3.5,45,2.23,2.15,3.5,3.24,3.8,3.45,40,2.33,2.19,1.73,1.65,27,-0.25,1.89,1.85,2.06,2.01
SP1,17/12/11,Ath Bilbao,Zaragoza,2,1,H,1,1,D,11,6,5,2,10,23,11,4,1,4,1,1,1.4,4.33,8.5,1.42,4.25,7.75,1.42,4.2,7.5,1.45,3.9,6.5,1.4,4.33,7,1.444,4.2,7,1.45,4.2,7.5,1.44,4.33,7.5,1.44,4.5,8.5,1.44,4.2,6.5,44,1.48,1.43,4.55,4.26,8.86,7.61,44,1.88,1.8,2.1,1.99,26,-1,2.02,1.76,2.18,2.13
SP1,17/12/11,Mallorca,Getafe,1,2,A,1,2,A,12,6,4,2,22,15,9,3,5,4,0,0,2.1,3.4,3.4,2.05,3.2,3.7,2.1,3.25,3.4,2,3.3,3.3,2.1,3.3,3.3,2.1,3.3,3.4,2.15,3.25,3.4,2.15,3.25,3.5,2.1,3.3,4,2.05,3.25,3.5,44,2.16,2.09,3.4,3.26,4,3.57,40,2.32,2.21,1.72,1.65,27,-0.25,1.85,1.8,2.12,2.06
SP1,17/12/11,Sevilla,Real Madrid,2,6,A,0,3,A,19,17,6,10,12,10,9,1,3,3,1,1,8,4.5,1.4,6.75,4.4,1.48,6.5,4.25,1.45,5.5,3.9,1.5,6.5,4.33,1.44,6.75,4.333,1.444,7.5,4.2,1.45,7,4.5,1.44,8,4.6,1.44,6.5,4.33,1.44,45,8.41,7.39,4.82,4.46,1.5,1.42,36,1.63,1.56,2.5,2.36,28,1.25,1.98,1.92,1.98,1.93
SP1,17/12/11,Sp Gijon,Espanol,1,2,A,0,1,A,12,22,6,9,15,16,6,4,0,2,0,0,2.2,3.25,3.25,2.2,3.2,3.3,2.25,3.2,3.15,2.2,3.2,3,2.25,3.2,3.1,2.25,3.25,3.1,2.25,3.25,3.2,2.3,3.25,3.25,2.25,3.3,3.5,2.2,3.3,3.1,44,2.33,2.24,3.32,3.2,3.56,3.26,38,2.45,2.32,1.64,1.58,28,-0.25,1.95,1.9,2.01,1.95
SP1,18/12/11,Ath Madrid,Betis,0,2,A,0,0,D,31,6,9,4,10,15,14,4,3,3,0,1,1.5,4,6.5,1.5,3.9,6.75,1.53,3.9,6,1.55,3.7,5.4,1.53,3.8,6,1.533,3.75,6.5,1.53,3.8,6.8,1.53,4,6.5,1.53,4.33,6.5,1.57,3.8,5.5,43,1.6,1.54,4.33,3.96,6.9,6.19,39,1.81,1.74,2.18,2.07,29,-1,2.01,1.95,1.95,1.9
SP1,18/12/11,Granada,Levante,2,1,H,2,0,H,17,13,6,4,10,9,4,6,1,5,0,0,2.5,3.25,2.8,2.5,3.2,2.8,2.5,3.2,2.75,2.4,3.2,2.7,2.5,3.25,2.62,2.45,3.2,2.85,2.5,3.25,2.8,2.4,3.2,3,2.5,3.25,3.1,2.38,3.25,2.8,44,2.56,2.46,3.31,3.21,3.12,2.87,38,2.44,2.34,1.64,1.57,24,-0.25,2.16,2.1,1.82,1.77
SP1,18/12/11,Osasuna,Villarreal,2,1,H,0,0,D,19,9,6,4,22,14,7,3,2,2,0,0,2.1,3.4,3.4,2.1,3.3,3.7,2.1,3.25,3.4,2.1,3.3,3.1,2.05,3.2,3.5,2.05,3.4,3.5,2.15,3.25,3.4,2.1,3.3,3.6,2.15,3.4,3.75,2,3.3,3.6,44,2.17,2.1,3.45,3.27,3.85,3.54,38,2.3,2.21,1.72,1.65,28,-0.25,1.87,1.82,2.09,2.03
SP1,18/12/11,Santander,Sociedad,0,0,D,0,0,D,11,9,4,4,15,12,8,3,5,2,0,1,2.1,3.3,3.5,2.1,3.25,3.5,2.1,3.25,3.4,2.1,3.3,3.1,2.15,3.2,3.25,2.2,3.2,3.25,2.15,3.25,3.4,2.25,3.2,3.4,2.3,3.3,3.4,2.2,3.2,3.2,44,2.31,2.2,3.36,3.22,3.5,3.33,38,2.39,2.25,1.7,1.62,28,-0.25,2,1.93,1.97,1.92
SP1,18/12/11,Valencia,Malaga,2,0,H,1,0,H,13,18,6,6,21,9,1,5,4,2,0,0,1.73,3.6,4.75,1.7,3.75,5,1.75,3.5,4.6,1.75,3.4,4.3,1.7,3.5,4.5,1.75,3.5,4.6,1.73,3.6,4.75,1.8,3.5,4.75,1.8,3.75,5,1.7,3.5,5,44,1.8,1.75,3.8,3.56,5.2,4.71,44,1.89,1.82,2.04,1.96,27,-0.75,2.05,2,1.91,1.86
SP1,07/01/12,Levante,Mallorca,0,0,D,0,0,D,8,11,2,4,16,23,4,6,2,3,0,0,1.91,3.4,4,1.95,3.3,4,2,3.3,3.6,1.9,3.3,3.7,1.85,3.4,4,1.95,3.4,3.75,1.95,3.3,4,2,3.3,4,2,3.4,4.2,1.95,3.4,3.8,43,2.01,1.96,3.6,3.35,4.5,3.93,37,2.2,2.12,1.78,1.7,26,-0.5,2.02,1.97,1.93,1.89
SP1,07/01/12,Malaga,Ath Madrid,0,0,D,0,0,D,11,10,2,3,15,26,5,6,3,5,0,0,2.2,3.25,3.25,2.3,3.4,3.1,2.15,3.3,3.25,2.1,3.2,3.2,2,3.4,3.5,2.2,3.3,3.2,2.2,3.25,3.3,2.25,3.3,3.25,2.25,3.4,3.4,2.2,3.3,3.2,43,2.3,2.2,3.52,3.3,3.5,3.25,40,1.97,1.9,1.99,1.89,27,-0.25,1.96,1.91,1.99,1.94
SP1,07/01/12,Real Madrid,Granada,5,1,H,2,1,H,35,12,12,4,13,9,10,8,1,1,0,0,1.06,11,29,1.05,11,36,1.05,11,29,1.07,7.5,20,1.06,11,19,1.05,12,26,1.06,11,29,1.07,11,34,1.06,17,34,1.06,12,23,42,1.08,1.06,17.11,12.51,36,27.27,26,1.29,1.21,4.65,4.01,23,-3,1.88,1.84,2.1,2.03
SP1,07/01/12,Santander,Zaragoza,1,0,H,1,0,H,14,8,4,1,16,19,7,1,2,3,0,0,2,3.3,3.8,2,3.3,3.75,2,3.3,3.6,2,3.3,3.3,2.05,3.25,3.5,2,3.25,3.75,2,3.2,4,2,3.25,4,2.05,3.3,4.2,1.95,3.4,3.8,43,2.1,2,3.4,3.28,4.26,3.81,34,2.47,2.33,1.65,1.58,25,-0.5,2.05,2.01,1.9,1.85
SP1,07/01/12,Sociedad,Osasuna,0,0,D,0,0,D,20,9,6,1,10,18,12,5,0,2,0,0,2.2,3.25,3.3,2.2,3.1,3.4,2.2,3.3,3.1,2.2,3.2,3,2.25,3.25,3,2.2,3.25,3.2,2.25,3.3,3.2,2.2,3.25,3.4,2.25,3.25,3.6,2.25,3.3,3.1,43,2.25,2.2,3.31,3.24,3.7,3.31,36,2.37,2.25,1.69,1.62,27,-0.25,1.93,1.89,2.02,1.96
SP1,08/01/12,Betis,Sp Gijon,2,0,H,1,0,H,19,11,8,5,14,14,5,3,1,2,0,2,1.91,3.5,4,1.88,3.5,4.33,1.9,3.3,4,1.8,3.4,4,1.9,3.4,3.75,1.85,3.4,4.2,1.91,3.5,4,1.91,3.4,4.2,1.85,3.5,4.75,1.91,3.5,3.8,35,1.91,1.88,3.57,3.38,4.78,4.23,29,2.18,2.08,1.8,1.74,23,-0.5,1.91,1.88,2.04,1.98
SP1,08/01/12,Espanol,Barcelona,1,1,D,0,1,A,14,10,4,3,16,7,4,4,6,1,0,0,13,6,1.22,13,5.75,1.22,11,6,1.22,10,5,1.25,9.5,5.5,1.25,12,6,1.222,12,5.5,1.25,13,5.5,1.25,15,7,1.22,11,6,1.22,43,15.16,12.73,7,6,1.25,1.22,29,1.57,1.48,2.74,2.54,26,1.75,2.1,2.03,1.88,1.82
SP1,08/01/12,Getafe,Ath Bilbao,0,0,D,0,0,D,16,11,2,2,15,12,9,3,3,1,0,0,2.5,3.3,2.75,2.45,3.2,2.85,2.6,3.25,2.6,2.55,3.2,2.55,2.5,3.25,2.62,2.5,3.25,2.75,2.5,3.3,2.8,2.5,3.25,2.8,2.6,3.4,2.88,2.6,3.25,2.62,42,2.62,2.53,3.43,3.23,3,2.77,41,2.1,2,1.86,1.79,25,0,1.87,1.81,2.08,2.01
SP1,08/01/12,Vallecano,Sevilla,2,1,H,1,0,H,11,17,4,3,20,17,4,10,4,4,0,0,3,3.25,2.38,3.1,3.1,2.35,3,3.25,2.3,2.8,3.2,2.3,3,3.25,2.25,3.05,3.25,2.3,3,3.25,2.38,3,3.25,2.4,3,3.4,2.5,2.88,3.25,2.38,43,3.2,2.98,3.4,3.23,2.52,2.38,36,2.25,2.16,1.75,1.67,26,0.25,1.88,1.81,2.12,2.06
SP1,08/01/12,Villarreal,Valencia,2,2,D,2,1,H,13,13,7,3,17,15,5,6,5,4,0,0,3,3.4,2.3,3.1,3.2,2.3,3,3.25,2.3,2.65,3.3,2.4,2.9,3.25,2.3,3.05,3.25,2.3,3.2,3.3,2.25,2.88,3.4,2.4,3.12,3.3,2.4,3.1,3.3,2.25,43,3.2,3,3.4,3.26,2.5,2.35,38,2.16,2.05,1.84,1.75,26,0.25,1.84,1.8,2.14,2.07
SP1,14/01/12,Granada,Vallecano,1,2,A,0,1,A,15,12,6,4,14,12,11,3,5,3,1,0,2.25,3.2,3.25,2.25,3.3,3.3,2.3,3.1,3.1,2.1,3.2,3.2,2.25,3.25,3.2,2.3,3.2,3.1,2.3,3.1,3.2,2.2,3.25,3.4,2.38,3.2,3.1,2.2,3.25,3.3,42,2.4,2.28,3.36,3.23,3.45,3.16,37,2.38,2.21,1.71,1.65,25,-0.25,2.06,1.98,1.94,1.88
SP1,14/01/12,Mallorca,Real Madrid,1,2,A,1,0,H,8,14,1,9,23,7,4,5,4,1,0,0,11,5,1.29,11.5,5.5,1.25,11,5.5,1.25,11,5.3,1.22,12,5.5,1.25,11,5.5,1.25,11,5,1.3,13,5.75,1.25,11,6,1.25,11,5.25,1.29,42,13,10.97,6,5.45,1.3,1.27,29,1.53,1.45,2.9,2.62,23,1.75,1.83,1.79,2.14,2.07
SP1,14/01/12,Sevilla,Espanol,0,0,D,0,0,D,19,8,3,1,13,16,6,4,1,4,0,0,1.8,3.5,4.5,1.75,3.5,4.75,1.75,3.4,4.75,1.8,3.4,4,1.8,3.5,4.5,1.75,3.5,4.6,1.83,3.5,4.4,1.73,3.5,5,1.75,3.5,4.75,1.83,3.4,4.5,42,1.85,1.77,3.77,3.51,5.27,4.69,39,2.12,2.02,1.85,1.78,25,-0.75,2.08,2.03,1.91,1.83
SP1,14/01/12,Valencia,Sociedad,0,1,A,0,0,D,12,7,3,2,7,10,5,0,1,0,0,0,1.4,4.5,8,1.4,4.33,8,1.4,4.33,7.5,1.35,4.5,7.3,1.4,4.5,8,1.363,4.5,8.5,1.44,4.33,7,1.44,4.5,7,1.4,4.5,8.5,1.4,4.5,8,42,1.46,1.41,4.75,4.37,9,8.01,38,1.83,1.75,2.2,2.05,25,-1.25,2.04,1.98,1.94,1.88
