E0,21/12/2002,Newcastle,Fulham,2,0,H,1,0,H,A Wiley,19,6,14,0,5,10,7,6,0,2,0,1,1.533,3.5,5.5,1.6,3.8,5.9,1.6,3.4,4.6,1.44,3.75,6,1.53,3.4,6,1.533,3.4,6,1.53,3.4,5.5,1.8,1.84,1.72,2
E0,21/12/2002,West Brom,Sunderland,2,2,D,2,0,H,C Wilkes,9,11,5,7,22,15,8,10,2,1,0,0,2.375,2.875,2.875,2.31,3.15,3,2.2,3,2.9,2.25,3.2,2.75,2.25,3,3,2.25,3,3,2.2,3,3,1.95,1.65,2.2,1.61
E0,21/12/2002,West Ham,Bolton,1,1,D,1,0,H,S Bennett,13,6,6,3,13,9,7,4,0,1,0,0,1.833,3.25,3.75,1.86,3.4,4,1.85,3.2,3.5,1.67,3.4,4.33,1.91,3.25,3.5,1.833,3.25,3.75,1.83,3.2,3.75,1.92,1.73,1.83,1.83
E0,22/12/2002,Blackburn,Man United,1,0,H,1,0,H,D Elleray,9,12,3,6,8,10,7,8,0,1,0,0,4,3.5,1.727,4,3.4,1.81,3.8,3.1,1.8,4,3.4,1.73,4.33,3.25,1.73,4,3.25,1.8,4.5,3.3,1.66,1.7,1.9,1.8,1.9
E0,22/12/2002,Liverpool,Everton,0,0,D,0,0,D,G Poll,14,5,8,2,14,20,7,4,3,4,0,0,1.833,3.25,3.75,1.8,3.35,4.1,1.8,3.1,3.8,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.2,3.75,1.8,3.25,3.8,1.8,1.8,1.9,1.8
E0,23/12/2002,Man City,Tottenham,2,3,A,1,1,D,J Winter,19,9,18,9,6,7,7,9,2,3,0,1,2.25,3.25,2.75,2.33,3.2,2.79,2.2,3,2.9,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.7,1.9,1.83,1.83
E0,26/12/2002,Birmingham,Everton,1,1,D,1,1,D,D Elleray,6,8,3,5,16,21,0,4,1,1,0,1,2.5,3.2,2.5,2.5,3.15,2.58,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.9,1.7,2,1.72
E0,26/12/2002,Bolton,Newcastle,4,3,H,3,1,H,U Rennie,11,14,7,8,12,16,6,8,1,2,0,0,3,3.25,2.1,3.1,3.25,2.1,3.1,3,2.1,3.4,3.5,1.83,3,3.25,2.1,3,3.25,2.1,3,3.2,2.1,1.8,1.8,1.83,1.83
E0,26/12/2002,Chelsea,Southampton,0,0,D,0,0,D,P Durkin,11,10,4,6,13,12,6,5,1,2,0,0,1.5,3.5,6,1.45,3.65,6.9,1.5,3.7,5,1.57,3.25,5.5,1.44,3.6,7,1.444,3.6,7,1.44,3.6,6.5,1.8,1.8,1.72,2
E0,26/12/2002,Liverpool,Blackburn,1,1,D,1,0,H,N Barry,12,10,6,5,8,6,7,4,1,1,0,0,1.615,3.6,4.5,1.62,3.45,5,1.6,3.4,4.6,1.67,3.25,4.5,1.67,3.4,4.5,1.615,3.4,5,1.61,3.3,5,1.8,1.8,1.9,1.8
E0,26/12/2002,Man City,Aston Villa,3,1,H,1,1,D,M Halsey,13,11,10,5,10,11,7,8,0,1,0,0,1.909,3.25,3.5,2.05,3.25,3.25,2,3.1,3.2,2,3.4,3,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.8,1.8,2,1.72
E0,26/12/2002,Middlesboro,Man United,3,1,H,1,0,H,G Barber,13,14,5,6,7,12,5,8,1,1,0,0,4,3.25,1.8,4,3.4,1.77,3.6,3.1,1.85,3.4,3.25,1.91,4,3.4,1.73,3.75,3.3,1.833,3.75,3.2,1.83,1.7,1.9,1.8,1.9
E0,26/12/2002,Sunderland,Leeds,1,2,A,1,0,H,M Dean,18,11,6,4,12,11,8,3,0,1,0,0,2.4,3.2,2.6,2.55,3.2,2.5,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.9,1.7,2.1,1.66
E0,26/12/2002,Tottenham,Charlton,2,2,D,0,1,A,A D'Urso,20,10,12,7,10,11,9,2,2,1,1,0,1.667,3.4,4.5,1.66,3.45,4.6,1.8,3.1,3.8,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.8,1.8,1.83,1.83
E0,26/12/2002,West Brom,Arsenal,1,2,A,1,0,H,G Poll,6,11,2,4,20,8,5,7,1,0,0,0,5.5,3.5,1.533,6,3.7,1.5,4.6,3.4,1.6,5,3.5,1.57,5.5,3.5,1.53,5.5,3.6,1.533,5,3.5,1.57,1.7,1.9,1.72,2
E0,26/12/2002,West Ham,Fulham,1,1,D,0,0,D,D Gallagher,11,11,5,5,16,11,7,1,2,1,1,0,2.25,3.25,2.75,2.15,3.3,3,2.1,3,3.1,2.1,3.4,2.8,2.1,3.25,3,2.1,3.25,3,2.25,3.2,2.75,1.9,1.7,2,1.72
E0,28/12/2002,Aston Villa,Middlesboro,1,0,H,1,0,H,R Styles,11,12,9,4,14,7,3,8,3,2,0,1,2.25,3.25,2.75,2.35,3.2,2.87,2.2,3,2.9,2,3.4,3,2.1,3.25,3,2.1,3.25,3,2.37,3.1,2.62,1.93,1.75,2.1,1.66
E0,28/12/2002,Blackburn,West Ham,2,2,D,1,1,D,A Wiley,11,7,3,1,11,12,4,1,3,2,0,0,1.615,3.4,5,1.7,3.45,4.85,1.65,3.3,4.4,1.62,3.5,4.5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5,1.88,1.78,1.83,1.83
E0,28/12/2002,Charlton,West Brom,1,0,H,1,0,H,S Dunn,8,18,5,8,13,20,6,10,2,3,0,0,1.667,3.5,4.333,1.69,3.45,4.6,1.65,3.3,4.4,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.85,1.85,2,1.72
E0,28/12/2002,Everton,Bolton,0,0,D,0,0,D,D Gallagher,15,3,9,1,11,13,8,4,1,4,0,0,1.533,3.5,5.5,1.62,3.55,5.7,1.65,3.3,4.4,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.57,3.3,5.5,1.85,1.85,1.8,1.9
E0,28/12/2002,Fulham,Man City,0,1,A,0,0,D,P Durkin,15,13,7,8,7,14,4,13,0,1,0,0,2.25,3.4,2.625,2.2,3.25,2.96,2.3,3,2.7,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.9,1.8,2,1.72
E0,28/12/2002,Leeds,Chelsea,2,0,H,2,0,H,G Barber,6,17,4,4,20,16,3,7,2,0,0,0,2.625,3.2,2.375,2.7,3.35,2.33,2.7,3,2.3,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.75,3.2,2.25,1.93,1.75,1.9,1.8
E0,28/12/2002,Man United,Birmingham,2,0,H,1,0,H,M Dean,22,7,10,2,12,9,13,4,1,2,0,0,1.25,5,9,1.26,5,9.51,1.25,4.5,9,1.2,5,11,1.22,5,10,1.222,5,10,1.25,5,8,1.65,2.2,1.72,2
E0,28/12/2002,Southampton,Sunderland,2,1,H,0,0,D,M Riley,18,4,6,1,7,18,17,3,1,2,0,0,1.667,3.5,4.333,1.73,3.45,4.6,1.7,3.2,4.2,1.57,3.5,5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.95,1.75,2,1.72
E0,29/12/2002,Arsenal,Liverpool,1,1,D,0,0,D,J Winter,13,9,6,2,14,15,15,4,1,3,0,0,1.727,3.25,4.333,1.85,3.35,4,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.727,3.25,4.333,1.83,3.2,3.75,1.85,1.85,1.83,1.83
E0,29/12/2002,Newcastle,Tottenham,2,1,H,1,0,H,S Bennett,14,9,10,6,9,12,7,6,1,2,0,0,1.8,3.4,3.75,1.85,3.35,4.05,1.8,3.1,3.8,1.8,3.2,4,1.67,3.4,4.33,1.8,3.25,4,1.72,3.25,4.2,1.8,1.9,1.72,2
E0,01/01/2003,Arsenal,Chelsea,3,2,H,1,0,H,U Rennie,7,8,7,7,13,9,2,7,0,0,0,0,1.8,3.25,4,1.85,3.25,4.2,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.75,3.25,4.2,1.72,3.25,4.2,1.8,1.8,1.9,1.8
E0,01/01/2003,Aston Villa,Bolton,2,0,H,1,0,H,M Messias,12,9,7,4,14,4,9,8,2,0,0,0,1.727,3.25,4.333,1.81,3.3,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.25,4.2,1.8,1.8,1.9,1.8
E0,01/01/2003,Blackburn,Middlesboro,1,0,H,0,0,D,D Pugh,17,7,10,3,15,8,5,2,0,0,0,0,1.909,3.25,3.5,2,3.25,3.6,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.909,3.25,3.5,1.83,3.3,3.6,1.85,1.75,2,1.72
E0,01/01/2003,Everton,Man City,2,2,D,1,1,D,A D'Urso,12,9,5,2,13,19,4,1,1,2,0,0,1.8,3.25,4,2,3.25,3.6,2,3.1,3.2,1.8,3.4,3.6,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.25,3.4,1.8,1.8,1.83,1.83
E0,01/01/2003,Leeds,Birmingham,2,0,H,1,0,H,P Dowd,12,9,6,5,14,9,5,8,1,2,0,0,1.615,3.4,5,1.66,3.5,5.1,1.65,3.3,4.4,1.53,3.5,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5,1.8,1.8,1.9,1.8
E0,01/01/2003,Man United,Sunderland,2,1,H,0,1,A,G Poll,31,4,18,1,12,11,10,2,2,1,0,0,1.2,5.5,10,1.21,5.2,12.5,1.2,5,10,1.17,5.5,12,1.2,5.5,10,1.2,5.5,10,1.2,5.5,9,1.65,1.95,1.66,2.1
E0,01/01/2003,Newcastle,Liverpool,1,0,H,1,0,H,D Gallagher,8,5,5,4,6,20,4,4,1,3,0,1,2.3,3.2,2.7,2.35,3.25,2.8,2.3,3,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.3,3.3,2.625,2.3,3.1,2.75,1.7,1.9,1.83,1.83
E0,01/01/2003,Southampton,Tottenham,1,0,H,0,0,D,M Halsey,12,11,6,7,15,5,5,5,0,0,0,0,2.2,3.25,3.25,2.3,3.25,2.91,2.2,3,2.9,2,3.4,3,2,3.25,3.25,2.1,3.25,3,2.1,3.2,3,1.9,1.7,1.9,1.8
E0,11/01/2003,Bolton,Fulham,0,0,D,0,0,D,A Wiley,17,13,5,8,15,16,7,4,1,2,0,0,2.25,3.25,2.75,2.2,3.2,2.95,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.1,2.75,1.9,1.7,1.9,1.8
E0,11/01/2003,Chelsea,Charlton,4,1,H,3,1,H,M Dean,15,6,7,5,9,13,8,4,4,3,0,0,1.571,3.4,5.5,1.55,3.6,5.5,1.65,3.3,4.4,1.57,3.25,5.5,1.53,3.4,6,1.533,3.4,6,1.53,3.4,5.5,1.8,1.8,1.83,1.83
E0,11/01/2003,Liverpool,Aston Villa,1,1,D,1,0,H,P Durkin,19,8,11,3,11,18,9,2,1,2,0,0,1.533,3.5,5.5,1.55,3.6,5.5,1.5,3.5,5.4,1.44,3.6,6.5,1.57,3.5,5,1.533,3.4,6,1.57,3.3,5.5,1.85,1.75,2,1.72
E0,11/01/2003,Man City,Leeds,2,1,H,1,0,H,R Styles,11,4,5,3,9,12,8,8,0,4,0,0,2.25,3.25,2.75,2.4,3.2,2.7,2.2,3.1,2.8,2.4,3.25,2.5,2.38,3.2,2.63,2.375,3.2,2.625,2.25,3.2,2.75,1.75,1.85,1.8,1.9
E0,11/01/2003,Middlesboro,Southampton,2,2,D,0,1,A,D Elleray,12,17,4,8,7,10,7,4,0,2,0,0,2.1,3.25,3,2,3.2,3.45,1.9,3.1,3.5,1.91,3.25,3.4,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.8,1.8,2,1.72
E0,11/01/2003,Sunderland,Blackburn,0,0,D,0,0,D,M Riley,9,12,4,4,18,12,3,4,1,3,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.6,3,2.4,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.75,3.1,2.3,1.9,1.7,2.1,1.66
E0,11/01/2003,West Brom,Man United,1,3,A,1,2,A,N Barry,9,9,3,4,10,7,2,6,0,1,0,0,5.5,3.5,1.533,5.5,3.6,1.55,4.6,3.4,1.6,6,3.4,1.5,6,3.5,1.5,6,3.4,1.533,5.5,3.4,1.53,1.65,1.95,1.83,1.83
E0,11/01/2003,West Ham,Newcastle,2,2,D,2,1,H,J Winter,13,12,8,7,17,18,5,3,0,1,0,0,2.7,3.2,2.3,2.62,3.25,2.4,2.5,3,2.5,2.5,3.25,2.4,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37,1.8,1.8,1.8,1.9
E0,12/01/2003,Birmingham,Arsenal,0,4,A,0,2,A,S Bennett,10,12,4,9,13,17,7,5,2,2,0,0,5,3.4,1.615,5,3.55,1.6,4.4,3.3,1.65,5,3.5,1.57,5,3.5,1.57,5.5,3.4,1.571,5,3.5,1.57,1.75,1.85,1.8,1.9
E0,12/01/2003,Tottenham,Everton,4,3,H,1,1,D,S Dunn,18,13,12,10,12,10,9,9,1,1,0,0,1.909,3.25,3.5,1.9,3.35,3.6,1.9,3.1,3.5,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.1,3.3,1.8,1.8,1.8,1.9
E0,18/01/2003,Aston Villa,Tottenham,0,1,A,0,0,D,N Barry,11,10,5,6,9,11,11,5,1,3,0,0,2.2,3.25,2.8,2.25,3.25,2.9,2.1,3,3.1,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.2,3.1,2.87,1.9,1.7,2,1.72
E0,18/01/2003,Blackburn,Birmingham,1,1,D,1,0,H,C Wilkes,14,15,10,7,16,15,4,11,2,3,1,0,1.615,3.4,5,1.65,3.45,4.85,1.6,3.4,4.6,1.62,3.25,5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5,1.95,1.65,2.1,1.66
E0,18/01/2003,Charlton,Bolton,1,1,D,0,0,D,D Elleray,10,10,5,5,11,12,7,7,0,0,0,0,1.727,3.5,4,1.8,3.25,4.2,1.85,3.1,3.6,1.62,3.25,5,1.8,3.25,4,1.8,3.25,4,1.72,3.2,4.33,1.9,1.7,2,1.72
E0,18/01/2003,Everton,Sunderland,2,1,H,0,1,A,P Dowd,15,7,9,5,14,19,13,8,2,3,0,0,1.615,3.4,5,1.7,3.4,4.6,1.7,3.2,4.2,1.62,3.25,5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5,1.85,1.75,2,1.72
E0,18/01/2003,Leeds,West Brom,0,0,D,0,0,D,U Rennie,10,8,4,1,11,12,6,5,1,1,0,1,1.533,3.5,5.5,1.5,3.7,6,1.45,3.6,5.8,1.44,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.44,3.75,6,1.9,1.7,2,1.72
E0,18/01/2003,Man United,Chelsea,2,1,H,1,1,D,P Durkin,10,10,8,5,9,9,6,6,0,0,0,0,1.727,3.25,4.333,1.75,3.4,4.33,1.8,3.1,3.8,1.73,3.4,4,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.1,4.5,1.7,1.9,1.66,2.1
E0,18/01/2003,Newcastle,Man City,2,0,H,1,0,H,G Poll,13,6,10,2,13,13,7,1,0,1,0,0,1.727,3.5,4,1.7,3.4,4.6,1.8,3.1,3.8,1.57,3.5,5,1.62,3.4,5,1.667,3.4,4.5,1.66,3.4,4.33,1.7,1.9,1.72,2
E0,18/01/2003,Southampton,Liverpool,0,1,A,0,1,A,S Bennett,8,17,4,7,8,10,6,4,1,1,0,0,2.4,3.2,2.6,2.5,3.2,2.6,2.5,3,2.5,2.25,3.2,2.75,2.38,3.2,2.63,2.5,3.2,2.5,2.3,3.1,2.75,1.9,1.7,1.9,1.8
E0,19/01/2003,Arsenal,West Ham,3,1,H,1,1,D,M Dean,24,5,13,2,17,9,12,1,3,1,0,1,1.286,5,7.5,1.3,4.5,9,1.35,4,7,1.29,4.5,8,1.29,4.5,8.5,1.286,4.5,8.5,1.28,4.5,8,1.65,1.95,1.66,2.1
E0,19/01/2003,Fulham,Middlesboro,1,0,H,1,0,H,M Halsey,18,8,6,4,12,12,8,4,0,1,0,0,2.2,3.2,2.875,2.22,3.15,3,2.1,3,3.1,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3,2,1.6,2.2,1.61
E0,22/01/2003,Charlton,West Ham,4,2,H,2,1,H,E Wolstenholme,12,11,4,3,11,7,8,2,0,1,0,0,2.1,3.25,3,2.1,3.25,3.15,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2,1.75,1.85,2,1.72
E0,22/01/2003,Newcastle,Bolton,1,0,H,1,0,H,P Dowd,10,12,7,4,15,6,7,3,1,2,0,0,1.4,3.75,7.5,1.4,3.9,7.5,1.4,3.7,6.5,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.65,1.95,1.72,2
E0,28/01/2003,Bolton,Everton,1,2,A,0,2,A,R Styles,7,6,5,4,8,15,5,6,2,1,0,0,2.5,3.2,2.5,2.55,3.15,2.55,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.6,3.1,2.4,1.9,1.7,2,1.72
E0,28/01/2003,Chelsea,Leeds,3,2,H,0,1,A,J Winter,13,5,7,5,6,6,7,3,2,1,0,0,1.615,3.4,5,1.75,3.33,4.44,1.75,3.2,4,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5,1.75,1.85,1.9,1.8
E0,28/01/2003,Middlesboro,Aston Villa,2,5,A,2,2,D,D Gallagher,13,15,8,9,13,11,6,3,1,2,0,0,1.8,3.25,4,1.85,3.2,4,2,3.1,3.2,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4,1.9,1.7,2.1,1.66
E0,28/01/2003,Sunderland,Southampton,0,1,A,0,0,D,N Barry,10,12,4,6,9,13,5,2,1,0,0,0,2.5,3.2,2.5,2.45,3.15,2.65,2.4,3,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5,1.9,1.7,2,1.72
E0,29/01/2003,Liverpool,Arsenal,2,2,D,0,1,A,M Halsey,16,20,12,15,14,11,9,10,1,1,0,0,2.625,3.2,2.375,2.37,3.2,2.72,2.3,3,2.7,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,2.9,2.5,1.85,1.75,1.9,1.8
E0,29/01/2003,Man City,Fulham,4,1,H,1,1,D,S Bennett,11,6,4,2,10,10,9,3,3,1,0,0,1.727,3.25,4.333,1.8,3.25,4.2,1.75,3.2,4,1.73,3.5,3.75,1.8,3.25,4,1.8,3.25,4,1.72,3.2,4.33,1.8,1.8,1.8,1.9
E0,29/01/2003,Tottenham,Newcastle,0,1,A,0,0,D,D Elleray,13,15,7,8,14,9,5,4,0,1,0,0,2.3,3.2,2.7,2.25,3.2,2.9,2.2,3,2.9,2.2,3.25,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.7,1.9,1.72,2
E0,29/01/2003,West Brom,Charlton,0,1,A,0,0,D,A D'Urso,15,3,6,2,12,14,6,6,0,2,0,0,2.5,3.2,2.5,2.4,3.15,2.7,2.4,3,2.6,2.6,3.2,2.38,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5,1.85,1.75,2,1.72
E0,29/01/2003,West Ham,Blackburn,2,1,H,0,1,A,A Wiley,9,4,7,1,16,14,5,4,1,1,0,0,2.5,3.2,2.5,2.4,3.15,2.7,2.4,3,2.6,2.25,3.2,2.75,2.38,3.2,2.63,2.375,3.2,2.625,2.5,3.1,2.5,1.8,1.8,1.8,1.9
E0,01/02/2003,Arsenal,Fulham,2,1,H,1,1,D,E Wolstenholme,11,3,6,1,10,16,6,4,3,1,0,0,1.25,5,9,1.3,4.5,9,1.3,4.2,8,1.25,4.5,10,1.25,4.5,10,1.25,4.75,10,1.25,5,8,1.65,1.95,1.66,2.1
E0,01/02/2003,Bolton,Birmingham,4,2,H,1,1,D,D Gallagher,15,11,10,6,16,10,7,4,2,2,0,0,2.25,3.25,2.75,2.15,3.2,3.05,2.2,3,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.88,2.2,3,3,1.85,1.75,2,1.72
E0,01/02/2003,Chelsea,Tottenham,1,1,D,1,1,D,P Durkin,16,8,8,5,7,15,11,3,1,1,0,0,1.66,3.4,4.5,1.72,3.3,4.55,1.75,3.2,4,1.73,3.4,4,1.67,3.2,5,1.67,3.2,5,1.66,3.3,4.5,1.75,1.85,1.83,1.83
E0,01/02/2003,Everton,Leeds,2,0,H,0,0,D,M Halsey,13,8,5,2,6,16,6,4,0,1,0,0,1.9,3.25,3.5,2.02,3.25,3.3,2.1,3,3.1,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,1.83,3.3,3.6,1.8,1.8,1.9,1.8
E0,01/02/2003,Man City,West Brom,1,2,A,1,1,D,N Barry,12,9,7,5,10,17,6,6,1,2,0,1,1.5,3.5,6,1.52,3.55,5.95,1.55,3.4,5,1.53,3.5,5.5,1.53,3.4,6,1.53,3.4,6,1.44,3.6,6.5,1.7,1.9,1.83,1.83
E0,01/02/2003,Southampton,Man United,0,2,A,0,2,A,P Dowd,9,13,4,8,15,13,7,6,2,0,0,0,4,3.25,1.8,3.98,3.35,1.8,3.5,3.1,1.9,3.75,3.25,1.8,4,3.25,1.8,4,3.25,1.8,3.75,3.3,1.8,1.7,1.9,1.8,1.9
E0,01/02/2003,Sunderland,Charlton,1,3,A,0,3,A,A Wiley,13,14,5,4,21,12,8,3,1,1,0,0,2.4,3.2,2.6,2.35,3.2,2.7,2.4,3,2.6,2.38,3.2,2.6,2.3,3.2,2.7,2.3,3.2,2.7,2.5,3.1,2.5,1.85,1.75,2,1.72
E0,02/02/2003,Aston Villa,Blackburn,3,0,H,2,0,H,M Dean,16,7,9,1,8,21,9,2,1,5,0,0,2.2,3.25,2.8,2.2,3.25,2.9,2.2,3,2.9,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.3,2.87,1.8,1.8,1.83,1.83,
E0,02/02/2003,West Ham,Liverpool,0,3,A,0,2,A,M Messias,7,11,2,5,12,12,6,8,1,0,0,0,3.25,3.25,2,3.45,3.25,1.95,3.1,3,2.1,3.4,3.25,1.91,3.25,3.25,2,3.25,3.25,2,3.4,3.25,1.9,1.85,1.75,1.8,1.9,
E0,04/02/2003,Birmingham,Man United,0,1,A,0,0,D,S Dunn,5,15,3,7,9,14,3,5,1,1,0,0,6.5,3.75,1.444,7,3.6,1.45,4.8,3.5,1.55,6.5,3.6,1.44,6.5,3.75,1.44,7,3.75,1.4,7,3.5,1.44,1.7,1.95,1.72,2,
E0,08/02/2003,Birmingham,Chelsea,1,3,A,0,1,A,M Halsey,7,3,6,3,13,14,7,2,1,4,0,0,4,3.25,1.8,3.9,3.25,1.85,3.5,3.1,1.9,3.75,3.25,1.8,4,3.25,1.8,4,3.25,1.8,3.75,3.2,1.83,1.7,1.9,1.9,1.8,
E0,08/02/2003,Blackburn,Southampton,1,0,H,1,0,H,M Riley,18,11,11,5,9,11,6,6,0,1,0,0,2.2,3.25,2.8,2.25,3.2,2.9,2.1,3,3.1,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3,1.8,1.8,1.9,1.8,
E0,08/02/2003,Charlton,Everton,2,1,H,1,0,H,J Winter,19,14,10,6,15,10,4,10,0,1,0,0,2.25,3.25,2.75,2.35,3.25,2.7,2.2,3,2.9,2.2,3.2,2.8,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.8,1.8,1.9,1.8,
E0,08/02/2003,Fulham,Aston Villa,2,1,H,2,1,H,S Dunn,17,8,10,5,11,14,6,5,1,3,0,0,2.25,3.25,2.75,2.35,3.25,2.7,2.3,3,2.7,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.9,1.7,2,1.72,
E0,08/02/2003,Leeds,West Ham,1,0,H,1,0,H,D Gallagher,10,12,7,3,13,13,9,6,2,2,0,1,1.727,3.5,4,1.8,3.4,4,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.8,3.3,3.75,1.75,1.85,1.8,1.9,
E0,08/02/2003,Liverpool,Middlesboro,1,1,D,0,1,A,S Bennett,17,2,10,2,16,12,14,3,0,2,0,0,1.444,3.75,6.5,1.5,3.8,5.8,1.45,3.8,5.4,1.5,3.4,6,1.5,3.5,6,1.533,3.4,6,1.44,3.6,6.5,1.85,1.75,2,1.72,
E0,08/02/2003,Tottenham,Sunderland,4,1,H,2,1,H,R Styles,16,8,7,6,12,11,10,8,0,2,0,0,1.5,3.5,6,1.57,3.6,5.5,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.4,3.6,7.5,1.75,1.85,1.9,1.8,
E0,08/02/2003,West Brom,Bolton,1,1,D,0,1,A,D Elleray,15,7,8,5,8,12,5,4,2,4,0,0,2.3,3.2,2.7,2.3,3.2,2.8,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.25,3.2,2.75,1.85,1.75,2,1.72,
E0,09/02/2003,Man United,Man City,1,1,D,1,0,H,A Wiley,15,9,8,6,8,10,10,4,1,1,0,0,1.4,3.75,7.5,1.45,4,6.2,1.45,3.8,5.4,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,1.95,1.66,2.1,
E0,09/02/2003,Newcastle,Arsenal,1,1,D,0,1,A,N Barry,6,18,4,10,11,10,6,7,2,2,1,0,2.625,3.2,2.375,2.7,3.15,2.4,2.4,3,2.6,3,3.2,2.1,2.75,3.25,2.25,2.75,3.2,2.3,2.62,3.2,2.3,1.7,1.9,1.72,2,
E0,19/02/2003,Fulham,West Brom,3,0,H,0,0,D,U Rennie,12,9,8,4,13,18,2,3,1,2,0,0,1.727,3.25,4.333,1.75,3.3,4.45,1.75,3.2,4,1.67,3.25,4.5,1.67,3.25,4.75,1.667,3.2,5,1.61,3.3,5,1.9,1.7,2.15,1.66,
E0,22/02/2003,Bolton,Man United,1,1,D,0,0,D,A D'Urso,13,7,5,3,13,10,8,5,1,1,0,0,5.5,3.5,1.533,5.4,3.45,1.6,4.6,3.4,1.6,6,3.4,1.5,6,3.5,1.5,5.5,3.4,1.571,5.5,3.4,1.53,1.7,1.9,1.75,2.05,
E0,22/02/2003,Charlton,Aston Villa,3,0,H,0,0,D,P Dowd,14,13,9,6,17,20,6,6,2,2,0,0,2.1,3.25,3,2.2,3.2,3.1,2,3.1,3.2,2,3.2,3.2,2,3.25,3.25,2.1,3.2,3.1,1.9,3.2,3.5,1.8,1.8,2.05,1.75,
E0,22/02/2003,Chelsea,Blackburn,1,2,A,0,0,D,G Poll,16,6,9,5,11,12,5,2,2,1,0,0,1.533,3.5,5.5,1.6,3.5,5.25,1.65,3.3,4.4,1.62,3.25,5,1.5,3.5,6,1.533,3.4,6,1.53,3.4,5.5,1.7,1.9,1.8,2,,,
