D1,05/03/05,Stuttgart,Bielefeld,2,1,H,0,0,D,19,5,23,23,9,2,0,1,0,0,1.5,3.5,6,1.45,4.2,5.7,1.55,3.75,6,1.5,3.7,5,1.53,3.5,5.5,1.53,3.6,6,1.5,3.6,5.5,2,1.71,1.8,2,1.95,1.8,-1.25,1.86,1.98,-1,1.85,2.05,-1,,,,,
D1,06/03/05,Hertha,Kaiserslautern,1,1,D,0,0,D,24,11,14,21,6,6,3,2,0,0,1.66,3.4,4.5,1.6,3.7,4.9,1.67,3.6,4.9,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.5,4.75,1.7,3.3,4.33,2.05,1.65,1.7,2.1,2.05,1.7,-1,1.82,2.02,-0.75,1.825,2.075,-0.75,,,,,
D1,06/03/05,Nurnberg,Dortmund,2,2,D,0,0,D,17,16,19,16,4,7,5,3,1,0,2.62,3.2,2.37,2.5,3.3,2.5,2.55,3.3,2.6,2.5,3,2.5,2.5,3.2,2.5,2.6,3.2,2.6,2.5,3.25,2.4,2,1.71,1.8,2,2.2,1.6,-0.25,1.86,1.98,0,1.9,2,0,,,,,
D1,12/03/05,Bielefeld,Hamburg,3,4,A,2,3,A,19,10,21,33,5,3,3,3,0,1,2.4,3.2,2.6,2.5,3.3,2.5,2.62,3.25,2.55,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.6,2.37,3.1,2.62,1.71,2,1.8,2,1.9,1.82,0,2.02,1.82,0,2,1.9,0,,,,,
D1,12/03/05,Freiburg,Nurnberg,2,3,A,1,1,D,15,20,14,18,8,7,1,3,0,0,2.4,3.2,2.6,2.35,3.35,2.65,2.35,3.3,2.85,2.5,3,2.5,2.38,3.2,2.6,2.38,3.2,2.75,2.3,3.2,2.62,1.65,2.05,1.8,2,2.05,1.7,-0.25,2.06,1.78,-0.25,2.05,1.85,-0.25,,,,,
D1,12/03/05,Hansa Rostock,Bochum,3,1,H,1,0,H,14,19,23,25,3,5,1,2,0,0,2,3.25,3.25,2,3.45,3.2,2.05,3.3,3.45,2,3.1,3.2,2,3.2,3.2,2.1,3.25,3.2,2,3.2,3.2,1.75,1.95,1.8,2,1.73,2,-0.25,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,
D1,12/03/05,Kaiserslautern,M'gladbach,1,0,H,1,0,H,17,17,23,19,3,5,1,1,0,0,1.9,3.25,3.5,1.8,3.4,3.95,2.1,3.15,3.4,1.8,3.1,3.8,1.91,3.25,3.4,2,3.25,3.4,1.72,3.4,4,1.8,1.8,1.8,2,1.73,2,-0.25,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,
D1,12/03/05,Leverkusen,Hertha,3,3,D,2,2,D,22,9,18,17,11,2,2,0,0,1,2,3.25,3.25,1.95,3.3,3.5,2,3.3,3.65,2.1,3,3.1,2,3.2,3.2,2,3.25,3.4,1.95,3.25,3.3,1.65,2.05,1.65,2.2,2,1.73,-0.5,2.04,1.8,-0.5,2.15,1.75,-0.5,,,,,
D1,12/03/05,Werder Bremen,Mainz,0,0,D,0,0,D,20,8,14,18,6,8,2,3,0,0,1.33,4.33,7.5,1.25,5.2,9.2,1.3,4.75,10,1.27,4.3,8.5,1.33,4,8,1.33,4.33,8.5,1.3,4.33,8,1.45,2.5,1.55,2.37,,,,1.88,1.96,-1.5,1.925,1.975,-1.5,,,,,
D1,12/03/05,Wolfsburg,Hannover,1,0,H,1,0,H,13,17,28,15,3,8,3,3,0,0,1.61,3.4,5,1.7,3.6,4.3,1.75,3.4,4.75,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.5,5,1.61,3.5,4.5,1.66,2.05,1.7,2.1,1.82,1.9,-0.75,1.78,2.06,-0.75,1.8,2.1,-0.75,,,,,
D1,13/03/05,Dortmund,Stuttgart,0,2,A,0,1,A,18,13,20,16,8,1,3,4,1,1,2.3,3.2,2.7,2.2,3.35,2.85,2.25,3.3,3,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.88,2.3,3.1,2.75,1.79,1.9,1.8,2,2,1.73,-0.25,2.08,1.76,-0.25,2.15,1.75,-0.25,,,,,
D1,13/03/05,Schalke 04,Bayern Munich,1,0,H,0,0,D,11,17,23,26,1,4,2,2,0,0,2.5,3,2.62,2.35,3.25,2.7,2.45,3.2,2.8,2.3,3,2.7,2.5,2.88,2.62,2.5,3.2,2.7,2.3,3.1,2.75,1.79,1.9,1.85,1.95,1.73,2,0,2.12,1.72,-0.25,1.8,2.1,0,,,,,
D1,19/03/05,Bayern Munich,Hansa Rostock,3,1,H,1,1,D,25,6,16,22,9,5,3,5,0,0,1.22,5,10,1.2,5.75,10.5,1.25,5.5,10.5,1.25,4.5,9,1.22,5,9,1.25,5,10,1.22,5,9.5,1.55,2.25,1.6,2.3,1.75,2.08,-1.5,1.7,2.14,-1.5,1.775,2.125,-1.5,,,,,
D1,19/03/05,Bochum,Wolfsburg,5,1,H,4,0,H,12,19,13,21,5,9,1,2,0,0,2.4,3.2,2.6,2.3,3.35,2.7,2.4,3.35,2.75,2.4,3.1,2.5,2.38,3.2,2.6,2.38,3.25,2.7,2.4,3.25,2.5,1.71,2,1.7,2.1,1.77,2.05,0,1.76,2.08,0,1.775,2.125,0,,,,,
D1,19/03/05,Hamburg,Dortmund,2,3,A,1,1,D,10,17,20,19,3,3,2,3,0,0,1.8,3.25,4,1.8,3.5,3.85,1.83,3.4,4.2,1.85,3.1,3.6,1.73,3.4,4,1.8,3.4,4,1.72,3.25,4.2,1.6,2.15,1.65,2.2,1.83,1.88,-0.5,1.76,2.08,-0.5,1.825,2.075,-0.5,,,,,
D1,19/03/05,Hannover,M'gladbach,2,1,H,0,1,A,9,11,13,21,4,2,1,3,0,0,2.1,3.25,3,1.95,3.3,3.5,2.1,3.25,3.4,2,3.1,3.2,2.1,3.2,3,2.1,3.2,3.2,2,3.3,3.1,1.85,1.85,1.9,1.9,1.85,1.95,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,
D1,19/03/05,Hertha,Bielefeld,3,0,H,1,0,H,12,15,23,18,3,4,0,3,0,0,1.5,3.5,6,1.5,3.9,5.6,1.55,3.75,6,1.55,3.5,4.8,1.5,3.4,6,1.53,3.6,6,1.53,3.5,5.5,1.71,2,1.8,2,1.85,1.95,-1,1.86,1.98,-1,1.85,2.05,-1,,,,,
D1,19/03/05,Leverkusen,Kaiserslautern,2,0,H,1,0,H,16,13,13,21,5,9,2,2,0,0,1.66,3.4,4.5,1.55,3.8,5.2,1.65,3.6,5.2,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.5,5,1.66,3.3,4.5,1.6,2.15,1.6,2.3,1.75,2.08,-0.75,1.76,2.08,-0.75,1.825,2.075,-0.75,,,,,
D1,19/03/05,Nurnberg,Werder Bremen,1,2,A,0,2,A,12,18,17,23,2,10,3,2,0,0,3.75,3.3,1.8,3.4,3.5,1.9,4.1,3.4,1.85,3.2,3.1,2,3.75,3.2,1.83,4.33,3.25,1.8,3.6,3.3,1.83,1.55,2.25,1.53,2.4,1.86,1.85,0.5,2.06,1.78,0.5,2.075,1.825,0.5,,,,,
D1,20/03/05,Mainz,Schalke 04,2,1,H,1,0,H,15,17,18,27,4,5,1,3,0,0,4.2,3.4,1.83,4.1,3.5,1.75,4.25,3.4,1.83,3.8,3.1,1.8,4,3.2,1.8,4,3.4,1.85,3.75,3.3,1.8,1.75,1.95,1.85,1.95,1.89,1.83,0.5,1.98,1.86,0.5,2.05,1.85,0.5,,,,,
D1,20/03/05,Stuttgart,Freiburg,1,0,H,1,0,H,16,6,16,23,7,5,1,2,0,0,1.28,4.5,8.5,1.25,5.2,9.2,1.28,5.25,9.5,1.3,4.2,8,1.22,5,9,1.29,4.75,9,1.25,5,8,1.5,2.35,1.55,2.37,1.73,2.1,-1.5,1.74,2.1,-1.5,2.05,1.85,-1.75,,,,,
D1,02/04/05,Bielefeld,Leverkusen,1,0,H,0,0,D,12,12,17,24,8,5,1,2,0,0,3,3.25,2.1,2.9,3.3,2.2,3,3.2,2.25,2.9,3,2.2,2.75,3.2,2.25,3,3.2,2.2,2.62,3.3,2.25,1.6,2.15,1.61,2.25,2,1.8,0.25,2.04,1.8,0.25,2.025,1.875,0.25,,,,,
D1,02/04/05,Freiburg,Hamburg,1,1,D,1,1,D,12,18,22,25,2,3,3,3,0,1,3.5,3.25,1.9,4.1,3.5,1.75,4.1,3.3,1.85,4,3.2,1.75,3.75,3.25,1.8,4,3.4,1.8,3.6,3.4,1.8,1.55,2.25,1.6,2.3,1.85,1.8,0.5,,,,2,1.9,0.5,,,,,
D1,02/04/05,Hansa Rostock,Mainz,2,0,H,1,0,H,8,15,21,16,2,6,2,1,0,0,1.8,3.3,3.75,1.95,3.3,3.5,1.85,3.4,3.9,1.9,3.1,3.5,1.8,3.2,4,1.8,3.2,4.33,1.95,3.3,3.25,1.71,2,1.75,2.05,1.9,1.76,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5,,,,,
D1,02/04/05,Kaiserslautern,Hannover,0,2,A,0,0,D,18,8,21,19,8,1,2,2,0,0,1.8,3.25,4,1.8,3.4,4,1.8,3.3,4.3,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.4,4,1.72,3.4,4,1.79,1.9,1.8,2,1.8,1.87,-0.5,1.84,2,-0.5,1.825,2.05,-0.5,,,,,
D1,02/04/05,Schalke 04,Nurnberg,4,1,H,3,0,H,19,9,9,16,7,4,1,2,0,0,1.36,4,7.5,1.4,4.1,7,1.37,4.25,8,1.4,3.9,6,1.36,4,7,1.36,4.2,8,1.36,3.75,8,1.55,2.25,1.53,2.4,1.8,2,-1.25,1.74,2.1,-1.25,1.8,2.1,-1.25,,,,,
D1,02/04/05,Werder Bremen,Stuttgart,1,2,A,0,0,D,13,6,19,26,6,3,3,4,1,0,1.9,3.1,3.75,1.9,3.35,3.6,1.9,3.25,3.85,1.9,3.1,3.5,1.91,3.25,3.4,1.95,3.25,3.6,1.9,3.25,3.4,1.65,2.05,1.61,2.25,1.9,1.76,-0.5,1.92,1.92,-0.5,1.9,2,-0.5,,,,,,
D1,02/04/05,Wolfsburg,Bayern Munich,0,3,A,0,2,A,8,10,19,16,8,2,2,1,0,0,3.75,3.4,1.8,4.1,3.5,1.75,4,3.4,1.85,3.6,3.1,1.85,3.75,3.25,1.8,3.75,3.4,1.85,3.6,3.3,1.83,1.6,2.15,1.6,2.3,1.84,1.85,0.5,2,1.84,0.5,2.075,1.825,0.5,,,,,,
D1,03/04/05,Dortmund,Hertha,2,1,H,2,0,H,16,16,12,14,4,7,1,0,0,0,2.3,3.2,2.7,2.4,3.35,2.6,2.3,3.2,2.9,2.4,3,2.6,2.25,3.2,2.75,2.3,3.2,2.8,2.3,3.2,2.62,1.75,1.95,1.75,2.05,1.8,2,0,1.78,2.06,0,1.8,2.1,0,,,,,,
D1,03/04/05,M'gladbach,Bochum,2,2,D,1,0,H,14,22,21,28,10,6,2,4,0,0,1.8,3.25,4,1.8,3.4,4,1.8,3.3,4.3,1.8,3.1,3.8,1.67,3.4,4.33,1.83,3.3,4.33,1.72,3.4,4,1.71,2,1.65,2.2,1.8,1.87,-0.5,1.78,2.06,-0.5,1.85,2.05,-0.5,,,,,,
D1,09/04/05,Bayern Munich,M'gladbach,2,1,H,0,0,D,22,6,17,15,4,2,2,3,0,1,1.28,4.5,8.5,1.25,5,10,1.25,5,11,1.3,4.2,8,1.25,4.5,10,1.25,5.5,8.5,1.25,4.5,10,1.55,2.25,1.6,2.3,1.9,1.9,-1.5,1.98,1.86,-1.5,2,1.9,-1.5,,,,,,
D1,09/04/05,Bochum,Hannover,1,0,H,0,0,D,15,6,26,16,1,2,1,1,0,0,2,3.25,3.25,2,3.35,3.3,2,3.3,3.5,2,3.1,3.2,2,3.2,3.2,2,3.3,3.4,2.1,3.3,2.87,1.65,2.05,1.75,2.05,1.75,2.05,-0.25,1.98,1.86,-0.5,1.95,1.95,-0.5,,,,,,
D1,09/04/05,Hamburg,Werder Bremen,1,2,A,0,1,A,14,16,23,29,8,3,4,3,0,0,2.37,3.2,2.62,2.35,3.35,2.65,2.4,3.25,2.75,2.3,3,2.7,2.38,3.2,2.6,2.62,3.1,2.62,2.37,3.1,2.62,1.6,2.15,1.55,2.37,1.85,1.95,0,1.92,1.92,0,2,1.9,0,,,,,,
D1,09/04/05,Hertha,Freiburg,3,1,H,2,0,H,13,15,12,17,8,3,1,1,0,0,1.33,4.33,7.5,1.25,5,10,1.25,5,11,1.27,4.3,8.5,1.25,4.5,10,1.25,5.25,9.5,1.25,4.5,10,1.55,2.25,1.55,2.37,1.8,2,-1.5,1.82,2.02,-1.5,1.875,2.025,-1.5,,,,,,
D1,09/04/05,Leverkusen,Dortmund,0,1,A,0,0,D,14,15,19,17,4,5,2,1,0,0,1.8,3.25,4,1.75,3.5,4.1,1.83,3.3,4.2,1.9,3.1,3.5,1.73,3.4,4,1.8,3.4,4,1.8,3.25,3.8,1.6,2.15,1.55,2.37,1.83,1.85,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,
D1,09/04/05,Mainz,Wolfsburg,0,2,A,0,0,D,19,12,18,18,7,8,2,2,0,0,1.9,3.25,3.5,2.05,3.25,3.25,1.97,3.3,3.75,2,3.1,3.2,2,3.2,3.2,2,3.3,3.4,1.95,3.4,3.1,1.65,2.05,1.7,2.1,1.97,1.76,-0.5,1.84,2,-0.5,1.95,1.95,-0.5,,,,,,
D1,09/04/05,Stuttgart,Schalke 04,3,0,H,1,0,H,7,9,11,17,3,4,1,5,0,1,2.25,3,3,2.25,3.35,2.8,2.3,3.2,2.9,2.3,3,2.7,2.2,3.2,2.8,2.1,3.2,3.25,2.15,3.25,2.87,1.71,2,1.8,2,2,1.8,-0.25,2.04,1.8,-0.25,2.05,1.85,-0.25,,,,,,
D1,10/04/05,Bielefeld,Kaiserslautern,0,2,A,0,2,A,19,16,15,31,7,7,2,2,0,0,2.1,3.25,3,2.15,3.3,3,2.05,3.25,3.4,2.1,3,3.1,2.1,3.2,3,1.9,3.3,3.75,2.05,3.3,3,1.75,1.95,1.8,2,1.8,2,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,
D1,10/04/05,Nurnberg,Hansa Rostock,3,0,H,0,0,D,17,14,26,23,4,4,5,0,0,0,2,3.25,3.25,2,3.35,3.3,2.05,3.2,3.4,2.2,3,2.9,2,3.2,3.2,2,3.3,3.4,2,3.3,3.1,1.65,2.05,1.7,2.1,1.85,1.95,-0.25,1.88,1.96,-0.25,1.9,2,-0.25,,,,,,
D1,16/04/05,Dortmund,Bielefeld,1,1,D,1,0,H,14,9,22,12,4,7,3,4,0,0,1.53,3.4,6,1.5,3.9,5.6,1.55,3.6,6,1.5,3.7,5,1.5,3.4,6,1.5,3.75,6,1.5,3.6,5.5,1.65,2.05,1.8,2,1.9,1.9,-1,1.88,1.96,-1,1.9,2,-1,,,,,,
D1,16/04/05,Freiburg,Leverkusen,1,3,A,1,1,D,16,14,17,17,3,4,3,3,0,0,4,3.5,1.72,4.2,3.6,1.7,4.2,3.4,1.8,4,3.2,1.75,4,3.4,1.73,4.2,3.5,1.73,4,3.4,1.72,1.65,2.05,1.7,2.1,1.88,1.8,0.5,2.12,1.72,0.5,2.15,1.75,0.5,,,,,,
D1,16/04/05,Hannover,Bayern Munich,0,1,A,0,0,D,8,17,12,9,2,8,1,1,0,0,5,3.4,1.61,4.75,3.5,1.65,5,3.5,1.67,4.6,3.4,1.6,4.33,3.4,1.67,4.75,3.5,1.67,4.5,3.5,1.61,1.71,2,1.8,2,1.95,1.85,0.75,2.06,1.78,0.75,2.1,1.8,0.75,,,,,,
D1,16/04/05,Hansa Rostock,Stuttgart,2,1,H,1,0,H,10,6,23,20,5,4,4,5,0,0,4,3.25,1.8,3.5,3.45,1.9,3.95,3.4,1.85,3.5,3.1,1.9,3.75,3.25,1.8,3.75,3.4,1.85,3.75,3.3,1.8,1.71,2,1.8,2,1.83,1.85,0.5,1.98,1.86,0.5,2.1,1.8,0.5,,,,,
D1,16/04/05,M'gladbach,Mainz,1,1,D,0,0,D,8,16,20,21,4,2,2,0,0,0,1.72,3.5,4,1.75,3.4,4.2,1.7,3.4,4.75,1.75,3.2,4,1.73,3.4,4,1.73,3.4,4.5,1.7,3.4,4.2,1.71,2,1.8,2,1.9,1.9,-0.75,1.86,1.98,-0.75,1.9,2,-0.75,,,,,
D1,16/04/05,Schalke 04,Hamburg,1,2,A,1,0,H,13,12,27,28,2,3,6,2,0,0,1.57,3.6,5,1.6,3.6,5,1.65,3.6,4.9,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.4,4.75,1.66,3.4,4.33,1.6,2.15,1.65,2.2,1.85,1.95,-0.75,1.84,2,-0.75,1.925,1.975,-0.75,,,,,
D1,16/04/05,Werder Bremen,Hertha,0,1,A,0,1,A,19,9,18,20,11,2,0,1,0,0,1.8,3.25,4,1.9,3.35,3.6,1.9,3.3,3.9,1.9,3.1,3.5,1.8,3.25,3.75,1.85,3.25,4,1.83,3.3,3.6,1.55,2.25,1.61,2.25,1.9,1.79,-0.5,1.86,1.98,-0.5,1.9,2,-0.5,,,,,
D1,17/04/05,Kaiserslautern,Bochum,1,2,A,0,1,A,24,15,20,18,9,9,2,4,0,0,1.9,3.25,4,1.9,3.45,3.5,1.95,3.25,3.75,1.8,3.1,3.8,1.83,3.4,3.5,1.91,3.4,3.75,1.8,3.4,3.6,1.75,1.95,1.8,2,1.95,1.74,-0.5,2.1,1.74,-0.5,2.125,1.775,-0.5,,,,,
D1,17/04/05,Wolfsburg,Nurnberg,0,1,A,0,0,D,14,11,18,22,6,5,2,3,0,0,1.72,3.5,4,1.8,3.5,3.8,1.8,3.4,4.2,1.75,3.2,4,1.73,3.4,4,1.8,3.4,4,1.7,3.4,4.2,1.55,2.25,1.5,2.5,1.8,1.88,-0.5,1.76,2.08,-0.5,1.8,2.1,-0.5,,,,,
D1,23/04/05,Bayern Munich,Bochum,3,1,H,2,0,H,22,9,13,9,7,4,1,1,0,1,1.25,5,8.5,1.25,5.2,9,1.25,5.25,10,1.27,4.3,8.5,1.25,5,8,1.25,5,10,1.25,5,8,1.55,2.25,1.57,2.35,1.95,1.85,-1.5,1.96,1.88,-1.5,1.95,1.95,-1.5,,,,,
D1,23/04/05,Bielefeld,Freiburg,3,1,H,1,1,D,18,11,13,15,2,7,0,1,0,0,1.5,3.5,6,1.45,4.2,5.8,1.52,3.75,6,1.4,3.9,6,1.5,3.6,5.5,1.5,3.6,6.5,1.44,3.75,6,1.65,2.05,1.7,2.1,1.95,1.85,-1,,,,2.075,1.825,-1,,,,,
D1,23/04/05,Dortmund,Kaiserslautern,4,2,H,2,2,D,17,7,17,20,3,2,2,0,0,0,1.53,3.6,5.5,1.55,3.7,5.3,1.6,3.5,5.5,1.55,3.5,4.8,1.57,3.5,5,1.62,3.5,5,1.6,3.4,4.8,1.71,2,1.85,1.95,1.9,1.9,-1,1.96,1.88,-1,1.95,1.95,-1,,,,,
D1,23/04/05,Hamburg,Hansa Rostock,3,0,H,0,0,D,15,11,22,22,4,5,0,5,0,0,1.57,3.4,5.5,1.55,3.7,5.3,1.57,3.65,5.6,1.6,3.4,4.6,1.53,3.5,5.5,1.57,3.6,5.5,1.5,3.6,5.5,1.55,2.25,1.65,2.2,1.8,2,-0.75,1.88,1.96,-0.75,1.9,2,-0.75,,,,,
D1,23/04/05,Hertha,Schalke 04,4,1,H,2,1,H,18,6,23,19,4,2,2,3,0,1,2.3,3.2,2.7,2.3,3.1,2.9,2.2,3.3,2.9,2.2,3,2.9,2.2,3.2,2.8,2.2,3.2,3,2.25,3.2,2.75,1.65,2.05,1.7,2.1,1.8,2,-0.25,1.86,1.98,-0.25,1.875,2.025,-0.25,,,,,
D1,23/04/05,Mainz,Hannover,2,0,H,1,0,H,14,7,16,10,3,2,1,0,0,0,1.8,3.25,4,1.9,3.25,3.7,1.83,3.4,4,1.8,3.1,3.8,1.83,3.2,3.75,1.85,3.4,3.75,1.9,3.3,3.3,1.79,1.9,1.95,1.85,1.83,1.84,-0.5,1.82,2.02,-0.5,1.85,2,-0.5,,,,,
D1,23/04/05,Stuttgart,Wolfsburg,0,0,D,0,0,D,20,8,15,18,8,5,2,4,0,0,1.44,3.75,6.5,1.45,4.2,5.8,1.45,3.9,7,1.5,3.7,5,1.44,3.6,6.5,1.44,3.75,7,1.4,3.75,7,1.6,2.15,1.6,2.3,2,1.8,-1.25,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,
D1,24/04/05,Leverkusen,Werder Bremen,2,1,H,2,1,H,7,17,18,17,6,2,3,1,0,0,2.2,3.25,2.8,2.25,3.2,2.9,2.25,3.25,2.95,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.2,3,2.2,3.25,2.75,1.55,2.25,1.57,2.35,1.9,1.9,-0.25,1.96,1.88,-0.25,1.95,1.95,-0.25,,,,,
D1,24/04/05,Nurnberg,M'gladbach,0,0,D,0,0,D,18,12,26,24,6,4,2,2,0,0,2.1,3.25,3,2.1,3.1,3.3,2.1,3.25,3.25,2,3.2,3.1,2.1,3.2,3,2.1,3.2,3.4,2,3.4,3,1.71,2,1.75,2.05,1.9,1.9,-0.25,1.94,1.9,-0.25,2,1.9,-0.25,,,,,
D1,30/04/05,Bochum,Mainz,2,6,A,1,1,D,13,25,19,20,3,1,5,2,0,0,1.66,3.3,4.5,1.75,3.45,4.25,1.75,3.3,4.25,1.75,3.2,4,1.67,3.4,4.33,1.7,3.4,4.5,1.7,3.4,4.2,1.71,2,1.8,2,1.75,1.86,-0.5,1.86,1.98,-0.75,1.9,2,-0.75,,,,,
D1,30/04/05,Freiburg,Dortmund,2,2,D,1,2,A,14,14,19,14,7,4,3,1,0,0,5,3.5,1.57,4.8,3.7,1.6,5,3.5,1.6,4.8,3.5,1.55,5,3.5,1.57,5,3.5,1.62,5,3.5,1.57,1.6,2.15,1.8,2,2.1,1.72,0.75,,,,2.15,1.75,0.75,,,,,
D1,30/04/05,Hansa Rostock,Hertha,2,1,H,1,0,H,12,13,17,13,6,5,4,3,0,0,3.4,3.25,1.9,3.45,3.35,1.95,3.4,3.3,1.95,3.4,3.2,1.9,3.4,3.25,1.91,3.4,3.25,2,3.25,3.4,1.9,1.75,1.95,1.8,2,1.67,1.95,0.5,,,,1.95,1.95,-0.25,,,,,
D1,30/04/05,Kaiserslautern,Bayern Munich,0,4,A,0,2,A,9,19,19,15,3,11,4,1,0,0,4.5,3.3,1.66,4.2,3.4,1.75,4.5,3.35,1.7,4,3.2,1.75,4.33,3.4,1.67,4.5,3.4,1.7,4.33,3.4,1.66,1.79,1.9,1.95,1.85,1.95,1.85,0.75,2,1.84,0.75,2.05,1.85,0.75,,,,,
D1,30/04/05,M'gladbach,Stuttgart,2,0,H,2,0,H,19,6,27,19,5,1,3,5,0,1,2.75,3.2,2.25,2.9,3.3,2.2,2.75,3.2,2.3,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.4,2.62,3.2,2.3,1.75,1.95,1.85,1.95,1.95,1.85,0,1.7,2.14,0.25,2.025,1.875,0,,,,,
D1,30/04/05,Schalke 04,Leverkusen,3,3,D,3,1,H,23,10,18,22,5,2,3,2,0,1,1.83,3.2,3.75,1.85,3.45,3.7,1.85,3.3,3.8,2,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.75,1.8,3.3,3.75,1.62,2.1,1.65,2.2,1.85,1.77,-0.5,1.96,1.88,-0.5,2,1.9,-0.5,,,,,
D1,30/04/05,Werder Bremen,Bielefeld,3,0,H,1,0,H,23,3,13,23,13,4,0,1,0,0,1.25,4.5,10,1.35,4.5,7.2,1.33,4.5,9,1.35,4,7,1.29,4.33,9,1.33,4.5,8,1.36,4,7,1.55,2.25,1.6,2.3,1.8,2,-1.5,1.74,2.1,-1.5,1.8,2.1,-1.5,,,,,
D1,01/05/05,Hannover,Nurnberg,1,0,H,0,0,D,20,10,14,16,5,6,1,4,0,0,2.1,3.2,3,2.2,3.1,3.1,2.2,3,3.15,2.1,2.9,3.2,2.1,3.2,3,2.2,3.1,3.1,2.25,3.1,2.8,1.85,1.85,1.85,1.95,1.9,1.9,-0.25,1.94,1.9,-0.25,1.85,2.05,0.5,,,,,
D1,01/05/05,Wolfsburg,Hamburg,1,0,H,1,0,H,13,17,17,22,5,8,3,4,0,1,2.75,3.2,2.5,2.5,3.3,2.5,2.52,3.2,2.52,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.6,2.5,3.25,2.4,1.6,2.15,1.6,2.3,1.92,1.88,0,1.96,1.88,0,2.05,1.85,0,,,,,
D1,07/05/05,Bielefeld,Schalke 04,0,2,A,0,1,A,18,17,19,23,6,5,1,6,0,0,4,3.5,1.72,4.15,3.45,1.75,4.1,3.45,1.75,4.4,3.3,1.65,4,3.4,1.73,4.5,3.4,1.73,3.8,3.5,1.72,1.65,2.05,1.7,2.1,1.95,1.85,0.75,,,,2,1.9,0.75,,,,,
D1,07/05/05,Freiburg,Kaiserslautern,1,2,A,0,2,A,11,13,15,21,1,5,2,1,0,0,2.62,3.2,2.37,2.7,3.25,2.35,2.7,3.25,2.35,2.4,3.2,2.4,2.6,3.2,2.38,2.75,3.2,2.38,2.6,3.3,2.3,1.6,2.15,1.66,2.15,1.85,1.95,0.25,,,,1.875,2.025,0.25,,,,,
D1,07/05/05,Hertha,Wolfsburg,3,1,H,0,1,A,22,4,7,19,10,1,1,1,0,0,1.5,3.5,6,1.45,4.1,5.9,1.47,3.7,6.5,1.5,3.7,5,1.44,3.75,6,1.5,3.75,6,1.5,3.6,5.5,1.6,2.15,1.65,2.2,1.75,2.05,-1,1.78,2.06,-1,1.775,2.125,-1,,,,,
D1,07/05/05,Leverkusen,Hansa Rostock,3,0,H,1,0,H,18,7,11,20,4,3,2,3,0,0,1.44,3.75,6.5,1.45,4.25,5.75,1.45,4.15,5.75,1.4,3.9,6,1.44,3.75,6,1.44,4.2,6,1.44,3.75,6,1.55,2.25,1.57,2.35,2,1.8,-1,,,,2.05,1.85,-1,,,,,
D1,07/05/05,Mainz,Bayern Munich,2,4,A,1,2,A,8,12,9,17,1,5,1,0,0,0,3,3.5,2,3.75,3.4,1.85,3.5,3.4,1.92,3.4,2.9,2,3.2,3.2,2,3.4,3.25,2,3.25,3.3,1.95,1.6,2.15,1.7,2.1,1.72,1.92,0.5,,,,1.85,2.05,0.5,,,,,
D1,07/05/05,Nurnberg,Bochum,2,1,H,1,0,H,13,11,13,23,5,3,1,2,0,0,2.1,3.25,3,2,3.35,3.3,2.05,3.3,3.2,1.9,3.3,3.3,2,3.2,3.2,2,3.25,3.4,2,3.2,3.2,1.65,2.05,1.65,2.2,1.8,1.9,-0.25,,,,2.125,1.775,-0.5,,,,,
D1,07/05/05,Stuttgart,Hannover,1,0,H,0,0,D,18,10,14,11,4,2,2,1,0,0,1.4,4,6.5,1.3,4.7,8.3,1.35,4.35,7.5,1.35,4,7,1.33,4,8,1.33,4.5,8,1.36,4,7,1.75,1.95,1.65,2.2,,,,,,,1.725,2.175,-1.25,,,,,
D1,08/05/05,Dortmund,Werder Bremen,1,0,H,1,0,H,12,21,18,20,8,9,1,1,0,0,2.6,3.25,2.6,2.4,3.35,2.6,2.4,3.15,2.7,2.4,3,2.6,2.38,3.2,2.6,2.5,3.3,2.62,2.3,3.2,2.62,1.6,2.15,1.65,2.2,1.95,1.85,0,1.98,1.86,0,2,1.9,0,,,,,
