Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
D2,24/02/02,Reutlingen,Unterhaching,1,1,D,0,0,D,5095,"Gagelmann, P",13,16,2,4,1,0,9,3,20,19,1,0,2,0,0,0,20,0,1.87,3.1,3.7,1.85,3.1,3.6,1.909,3.2,3.5,1.833,3.2,3.75,1.8,3.25,3.65
D2,25/02/02,Ahlen,Mainz,1,4,A,0,1,A,3915,"Fandel, H",6,17,5,8,0,1,5,2,21,23,5,4,2,1,0,0,20,10,2.45,3.05,2.55,2.2,3,2.9,2.3,3,2.8,2.3,3.1,2.7,2.25,3.1,2.7
D2,01/03/02,Duisburg,Bielefeld,2,1,H,0,1,A,7221,"Trautmann, S",9,11,3,3,0,0,7,8,15,19,2,5,3,3,0,0,30,30,2.4,3.1,2.55,2.5,3,2.5,2.4,3.1,2.6,2.3,3.1,2.7,2.4,3.1,2.5
D2,01/03/02,Mainz,Babelsberg,2,2,D,1,0,H,9305,"Brych, F",18,4,10,2,0,0,14,3,14,17,2,0,0,2,0,0,0,20,1.16,5.5,12,1.25,4.5,9,1.25,4.6,9,1.3,4.333,8,1.25,4.3,10
D2,01/03/02,Union Berlin,Saarbrucken,3,0,H,0,0,D,7150,"Margenberg, D.",12,2,5,1,0,0,4,3,12,19,3,0,1,0,0,0,10,0,1.18,5.5,11,1.25,4.5,9,1.3,4.333,8,1.286,4.5,8,1.15,5,15
D2,02/03/02,Aachen,Schweinfurt,1,0,H,0,0,D,8893,"Minskowski, F",12,9,5,2,0,2,9,3,18,15,6,3,1,3,0,0,10,30,1.48,3.55,5.6,1.5,3.5,5.4,1.571,3.5,5,1.533,3.4,5.5,1.5,3.5,5.5
D2,03/03/02,Greuther Furth,Ein Frankfurt,1,1,D,1,0,H,11518,"Weiner, M",10,7,5,4,0,0,11,6,15,22,2,1,1,4,1,1,35,65,1.9,3.2,3.5,1.9,3.1,3.5,1.85,3.2,3.75,1.909,3.2,3.5,1.85,3.25,3.45
D2,03/03/02,Karlsruhe,Oberhausen,0,1,A,0,0,D,16000,"Anklam, M",14,8,8,5,0,0,6,5,13,23,4,3,3,3,0,1,30,55,2,3.1,3.25,2,3.1,3.2,1.909,3.1,3.6,1.909,3.25,3.4,1.95,3.25,3.15
D2,03/03/02,Unterhaching,Mannheim,0,0,D,0,0,D,3500,"Rafati, B",12,4,2,0,0,0,6,1,6,17,3,0,1,0,0,0,10,0,2.05,3.05,3.2,2,3,3.3,2.2,3,3,2.1,3.2,3,2.05,3.15,3
D2,04/03/02,Hannover,Ahlen,3,1,H,0,1,A,21000,"Berg, A",23,6,12,4,0,0,11,7,19,13,3,6,1,0,0,0,10,0,1.42,3.8,6.85,1.4,3.9,6,1.444,3.6,6.5,1.444,3.6,6.5,1.4,3.8,6.3
D2,08/03/02,Duisburg,Karlsruhe,2,0,H,0,0,D,7490,"Schmidt, M",16,8,7,2,1,0,8,2,18,11,2,3,2,0,0,0,20,0,1.65,3.4,4.4,1.7,3.2,4.2,1.667,3.4,4.5,1.667,3.25,4.5,1.7,3.35,4
D2,08/03/02,Mannheim,Bochum,1,2,A,1,2,A,5100,"Kircher, K",11,8,7,5,1,1,8,6,15,17,1,0,1,1,0,0,10,10,2.35,3.1,2.65,2.3,3,2.7,2.25,3.2,2.7,2.3,3.1,2.7,2.25,3.2,2.65
D2,08/03/02,Schweinfurt,Unterhaching,3,1,H,1,1,D,4052,"Stachowiak, A",11,17,6,7,0,1,1,7,16,17,2,2,4,4,1,0,65,40,2.25,3.1,2.8,2.4,3,2.6,2.25,3.1,2.8,2.3,3.2,2.625,2.4,3.15,2.5
D2,09/03/02,Babelsberg,Hannover,1,3,A,0,1,A,5924,"Späker, R",8,20,5,12,0,0,4,5,21,14,1,4,3,1,0,0,30,10,5.5,3.6,1.5,4.6,3.4,1.6,5,3.5,1.571,4.5,3.5,1.615,4.4,3.5,1.6
D2,09/03/02,Reutlingen,Mainz,2,0,H,1,0,H,7500,"Koop, T",12,13,6,8,1,0,6,13,12,16,4,3,1,3,0,0,10,30,2.65,3.1,2.35,2.5,3,2.5,2.7,3.2,2.25,2.625,3.2,2.3,2.5,3.15,2.4
D2,10/03/02,Ahlen,Oberhausen,2,1,H,1,0,H,6400,"Schößling, C",9,16,7,7,0,0,10,5,24,12,2,1,2,0,0,0,20,0,1.85,3.2,3.65,2.1,3,3.1,1.8,3.25,3.8,1.8,3.25,3.75,1.85,3.25,3.5
D2,10/03/02,Ein Frankfurt,Union Berlin,2,2,D,1,0,H,16400,"Perl, G.",14,8,7,3,0,1,6,8,15,18,3,0,1,3,1,0,35,30,2.05,3.1,3.15,2,3,3.3,2,3.1,3.3,1.909,3.2,3.5,2,3.2,3.1
D2,10/03/02,Saarbrucken,Aachen,2,1,H,1,0,H,3000,"Albrecht, H",12,13,3,6,2,0,7,6,16,18,3,3,1,2,0,0,10,20,2.45,3.1,2.52,2.4,3.1,2.4,2.6,3.1,2.4,2.5,3.2,2.4,2.65,3.3,2.2
D2,11/03/02,Bielefeld,Greuther Furth,3,2,H,1,1,D,12500,"Fandel, H",15,13,7,8,0,1,5,2,22,27,3,1,3,3,0,0,30,30,2.1,3.1,3.05,2,2.9,3.4,2.1,3.1,3.1,2,3.2,3.2,1.95,3.25,3.2
D2,15/03/02,Aachen,Ein Frankfurt,2,1,H,1,0,H,10700,"Strampe, H",8,10,3,3,2,1,6,7,14,15,1,4,3,2,0,0,30,20,2.55,3,2.5,2.4,3,2.6,2.6,3.1,2.4,2.5,3.1,2.5,,,
D2,15/03/02,Bochum,Schweinfurt,3,1,H,0,1,A,11200,"Lange, P",23,13,8,6,1,0,10,7,18,20,3,1,2,2,0,0,20,20,1.3,4.3,8,1.3,4.2,8,1.333,4,8,1.3,4.333,8,,,
D2,15/03/02,Hannover,Reutlingen,4,0,H,1,0,H,19360,Scheppe. D,14,4,7,2,0,0,11,3,17,18,3,1,0,1,0,0,0,10,1.35,4,7.25,1.35,4,7,1.364,4,7,1.364,4,7,,,
D2,16/03/02,Karlsruhe,Ahlen,2,2,D,0,2,A,9500,"Jansen, J",10,6,5,2,0,0,7,4,16,18,2,2,1,3,0,0,10,30,1.95,3.35,3.15,2,3.1,3.2,2.2,3.2,2.8,2.2,3.25,2.75,,,
D2,16/03/02,Unterhaching,Saarbrucken,8,0,H,4,0,H,2000,"Frank, T",17,3,14,1,0,0,5,2,10,16,1,2,0,1,0,0,0,10,1.57,3.5,5,1.55,3.5,4.8,1.6,3.4,5,1.5,3.6,5.5,,,
D2,17/03/02,Greuther Furth,Duisburg,2,1,H,0,0,D,7560,"Kemmling, U",10,10,3,3,1,0,4,5,15,14,0,5,2,1,0,1,20,35,1.72,3.3,4.1,1.65,3.3,4.4,1.7,3.25,4.333,1.727,3.2,4.333,,,
D2,17/03/02,Oberhausen,Babelsberg,2,1,H,0,1,A,4192,"Aust, J",14,6,6,2,0,0,10,2,17,16,2,1,1,2,0,0,10,20,1.4,4,6,1.5,3.7,5,1.571,3.4,5.5,1.615,3.5,4.5,,,
D2,17/03/02,Union Berlin,Bielefeld,2,1,H,1,0,H,13000,"Sippel, P",11,13,5,5,0,1,7,4,17,14,3,2,1,2,0,0,10,20,2,3.1,3.3,2,3,3.3,2.1,3.1,3.1,2.1,3.1,3.1,,,
D2,18/03/02,Mainz,Mannheim,3,0,H,2,0,H,7500,"Keßler, J",18,10,9,3,2,0,4,6,15,13,1,5,2,2,0,0,20,20,1.45,3.7,5.8,1.65,3.3,4.4,1.65,3.1,5,1.615,3.5,4.5,,,
D2,20/03/02,Bochum,Reutlingen,3,1,H,2,0,H,11000,"Voss, K",20,10,9,5,2,0,7,1,24,22,1,3,3,3,0,0,30,30,1.4,3.65,7.4,1.4,3.9,6,1.615,3.25,5,1.5,3.6,5.5,,,
D2,20/03/02,Oberhausen,Hannover,0,0,D,0,0,D,6445,"Kammerer, S",10,5,3,2,2,1,5,9,7,16,7,4,1,3,0,0,10,30,3.05,3.25,2.05,2.8,3.1,2.2,3.1,3.25,2,3.6,3.3,1.833,,,
D2,23/03/02,Babelsberg,Ahlen,1,2,A,1,2,A,2317,"Perl, G.",7,11,3,7,0,1,4,9,7,10,1,2,3,2,1,0,55,20,3.3,3.2,1.95,2.8,3.1,2.2,3,3.25,2,3.1,3.3,2,,,
D2,23/03/02,Bielefeld,Aachen,4,1,H,2,1,H,12184,"Lange, P",19,7,7,2,1,0,3,4,13,18,5,2,2,2,0,1,20,45,1.4,3.85,6.5,1.4,3.7,6.4,1.444,3.5,6,1.444,3.6,6.5,1.45,3.55,6
D2,23/03/02,Ein Frankfurt,Unterhaching,3,2,H,2,0,H,5000,"Meyer, F",16,17,9,7,0,2,5,8,13,13,4,2,1,0,0,1,10,25,1.6,3.4,4.75,1.75,3.2,4,1.615,3.4,4.333,1.615,3.25,5,1.65,3.3,4.4
D2,23/03/02,Greuther Furth,Karlsruhe,1,1,D,0,1,A,6190,Scheppe. D,15,5,11,1,0,1,6,7,10,16,4,2,3,2,0,0,30,20,1.42,3.8,6.25,1.45,3.8,5.4,1.444,3.5,6,1.5,3.6,5.5,1.45,3.55,6
D2,23/03/02,Schweinfurt,Mainz,0,3,A,0,1,A,4720,"Wezel, V",7,10,3,7,1,1,4,4,20,13,6,3,3,2,0,0,30,20,3.2,3.2,2,3.2,3.1,2,2.75,3.25,2.1,3,3.2,2.1,2.8,3.15,2.15
D2,24/03/02,Duisburg,Union Berlin,1,1,D,1,1,D,8031,"Pickel, M.",9,8,5,4,0,0,9,7,17,15,5,1,2,1,0,0,20,10,2.35,3.1,2.65,2.3,2.9,2.8,2.3,3.1,2.6,2.2,3.2,2.8,2.35,3.15,2.55
D2,24/03/02,Reutlingen,Oberhausen,0,2,A,0,0,D,4500,"Trautmann, S",11,7,3,4,1,0,2,8,15,19,4,1,0,2,0,1,0,45,1.93,3.15,3.4,1.9,3.1,3.5,1.9,3.25,3.3,1.909,3.4,3.25,2,3.2,3.1
D2,24/03/02,Saarbrucken,Bochum,0,2,A,0,1,A,2000,"Koop, T",13,9,7,5,0,1,3,4,15,20,1,0,0,0,0,0,0,0,5.5,3.6,1.45,5,3.7,1.5,4.75,3.4,1.571,4.5,3.25,1.667,4.8,3.5,1.55
D2,25/03/02,Mannheim,Hannover,0,1,A,0,0,D,5000,"Wack, F.-X.",13,14,6,7,0,2,3,3,17,19,2,1,1,1,0,0,10,10,3.2,3.15,2,2.8,2.9,2.3,2.75,3.25,2.1,3,3.2,2.1,3,3.15,2.05
D2,28/03/02,Aachen,Duisburg,2,1,H,1,0,H,14000,"Fleischer, H",16,16,6,8,0,2,4,6,17,21,2,2,1,2,0,0,10,20,2.12,3.1,3,2.1,3,3.1,2.1,3.2,3,2.25,3.2,2.7,2.2,3.15,2.75
D2,28/03/02,Mainz,Saarbrucken,2,1,H,1,0,H,13501,"Kammerer, S",20,3,7,2,0,0,11,1,11,17,1,3,0,0,0,0,0,0,1.22,5,9.5,1.2,5,10,1.2,5.25,10,1.2,5,11,1.2,5,9.5
D2,28/03/02,Union Berlin,Greuther Furth,0,0,D,0,0,D,12395,"Gagelmann, P",17,13,3,5,0,0,5,9,18,25,2,0,2,1,0,0,20,10,1.9,3.3,3.35,2,3.1,3.2,2.1,3.2,3,2,3.2,3.2,1.85,3.25,3.45
D2,30/03/02,Hannover,Schweinfurt,6,0,H,4,0,H,41519,"Margenberg, D.",26,10,16,6,2,0,12,3,18,9,1,0,0,3,0,0,0,30,1.2,5.5,10,1.15,6,12,1.2,5.2,10,1.2,5,11,1.15,5.5,12
D2,30/03/02,Karlsruhe,Babelsberg,2,1,H,2,0,H,10400,"Stachowiak, A",8,7,3,4,0,1,2,3,14,15,1,5,3,2,0,1,30,45,1.37,3.8,6.7,1.4,3.7,6.4,1.4,3.75,7,1.444,3.75,6,1.35,4.1,6.5
D2,31/03/02,Ahlen,Reutlingen,1,2,A,0,2,A,4500,"Anklam, M",13,7,6,4,0,0,8,6,18,17,2,1,4,3,0,0,40,30,1.8,3.25,3.75,2,3.1,3.2,1.833,3.3,3.6,1.727,3.4,4,1.7,3.35,4
D2,31/03/02,Oberhausen,Mannheim,1,1,D,1,1,D,4770,"Weber, S",13,10,5,3,1,2,6,3,21,24,2,1,3,3,0,0,30,30,1.8,3.3,3.7,1.9,3.1,3.5,1.909,3.25,3.4,1.833,3.2,3.75,1.8,3.25,3.65
D2,31/03/02,Unterhaching,Bielefeld,1,3,A,1,0,H,3500,"Weiner, M",7,9,2,4,0,0,5,9,22,16,0,3,2,4,0,0,20,40,2.6,3.2,2.4,2.5,3,2.5,2.625,3.2,2.3,2.625,3.2,2.3,2.55,3.15,2.35
D2,01/04/02,Bochum,Ein Frankfurt,3,0,H,2,0,H,17800,"Fröhlich, L.-M.",12,10,9,6,0,0,3,3,18,17,4,1,1,3,0,0,10,30,1.7,3.3,4.45,1.65,3.3,4.4,1.7,3.4,4.2,1.8,3.25,3.75,1.7,3.35,4
D2,05/04/02,Saarbrucken,Hannover,1,1,D,1,1,D,2300,"Schößling, C",11,9,4,3,0,0,0,0,8,6,0,0,1,1,0,0,10,10,6,3.85,1.4,4,3.5,1.65,6,3.75,1.444,,,,6,3.9,1.4
D2,05/04/02,Schweinfurt,Oberhausen,0,3,A,0,1,A,3710,"Schmidt, M",10,16,4,7,0,0,3,5,19,11,3,4,0,1,0,0,0,10,3.1,3.35,1.95,3.1,3,2.1,2.5,3.2,2.4,,,,2.55,3.25,2.3
D2,05/04/02,Union Berlin,Karlsruhe,1,3,A,1,2,A,9000,"Meyer, F",12,8,4,4,1,0,5,4,18,14,1,3,1,4,0,0,10,40,1.4,3.75,6.25,1.5,3.5,5.4,1.5,3.5,5.75,,,,1.4,3.8,6.3
D2,06/04/02,Greuther Furth,Aachen,3,0,H,2,0,H,8000,"Kinhöfer, T",8,2,4,1,0,0,5,2,15,17,0,1,0,2,0,0,0,20,1.3,4.3,7.1,1.4,3.7,6.4,1.4,3.75,7,,,,1.4,3.8,6.3
D2,06/04/02,Mannheim,Ahlen,2,0,H,0,0,D,4400,"Brych, F",5,3,2,1,0,1,4,1,16,11,0,0,2,0,0,0,20,0,1.7,3.4,3.85,1.65,3.3,4.4,1.8,3.25,3.75,,,,1.8,3.2,3.7
D2,07/04/02,Bielefeld,Bochum,3,0,H,1,0,H,26601,"Stark, W",15,6,9,2,1,0,6,1,12,20,5,1,1,4,0,1,10,65,2.05,3.05,3.1,2.1,2.9,3.2,2.1,3.2,3,,,,2.1,2.9,3.15
D2,07/04/02,Duisburg,Unterhaching,4,0,H,1,0,H,6000,"Wezel, V",15,8,6,3,0,0,4,6,14,13,5,1,3,2,0,0,30,20,1.85,3.3,3.35,2,3,3.3,1.8,3.25,3.75,,,,1.7,3.4,3.9
D2,07/04/02,Reutlingen,Babelsberg,3,2,H,2,1,H,6000,"Frank, T",15,8,8,5,1,0,3,5,19,21,1,0,5,3,0,0,50,30,1.25,4.55,8.15,1.25,4.5,9,1.333,4,8,,,,1.3,4.3,7.5
D2,08/04/02,Ein Frankfurt,Mainz,0,0,D,0,0,D,10000,"Albrecht, H",9,7,4,3,1,0,4,8,20,17,2,5,2,0,0,0,20,0,2.55,3.25,2.3,2.4,3.1,2.4,2.5,3.2,2.4,,,,2.5,3.1,2.4
D2,12/04/02,Babelsberg,Mannheim,1,2,A,1,1,D,3264,"Voss, K",9,7,5,4,0,0,6,7,19,14,3,2,4,0,0,0,40,0,4.8,3.5,1.55,,,,3.75,3.4,1.75,4,3.4,1.727,3.8,3.5,1.7
D2,12/04/02,Bochum,Duisburg,3,0,H,0,0,D,15720,"Sippel, P",16,8,6,3,0,0,5,4,11,10,1,1,2,1,0,0,20,10,1.4,3.8,6.3,1.6,3.4,4.6,1.444,3.6,6,1.444,3.6,6.5,1.5,3.6,5.25
D2,12/04/02,Karlsruhe,Reutlingen,1,0,H,0,0,D,12500,"Gräfe, M",20,13,8,5,1,0,4,8,18,22,0,4,4,3,0,0,40,30,1.75,3.25,4,1.8,3.1,3.8,1.833,3.2,3.6,1.8,3.1,4,1.75,3.3,3.8
D2,13/04/02,Ahlen,Schweinfurt,3,1,H,2,0,H,3130,"Rafati, B",7,2,4,2,0,0,11,2,12,13,3,2,1,1,0,0,10,10,1.25,4.3,9.35,1.4,3.9,6,1.364,3.8,7,1.333,4.333,7,1.35,4,6.8
D2,13/04/02,Hannover,Ein Frankfurt,1,2,A,1,2,A,25375,"Kircher, K",15,7,7,3,0,0,12,2,14,8,2,4,0,1,0,0,0,10,1.55,3.5,4.9,1.55,3.5,4.8,1.55,3.4,5,1.444,3.6,6.5,1.5,3.45,5.5
D2,14/04/02,Aachen,Union Berlin,1,2,A,1,1,D,8500,"Berg, A",16,10,8,5,0,0,6,4,13,18,1,1,3,1,0,0,30,10,2.1,3.15,2.9,2.2,3,2.9,2,3.2,3.1,2.1,3.2,3,2.1,3.25,2.85
D2,14/04/02,Oberhausen,Saarbrucken,2,1,H,1,0,H,4276,"Spaker, R.",15,9,7,3,0,0,5,5,17,20,2,2,0,2,0,0,0,20,1.25,4.4,9,1.25,4.5,9,1.333,4.2,7,1.286,4.5,8,1.25,4.8,7.7
D2,14/04/02,Unterhaching,Greuther Furth,1,1,D,1,1,D,6000,"Steinborn, E.",6,11,4,5,0,0,3,9,23,18,0,2,3,3,0,0,30,30,2.85,3.15,2.15,2.9,3,2.2,2.75,3.1,2.25,2.7,3.2,2.25,2.45,3.3,2.35
D2,15/04/02,Mainz,Bielefeld,4,1,H,2,1,H,15000,"Wack, F.-X.",10,8,6,3,0,0,5,1,14,15,3,1,2,1,0,1,20,35,2.1,3.1,2.95,2.2,2.9,3,2.1,3,3.2,2,3.1,3.3,2.1,3.1,2.95
D2,19/04/02,Ein Frankfurt,Oberhausen,2,2,D,1,1,D,7000,"Gräfe, M",6,11,2,6,0,0,7,9,18,16,2,1,3,1,0,0,30,10,2,3.3,3.1,2,3.1,3.2,1.909,3.25,3.4,,,,1.95,3.1,3.3
D2,19/04/02,Greuther Furth,Bochum,1,1,D,1,1,D,11026,"Meyer, F",8,9,4,3,0,0,4,5,16,22,0,2,1,2,0,0,10,20,2.05,3.1,3.15,2.1,3,3.1,1.95,3.1,3.5,2.1,3.1,3.1,2,3.1,3.2
D2,19/04/02,Union Berlin,Unterhaching,0,2,A,0,0,D,5886,"Wagner, L",8,9,5,6,0,0,9,4,15,17,1,1,0,0,0,0,0,0,1.6,3.65,4.2,1.6,3.4,4.6,1.667,3.6,4,,,,1.5,4,4.5
D2,20/04/02,Karlsruhe,Aachen,1,2,A,1,2,A,11500,"Wezel, V",17,6,4,4,0,0,6,3,18,22,0,5,2,5,0,1,20,75,1.8,3,4.2,1.8,3.1,3.8,1.833,3,4,1.8,3,4.333,1.75,2.9,4.5
D2,20/04/02,Schweinfurt,Babelsberg,3,3,D,1,1,D,2740,"Koop, T",9,11,4,6,1,1,5,8,20,16,0,0,2,2,0,0,20,20,1.65,3.5,4.25,1.8,3.1,3.8,,,,1.727,3.4,4,1.75,3.3,3.8
D2,21/04/02,Duisburg,Mainz,1,1,D,0,1,A,9455,"Fröhlich, L.-M.",11,12,6,3,0,0,4,3,17,17,1,2,4,2,0,1,40,45,3.15,3.2,2,,,,3.2,3.2,2,3,3.2,2.1,2.8,3.25,2.1
D2,21/04/02,Reutlingen,Mannheim,3,0,H,2,0,H,6174,"Sippel, P",11,4,7,2,0,0,11,5,15,18,2,1,1,4,0,0,10,40,2.05,2.8,3.55,2.2,2.5,3.5,2,2.875,3.6,2.1,2.875,3.3,2.15,2.8,3.15
D2,21/04/02,Saarbrucken,Ahlen,2,4,A,1,2,A,1000,"Lange, P",10,17,4,6,1,1,4,1,16,13,8,2,3,1,1,0,55,10,2.65,3.25,2.25,2.4,3.1,2.4,,,,,,,,,
D2,22/04/02,Bielefeld,Hannover,3,2,H,2,1,H,19000,"Gagelmann, P",11,9,5,6,0,1,4,3,145,21,5,1,4,2,0,0,40,20,1.65,3.6,3.95,1.65,3.2,3.8,,,,1.727,3.4,4,1.6,3.5,4.4
D2,28/04/02,Ahlen,Ein Frankfurt,0,1,A,0,0,D,5500,"Kammerer, S",7,2,4,1,0,0,6,2,13,17,0,4,0,1,0,0,0,10,2.25,3,2.85,2.2,3,2.9,,,,2.2,3.1,2.875,,,
D2,28/04/02,Babelsberg,Saarbrucken,1,2,A,1,1,D,2696,"Minskowski, F",11,8,6,3,0,0,1,2,16,18,2,0,0,2,0,0,0,20,1.9,3.2,3.45,1.8,3.1,3.8,,,,1.909,3.2,3.5,,,
D2,28/04/02,Bochum,Union Berlin,2,1,H,1,1,D,17523,"Keßler, J",17,8,12,2,1,0,12,2,12,14,3,3,1,3,1,0,35,30,1.35,4.25,6.65,1.4,3.9,6,,,,1.444,3.75,6,,,
D2,28/04/02,Hannover,Duisburg,4,1,H,4,0,H,18377,"Kinhöfer, T",20,7,9,3,0,0,5,4,10,16,2,4,0,3,0,0,0,30,1.5,3.6,5.5,1.55,3.5,4.8,,,,1.533,3.6,5,,,
D2,28/04/02,Mainz,Greuther Furth,1,1,D,0,0,D,15500,"Weiner, M",16,10,5,2,1,0,4,5,18,14,3,3,3,3,0,0,30,30,1.8,3.25,3.75,1.9,3,3.6,,,,1.833,3.1,3.8,,,
D2,28/04/02,Mannheim,Karlsruhe,2,1,H,1,0,H,8300,"Kemmling, U",9,10,5,3,1,0,1,3,18,15,3,0,4,3,0,1,40,55,1.92,3,3.65,2.1,2.5,3.6,,,,,,,,,
D2,28/04/02,Oberhausen,Bielefeld,0,0,D,0,0,D,8417,"Meyer, F",8,10,3,3,0,0,5,6,20,18,1,2,3,1,0,0,30,10,3.15,2.65,2,3.2,2.7,2.2,,,,3.2,3.2,2,,,
D2,28/04/02,Reutlingen,Schweinfurt,3,1,H,3,1,H,5000,"Aust, J",10,7,6,4,0,0,0,0,6,10,0,0,1,1,0,0,10,10,1.3,4.5,7.5,,,,,,,,,,,,
D2,28/04/02,Unterhaching,Aachen,2,0,H,1,0,H,7200,"Jansen, J",6,2,4,1,0,0,4,0,8,11,1,0,0,1,0,0,0,10,1.67,3.45,4.2,1.7,3.2,4.2,,,,1.8,3.4,3.6,,,
D2,05/05/02,Aachen,Bochum,1,3,A,0,2,A,20000,"Weiner, M",11,7,6,5,0,1,2,7,16,15,1,3,5,5,1,1,75,75,,,,,,,4.333,3.6,1.571,,,,5,4,1.45
D2,05/05/02,Bielefeld,Ahlen,3,1,H,2,1,H,26601,"Strampe, H",13,8,7,1,0,0,4,8,12,16,1,0,2,3,0,0,20,30,1.2,5.25,9.1,1.2,5,10,1.2,5,10,1.2,5,11,1.2,5.5,9
D2,05/05/02,Duisburg,Oberhausen,1,4,A,1,2,A,8162,"Rafati, B",8,8,3,5,0,0,11,2,12,12,1,0,1,2,0,0,10,20,2.05,3.05,3.25,2.1,3,3.1,,,,,,,2.1,3.1,2.95
D2,05/05/02,Ein Frankfurt,Babelsberg,1,1,D,1,1,D,7000,"Fleischer, H",7,2,3,1,0,0,1,1,12,12,0,0,0,1,0,0,0,10,1.3,4.3,8.2,1.3,4.2,8,,,,1.286,4.5,8,1.25,4.75,8
D2,05/05/02,Greuther Furth,Hannover,1,5,A,1,2,A,10000,"Koop, T",7,10,3,7,0,0,5,2,6,9,0,0,0,1,0,0,0,10,1.9,3.15,3.6,1.9,3.1,3.5,1.85,3.4,3.25,,,,1.7,3.4,3.9
D2,05/05/02,Karlsruhe,Unterhaching,3,0,H,1,0,H,14000,"Merk, M",15,3,5,1,0,0,6,1,10,23,3,1,0,2,0,0,0,20,1.95,3.15,3.4,2,3,3.3,2,3,3.4,2,3.1,3.3,2,2.9,3.4
D2,05/05/02,Saarbrucken,Reutlingen,4,3,H,1,2,A,1500,"Perl, G.",11,7,7,6,0,0,0,8,10,12,1,1,4,1,0,0,40,10,,,,,,,,,,,,,,,
D2,05/05/02,Schweinfurt,Mannheim,0,1,A,0,1,A,1500,Scheppe. D,12,4,4,3,2,0,5,3,9,11,0,0,0,2,0,0,0,20,2.55,3.1,2.45,2.4,3.1,2.4,,,,,,,2.65,3.3,2.2
D2,05/05/02,Union Berlin,Mainz,3,1,H,0,0,D,14400,"Stark, W",6,7,5,4,0,0,4,11,15,15,2,2,1,2,0,0,10,20,,,,,,,,,,,,,3.75,2.55,2.1
