Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,,,
G1,08/01/11,Panathinaikos,Aris,1,0,H,1,0,H,1.44,4,8,1.44,3.8,8.25,1.45,3.75,7,1.4,3.9,7.5,1.44,3.6,6.5,1.45,4,8,1.53,3.75,7,1.44,3.8,8,1.44,3.8,7.5,1.4,4,7,31,1.53,1.45,4.24,3.83,9.1,7.51,20,2.4,2.24,1.67,1.58,16,-1,1.84,1.8,2.13,2.05,,,
G1,09/01/11,Ergotelis,Olympiakos Volou,0,0,D,0,0,D,2.3,3,3.3,2.3,2.85,3.4,2.3,2.9,3.1,2.3,2.9,3.1,2.25,3,2.88,2.3,3,3.2,2.38,2.9,3.4,2.2,3.1,3.3,2.25,3,3.25,2.2,3,3.1,32,2.38,2.27,3.1,3,3.61,3.19,19,2.63,2.5,1.53,1.47,15,-0.25,1.99,1.95,1.96,1.91,,,
G1,09/01/11,Iraklis,Atromitos,1,0,H,1,0,H,2.25,3,3.5,2.25,2.85,3.5,2.1,3,3.4,2,3.1,3.5,1.91,3,3.75,2.1,3,3.75,2.38,2.9,3.4,2.1,3.1,3.6,2.2,2.88,3.5,2,3,3.7,33,2.39,2.24,3.15,2.98,3.6,3.31,20,2.67,2.53,1.53,1.46,15,-0.25,2.03,1.98,1.97,1.88,,,
G1,09/01/11,Kerkyra,Olympiakos,0,2,A,0,0,D,7.5,4.2,1.44,8,3.75,1.45,7,3.75,1.45,7.5,3.85,1.4,6,3.4,1.5,9,3.8,1.45,8.5,4,1.44,8,3.8,1.44,7.5,4,1.44,5.5,3.6,1.53,30,9.23,7.67,4.25,3.87,1.5,1.44,18,2.38,2.25,1.62,1.58,16,1,2.13,2.05,1.85,1.8,,,
G1,09/01/11,Panionios,Xanthi,0,2,A,0,2,A,2.1,3.1,3.8,2.05,2.95,3.9,1.9,3,4,1.9,3.1,3.9,1.91,3,3.75,2,3,4,2.2,2.9,3.75,2,3.1,3.8,2.1,3,3.75,2.1,3,3.4,32,2.2,2.06,3.2,3.06,4.07,3.66,20,2.75,2.58,1.5,1.44,13,-0.5,2.16,2.1,1.81,1.76,,,
G1,09/01/11,Panserraikos,AEK,1,3,A,1,2,A,3.8,3.1,2.1,4.25,3.1,1.91,4,3,1.9,3.7,3.3,1.9,4.33,3.2,1.73,3.6,3.2,2.05,3.6,3.2,2.1,4,3.1,1.95,3.8,3.1,2,3.7,3,2,33,4.25,3.73,3.25,3.1,2.11,2.01,20,2.5,2.28,1.6,1.56,17,0.5,1.85,1.79,2.13,2.07,,,
G1,09/01/11,PAOK,Asteras Tripolis,1,0,H,1,0,H,1.5,3.7,7.5,1.5,3.5,7.75,1.4,3.75,8,1.45,3.7,7,1.36,4,7,1.4,4,8.5,1.5,3.75,8,1.4,4,8.5,1.44,3.8,8,1.44,3.75,7,33,1.53,1.47,4,3.74,8.5,7.28,20,2.62,2.38,1.58,1.52,17,-1,2.01,1.93,2,1.91,,,
G1,15/01/11,Atromitos,Kerkyra,4,2,H,2,1,H,1.75,3.1,4.75,1.72,3.2,5.5,1.75,3.1,4.75,1.8,3.2,4.2,1.8,3,4.33,1.75,3.2,5,1.7,3.3,6,1.75,3.2,5,1.75,3.5,5.5,1.75,3.2,4.5,33,1.8,1.7,3.64,3.31,6.1,5.12,21,2.65,2.51,1.53,1.47,15,-0.5,1.75,1.67,2.38,2.25,,,
G1,15/01/11,Olympiakos,Panserraikos,4,2,H,0,0,D,1.14,6.5,15,1.12,7,23,1.15,6.5,13,1.12,7,14,1.14,6,12,1.12,7,19,1.18,6.5,17,1.14,7,17,1.18,7.5,17,1.17,6,11,30,1.18,1.15,7.5,6.54,23,15.51,21,1.73,1.67,2.2,2.09,15,-1.75,1.77,1.74,2.2,2.15,,,
G1,15/01/11,Olympiakos Volou,PAOK,0,3,A,0,2,A,2.88,3,2.4,3.2,2.85,2.4,2.85,3,2.4,2.9,3,2.4,2.7,3,2.38,2.9,3,2.6,3.1,2.8,2.62,3.1,2.88,2.4,3.12,3,2.6,2.88,2.88,2.4,32,3.2,2.94,3,2.9,2.73,2.48,20,3,2.64,1.5,1.42,21,0,2.1,2.03,1.88,1.78,,,
G1,16/01/11,Aris,Panionios,0,2,A,0,1,A,1.57,3.4,6,1.6,3.4,6.25,1.55,3.6,5.5,1.6,3.6,5,1.57,3.25,5.5,1.5,3.8,6.5,1.62,3.5,6.5,1.57,3.5,6,1.67,3.6,6.5,1.57,3.5,5.25,33,1.64,1.57,3.75,3.53,6.78,5.87,21,2.62,2.46,1.51,1.49,15,-0.75,1.86,1.8,2.13,2.07,,,
G1,16/01/11,Asteras Tripolis,AEK,0,3,A,0,0,D,3.25,3,2.2,3.5,2.85,2.25,3.3,3,2.15,3.2,3.2,2.1,3,3,2.2,3.3,3.2,2.25,3.4,3.1,2.25,3.4,3.1,2.15,3.5,3.12,2.38,3.2,3,2.15,32,3.63,3.28,3.13,3.02,2.38,2.22,21,2.62,2.44,1.55,1.5,15,0.25,1.97,1.93,1.97,1.93,,,
G1,16/01/11,Larisa,Iraklis,2,1,H,1,1,D,1.53,3.4,6,1.62,3.5,5.5,1.65,3.5,4.75,1.65,3.5,4.6,1.57,3.25,5.5,1.5,3.75,6,1.67,3.4,6,1.53,3.6,5.5,1.67,3.75,6,1.75,3.2,4.5,25,1.67,1.57,4,3.64,6.67,5.83,16,2.5,2.35,1.55,1.53,11,-0.5,1.63,1.57,2.53,2.39,,,
G1,16/01/11,Panathinaikos,Kavala,4,2,H,2,2,D,1.33,4.33,9,1.34,4.33,9.75,1.33,4.33,8.5,1.3,4.8,8.5,1.3,4.5,7.5,1.35,4.5,8.5,1.36,4.33,11,1.36,4.33,8.5,1.4,4.5,10,1.36,4.2,7.5,32,1.4,1.35,4.52,4.28,11,9.14,21,2.25,2.13,1.7,1.65,15,-1.2,1.94,1.91,2.01,1.96,,,
G1,16/01/11,Xanthi,Ergotelis,0,1,A,0,1,A,2,3,3.8,2,2.95,4.2,2,3,3.75,1.9,3,4,2,3,3.4,2.15,3.1,3.4,2.25,2.9,3.75,2.05,3.2,3.6,2.2,3.2,3.8,1.91,3,3.9,33,2.25,2.05,3.25,3.06,4.2,3.69,21,2.7,2.58,1.5,1.44,15,-0.5,2.2,2.13,1.8,1.75,,,
G1,22/01/11,AEK,Olympiakos Volou,0,4,A,0,2,A,1.5,3.75,7.5,1.5,3.75,6.75,1.5,3.75,6.5,1.4,3.9,7.5,1.4,3.75,7,1.45,4,7,1.6,3.75,6,1.44,3.9,7.5,1.57,3.8,7.5,1.44,3.75,6.5,30,1.6,1.51,4,3.68,7.5,6.49,28,2.16,2.06,1.78,1.71,16,-1,2.09,2.02,1.9,1.83,,,
G1,22/01/11,Kerkyra,Larisa,1,0,H,0,0,D,2.65,2.9,2.9,2.65,2.95,2.75,2.6,3,2.6,2.2,3.1,3.1,2.2,3,3,2.6,3.1,2.7,2.6,2.9,3,2.5,2.88,3,2.62,3.1,3,2.3,3,2.88,27,2.67,2.52,3.1,2.97,3.03,2.84,19,2.63,2.53,1.5,1.46,14,0,1.86,1.77,2.08,2,,,
G1,22/01/11,PAOK,Xanthi,2,1,H,1,0,H,1.5,3.75,7.5,1.5,3.6,7.5,1.5,3.6,6.5,1.5,3.8,5.7,1.44,3.6,6.5,1.5,3.6,7.5,1.57,3.5,7,1.44,3.8,7.5,1.57,3.8,7.5,1.5,3.6,6,31,1.58,1.52,3.87,3.59,7.67,6.62,22,2.72,2.45,1.55,1.49,16,-1,2.11,2.04,1.9,1.82,,,
G1,23/01/11,Asteras Tripolis,Olympiakos,0,1,A,0,1,A,8.5,3.8,1.45,8,3.75,1.45,7.5,3.6,1.45,7.5,3.9,1.4,7,3.75,1.4,7,4,1.5,8,3.6,1.5,8,3.8,1.44,8.5,3.8,1.53,6.5,3.75,1.44,30,8.5,7.22,4.04,3.73,1.55,1.48,20,2.34,2.21,1.67,1.6,16,1,1.96,1.89,2.02,1.96,,,
G1,23/01/11,Ergotelis,Aris,0,0,D,0,0,D,2.75,2.9,2.75,2.8,2.9,2.65,2.6,3,2.6,2.5,3,2.75,2.5,2.88,2.62,2.7,2.95,2.7,2.7,3,2.8,2.63,3,2.7,2.75,3.1,2.88,2.5,2.88,2.75,31,2.8,2.59,3.1,2.94,3.04,2.74,22,2.75,2.56,1.5,1.44,21,0,1.91,1.84,2.06,1.97,,,
G1,23/01/11,Kavala,Iraklis,3,0,H,0,0,D,1.91,3.25,4.2,1.88,3,4.6,1.9,3.1,4,1.9,3.1,4,2,3,3.4,1.85,3.2,4.5,1.91,3.1,4.75,1.85,3.2,4.33,1.95,3.3,4.6,1.85,3.1,4,31,1.95,1.88,3.33,3.14,4.75,4.2,22,2.65,2.53,1.5,1.45,16,-0.5,1.95,1.91,2,1.94,,,
G1,23/01/11,Panionios,Panathinaikos,1,1,D,0,0,D,5,3.4,1.75,5.5,3.25,1.7,4.75,3.2,1.73,4.7,3.4,1.65,5,3.25,1.62,4.75,3.4,1.8,4.6,3.3,1.85,4.6,3.4,1.75,5,3.4,1.83,4.5,3.3,1.7,30,5.5,4.55,3.46,3.28,1.88,1.78,22,2.3,2.23,1.62,1.57,14,0.75,1.75,1.73,2.2,2.16,,,
G1,23/01/11,Panserraikos,Atromitos,0,1,A,0,0,D,2.5,3,3,2.45,2.9,3.1,2.35,3,2.9,2.4,3,2.9,2.38,2.88,2.8,2.3,3.2,3,2.6,2.9,3,2.4,3,3,2.6,3.1,3.1,2.3,3,2.88,31,2.65,2.45,3.2,2.99,3.15,2.89,22,2.65,2.42,1.57,1.49,15,-0.25,2.21,2.17,1.76,1.73,,,
G1,29/01/11,Iraklis,Kerkyra,0,0,D,0,0,D,2.1,3,4,2.1,2.9,3.9,2,3,3.75,1.9,3,4,2,3,3.4,1.91,3.1,4.2,2.05,3.1,4,1.91,3,4.25,2.1,3.1,4.33,1.91,3,4,36,2.13,2.02,3.15,3.02,4.33,3.81,19,2.69,2.54,1.5,1.45,16,-0.25,1.81,1.76,2.17,2.12,,,
G1,29/01/11,Panathinaikos,Ergotelis,2,0,H,2,0,H,1.25,5.5,12,1.25,5,12.5,1.25,5,10,1.27,4.8,8.5,1.25,5,8,1.25,5.2,11,1.29,5,11,1.22,5.5,11,1.3,5.5,12,1.3,4.33,9,35,1.3,1.26,5.5,4.97,12.5,10,30,1.98,1.88,1.98,1.87,19,-1.5,2.03,1.96,1.95,1.87,,,
G1,29/01/11,Xanthi,AEK,0,2,A,0,2,A,3,3,2.5,3.1,2.85,2.45,3,3,2.3,2.9,3.1,2.3,2.9,2.88,2.3,3.1,3.1,2.3,3.25,3,2.38,2.88,3.1,2.38,3.12,3.12,2.6,2.75,2.88,2.5,36,3.25,2.96,3.13,2.97,2.6,2.41,19,2.42,2.3,1.65,1.54,15,0.25,1.8,1.75,2.2,2.12,,,
G1,30/01/11,Aris,PAOK,0,0,D,0,0,D,2.4,3.1,2.8,2.5,2.8,3.1,2.4,3,2.85,2.5,3,2.7,2.4,2.88,2.8,2.4,3,3.2,2.5,2.88,3.2,2.5,3.1,2.88,2.6,3,3.2,2.5,2.88,2.75,36,2.6,2.43,3.1,2.94,3.28,2.96,19,2.75,2.6,1.48,1.43,16,-0.25,2.17,2.12,1.8,1.76,,,
G1,30/01/11,Atromitos,Asteras Tripolis,0,0,D,0,0,D,1.65,3.3,5.5,1.78,3.2,5,1.75,3.1,4.75,1.75,3.2,4.5,1.73,3.2,4.33,1.75,3.3,4.75,1.75,3.25,5.5,1.75,3.1,5,1.8,3.4,5.5,1.75,3.2,4.5,36,1.83,1.75,3.39,3.17,5.57,4.93,19,2.62,2.43,1.55,1.49,18,-0.5,1.81,1.77,2.17,2.09,,,
G1,30/01/11,Larisa,Panserraikos,2,1,H,1,0,H,1.53,3.4,6.5,1.6,3.3,6.5,1.55,3.4,6.25,1.55,3.7,5.4,1.57,3.5,5,1.55,3.6,6.25,1.62,3.4,7,1.53,3.4,6.5,1.57,3.75,7.5,1.57,3.6,5,32,1.62,1.54,3.79,3.53,7.54,6.46,17,2.75,2.61,1.5,1.44,15,-0.75,1.82,1.78,2.14,2.09,,,
G1,30/01/11,Olympiakos Volou,Olympiakos,0,1,A,0,1,A,6,3.5,1.55,6.5,3.3,1.6,6,3.5,1.55,5.4,3.7,1.55,5.5,3.4,1.53,6.5,3.5,1.6,6.5,3.5,1.62,6,3.6,1.53,7,3.8,1.62,5,3.6,1.57,31,7.5,6.09,3.9,3.59,1.63,1.54,18,2.38,2.25,1.65,1.58,15,1,1.76,1.72,2.38,2.15,,,
G1,30/01/11,Panionios,Kavala,1,1,D,0,0,D,2.15,3.1,3.25,2.1,2.95,3.8,2,3,3.75,1.8,3.3,4.1,2.2,3,3,2,3.15,3.8,2.25,2.9,3.75,2,3.2,3.6,2.25,3.12,3.75,2.3,2.88,3,36,2.3,2.12,3.2,3.04,3.9,3.45,19,2.75,2.54,1.55,1.45,15,-0.25,1.91,1.87,2.04,2,,,
G1,05/02/11,AEK,Aris,1,2,A,0,1,A,1.6,3.6,6,1.6,3.5,6,1.6,3.5,5.25,1.55,3.7,5.4,1.62,3.25,5,1.6,3.75,6,1.67,3.4,6,1.62,3.4,5.5,1.67,3.75,6,1.57,3.4,5.5,32,1.67,1.6,3.79,3.51,6.7,5.7,17,2.38,2.26,1.62,1.57,15,-0.75,1.87,1.82,2.13,2.05,,,
G1,05/02/11,Asteras Tripolis,Larisa,1,1,D,1,1,D,2.45,3.1,3,2.55,2.85,2.95,2.4,3,2.9,2.4,3.1,2.75,2.38,3,2.7,2.45,3.1,2.85,2.5,2.88,3.2,2.4,3,3,2.6,3.1,3.1,2.4,3.1,2.63,27,2.6,2.45,3.1,3,3.31,2.95,16,3,2.58,1.5,1.45,14,-0.25,2.16,2.09,1.84,1.78,,,
G1,05/02/11,Panserraikos,Iraklis,1,2,A,0,2,A,2.4,3,3.2,2.35,2.95,3.2,2.25,3,3.1,2.3,3,3,2.2,3,3,2.3,3.1,3.1,2.5,2.88,3.2,2.25,3,3.2,2.5,3.1,3.2,2.3,3.1,2.8,30,2.55,2.4,3.1,2.98,3.27,3.01,17,3,2.55,1.53,1.46,15,-0.25,2.16,2.11,1.8,1.77,,,
G1,06/02/11,Ergotelis,Panionios,2,0,H,1,0,H,2.4,3,3.2,2.4,2.85,3.2,2.3,3,3,2.3,2.8,3.2,2.2,3,3,2.45,3.1,2.85,2.5,2.88,3.2,2.5,3,2.75,2.5,3.1,3.2,2.4,3.1,2.62,32,2.56,2.42,3.1,3,3.24,2.94,17,2.75,2.54,1.5,1.46,15,-0.25,2.16,2.11,1.8,1.77,,,
G1,06/02/11,Kavala,Kerkyra,1,0,H,1,0,H,1.75,3.4,5,1.75,3.25,5,1.75,3.3,4.5,1.8,3.2,4.3,1.83,3.2,3.75,1.7,3.4,5,1.8,3.1,5.5,1.73,3.3,4.75,1.8,3.5,5,1.73,3.25,4.33,32,1.8,1.74,3.5,3.29,5.5,4.76,17,2.7,2.51,1.55,1.47,17,-0.5,1.79,1.76,2.17,2.11,,,
G1,06/02/11,Olympiakos,Xanthi,1,0,H,1,0,H,1.25,5.5,12,1.18,6,15,1.22,5.25,11,1.2,5.5,12,1.2,5,11,1.22,5.5,12,1.29,5,12,1.22,5.5,11,1.25,6,13,1.2,5,13,32,1.29,1.22,6,5.4,19,12.66,27,1.95,1.84,2,1.92,17,-1.5,1.86,1.8,2.13,2.04,,,
G1,06/02/11,Olympiakos Volou,Atromitos,2,0,H,1,0,H,2.2,3.1,3.5,2.05,2.95,3.9,2.1,3,3.4,2.1,3,3.4,2.1,3.2,3,2.15,3.1,3.4,2.25,2.9,3.75,2.1,3.1,3.4,2.15,3,3.5,2.2,3,3.1,32,2.28,2.17,3.2,3.03,3.9,3.36,17,2.75,2.52,1.51,1.47,15,-0.25,1.92,1.87,2.04,1.99,,,
G1,06/02/11,PAOK,Panathinaikos,0,1,A,0,1,A,2.63,3.1,2.75,2.65,2.9,2.8,2.55,3,2.7,2.5,3,2.7,2.5,2.88,2.62,2.62,3.2,2.7,2.7,2.9,2.9,2.5,3.1,2.75,2.62,3.12,3,2.6,3,2.5,32,2.7,2.53,3.13,2.99,3.16,2.81,17,2.75,2.49,1.55,1.48,22,0,1.85,1.79,2.13,2.02,,,
G1,12/02/11,Aris,Olympiakos,1,2,A,1,1,D,4.2,3.1,2,4.1,3.1,1.95,4,3,1.95,4,3.1,1.9,3.75,3,1.91,4,3.2,2,4.1,3.1,1.91,3.9,3.2,1.91,4.33,3.12,2.05,3.8,3.2,1.91,33,4.33,3.95,3.22,3.09,2.05,1.97,20,2.75,2.55,1.5,1.46,18,0.5,1.9,1.85,2.06,2,,,
G1,12/02/11,Ergotelis,Kavala,2,1,H,1,1,D,2.1,3.1,3.75,2.25,2.85,3.5,2.2,2.9,3.3,2.1,3,3.4,2.1,3,3.2,2.2,3.1,3.25,2.1,3,3.6,2.15,3,3.4,2.2,3,3.8,2.1,3.1,3.25,31,2.3,2.17,3.1,2.96,3.9,3.5,20,2.75,2.57,1.5,1.45,16,-0.25,1.86,1.82,2.09,2.05,,,
G1,12/02/11,Panionios,PAOK,1,0,H,0,0,D,3,2.9,2.6,3.1,2.95,2.4,2.8,2.9,2.5,2.7,3,2.5,2.6,3,2.5,2.6,3.1,2.7,3,2.9,2.62,2.8,3,2.5,3,3.1,2.62,2.7,3,2.5,30,3.15,2.79,3.1,2.98,2.7,2.57,19,2.75,2.58,1.5,1.44,16,0.25,1.74,1.71,2.25,2.19,,,
G1,13/02/11,Iraklis,Asteras Tripolis,0,0,D,0,0,D,2.1,3.1,3.75,2.1,3,3.7,2,3,3.75,2,3,3.6,2.1,3.2,3,2.1,3,3.7,2.15,3,3.75,1.95,3.1,3.75,2.2,3.2,3.75,2,3,3.75,33,2.25,2.12,3.2,3.05,3.8,3.51,20,2.75,2.6,1.5,1.43,17,-0.5,2.23,2.16,1.76,1.72,,,
G1,13/02/11,Kerkyra,Panserraikos,3,0,H,3,0,H,1.8,3.25,5,1.7,3.35,5.15,1.7,3.3,4.75,1.7,3.3,4.8,1.73,3.2,4.33,1.75,3.5,4.5,1.8,3.1,5.5,1.7,3.4,4.75,1.8,3.5,5.25,1.73,3.25,4.5,30,1.85,1.76,3.5,3.31,5.5,4.68,19,2.62,2.41,1.55,1.5,15,-0.75,2.19,2.14,1.78,1.75,,,
G1,13/02/11,Larisa,Olympiakos Volou,1,2,A,0,0,D,2.05,3.1,4,1.91,3.1,4.25,1.9,3.1,4,2,3,3.6,1.91,3.2,3.5,1.8,3.3,4.5,2.05,3.1,4,1.91,3.2,3.8,2.1,3.2,4,2,3.1,3.6,29,2.12,2,3.3,3.13,4.5,3.79,18,2.62,2.47,1.55,1.49,17,-0.5,2.12,2.06,1.85,1.79,,,
G1,13/02/11,Panathinaikos,AEK,3,1,H,1,0,H,1.75,3.3,5.25,1.7,3.4,5,1.75,3.2,4.6,1.7,3.2,4.8,1.73,3.2,4.33,1.7,3.5,5.25,1.75,3.5,5,1.75,3.25,4.75,1.75,3.5,5.5,1.7,3.3,4.75,33,1.8,1.73,3.6,3.37,5.55,4.81,20,2.3,2.18,1.67,1.61,17,-0.5,1.8,1.75,2.2,2.12,,,
G1,13/02/11,Xanthi,Atromitos,3,0,H,0,0,D,2.4,2.9,3.25,2.3,2.9,3.3,2.3,2.9,3.1,2.3,3,3,2.38,3,2.7,2.25,3,3.3,2.5,2.9,3.2,2.2,3,3.3,2.5,3,3.3,2.38,3,2.88,33,2.54,2.39,3.1,2.94,3.5,3.09,20,2.75,2.57,1.5,1.44,16,-0.25,2.13,2.08,1.82,1.79,,,
G1,19/02/11,Asteras Tripolis,Kerkyra,0,2,A,0,0,D,1.75,3.4,5,1.78,3.2,5,1.75,3.1,4.75,1.85,3.2,4.1,1.67,3.1,5,1.75,3.2,5,1.8,3.1,5.5,1.75,3.3,5,1.8,3.12,5.5,1.73,3.25,4.33,30,1.8,1.74,3.4,3.18,6.37,5.01,16,2.82,2.61,1.49,1.43,18,-0.5,1.8,1.75,2.19,2.12,,,
G1,19/02/11,Kavala,Panserraikos,0,0,D,0,0,D,1.5,3.9,7,1.42,4.1,7.5,1.45,3.75,7,1.4,4.1,7,1.44,3.6,6.5,1.35,4.3,9,1.44,4,8.5,1.44,4,7.5,1.44,4,7.5,1.4,4,6.5,32,1.5,1.42,4.33,3.97,8.89,7.28,16,2.3,2.19,1.67,1.61,17,-1,1.83,1.76,2.2,2.13,,,
G1,19/02/11,Olympiakos,Panathinaikos,2,1,H,1,0,H,1.85,3.5,4.2,1.9,3.35,3.9,1.85,3.25,4,2,3.2,3.4,1.83,3.2,3.75,1.9,3.4,4.2,1.85,3.25,4.75,1.85,3.4,4.2,1.91,3.6,4.33,1.83,3.3,3.75,32,1.95,1.86,3.6,3.28,4.49,4.01,16,2.5,2.33,1.6,1.54,18,-0.5,1.95,1.89,2,1.96,,,
G1,20/02/11,AEK,Panionios,1,1,D,1,0,H,1.57,3.7,6.25,1.57,3.6,6,1.57,3.5,5.5,1.6,3.4,5.3,1.53,3.4,5.5,1.55,3.8,6.5,1.57,3.6,7,1.6,3.6,5.75,1.62,3.8,6.5,1.53,3.6,5.5,32,1.62,1.55,3.88,3.55,7.44,6.03,15,2.35,2.24,1.6,1.57,16,-0.75,1.78,1.75,2.18,2.14,,,
G1,20/02/11,Atromitos,Aris,0,0,D,0,0,D,2.3,3.1,3.25,2.35,2.9,3.2,2.3,3,3,2.1,3,3.4,2.38,3,2.7,2.4,2.9,3.1,2.4,2.8,3.5,2.4,3.1,3,2.38,3.12,3.4,2.3,3,2.88,32,2.38,2.3,3.13,2.99,3.61,3.12,16,2.88,2.62,1.45,1.42,16,-0.25,2.03,1.99,1.93,1.88,,,
G1,20/02/11,Olympiakos Volou,Iraklis,1,1,D,1,0,H,1.8,3.3,4.75,1.8,3.2,4.65,1.75,3.25,4.5,1.85,3.2,4.1,1.73,3.2,4.33,1.75,3.3,4.75,1.75,3.25,5.5,1.75,3.25,5,1.83,3.4,5,1.73,3.3,4.2,30,1.83,1.77,3.41,3.2,5.4,4.74,16,2.7,2.52,1.5,1.46,18,-0.5,1.8,1.77,2.16,2.09,,,
G1,20/02/11,Xanthi,Larisa,1,1,D,1,1,D,2.1,3.25,3.5,2.1,3.1,3.5,2.05,3.1,3.5,2,3.2,3.4,2.1,3,3.2,2.1,3.05,3.6,2.15,2.9,4,2.1,3.2,3.5,2.15,3.25,3.8,2,3.2,3.3,28,2.16,2.06,3.25,3.11,4.21,3.57,15,2.7,2.53,1.5,1.45,17,-0.5,2.16,2.1,1.81,1.76,,,
G1,26/02/11,Iraklis,Xanthi,1,1,D,0,1,A,2.15,3,3.8,2,3.1,3.9,2,3,3.75,2,3,3.6,2,3.2,3.2,2.05,2.9,4,2,3.2,4,2.15,3,3.6,2.2,3.12,3.8,2,3.1,3.5,38,2.21,2.09,3.2,3.03,4,3.59,20,2.75,2.58,1.5,1.44,18,-0.5,2.21,2.14,1.79,1.74,,,
G1,26/02/11,Kerkyra,Olympiakos Volou,1,3,A,0,3,A,2.5,2.9,3.1,2.35,2.95,3.2,2.5,2.9,2.8,2.5,3,2.7,2.2,3,3,2.6,2.95,2.8,2.7,2.9,2.9,2.55,3,2.88,2.62,3,3.12,2.4,3,2.8,34,2.7,2.52,3,2.91,3.2,2.89,18,2.63,2.48,1.53,1.48,16,-0.25,2.2,2.16,1.78,1.74,,,
G1,26/02/11,Panathinaikos,Atromitos,1,1,D,1,1,D,1.3,4.75,11,1.31,4.75,9.5,1.3,4.75,8.5,1.3,4.8,8.5,1.29,4.33,8.5,1.33,4.5,9,1.3,4.75,12,1.3,5,9.5,1.33,5,12,1.3,4.2,11,37,1.34,1.3,5,4.67,12,9.21,30,2.01,1.92,1.95,1.84,18,-1.5,2.13,2.06,1.83,1.79,,,
G1,27/02/11,Ergotelis,AEK,2,3,A,0,1,A,3.4,3,2.3,3.4,3.1,2.15,3,3.1,2.25,3.2,3.2,2.1,2.7,3,2.38,3,3.2,2.4,3.3,3,2.35,3,3.2,2.3,3.4,3.12,2.4,2.88,3,2.3,34,3.44,3.1,3.25,3.03,2.4,2.3,17,2.4,2.24,1.65,1.57,15,0.25,1.9,1.86,2.1,2.01,,,
G1,27/02/11,Larisa,Aris,2,2,D,1,1,D,2.3,3,3.4,2.25,2.95,3.4,2.3,3,3,2.1,3.1,3.3,2.2,3,3,2.2,3.2,3.2,2.3,3.2,3.15,2.3,3.1,3.1,2.4,3.1,3.4,2.25,3.1,2.88,30,2.4,2.28,3.2,3.04,3.5,3.11,17,2.75,2.53,1.5,1.45,16,-0.25,2.02,1.97,1.92,1.88,,,
G1,27/02/11,Panionios,Olympiakos,1,1,D,0,1,A,5.25,3.4,1.73,4.33,3.4,1.8,4.5,3.25,1.75,4.2,3.2,1.8,4.33,3.2,1.73,5,3.25,1.8,4.8,3.3,1.8,5,3.4,1.73,5.25,3.4,1.8,4.75,3.2,1.73,34,5.55,4.88,3.55,3.32,1.8,1.72,16,2.35,2.21,1.65,1.59,15,0.75,1.94,1.9,2.02,1.94,,,
G1,27/02/11,Panserraikos,Asteras Tripolis,0,1,A,0,1,A,3.4,3,2.3,3.2,3,2.3,3,3.1,2.25,3,3.2,2.2,3,2.88,2.25,3,3.3,2.25,3.15,3.25,2.3,3.1,3.1,2.3,3.4,3.1,2.4,3,3.2,2.2,33,3.53,3.14,3.25,3.04,2.42,2.28,17,2.75,2.5,1.55,1.47,15,0.25,1.93,1.88,2.05,1.99,,,
G1,27/02/11,PAOK,Kavala,0,2,A,0,1,A,1.73,3.3,5.5,1.6,3.5,6,1.6,3.5,5.25,1.55,3.7,5.4,1.62,3.25,5,1.65,3.4,5.5,1.58,3.6,6.5,1.67,3.4,5.5,1.75,3.4,6,1.7,3.3,4.75,33,1.75,1.68,3.6,3.35,6.5,5.22,18,2.75,2.49,1.55,1.48,16,-0.75,2.04,2,1.91,1.87,,,
G1,05/03/11,Aris,Iraklis,0,1,A,0,0,D,1.73,3.5,5,1.65,3.3,5.75,1.65,3.4,5,1.75,3.4,4.3,1.62,3.25,5,1.6,3.5,5.75,1.7,3.4,5.5,1.62,3.5,6,1.73,3.5,5.5,,,,34,1.73,1.66,3.53,3.38,6.1,5.33,17,2.7,2.53,1.5,1.46,16,-0.75,1.97,1.93,1.97,1.94,,,
G1,05/03/11,Olympiakos Volou,Panserraikos,3,0,H,2,0,H,1.4,4.2,9,1.44,4,7.5,1.4,4,7.5,1.35,4.3,7.5,1.4,3.75,7,1.35,4.5,8.5,1.4,4.2,9,1.4,4.33,8.5,1.4,4.33,9,,,,32,1.45,1.4,4.5,4.13,9,7.6,18,2.2,2.08,1.73,1.68,16,-1.25,2.06,2.01,1.89,1.85,,,
G1,05/03/11,Xanthi,Kerkyra,2,1,H,1,1,D,1.83,3.25,4.75,1.85,3.1,4.6,1.8,3.2,4.25,2,2.8,3.9,1.83,3,4,1.85,3.2,4.5,1.85,3.1,5,1.83,3.25,4.75,1.85,3.25,4.75,,,,34,1.89,1.82,3.33,3.17,5.04,4.48,17,2.7,2.56,1.5,1.44,18,-0.5,1.89,1.83,2.08,2.02,,,
