"player_num" "position" "player_name" "club" "age" "height" "weight" "birthplace" "status"
"552" 42 "M" "Micheal Azira" "Seattle Sounders FC" 27 "5' 10\"" 160 "Uganda" "Active"
"553" NA "M" "Mehdi Ballouchy" "New York City FC" 31 "5' 11\"" 169 "Morocco" "Active"
"554" 26 "D" "Brandon Barklage" "San Jose Earthquakes" 28 "5' 11\"" 165 "USA" "Active"
"555" 25 "D" "Darrius Barnes" "New England Revolution" 28 "6' 1\"" 175 "USA" "Active"
"556" 23 "M" "Giles Barnes" "Houston Dynamo" 26 "5' 11\"" 181 "England" "Active"
"557" NA "M" "Leandro Barrera" "San Jose Earthquakes" 23 "5' 8\"" 171 "Argentina" "Active"
"558" 19 "F" "Chad Barrett" "Seattle Sounders FC" 29 "5' 11\"" 185 "USA" "Active"
"559" 21 "D" "Chad Barson" "Columbus Crew SC" 23 "5' 10\"" 170 "USA" "Active"
"560" 21 "D/M" "DaMarcus Beasley" "Houston Dynamo" 32 "5' 8\"" 145 "USA" "Active"
"561" 5 "M" "Kyle Beckerman" "Real Salt Lake" 32 "5' 11\"" 165 "USA" "Active"
"562" 29 "F" "Adam Bedell" "Columbus Crew SC" 23 "6' 6\"" 204 "USA" "Active"
"563" 33 "D/M" "Steven Beitashour" "Vancouver Whitecaps FC" 27 "5' 10\"" 170 "USA" "Active"
"564" 8 "M" "Kyle Bekker" "Toronto FC" 24 "5' 9\"" 165 "Canada" "Active"
"565" 27 "M" "Louis Béland-Goyette" "Montreal Impact" 19 "5' 8\"" 140 "Canada" "Active"
"566" 2 "D" "Tony Beltran" "Real Salt Lake" 27 "5' 8\"" 150 "USA" "Active"
"567" 12 "GK" "Joe Bendik" "Toronto FC" 25 "6' 2\"" 217 "USA" "Active"
"568" 5 "D" "Víctor Bernárdez" "San Jose Earthquakes" 32 "6' 2\"" 190 "Honduras" "Active"
"569" 12 "GK" "John Berner" "Colorado Rapids" 23 "6' 3\"" 205 "USA" "Active"
"570" 8 "M" "Patrice Bernier" "Montreal Impact" 35 "5' 9\"" 170 "Canada" "Active"
"571" 4 "D" "Austin Berry" "Philadelphia Union" 26 "6' 2\"" 188 "USA" "Active"
"572" 5 "D" "Matt Besler" "Sporting Kansas City" 27 "6'" 170 "USA" "Active"
"573" NA "M" "Nick Besler" "" 21 "6' 1\"" 165 "USA" "Active"
"574" 16 "F" "Claudio Bieler" "Sporting Kansas City" 30 "5' 11\"" 171 "Argentina" "Active"
"575" 15 "D" "Steve Birnbaum" "D.C. United" 23 "6' 2\"" 180 "USA" "Active"
"576" 1 "GK" "Andre Blake" "Philadelphia Union" 24 "6' 4\"" 175 "Jamaica" "Active"
"577" 28 "D" "Mark Bloom" "Toronto FC" 27 "5' 11\"" 162 "USA" "Active"
"578" NA "D" "Nat Borchers" "Portland Timbers" 33 "6' 2\"" 175 "USA" "Active"
"579" 32 "D" "Bobby Boswell" "D.C. United" 31 "6' 2\"" 185 "USA" "Active"
"580" 21 "M" "Rubén Bover" "New York Red Bulls" 22 "5' 7\"" 144 "Spain" "Active"
"581" 11 "F" "David Accam" "Chicago Fire" 24 "5' 9\"" 154 "Ghana" "Active"
"582" 23 "D/M" "Kellyn Acosta" "FC Dallas" 19 "5' 10\"" 150 "USA" "Active"
"583" NA "D" "Adaílton" "Chicago Fire" 31 "6' 3\"" 180 "Brazil" "Active"
"584" 3 "D" "Sam Adekugbe" "Vancouver Whitecaps FC" 19 "5' 9\"" 165 "England" "Active"
"585" 9 "F" "Fanendo Adi" "Portland Timbers" 24 "6' 4\"" 185 "Nigeria" "Active"
"586" 13 "F" "Tesho Akindele" "FC Dallas" 22 "6' 1\"" 170 "Canada" "Active"
"587" NA "M" "Fatai Alashe" "" 21 "6'" 170 "USA" "Active"
"588" 12 "M" "Eric Alexander" "New York Red Bulls" 26 "6' 1\"" 165 "USA" "Active"
"589" 7 "D/M" "Jordan Allen" "Real Salt Lake" 19 "5' 11\"" 160 "USA" "Active"
"590" 6 "M" "Osvaldo Alonso" "Seattle Sounders FC" 29 "5' 11\"" 165 "Cuba" "Active"
"591" 30 "D" "Kevin Alston" "New England Revolution" 26 "5' 8\"" 160 "USA" "Active"
"592" 24 "F" "Quincy Amarikwa" "Chicago Fire" 27 "5' 9\"" 180 "USA" "Active"
"593" NA "D" "Jalil Anibaba" "Sporting Kansas City" 26 "6'" 185 "USA" "Active"
"594" NA "M" "Bernardo Añor" "Sporting Kansas City" 26 "5' 8\"" 158 "Venezuela" "Active"
"595" 34 "M" "Manny Aparicio" "Toronto FC" 19 "5' 6\"" 149 "Argentina" "Active"
"596" 5 "D" "Armando" "New York Red Bulls" 30 "6' 1\"" 175 "Spain" "Active"
"597" 8 "M" "Davy Arnaud" "D.C. United" 34 "5' 11\"" 160 "USA" "Active"
"598" NA "F" "Jairo Arrieta" "Orlando City SC" 31 "5' 9\"" 150 "Costa Rica" "Active"
"599" 26 "M" "Corey Ashe" "Houston Dynamo" 28 "5' 5\"" 154 "USA" "Active"
"600" NA "M/F" "Dairon Asprilla" "Portland Timbers" 22 "5' 11\"" 165 "Colombia" "Active"
"601" 24 "GK" "Jeff Attinella" "Real Salt Lake" 26 "6' 2\"" 190 "USA" "Active"
"602" 42 "M" "Micheal Azira" "Seattle Sounders FC" 27 "5' 10\"" 160 "Uganda" "Active"
"603" NA "M" "Mehdi Ballouchy" "New York City FC" 31 "5' 11\"" 169 "Morocco" "Active"
"604" 26 "D" "Brandon Barklage" "San Jose Earthquakes" 28 "5' 11\"" 165 "USA" "Active"
"605" 25 "D" "Darrius Barnes" "New England Revolution" 28 "6' 1\"" 175 "USA" "Active"
"606" 23 "M" "Giles Barnes" "Houston Dynamo" 26 "5' 11\"" 181 "England" "Active"
"607" NA "M" "Leandro Barrera" "San Jose Earthquakes" 23 "5' 8\"" 171 "Argentina" "Active"
"608" 19 "F" "Chad Barrett" "Seattle Sounders FC" 29 "5' 11\"" 185 "USA" "Active"
"609" 21 "D" "Chad Barson" "Columbus Crew SC" 23 "5' 10\"" 170 "USA" "Active"
"610" 21 "D/M" "DaMarcus Beasley" "Houston Dynamo" 32 "5' 8\"" 145 "USA" "Active"
"611" 5 "M" "Kyle Beckerman" "Real Salt Lake" 32 "5' 11\"" 165 "USA" "Active"
"612" 29 "F" "Adam Bedell" "Columbus Crew SC" 23 "6' 6\"" 204 "USA" "Active"
"613" 33 "D/M" "Steven Beitashour" "Vancouver Whitecaps FC" 27 "5' 10\"" 170 "USA" "Active"
"614" 8 "M" "Kyle Bekker" "Toronto FC" 24 "5' 9\"" 165 "Canada" "Active"
"615" 27 "M" "Louis Béland-Goyette" "Montreal Impact" 19 "5' 8\"" 140 "Canada" "Active"
"616" 2 "D" "Tony Beltran" "Real Salt Lake" 27 "5' 8\"" 150 "USA" "Active"
"617" 12 "GK" "Joe Bendik" "Toronto FC" 25 "6' 2\"" 217 "USA" "Active"
"618" 5 "D" "Víctor Bernárdez" "San Jose Earthquakes" 32 "6' 2\"" 190 "Honduras" "Active"
"619" 12 "GK" "John Berner" "Colorado Rapids" 23 "6' 3\"" 205 "USA" "Active"
"620" 8 "M" "Patrice Bernier" "Montreal Impact" 35 "5' 9\"" 170 "Canada" "Active"
"621" 4 "D" "Austin Berry" "Philadelphia Union" 26 "6' 2\"" 188 "USA" "Active"
"622" 5 "D" "Matt Besler" "Sporting Kansas City" 27 "6'" 170 "USA" "Active"
"623" NA "M" "Nick Besler" "" 21 "6' 1\"" 165 "USA" "Active"
"624" 16 "F" "Claudio Bieler" "Sporting Kansas City" 30 "5' 11\"" 171 "Argentina" "Active"
"625" 15 "D" "Steve Birnbaum" "D.C. United" 23 "6' 2\"" 180 "USA" "Active"
"626" 1 "GK" "Andre Blake" "Philadelphia Union" 24 "6' 4\"" 175 "Jamaica" "Active"
"627" 28 "D" "Mark Bloom" "Toronto FC" 27 "5' 11\"" 162 "USA" "Active"
"628" NA "D" "Nat Borchers" "Portland Timbers" 33 "6' 2\"" 175 "USA" "Active"
"629" 32 "D" "Bobby Boswell" "D.C. United" 31 "6' 2\"" 185 "USA" "Active"
"630" 21 "M" "Rubén Bover" "New York Red Bulls" 22 "5' 7\"" 144 "Spain" "Active"
"631" 11 "F" "David Accam" "Chicago Fire" 24 "5' 9\"" 154 "Ghana" "Active"
"632" 23 "D/M" "Kellyn Acosta" "FC Dallas" 19 "5' 10\"" 150 "USA" "Active"
"633" NA "D" "Adaílton" "Chicago Fire" 31 "6' 3\"" 180 "Brazil" "Active"
"634" 3 "D" "Sam Adekugbe" "Vancouver Whitecaps FC" 19 "5' 9\"" 165 "England" "Active"
"635" 9 "F" "Fanendo Adi" "Portland Timbers" 24 "6' 4\"" 185 "Nigeria" "Active"
"636" 13 "F" "Tesho Akindele" "FC Dallas" 22 "6' 1\"" 170 "Canada" "Active"
"637" NA "M" "Fatai Alashe" "" 21 "6'" 170 "USA" "Active"
"638" 12 "M" "Eric Alexander" "New York Red Bulls" 26 "6' 1\"" 165 "USA" "Active"
"639" 7 "D/M" "Jordan Allen" "Real Salt Lake" 19 "5' 11\"" 160 "USA" "Active"
"640" 6 "M" "Osvaldo Alonso" "Seattle Sounders FC" 29 "5' 11\"" 165 "Cuba" "Active"
"641" 30 "D" "Kevin Alston" "New England Revolution" 26 "5' 8\"" 160 "USA" "Active"
"642" 24 "F" "Quincy Amarikwa" "Chicago Fire" 27 "5' 9\"" 180 "USA" "Active"
"643" NA "D" "Jalil Anibaba" "Sporting Kansas City" 26 "6'" 185 "USA" "Active"
"644" NA "M" "Bernardo Añor" "Sporting Kansas City" 26 "5' 8\"" 158 "Venezuela" "Active"
"645" 34 "M" "Manny Aparicio" "Toronto FC" 19 "5' 6\"" 149 "Argentina" "Active"
"646" 5 "D" "Armando" "New York Red Bulls" 30 "6' 1\"" 175 "Spain" "Active"
"647" 8 "M" "Davy Arnaud" "D.C. United" 34 "5' 11\"" 160 "USA" "Active"
"648" NA "F" "Jairo Arrieta" "Orlando City SC" 31 "5' 9\"" 150 "Costa Rica" "Active"
"649" 26 "M" "Corey Ashe" "Houston Dynamo" 28 "5' 5\"" 154 "USA" "Active"
"650" NA "M/F" "Dairon Asprilla" "Portland Timbers" 22 "5' 11\"" 165 "Colombia" "Active"
"651" 24 "GK" "Jeff Attinella" "Real Salt Lake" 26 "6' 2\"" 190 "USA" "Active"
"652" 42 "M" "Micheal Azira" "Seattle Sounders FC" 27 "5' 10\"" 160 "Uganda" "Active"
"653" NA "M" "Mehdi Ballouchy" "New York City FC" 31 "5' 11\"" 169 "Morocco" "Active"
"654" 26 "D" "Brandon Barklage" "San Jose Earthquakes" 28 "5' 11\"" 165 "USA" "Active"
"655" 25 "D" "Darrius Barnes" "New England Revolution" 28 "6' 1\"" 175 "USA" "Active"
"656" 23 "M" "Giles Barnes" "Houston Dynamo" 26 "5' 11\"" 181 "England" "Active"
"657" NA "M" "Leandro Barrera" "San Jose Earthquakes" 23 "5' 8\"" 171 "Argentina" "Active"
"658" 19 "F" "Chad Barrett" "Seattle Sounders FC" 29 "5' 11\"" 185 "USA" "Active"
"659" 21 "D" "Chad Barson" "Columbus Crew SC" 23 "5' 10\"" 170 "USA" "Active"
"660" 21 "D/M" "DaMarcus Beasley" "Houston Dynamo" 32 "5' 8\"" 145 "USA" "Active"
"661" 5 "M" "Kyle Beckerman" "Real Salt Lake" 32 "5' 11\"" 165 "USA" "Active"
"662" 29 "F" "Adam Bedell" "Columbus Crew SC" 23 "6' 6\"" 204 "USA" "Active"
"663" 33 "D/M" "Steven Beitashour" "Vancouver Whitecaps FC" 27 "5' 10\"" 170 "USA" "Active"
"664" 8 "M" "Kyle Bekker" "Toronto FC" 24 "5' 9\"" 165 "Canada" "Active"
"665" 27 "M" "Louis Béland-Goyette" "Montreal Impact" 19 "5' 8\"" 140 "Canada" "Active"
"666" 2 "D" "Tony Beltran" "Real Salt Lake" 27 "5' 8\"" 150 "USA" "Active"
"667" 12 "GK" "Joe Bendik" "Toronto FC" 25 "6' 2\"" 217 "USA" "Active"
"668" 5 "D" "Víctor Bernárdez" "San Jose Earthquakes" 32 "6' 2\"" 190 "Honduras" "Active"
"669" 12 "GK" "John Berner" "Colorado Rapids" 23 "6' 3\"" 205 "USA" "Active"
"670" 8 "M" "Patrice Bernier" "Montreal Impact" 35 "5' 9\"" 170 "Canada" "Active"
"671" 4 "D" "Austin Berry" "Philadelphia Union" 26 "6' 2\"" 188 "USA" "Active"
"672" 5 "D" "Matt Besler" "Sporting Kansas City" 27 "6'" 170 "USA" "Active"
"673" NA "M" "Nick Besler" "" 21 "6' 1\"" 165 "USA" "Active"
"674" 16 "F" "Claudio Bieler" "Sporting Kansas City" 30 "5' 11\"" 171 "Argentina" "Active"
"675" 15 "D" "Steve Birnbaum" "D.C. United" 23 "6' 2\"" 180 "USA" "Active"
"676" 1 "GK" "Andre Blake" "Philadelphia Union" 24 "6' 4\"" 175 "Jamaica" "Active"
"677" 28 "D" "Mark Bloom" "Toronto FC" 27 "5' 11\"" 162 "USA" "Active"
"678" NA "D" "Nat Borchers" "Portland Timbers" 33 "6' 2\"" 175 "USA" "Active"
"679" 32 "D" "Bobby Boswell" "D.C. United" 31 "6' 2\"" 185 "USA" "Active"
"680" 21 "M" "Rubén Bover" "New York Red Bulls" 22 "5' 7\"" 144 "Spain" "Active"
