Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
N1,09/12/06,Groningen,PSV Eindhoven,0,2,A,0,0,D,6.5,3.8,1.44,5.8,3.65,1.5,5.25,3.6,1.55,4.8,3.5,1.55,5,3.5,1.57,5.25,3.6,1.57,4.5,3.5,1.61,6,3.6,1.5,5.5,3.7,1.5,46,7,5.63,3.8,3.59,1.6,1.52,28,1.6,1.54,2.4,2.23,18,1,2.06,1.99,1.87,1.82
N1,09/12/06,Heracles,Sparta,2,3,A,0,2,A,1.95,3.25,3.4,1.95,3.3,3.4,1.95,3.25,3.4,2,3.2,3.1,1.83,3.3,3.6,2,3.25,3.4,1.9,3.4,3.3,2,3.25,3.25,1.9,3.4,3.25,45,2.1,1.96,3.4,3.26,3.65,3.36,27,1.83,1.71,2.1,1.98,18,-0.5,2.13,2.04,1.81,1.78
N1,09/12/06,NAC Breda,Excelsior,2,1,H,1,1,D,1.61,3.4,4.75,1.75,3.45,4,1.75,3.4,4,1.75,3.3,3.9,1.8,3.25,3.75,1.8,3.4,4,1.8,3.4,3.6,1.8,3.25,4,1.7,3.5,4,45,1.8,1.73,3.6,3.36,5.2,4.21,27,1.8,1.66,2.2,2.05,17,-0.75,1.91,1.86,2.02,2
N1,09/12/06,Nijmegen,Utrecht,2,0,H,1,0,H,2.05,3.25,3.1,2.1,3.25,3.05,2.1,3.25,3,2.1,3.2,2.9,2.1,3.2,3,2.2,3.2,3,2.05,3.5,2.85,2.2,3.25,2.88,2.1,3.4,2.8,46,2.3,2.1,3.5,3.26,3.4,3.02,27,1.77,1.69,2.2,2.01,18,-0.25,2.02,1.95,1.93,1.9
N1,10/12/06,Ajax,AZ Alkmaar,2,2,D,1,0,H,1.9,3.3,3.4,2.1,3.2,3.1,2.05,3.25,3.1,1.9,3.3,3.3,2.1,3.2,3,2.1,3.2,3.2,2.15,3.2,2.9,1.91,3.4,3.5,2,3.2,3.2,44,2.15,2.03,3.4,3.24,3.75,3.25,28,1.62,1.56,2.3,2.2,20,0,1.57,1.49,2.5,2.36
N1,10/12/06,Feyenoord,Den Haag,3,1,H,0,0,D,1.16,5.5,12,1.2,5.8,9.5,1.2,5.5,10,1.22,4.8,9.5,1.17,5.5,12,1.2,5.6,11,1.2,5,11,1.22,5.5,9,1.2,5.5,9,45,1.25,1.2,6,5.37,13,10.9,27,1.45,1.39,2.75,2.62,13,-1.5,1.85,1.83,2.09,2.03
N1,10/12/06,Vitesse,Waalwijk,3,1,H,2,1,H,1.61,3.4,4.75,1.7,3.4,4.3,1.7,3.4,4.5,1.7,3.3,4,1.62,3.5,4.5,1.7,3.4,4.5,1.65,3.65,4,1.62,3.6,4.5,1.6,3.6,4.5,44,1.73,1.66,3.65,3.43,5.25,4.62,27,1.65,1.59,2.38,2.15,17,-0.75,1.9,1.85,2.07,2
N1,10/12/06,Willem II,Twente,1,3,A,1,2,A,3.5,3.3,1.9,3.3,3.25,2,3.25,3.3,2,2.9,3.2,2.1,3.2,3.2,2,3.1,3.3,2.1,2.87,3.5,2.05,3.6,3.25,1.91,3.25,3.25,2,45,3.68,3.31,3.5,3.27,2.11,1.98,27,1.7,1.6,2.3,2.14,17,0,2.65,2.42,1.6,1.47
N1,15/12/06,PSV Eindhoven,Heracles,3,0,H,1,0,H,1.07,9,26,1.1,6.5,21,1.08,7.5,19,1.1,7,15,1.08,7,17,1.06,8.5,23,1.08,7,17,1.08,7.5,26,1.08,7,21,44,1.11,1.08,9,7.46,26,19.04,29,1.39,1.34,3,2.81,16,-2.5,1.7,1.67,2.22,2.19
N1,16/12/06,Den Haag,Willem II,2,1,H,2,0,H,1.9,3.25,3.6,2.1,3.2,3.1,2,3.25,3.3,2.1,3.2,2.9,2.1,3.2,3,2.1,3.3,3.1,2,3.4,3,2,3.4,3.2,2,3.4,3.1,42,2.25,2.05,3.4,3.26,3.6,3.19,26,1.8,1.66,2.2,2.05,18,-0.25,1.82,1.78,2.14,2.11
N1,16/12/06,Roda JC,Vitesse,2,4,A,2,1,H,1.9,3.2,3.75,1.75,3.4,4.05,1.8,3.3,4,1.75,3.2,4,1.75,3.25,4.2,1.83,3.25,4,1.65,3.6,4.1,2,3.4,3.2,1.8,3.5,3.6,43,2,1.82,3.5,3.31,4.2,3.86,27,1.75,1.66,2.2,2.04,17,-0.5,2.02,2,1.91,1.86
N1,16/12/06,Sparta,NAC Breda,0,3,A,0,3,A,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.25,3,2.1,3.2,2.9,2.1,3.2,3,2.2,3.2,3,2,3.4,3,1.91,3.4,3.4,2.1,3.4,2.9,44,2.2,2.09,3.5,3.28,3.4,3.07,27,1.85,1.68,2.05,2.01,18,-0.25,1.96,1.91,2.07,1.96
N1,17/12/06,AZ Alkmaar,Groningen,2,0,H,2,0,H,1.22,5,10,1.3,4.6,8,1.3,4.5,8,1.3,4.2,8,1.3,4.33,8,1.33,4.5,8,1.3,4.5,7.5,1.29,4.5,9,1.25,4.5,10,43,1.33,1.3,5,4.47,11.5,8.4,26,1.45,1.38,2.75,2.62,17,-1.5,1.83,1.76,2.12,2.09
N1,17/12/06,Excelsior,Ajax,1,3,A,0,1,A,8,5,1.25,8,4.25,1.33,8,4.25,1.33,8,4.2,1.3,8,3.75,1.36,8.5,4.33,1.33,7,3.75,1.4,8,4.33,1.33,10,4.2,1.28,42,12,8.05,5,4.23,1.4,1.33,28,1.5,1.44,2.75,2.48,17,1.5,2.14,2.1,1.81,1.74
N1,17/12/06,Twente,Heerenveen,5,1,H,2,1,H,1.75,3.2,4.5,1.65,3.5,4.5,1.7,3.4,4.25,1.75,3.3,3.9,1.7,3.25,4.33,1.73,3.4,4.33,1.7,3.5,4,1.73,3.25,4.5,1.75,3.5,3.75,42,1.77,1.72,3.5,3.34,4.59,4.26,25,1.7,1.63,2.2,2.08,17,-0.5,1.85,1.83,2.12,2.05
N1,17/12/06,Utrecht,Feyenoord,2,1,H,2,0,H,2.75,3.2,2.3,3.1,3.2,2.1,2.75,3.2,2.3,2.8,3.1,2.2,3.2,3.2,2,3.1,3.2,2.15,2.8,3.4,2.1,2.5,3.2,2.5,2.75,3.3,2.2,42,3.25,2.84,3.4,3.24,2.5,2.21,26,1.6,1.55,2.25,2.2,20,0.25,1.89,1.81,2.15,2.06
N1,17/12/06,Waalwijk,Nijmegen,0,1,A,0,1,A,2.3,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.4,2.4,3.25,2.5,2.4,3.2,2.7,2.3,3.3,2.6,2.38,3.4,2.5,2.35,3.4,2.5,43,2.5,2.38,3.4,3.23,2.85,2.62,27,1.87,1.77,2.06,1.94,18,0,1.85,1.77,2.18,2.01
N1,22/12/06,Heracles,Groningen,0,1,A,0,0,D,2.75,3.4,2.37,2.5,3.2,2.5,2.6,3.2,2.4,2.4,3.2,2.4,2.5,3.25,2.4,2.6,3.3,2.4,2.4,3.4,2.4,2.75,3.25,2.25,2.6,3.25,2.35,41,3,2.65,3.5,3.26,2.45,2.37,26,1.73,1.64,2.2,2.1,18,0,2.18,2.04,1.8,1.74
N1,23/12/06,Feyenoord,Sparta,3,2,H,2,1,H,1.25,5,9,1.25,4.85,9.5,1.3,4.5,8.5,1.27,4.3,8.5,1.29,4.5,8,1.28,4.75,9,1.28,4.5,8,1.29,4.5,9,1.25,4.7,9,41,1.35,1.29,5.25,4.62,10,8.54,27,1.45,1.4,2.88,2.59,18,-1.5,1.86,1.79,2.12,2.02
N1,23/12/06,Heerenveen,Excelsior,2,0,H,2,0,H,1.25,5,9,1.35,4.45,6.8,1.33,4.5,7,1.35,4,7,1.33,4,8,1.36,4.33,7.5,1.36,4.2,6.5,1.3,4.33,9,1.22,4.7,10,39,1.4,1.32,5,4.35,11,7.92,26,1.53,1.47,2.62,2.39,18,-1.5,1.83,1.78,2.14,2.03
N1,23/12/06,NAC Breda,Den Haag,2,2,D,1,2,A,1.66,3.4,4.5,1.7,3.4,4.3,1.68,3.4,4.6,1.65,3.3,4.4,1.57,3.5,5,1.67,3.4,4.75,1.61,3.6,4.33,1.67,3.5,4.5,1.6,3.5,4.6,41,1.75,1.64,3.6,3.44,5.4,4.74,26,1.8,1.67,2.15,2.05,18,-0.75,1.93,1.91,2,1.95
N1,23/12/06,PSV Eindhoven,Willem II,4,0,H,3,0,H,1.08,7.5,17,1.1,6.5,21,1.08,7.5,19,1.07,8,16,1.07,7,21,1.08,7.5,21,1.07,7.5,17,1.08,7,23,1.08,6.5,21,40,1.1,1.08,10,7.46,26,19.61,25,1.35,1.34,3.25,2.84,13,-2.75,2.03,1.97,1.94,1.88
N1,24/12/06,AZ Alkmaar,Nijmegen,0,0,D,0,0,D,1.25,5,9,1.25,4.85,9.5,1.28,4.75,8.5,1.25,4.5,9,1.29,4.5,8,1.28,4.75,9,1.28,4.5,8,1.22,5.5,9,1.22,5,9.5,41,1.3,1.26,5.5,4.78,12,9.2,27,1.5,1.42,2.75,2.52,17,-1.75,1.96,1.93,1.99,1.94
N1,24/12/06,Roda JC,Twente,2,0,H,2,0,H,2.8,3.25,2.25,2.5,3.2,2.5,2.65,3.2,2.35,2.4,3.2,2.4,2.4,3.25,2.5,2.6,3.3,2.4,2.4,3.4,2.4,2.6,3.3,2.38,2.55,3.25,2.35,40,2.85,2.63,3.4,3.24,2.6,2.37,27,1.67,1.59,2.3,2.15,18,0.25,1.85,1.8,2.1,2.07
N1,24/12/06,Vitesse,Ajax,4,2,H,0,2,A,5.5,3.6,1.5,5,3.5,1.6,5.5,3.6,1.52,4.8,3.5,1.55,5.5,3.6,1.5,6,3.75,1.5,5,3.8,1.5,6,3.4,1.53,6,3.75,1.45,40,7.2,5.7,3.8,3.62,1.6,1.51,26,1.5,1.45,2.65,2.47,19,1,2.08,1.98,1.9,1.86
N1,24/12/06,Waalwijk,Utrecht,1,1,D,1,1,D,2.62,3.2,2.37,2.55,3.2,2.45,2.6,3.2,2.4,2.5,3.2,2.3,2.75,3.2,2.25,2.65,3.25,2.4,2.6,3.4,2.25,2.62,3.25,2.38,2.65,3.25,2.3,41,2.8,2.61,3.45,3.24,2.55,2.38,24,1.83,1.66,2.2,2.06,18,0,2.11,2.01,1.83,1.77
N1,26/12/06,Feyenoord,PSV Eindhoven,1,1,D,1,1,D,3.1,3.2,2.1,3.1,3.2,2.1,3.25,3.25,2,3,3.1,2.1,4,3.2,1.8,3.2,3.2,2.1,3.2,3.5,1.9,3.4,3.4,1.91,3.6,3.3,1.84,36,5.25,3.72,3.5,3.3,2,1.86,23,1.63,1.58,2.34,2.17,17,0.5,2.09,2.02,1.9,1.84
N1,26/12/06,Groningen,Sparta,0,1,A,0,0,D,1.5,3.5,6.5,1.5,3.5,6.25,1.5,3.5,6.25,1.4,3.9,6,1.44,3.75,6,1.44,3.75,7,1.5,3.8,5,1.4,3.75,8,1.45,3.6,6.5,39,1.53,1.48,3.95,3.62,8,6.33,26,1.55,1.5,2.63,2.34,18,-1,2.05,1.96,1.95,1.88
N1,26/12/06,Willem II,Excelsior,2,1,H,0,1,A,2,3.2,3.4,2.1,3.2,3.1,2,3.25,3.25,2,3.3,3,1.83,3.2,3.75,1.91,3.4,3.5,1.9,3.5,3.2,2,3.25,3.25,1.9,3.4,3.3,36,2,1.93,3.5,3.28,4.2,3.5,26,1.65,1.57,2.45,2.21,19,-0.5,2,1.87,2.06,2
N1,27/12/06,Ajax,Roda JC,2,0,H,2,0,H,1.25,5,9,1.3,4.3,9,1.28,4.5,9,1.25,4.5,9,1.28,4.5,8,1.25,5,10,1.25,5,8,1.25,5,9,,,,37,1.3,1.26,5.15,4.73,13.5,9.24,25,1.53,1.46,2.65,2.4,15,-1.5,1.86,1.8,2.05,1.95
N1,27/12/06,Den Haag,Waalwijk,1,1,D,0,1,A,2.1,3.2,3.1,2.1,3.2,3.1,1.95,3.25,3.4,1.9,3.3,3.3,2.1,3.2,3,2,3.25,3.4,1.9,3.5,3.2,1.8,3.4,3.75,2,3.25,3.25,37,2.1,1.99,3.4,3.27,3.75,3.33,26,1.73,1.6,2.38,2.13,18,0,1.5,1.45,2.85,2.48
N1,27/12/06,NAC Breda,Vitesse,2,1,H,1,1,D,2.2,3.2,2.9,2.2,3.2,2.9,2.2,3.2,2.9,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.2,3,2.15,3.3,2.8,2.1,3.25,3,2.25,3.25,2.7,38,2.45,2.24,3.4,3.23,3,2.84,25,1.8,1.63,2.2,2.07,17,0,1.82,1.69,2.2,2.05
N1,27/12/06,Nijmegen,Heerenveen,0,2,A,0,1,A,2.2,3.2,2.9,2.2,3.2,2.9,2.2,3.2,2.9,2.2,3,2.9,2.2,3.25,2.75,2.25,3.3,2.8,2.1,3.5,2.75,2.38,3.2,2.62,2.2,3.2,2.8,38,2.38,2.22,3.4,3.23,3.05,2.86,25,1.75,1.66,2.25,2.03,17,0,1.67,1.62,2.25,2.09
N1,27/12/06,Twente,AZ Alkmaar,3,0,H,2,0,H,3.1,3.2,2.1,2.7,3.25,2.3,3,3.25,2.1,3,3.1,2.1,2.6,3.2,2.37,2.9,3.3,2.2,2.75,3.5,2.1,2.88,3.4,2.1,2.8,3.25,2.2,38,3.2,2.92,3.4,3.24,2.38,2.18,25,1.62,1.54,2.5,2.25,17,0,2.3,2.17,1.65,1.58
N1,27/12/06,Utrecht,Heracles,0,0,D,0,0,D,1.44,3.75,6.5,1.55,3.7,5.3,1.44,3.75,6.5,1.4,3.9,6,1.5,3.4,6,1.44,4,6.5,1.45,3.75,6,1.5,3.75,5.5,1.4,3.75,7,38,1.5,1.46,3.95,3.71,9.5,6.47,26,1.67,1.57,2.3,2.18,16,-1,1.82,1.77,2.14,2.1
N1,29/12/06,Excelsior,Feyenoord,1,3,A,0,2,A,6,4,1.5,5.65,3.75,1.5,6,3.6,1.5,6,3.9,1.4,5.5,3.6,1.5,6,3.75,1.5,5.3,3.75,1.5,5.5,3.5,1.57,5.5,3.5,1.53,35,6.5,5.6,4.3,3.71,1.6,1.52,27,1.54,1.47,2.63,2.42,14,1,1.93,1.89,2.04,1.99
N1,30/12/06,Heerenveen,Utrecht,0,0,D,0,0,D,1.7,3.6,4.2,1.7,3.3,4.5,1.72,3.4,4.25,1.7,3.3,4,1.66,3.3,4.5,1.75,3.4,4.2,1.75,3.3,4,1.73,3.25,4.33,1.73,3.25,4.35,42,1.75,1.7,3.75,3.4,5.25,4.39,29,1.7,1.64,2.2,2.09,18,-0.75,1.96,1.93,1.96,1.93
N1,30/12/06,Nijmegen,Ajax,2,2,D,0,0,D,4.75,3.75,1.53,4.9,3.55,1.6,5,3.5,1.6,4.6,3.4,1.6,5,3.5,1.57,5.5,3.6,1.55,4.5,3.4,1.65,5.5,3.5,1.57,5,3.5,1.55,40,6.5,5.04,4,3.6,1.7,1.59,28,1.65,1.59,2.26,2.16,18,1,2,1.92,1.96,1.93
N1,30/12/06,PSV Eindhoven,Den Haag,2,1,H,1,0,H,1.08,7.5,21,1.1,6.5,21,1.08,7.5,17,1.07,8,16,1.08,7,17,1.08,7.5,21,1.08,7,19,1.1,7.5,17,1.08,7,19,42,1.11,1.08,9,7.57,30,19.65,27,1.4,1.36,3,2.76,14,-2.75,1.94,1.9,2.06,1.97
N1,30/12/06,Sparta,Twente,3,0,H,2,0,H,3.75,3.5,1.83,3.5,3.35,1.9,3.3,3.3,1.95,3.1,3,2.1,3.5,3.2,1.9,3.5,3.4,1.91,3.3,3.25,1.95,3.2,3.4,2,3.5,3.25,1.9,34,3.7,3.44,3.45,3.3,2.05,1.92,24,1.7,1.61,2.3,2.13,18,0.5,1.95,1.91,2.03,1.94
N1,30/12/06,Waalwijk,Groningen,0,2,A,0,1,A,2.62,3.25,2.37,2.6,3.2,2.4,2.5,3.3,2.4,2.4,3.2,2.4,2.75,3.2,2.25,2.6,3.3,2.4,2.5,3.25,2.4,2.62,3.4,2.25,2.65,3.2,2.3,34,2.75,2.56,3.4,3.25,2.6,2.4,23,1.83,1.72,2.1,2,15,0,1.96,1.88,2,1.9
N1,31/12/06,AZ Alkmaar,Roda JC,2,2,D,0,1,A,1.25,5,9,1.35,4.25,7.5,1.28,4.5,9,1.27,4.3,8.5,1.25,4.5,10,1.3,4.5,9,1.25,4.5,10,1.29,4.5,9,1.25,4.5,9,39,1.33,1.28,5.1,4.61,11,8.76,28,1.6,1.48,2.75,2.38,19,-1.5,2.05,1.94,1.94,1.87
N1,31/12/06,Heracles,Vitesse,2,2,D,2,1,H,2.7,3.4,2.25,2.45,3.2,2.55,2.5,3.25,2.5,2.4,3.2,2.4,2.6,3.2,2.37,2.6,3.2,2.5,2.6,3.1,2.4,2.5,3.25,2.5,2.5,3.5,2.3,40,2.85,2.59,3.45,3.27,2.55,2.4,29,1.73,1.63,2.2,2.1,17,0,2.18,2.03,1.8,1.73
N1,14/01/07,Willem II,NAC Breda,0,2,A,0,0,D,2.3,3.4,2.87,2.4,3.2,2.6,2.3,3.3,2.7,2.4,3.1,2.5,2.37,3.2,2.6,2.4,3.2,2.7,2.2,3.4,2.62,2.25,3.4,2.62,2.25,3.4,2.6,33,2.43,2.36,3.55,3.26,2.88,2.65,26,1.7,1.64,2.2,2.06,14,0,1.82,1.75,2.16,2.03
N1,19/01/07,Den Haag,AZ Alkmaar,1,3,A,0,1,A,6.5,4.2,1.44,6.5,3.75,1.45,6.5,3.75,1.45,4.8,3.5,1.55,6,3.75,1.44,6.25,4,1.44,7,3.75,1.4,6.5,4,1.44,6.5,4,1.4,45,7.5,6.39,4.46,3.85,1.5,1.44,29,1.6,1.49,2.65,2.37,20,1.25,1.94,1.88,2.03,1.99
N1,20/01/07,Heracles,Nijmegen,0,0,D,0,0,D,2.55,3.2,2.5,2.35,3.25,2.65,2.5,3.15,2.5,2.4,3.2,2.4,2.4,3.25,2.5,2.38,3.2,2.7,2.2,3.5,2.6,2.38,3.4,2.5,2.5,3.1,2.5,43,2.65,2.47,3.4,3.24,2.7,2.54,30,1.95,1.83,1.98,1.89,17,0,2,1.89,1.95,1.88
N1,20/01/07,PSV Eindhoven,Heerenveen,3,1,H,3,1,H,1.28,5,10,1.3,4.3,9,1.25,5,10,1.25,4.5,9,1.25,4.5,10,1.25,5,10,1.25,4.8,8.5,1.25,5,9,1.25,5,8,42,1.3,1.26,5.25,4.78,13.1,9.73,27,1.55,1.45,2.75,2.45,17,-1.5,1.85,1.81,2.15,2.06
N1,20/01/07,Roda JC,Willem II,2,1,H,1,1,D,1.5,3.6,5.75,1.6,3.5,5,1.6,3.5,5,1.5,3.7,5,1.5,3.6,5.5,1.57,3.6,5.25,1.6,3.6,4.5,1.5,3.6,6,1.55,3.5,5,43,1.62,1.55,3.85,3.57,6.5,5.4,30,1.63,1.56,2.45,2.22,20,-1,2.08,2,1.88,1.82
N1,20/01/07,Waalwijk,Twente,1,2,A,1,1,D,3.8,3.4,1.83,4,3.25,1.8,3.75,3.25,1.85,3.4,3.2,1.9,3.75,3.25,1.8,3.75,3.25,1.91,3.2,3.7,1.85,3.4,3.4,1.91,3.5,3.4,1.85,43,4.05,3.7,3.5,3.32,1.95,1.86,29,1.73,1.67,2.2,2.03,20,0.5,2.01,1.93,1.95,1.92
N1,21/01/07,Ajax,Utrecht,2,0,H,2,0,H,1.3,5,9,1.3,4.3,9,1.3,4.5,8,1.33,4,7.5,1.29,4.33,9,1.3,4.5,9,1.28,4.5,8,1.3,4,9,1.28,4.5,8.5,40,1.35,1.3,5,4.51,11.5,8.56,27,1.55,1.46,2.65,2.39,19,-1.5,1.98,1.9,2,1.9
N1,21/01/07,NAC Breda,Feyenoord,4,1,H,2,0,H,3.8,3.3,1.95,3.65,3.35,1.85,3.75,3.25,1.85,3.6,3.3,1.8,3.5,3.2,1.91,3.5,3.4,1.91,3.5,3.5,1.8,3.2,3.4,2,3.5,3.4,1.85,41,4.05,3.62,3.5,3.31,2,1.88,29,1.63,1.53,2.5,2.26,19,0.5,1.93,1.88,2.02,1.97
N1,21/01/07,Sparta,Excelsior,2,1,H,2,1,H,1.75,3.4,4.75,1.8,3.3,3.95,1.75,3.25,4.25,1.8,3.2,3.7,1.73,3.4,4,1.83,3.4,3.8,1.8,3.75,3.3,1.73,3.4,4,1.75,3.4,3.8,39,1.82,1.76,3.75,3.37,4.75,4.13,29,1.63,1.57,2.47,2.19,19,-0.5,1.81,1.77,2.14,2.08
N1,21/01/07,Vitesse,Groningen,3,2,H,1,1,D,2,3.3,3.6,2.1,3.25,3.05,2,3.25,3.25,2.1,3.1,3,2,3.2,3.2,2,3.2,3.5,2.1,3.5,2.75,2.1,3.4,2.88,2,3.4,3.1,41,2.15,2.04,3.45,3.29,3.6,3.18,28,1.67,1.6,2.38,2.14,19,0,1.6,1.52,2.52,2.3
N1,26/01/07,Heerenveen,Heracles,5,1,H,3,0,H,1.3,4.75,9.5,1.35,4.25,7.25,1.35,4.25,7,1.35,4,7,1.36,4,7,1.36,4.2,7.5,1.33,4.33,7,1.36,4,7.5,1.35,4,7.5,42,1.38,1.34,5,4.28,9.5,7.68,28,1.65,1.57,2.3,2.19,16,-1.25,1.78,1.76,2.1,2.08
N1,27/01/07,AZ Alkmaar,Sparta,3,0,H,1,0,H,1.18,5.25,12,1.3,4,10,1.25,5,8.5,1.2,5,10,1.25,4.5,10,1.22,5.5,10,1.22,5,9.5,1.22,5.5,9,1.25,5,8.5,40,1.27,1.24,5.5,5.01,12,9.63,24,1.5,1.4,3,2.58,15,-1.75,1.81,1.78,2.14,2.08
N1,27/01/07,Nijmegen,NAC Breda,2,1,H,2,0,H,2.05,3.3,3.2,2.3,3.2,2.75,2.2,3.25,2.8,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.3,2.9,2.15,3.5,2.7,2.1,3.25,3,2.2,3.25,2.8,40,2.25,2.19,3.4,3.26,3.3,2.88,28,2.02,1.85,1.95,1.86,17,0,1.65,1.6,2.39,2.16
N1,27/01/07,Utrecht,Excelsior,1,0,H,1,0,H,1.36,4,7.5,1.4,4.15,6.3,1.4,4,6.5,1.35,4,7,1.44,3.6,6.5,1.44,4,6.5,1.44,3.6,6.5,1.4,4,7,1.4,3.75,7,40,1.46,1.4,4.35,3.97,8,6.82,28,1.6,1.55,2.48,2.23,17,-1.25,1.99,1.93,1.94,1.92
N1,27/01/07,Willem II,Vitesse,0,0,D,0,0,D,2.9,3.4,2.1,2.7,3.2,2.35,2.75,3.2,2.3,2.5,3.2,2.3,2.6,3.2,2.37,2.8,3.3,2.25,2.4,3.4,2.4,2.62,3.4,2.25,2.75,3.25,2.25,40,2.9,2.69,3.45,3.25,2.55,2.34,28,1.6,1.56,2.5,2.23,16,0,2.2,2.03,1.77,1.69
N1,28/01/07,Feyenoord,Waalwijk,3,1,H,2,0,H,1.22,5,11,1.25,4.75,10,1.25,5,8.5,1.25,4.5,9,1.2,5,11,1.22,5.2,11,1.2,5.5,9,1.18,5.5,13,1.2,5.5,9,39,1.25,1.23,5.5,5.1,13.1,10.05,26,1.47,1.41,2.88,2.55,16,-1.5,1.82,1.75,2.18,2.11
N1,28/01/07,Groningen,Ajax,2,3,A,2,0,H,4.33,3.5,1.7,3.8,3.4,1.8,4,3.4,1.75,4.2,3.2,1.7,3.75,3.25,1.8,4,3.4,1.8,3.8,3.5,1.72,4.5,3.5,1.67,4,3.5,1.7,39,5.15,4.16,3.6,3.41,1.83,1.74,27,1.6,1.56,2.5,2.19,18,0.5,2.18,2.09,1.82,1.77
N1,28/01/07,Roda JC,PSV Eindhoven,2,0,H,1,0,H,6,3.6,1.5,5.5,3.5,1.55,5.25,3.6,1.55,4.8,3.5,1.55,5,3.5,1.57,5.25,3.6,1.57,4.8,3.6,1.57,5.5,3.6,1.53,5.5,4,1.45,39,6,5.38,4,3.63,1.59,1.54,27,1.67,1.58,2.45,2.18,19,1,2,1.9,1.97,1.9
N1,28/01/07,Twente,Den Haag,3,1,H,1,1,D,1.3,4.5,8.5,1.3,4.3,9,1.28,4.6,8.5,1.3,4.2,8,1.22,5,10,1.3,4.5,9,1.3,4.5,7.5,1.25,5,9,1.28,4.5,8,39,1.33,1.28,5.3,4.7,10,8.71,25,1.5,1.46,2.63,2.41,17,-1.5,1.8,1.76,2.2,2.07
N1,02/02/07,Groningen,Heerenveen,1,1,D,0,0,D,2.37,3.25,2.9,2.25,3.2,2.8,2.3,3.2,2.75,2.3,3.2,2.5,2.2,3.25,2.75,2.3,3.2,2.8,2.2,3.3,2.7,2.25,3.4,2.62,2.2,3.4,2.7,42,2.38,2.27,3.46,3.24,2.9,2.77,27,1.62,1.56,2.5,2.23,16,-0.25,2.15,2.09,1.8,1.77
N1,03/02/07,Excelsior,Twente,1,2,A,1,2,A,5,3.6,1.65,4.05,3.4,1.75,4.5,3.5,1.65,4,3.3,1.7,4,3.4,1.72,4.5,3.3,1.73,3.5,3.5,1.8,4.5,3.5,1.67,4,3.3,1.75,40,5.15,4.34,3.6,3.38,1.76,1.7,25,1.57,1.53,2.4,2.27,16,0.5,2.22,2.13,1.71,1.69
N1,03/02/07,Heracles,Willem II,2,2,D,0,1,A,2.1,3.2,3.1,2,3.2,3.35,2,3.25,3.3,1.9,3.2,3.4,1.9,3.25,3.4,2,3.25,3.4,1.9,3.5,3.2,2,3.25,3.25,2,3.4,3.1,41,2.25,2.01,3.4,3.25,3.6,3.24,25,1.8,1.66,2.2,2.03,17,-0.25,1.95,1.92,2.01,1.94
N1,03/02/07,NAC Breda,Waalwijk,2,1,H,1,1,D,1.66,3.3,4.75,1.55,3.5,5.5,1.55,3.6,5.25,1.55,3.5,4.8,1.44,3.75,6,1.53,3.6,5.75,1.55,3.75,4.6,1.57,3.6,5,1.6,3.5,4.6,41,1.73,1.57,3.6,3.47,6.75,5.33,25,1.73,1.59,2.25,2.15,17,-0.75,2.01,1.96,1.93,1.89
N1,03/02/07,PSV Eindhoven,AZ Alkmaar,2,3,A,1,0,H,1.75,3.4,4.75,1.7,3.4,4.35,1.75,3.3,4.25,1.75,3.2,4,1.72,3.2,4.33,1.73,3.4,4.33,1.8,3.3,3.75,1.73,3.25,4.5,1.75,3.5,3.75,41,1.8,1.73,3.5,3.32,4.75,4.3,26,1.55,1.51,2.5,2.32,16,-0.75,2.1,2.05,1.87,1.8
N1,04/02/07,Ajax,Feyenoord,4,1,H,3,1,H,1.65,3.6,5,1.75,3.4,4.05,1.65,3.4,4.7,1.75,3.2,4,1.72,3.2,4.33,1.73,3.4,4.33,1.72,3.25,4.2,1.57,3.6,5,1.65,3.3,4.5,40,1.75,1.68,3.6,3.36,5.75,4.58,26,1.57,1.5,2.63,2.32,18,-0.5,1.74,1.68,2.28,2.16
N1,04/02/07,Den Haag,Utrecht,1,1,D,1,1,D,2.9,3.2,2.15,2.6,3.2,2.4,2.6,3.2,2.4,2.4,3.2,2.4,2.5,3.25,2.4,2.7,3.2,2.4,2.4,3.5,2.35,2.62,3.2,2.38,2.65,3.2,2.3,40,3.05,2.65,3.3,3.23,2.42,2.34,25,1.92,1.78,2.05,1.93,15,0.25,1.85,1.8,2.1,2.06
