Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,
N1,11/02/05,Groningen,Vitesse,0,0,D,0,0,D,2.37,3.1,2.62,2.5,3,2.65,2.3,3.2,2.7,2.5,3,2.5,2.3,3.25,2.6,2.38,3.2,2.62,2.4,3.25,2.5,1.5,2.3,2.3,1.46,-0.5,1.86,1.98,0,1.875,1.975,0,,,,,,
N1,12/02/05,AZ Alkmaar,PSV Eindhoven,0,0,D,0,0,D,2.6,3.1,2.4,2.6,3.2,2.4,2.55,3.3,2.4,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.4,,,,1.6,2.1,1.44,2.4,0.5,2.04,1.8,0,2.05,1.8,0,,,,,,
N1,12/02/05,Roda JC,Heerenveen,2,3,A,0,1,A,2.1,3.2,3,2,3.35,3.2,2.05,3.3,3.1,2,3.1,3.2,2,3.4,3,2.1,3.2,3.1,2.1,3.35,2.85,1.6,2.1,2.05,1.6,-0.5,1.82,2.02,-0.25,1.8,2.05,-0.25,,,,,,
N1,12/02/05,Roosendaal,Utrecht,0,1,A,0,0,D,2.75,3.2,2.25,2.9,3.3,2.15,2.65,3.3,2.3,2.9,3.2,2.1,2.75,3.25,2.2,2.62,3.3,2.3,3.05,3.35,2,1.71,1.95,1.47,2.3,0.5,1.8,2.04,0.25,1.8,2.05,0.25,,,,,,
N1,12/02/05,Twente,Waalwijk,3,1,H,2,1,H,2,3.2,3.2,1.8,3.4,3.8,1.8,3.4,3.8,1.85,3.1,3.6,1.8,3.25,3.75,1.91,3.25,3.5,1.95,3.35,3.2,1.71,1.95,1.8,1.79,-0.5,1.98,1.86,-0.5,2.025,1.825,-0.5,,,,,,
N1,13/02/05,Den Bosch,Graafschap,0,2,A,0,0,D,2.1,3.2,3,2,3.35,3.2,2.1,3.2,3.1,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.15,3.25,2.85,1.71,1.95,2.1,1.57,-0.5,1.8,2.04,-0.25,1.8,2.05,-0.25,,,,,,
N1,13/02/05,Feyenoord,Willem II,7,0,H,4,0,H,1.33,4.2,7.5,1.4,4,6.75,1.35,4.3,7,1.35,4,7,1.29,4.5,8,1.33,4.2,8,,,,1.5,2.3,1.87,1.58,-1.5,1.8,2.04,-1.25,1.8,2.05,-1.25,,,,,,
N1,13/02/05,NAC Breda,Ajax,1,2,A,0,1,A,4,3.4,1.72,4.45,3.55,1.65,4.3,3.4,1.7,4,3.2,1.75,4.2,3.4,1.7,4.33,3.4,1.7,,,,1.6,2.1,1.9,1.7,0.5,1.82,2.02,0.75,1.8,2.05,0.75,,,,,,
N1,13/02/05,Nijmegen,Den Haag,1,1,D,1,0,H,1.9,3.25,3.4,1.9,3.35,3.5,1.85,3.3,3.7,1.9,3.1,3.5,1.91,3.4,3.25,1.83,3.4,3.6,1.8,3.4,3.6,1.65,2,1.85,1.74,-0.5,1.84,2,-0.5,1.85,2,-0.5,,,,,,
N1,18/02/05,Roosendaal,Willem II,2,0,H,0,0,D,2.5,3.25,2.37,2.7,3.25,2.3,2.65,3.25,2.35,2.5,3.1,2.4,2.5,3.25,2.4,2.62,3.2,2.38,2.3,3.4,2.5,1.6,2.1,1.46,2.35,0.5,2,1.84,0,2.05,1.8,0,,,,,,
N1,19/02/05,PSV Eindhoven,Nijmegen,4,1,H,2,0,H,1.16,6,10,1.2,6,9,1.2,5.75,9.5,1.17,5.5,11,1.2,5,11,1.2,5.5,10,1.12,6.5,12,1.4,2.6,,,,1.78,2.06,-1.75,1.8,2.05,-1.75,,,,,,
N1,20/02/05,Ajax,Den Bosch,2,0,H,0,0,D,1.1,7,13,1.1,7,16,1.1,7,15,1.12,6.5,13,1.1,6.5,17,1.11,6.5,17,1.1,7,13,1.35,2.75,,,,1.78,2.06,-2.25,1.75,2.1,-2.25
N1,20/02/05,AZ Alkmaar,Roda JC,1,1,D,1,1,D,1.5,3.6,5.5,1.4,4,6.75,1.5,3.7,5.75,1.5,3.7,5,1.4,3.75,7,1.5,3.5,6,1.36,4,7,1.6,2.1,2.15,1.42,-1.5,2.08,1.76,-1.25,2.1,1.75,-1.25
N1,20/02/05,Graafschap,Heerenveen,2,1,H,0,0,D,3,3.2,2.1,3.3,3.35,1.95,3.35,3.35,1.95,3,3.1,2.1,3.5,3.5,1.8,3.2,3.2,2.05,3.1,3.4,1.95,1.55,2.2,1.68,1.95,0.5,1.84,2,0.5,1.9,1.95,0.5
N1,20/02/05,Groningen,Twente,0,1,A,0,1,A,2.25,3.2,2.75,2.2,3.25,2.85,2.25,3.25,2.8,2.3,3,2.7,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.3,2.7,1.65,2,2.25,1.5,-0.5,1.98,1.86,-0.25,2.025,1.825,-0.25
N1,20/02/05,Utrecht,Feyenoord,0,2,A,0,1,A,2.62,3.25,2.3,2.7,3.25,2.3,2.8,3.25,2.25,2.7,3,2.3,2.8,3.4,2.1,2.75,3.2,2.3,2.8,3.2,2.2,1.65,2,1.5,2.25,0.5,1.92,1.92,0.25,1.95,1.9,0.25
N1,20/02/05,Vitesse,Den Haag,3,4,A,1,1,D,1.53,3.6,5,1.5,3.75,5.6,1.5,3.7,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.75,5.5,1.5,3.6,5.5,1.6,2.1,2.15,1.42,-1.5,1.98,1.86,-1,2,1.85,-1
N1,20/02/05,Waalwijk,NAC Breda,1,0,H,1,0,H,1.9,3.3,3.3,1.85,3.35,3.65,1.95,3.35,3.35,2,3.1,3.2,1.91,3.4,3.25,2,3.2,3.3,1.9,3.3,3.3,1.65,2,1.95,1.68,-0.5,1.96,1.88,-0.5,2.025,1.825,-0.5
N1,25/02/05,Nijmegen,Waalwijk,1,0,H,1,0,H,2.2,3.2,2.8,2.15,3.3,2.9,2.2,3.2,2.9,2.1,3,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.25,3.3,2.62,1.71,1.95,2.2,1.52,-0.5,1.76,2.08,-0.25,1.825,2.025,-0.25
N1,26/02/05,NAC Breda,Groningen,1,4,A,1,1,D,1.83,3.25,3.6,1.85,3.35,3.65,1.9,3.3,3.5,1.9,3.1,3.5,1.91,3.25,3.4,1.85,3.25,3.75,1.85,3.4,3.45,1.55,2.2,1.9,1.7,-0.5,1.88,1.96,-0.5,1.975,1.875,-0.5
N1,26/02/05,Twente,Graafschap,0,0,D,0,0,D,1.5,3.6,5.5,1.55,3.65,5.15,1.5,3.6,6,1.4,3.9,6,1.5,3.4,6,1.5,3.5,6,1.5,3.75,5.2,1.5,2.3,2.15,1.42,-1.5,1.98,1.86,-1.25,1.975,1.875,-1.25
N1,27/02/05,Den Bosch,Vitesse,1,2,A,0,1,A,3.75,3.25,1.8,4.2,3.5,1.7,3.75,3.3,1.85,4,3.2,1.75,4,3.5,1.7,3.75,3.3,1.83,3.9,3.55,1.7,1.6,2.1,1.76,1.85,0.5,1.98,1.86,0.5,1.975,1.875,0.5
N1,27/02/05,Den Haag,Utrecht,1,0,H,0,0,D,2.37,3.25,2.5,2.55,3.2,2.45,2.5,3.2,2.5,2.5,3,2.5,2.25,3.4,2.6,2.5,3.2,2.5,2.4,3.3,2.45,1.75,1.9,2.5,1.4,-0.5,1.88,1.96,0,1.875,1.975,0
N1,27/02/05,Feyenoord,Roosendaal,3,0,H,1,0,H,1.2,5,11,1.15,6.5,11,1.2,5.5,10,1.12,6.5,13,1.14,6,13,1.2,5.5,10,1.14,6.5,10,1.4,2.6,,,,1.86,1.98,-2,1.925,1.925,-2
N1,27/02/05,Heerenveen,PSV Eindhoven,0,3,A,0,1,A,4.33,3.2,1.72,4,3.45,1.75,3.8,3.4,1.8,4,3.2,1.75,4,3.4,1.73,3.75,3.4,1.8,3.6,3.4,1.8,1.5,2.3,1.79,1.8,0.5,2.02,1.82,0.5,2,1.85,0.5
N1,27/02/05,Roda JC,Ajax,1,2,A,0,2,A,3.75,3.25,1.8,4,3.45,1.75,3.8,3.4,1.8,3.8,3.1,1.8,3.75,3.5,1.73,3.75,3.4,1.8,3.6,3.4,1.8,1.65,2,1.79,1.8,0.5,1.98,1.86,0.5,1.85,2,0.5
N1,27/02/05,Willem II,AZ Alkmaar,1,3,A,1,1,D,3.6,3.25,1.83,3.8,3.4,1.8,3.7,3.4,1.83,3.8,3.1,1.8,4,3.4,1.73,3.6,3.4,1.83,3.65,3.55,1.75,1.55,2.2,1.77,1.83,0.5,1.9,1.94,0.5,1.925,1.925,0.5
N1,04/03/05,Roosendaal,Nijmegen,1,0,H,0,0,D,2.3,3.25,2.62,2.1,3.3,3,2.3,3.25,2.6,2.3,3,2.7,2.3,3.25,2.6,2.3,3.2,2.75,2.3,3.3,2.6,1.83,1.83,2.3,1.44,-0.5,1.98,1.86,-0.25,2.05,1.8,-0.25,,,
N1,05/03/05,Vitesse,Willem II,2,0,H,1,0,H,1.66,3.3,4.5,1.7,3.5,4.2,1.65,3.4,4.5,1.55,3.5,4.8,1.57,3.5,5,1.62,3.4,5,1.55,3.7,4.8,2.2,1.55,2.55,1.29,-1.5,1.92,1.92,-0.75,1.85,2,-0.75,,,
N1,05/03/05,Waalwijk,Utrecht,2,2,D,1,2,A,2.2,3.25,2.75,2.25,3.3,2.75,2.2,3.2,2.8,2.2,3.1,2.8,2.1,3.5,2.75,2.2,3.25,2.8,2.25,3.3,2.65,1.83,1.83,4.2,1.08,-1.5,1.94,1.9,-0.25,1.875,1.975,-0.25,,,
N1,06/03/05,Graafschap,NAC Breda,0,2,A,0,1,A,2.37,3.1,2.62,2.2,3.25,2.85,2.4,3.1,2.6,2.2,3.1,2.8,2.3,3.25,2.6,2.38,3.2,2.62,2.2,3.35,2.7,1.95,1.71,2.4,1.41,-0.5,1.96,1.88,-0.25,1.925,1.925,-0.25,,,
N1,06/03/05,Roda JC,Twente,1,2,A,1,0,H,2,3.2,3.2,2.05,3.35,3.05,2.1,3.2,2.95,2.1,3,3.1,2,3.4,3,2.05,3.25,3.1,2.1,3.3,2.9,2.1,1.6,3.85,1.1,-1.5,1.7,2.14,-0.25,1.75,2.1,-0.25,,,
N1,11/03/05,Twente,Roosendaal,3,0,H,2,0,H,1.4,3.5,8.5,1.4,4,6.75,1.45,3.75,6.5,1.4,3.9,6,1.4,3.75,7,1.44,3.75,6.5,,,,1.6,2.1,2.03,1.48,-1.5,1.84,2,-1,2.15,1.7,-1.25,,,
N1,12/03/05,Heerenveen,Waalwijk,1,2,A,0,0,D,1.72,3.2,4.33,1.7,3.5,4.2,1.7,3.4,4.35,1.75,3.2,4,1.7,3.5,4,1.73,3.4,4.2,1.66,3.4,4.33,1.65,2,1.7,1.91,-0.5,1.98,1.86,-0.75,2.025,1.825,-0.75,,,
N1,12/03/05,NAC Breda,Vitesse,1,2,A,0,1,A,2.5,3.25,2.4,2.6,3.2,2.4,2.45,3.25,2.52,2.5,3,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.25,2.5,1.65,2,2.45,1.42,-0.5,1.78,2.06,0,1.8,2.05,0,,,
N1,12/03/05,Willem II,Den Bosch,2,1,H,0,1,A,1.44,3.75,6.5,1.4,4,6.75,1.45,3.75,6.5,1.45,3.8,5.4,1.4,3.75,7,1.44,3.75,6.5,1.44,3.75,6,1.65,2,2.03,1.48,-1.5,1.88,1.96,-1.25,1.925,1.925,-1.25,,,
N1,13/03/05,AZ Alkmaar,Graafschap,3,2,H,2,1,H,1.28,4.5,8.5,1.25,5.35,8,1.26,4.8,9,1.27,4.3,8.5,1.25,4.5,10,1.25,5,8.5,1.28,4.5,8,1.6,2.1,,,,1.78,2.06,-1.5,1.8,2.05,-1.5,,,
N1,13/03/05,Feyenoord,Roda JC,4,1,H,2,0,H,1.36,4,7,1.3,4.5,8.25,1.4,3.9,7,1.35,4,7,1.36,3.75,8,1.36,4,7.5,1.36,3.75,8,1.6,2.1,1.4,2.5,-0.5,1.78,2.06,-1.25,1.75,2.1,-1.25,,,
N1,13/03/05,Nijmegen,Ajax,0,1,A,0,0,D,6,3.5,1.5,5.6,3.75,1.5,5,3.6,1.57,4.8,3.5,1.55,5.5,3.5,1.53,5.5,3.6,1.53,5.5,3.6,1.5,1.6,2.1,2.09,1.57,0.5,1.9,1.94,1,1.925,1.925,1,,,
N1,13/03/05,PSV Eindhoven,Den Haag,4,0,H,3,0,H,1.14,6,13,1.15,6.5,11.5,1.2,5.5,11,1.2,5,10,1.14,6,12,1.17,6,11,1.2,5,11,1.55,2.2,,,,1.76,2.08,-2,1.725,2.125,-2,,,
N1,13/03/05,Utrecht,Groningen,1,2,A,1,2,A,1.66,3.4,4.33,1.7,3.5,4.2,1.75,3.3,4.2,1.75,3.2,4,1.67,3.25,4.5,1.73,3.4,4.2,1.61,3.5,4.5,1.71,1.95,1.75,1.85,-0.5,1.96,1.88,-0.75,1.9,1.95,-0.75,,,
N1,16/03/05,Den Haag,Heerenveen,0,2,A,0,1,A,2.5,3.25,2.37,2.7,3.25,2.35,2.45,2.35,2.5,2.4,3.1,2.5,2.5,3.25,2.37,2.4,3.3,2.5,2.35,3.25,2.55,1.71,1.95,2.45,1.41,-0.5,1.88,1.96,0,1.9,1.95,0,,,
N1,17/03/05,Groningen,PSV Eindhoven,0,1,A,0,1,A,5.5,3.5,1.53,5.6,3.75,1.5,6.6,4,1.4,5,3.7,1.5,6.5,3.6,1.44,6.5,4,1.4,7.5,4,1.35,1.6,2.1,2.49,1.4,0.5,1.92,1.92,1.25,2.2,1.65,1,,,
N1,18/03/05,Den Bosch,Roda JC,0,3,A,0,2,A,4,3.4,1.72,3.6,3.4,1.85,3.65,3.35,1.85,3.3,3.3,1.9,3.5,3.4,1.83,3.75,3.4,1.8,3.6,3.4,1.8,1.71,1.95,1.75,1.85,0.5,2.04,1.8,0.5,2.05,1.8,0.5,,,,,
N1,19/03/05,AZ Alkmaar,Vitesse,3,0,H,1,0,H,1.44,3.75,6,1.6,3.6,4.8,1.6,3.5,4.85,1.6,3.4,4.6,1.62,3.5,4.5,1.57,3.4,5.5,1.5,3.6,5.5,1.6,2.1,1.6,2.03,-0.5,1.98,1.86,-1,1.975,1.875,-1,,,,,
N1,19/03/05,Graafschap,Roosendaal,0,1,A,0,0,D,1.83,3.4,3.5,1.8,3.45,3.75,2,3.1,3.45,1.85,3.1,3.6,1.91,3.4,3.25,1.95,3.2,3.5,2,3.3,3.1,1.65,2,2,1.63,-0.5,1.9,1.94,-0.5,1.9,1.95,-0.5,,,,,
N1,19/03/05,NAC Breda,Nijmegen,1,2,A,0,0,D,1.83,3.4,3.5,1.75,3.5,3.95,1.95,3.25,3.4,1.85,3.1,3.6,1.73,3.4,4,1.85,3.4,3.6,1.85,3.3,3.5,1.65,2,1.95,1.66,-0.5,2,1.84,-0.5,2,1.85,-0.5,,,,,
N1,19/03/05,Waalwijk,Feyenoord,2,4,A,2,2,D,4.33,3.4,1.66,4.4,3.6,1.65,4.6,3.45,1.65,4.2,3.2,1.7,4,3.4,1.73,4.33,3.4,1.7,4,3.4,1.72,1.55,2.2,1.97,1.65,0.5,1.98,1.86,0.75,1.925,1.925,0.75,,,,,
N1,20/03/05,Ajax,PSV Eindhoven,0,4,A,0,2,A,2.37,3,2.7,2.35,3.25,2.65,2.5,3.2,2.5,2.4,3,2.6,2.38,3.2,2.6,2.5,3.2,2.7,2.37,3.1,2.62,1.65,2,2.5,1.4,-0.5,1.74,2.1,0,1.75,2.1,0,,,,,
N1,20/03/05,Groningen,Willem II,1,1,D,0,1,A,1.83,3.4,3.5,1.8,3.45,3.75,1.8,3.3,3.9,1.75,3.2,4,1.73,3.4,4,1.8,3.4,3.75,1.85,3.3,3.5,1.65,2,1.8,1.79,-0.5,1.98,1.86,-0.5,1.95,1.9,-0.5,,,,,
N1,20/03/05,Twente,Den Haag,2,1,H,1,0,H,1.44,3.6,6.5,1.6,3.7,4.65,1.55,3.6,5.25,1.6,3.4,4.6,1.57,3.5,5,1.57,3.6,5,1.6,3.4,4.75,1.65,2,1.55,2.14,-0.5,1.92,1.92,-1,1.925,1.925,-1,,,,,
N1,20/03/05,Utrecht,Heerenveen,0,1,A,0,1,A,2,3.2,3.2,1.95,3.35,3.3,1.95,3.25,3.4,1.9,3.1,3.5,1.91,3.4,3.25,1.95,3.25,3.4,1.95,3.2,3.3,1.65,2,1.95,1.66,-0.5,2.08,1.76,-0.5,2.1,1.75,-0.5,,,,,
N1,01/04/05,Vitesse,Twente,1,1,D,1,0,H,2,3.25,3.25,1.9,3.4,3.45,2,3.25,3.25,2,3.1,3.2,1.91,3.25,3.4,2,3.25,3.25,2.1,3.3,2.87,1.6,2.1,2,1.63,-0.5,2.06,1.78,-0.5,2.1,1.75,-0.5,,,,,
N1,02/04/05,Den Haag,Waalwijk,0,0,D,0,0,D,2.37,3.25,2.5,2.6,3.2,2.4,2.3,3.3,2.65,2.2,3.1,2.8,2.38,3.2,2.6,2.38,3.25,2.6,2.25,3.3,2.65,1.75,1.9,2.3,1.47,-0.5,1.7,2.14,0,2,1.85,-0.25,,,,,
N1,02/04/05,Heerenveen,Ajax,2,1,H,0,1,A,3.5,3.25,1.9,3.3,3.35,1.95,3.25,3.25,2,3.2,3.1,2,3.5,3.4,1.83,3.3,3.2,2,3.3,3.3,1.9,1.6,2.1,1.63,2,0.5,1.94,1.9,0.5,1.925,1.925,0.5,,,,,
N1,02/04/05,PSV Eindhoven,Utrecht,2,0,H,2,0,H,1.2,5,11,1.2,6,9,1.21,5,11,1.25,4.5,9,1.2,5,11,1.22,5,10,1.2,5,11,1.5,2.3,,,,1.76,2.08,-1.75,1.75,2.1,-1.75,,,,,
N1,02/04/05,Willem II,Graafschap,4,1,H,1,1,D,1.53,3.5,5.5,1.55,3.65,5.15,1.55,3.5,5.5,1.55,3.6,4.6,1.62,3.5,4.5,1.57,3.6,5,1.55,3.7,4.75,1.6,2.1,1.55,2.14,-0.5,1.76,2.08,-0.75,1.775,2.075,-0.75,,,,,
N1,03/04/05,Feyenoord,AZ Alkmaar,4,2,H,2,0,H,2,3.25,3.25,2,3.35,3.2,2,3.2,3.3,2,3.1,3.2,2.1,3.4,2.8,1.91,3.25,3.5,2,3.3,3.1,1.55,2.2,2,1.62,-0.5,1.74,2.1,-0.25,1.8,2.05,-0.25,,,,,
N1,03/04/05,Nijmegen,Groningen,4,3,H,2,2,D,2.1,3.25,3,2.1,3.3,3,2.1,3.2,3.05,1.9,3.2,3.4,2.1,3.4,2.8,2.1,3.25,3,2.15,3.35,2.75,1.71,1.95,2.1,1.56,-0.5,1.78,2.06,-0.25,1.775,2.075,-0.25,,,,,
N1,03/04/05,Roda JC,NAC Breda,2,1,H,0,1,A,1.8,3.4,3.6,1.8,3.4,3.8,1.8,3.4,3.75,1.8,3.2,3.7,1.8,3.4,3.6,1.8,3.4,3.75,1.8,3.4,3.6,1.6,2.1,1.8,1.78,-0.5,1.82,2.02,-0.5,1.825,2.025,-0.5,,,,,,
N1,03/04/05,Roosendaal,Den Bosch,1,2,A,1,1,D,1.53,3.5,5.5,1.5,3.75,5.6,1.55,3.5,5.5,1.5,3.8,4.8,1.5,3.6,5.5,1.57,3.6,5,1.45,3.8,5.75,1.65,2,1.55,2.14,-0.5,1.74,2.1,-0.75,1.75,2.1,-0.75,,,,,,
N1,07/04/05,Ajax,Willem II,2,0,H,1,0,H,1.22,5,9,1.25,5.35,8,1.23,5,9.6,1.22,4.8,9.5,,,,1.25,5,9,1.22,5,9.5,2.3,1.5,1.23,3.29,-0.5,,,,1.7,2.15,-1.5,,,,,,
N1,08/04/05,Den Haag,Graafschap,2,0,H,1,0,H,1.72,3.4,4,1.85,3.35,3.65,1.72,3.4,4,1.7,3.3,4,1.73,3.4,4,1.75,3.4,4,1.7,3.4,4.2,,,1.72,1.84,-0.5,1.76,2.08,-0.5,1.95,1.9,-0.75,,,,,,
N1,09/04/05,Groningen,Roosendaal,3,0,H,1,0,H,1.61,3.5,4.5,1.6,3.6,4.75,1.6,3.4,4.75,1.7,3.4,3.8,1.67,3.25,4.5,1.62,3.5,4.75,1.6,3.55,4.55,1.65,2,1.6,1.98,-0.5,1.84,2,-0.75,1.8,2.05,-0.75,,,,,,
N1,09/04/05,Heerenveen,Twente,1,2,A,0,1,A,1.9,3.2,3.5,1.95,3.35,3.3,1.91,3.25,3.4,1.9,3.1,3.5,1.91,3.4,3.25,1.91,3.25,3.5,1.9,3.35,3.3,1.71,1.95,1.91,1.66,-0.5,1.92,1.92,-0.5,1.9,1.95,-0.5,,,,,,
N1,09/04/05,PSV Eindhoven,Den Bosch,3,0,H,1,0,H,1.08,7,17,1.1,7,17,1.08,7,17,1.07,8,16,1.08,6.5,21,1.1,7,15,1.06,8,17,,,,,,1.72,2.12,-2.25,1.75,2.1,-2.25,,,,,,
N1,10/04/05,Ajax,AZ Alkmaar,4,2,H,2,1,H,1.9,3.4,3.75,1.85,3.35,3.65,1.85,3.25,3.6,1.9,3.1,3.5,1.8,3.4,3.6,1.91,3.4,3.75,1.9,3.3,3.3,1.65,2,1.85,1.71,-0.5,1.92,1.92,-0.5,2,1.852,-0.5,,,,,,
N1,10/04/05,NAC Breda,Feyenoord,0,2,A,0,1,A,5.5,3.6,1.61,5.6,3.75,1.5,5,3.5,1.57,4.6,3.4,1.6,5,3.5,1.57,5.25,3.75,1.62,5,3.5,1.57,1.5,2.3,2.06,1.57,0.5,2,1.84,1,2,1.85,1,,,,,,
N1,10/04/05,Nijmegen,Vitesse,1,1,D,1,1,D,2.62,3.1,2.37,2.7,3.25,2.3,2.5,3.3,2.35,2.45,3.1,2.45,2.5,3.25,2.4,2.62,3.3,2.3,2.45,3.25,2.45,1.65,2,1.42,2.35,0.5,1.94,1.9,0,1.9,1.95,0,,,,,,
N1,10/04/05,Waalwijk,Roda JC,1,0,H,0,0,D,2.1,3.2,3,1.95,3.35,3.3,2.1,3.2,3,2,3.2,3.1,2,3.2,3.2,2.15,3.25,2.9,2.15,3.35,2.75,1.65,2.1,2.1,1.55,-0.5,1.86,1.98,-0.25,,,,,,,,,
N1,13/04/05,Den Bosch,Feyenoord,4,1,H,1,0,H,10,4.5,1.25,8,5.35,1.25,10,5,1.22,10,5,1.2,12,5.5,1.17,8.5,5,1.25,8,5.5,1.22,1.4,2.6,3.33,1.22,0.5,,,,1.9,1.95,1.75,,,,,,
N1,15/04/05,Roda JC,Utrecht,3,2,H,2,1,H,1.83,3.4,3.5,1.85,3.35,3.65,1.85,3.3,3.65,1.8,3.2,3.7,1.83,3.4,3.5,1.85,3.4,3.6,1.83,3.5,3.4,1.65,2,1.85,1.73,-0.5,1.92,1.92,-0.5,1.65,2.2,-0.25,,,,,,
N1,16/04/05,Graafschap,Waalwijk,2,4,A,1,2,A,2.62,3.2,2.3,,,,2.5,3.2,2.45,2.4,3.2,2.4,2.5,3.25,2.38,2.5,3.3,2.4,2.5,3.1,2.5,1.65,2.05,1.4,2.45,0.5,1.8,2.04,0.25,1.8,2.05,0.25,,,,,,
N1,16/04/05,Roosendaal,Den Haag,2,0,H,2,0,H,2.2,3.2,2.8,2,3.35,3.2,2.2,3.25,2.8,2.3,3.2,2.5,2.1,3.5,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.71,1.95,2.2,1.5,-0.5,1.94,1.9,-0.25,1.95,1.9,-0.25,,,,,,
N1,16/04/05,Vitesse,Heerenveen,1,3,A,1,0,H,2.1,3.25,3,2.1,3.3,3,2.1,3.25,3,2.1,3,3.1,1.91,3.4,3.25,2.1,3.25,3,2,3.2,3.2,1.65,2,2.1,1.56,-0.5,1.88,1.96,-0.25,1.875,1.975,-0.25,,,,,,
N1,17/04/05,AZ Alkmaar,NAC Breda,1,1,D,1,0,H,1.33,4.33,7,1.3,4.5,8.25,1.33,4.25,8,1.3,4.2,8,1.33,4,8,1.33,4.33,7.5,1.25,5,8,1.55,2.2,,,,1.78,2.06,-1.25,1.8,2.05,-1.25,,,,,
N1,17/04/05,Den Bosch,Groningen,1,2,A,0,0,D,3,3.25,2.1,3,3.35,2.1,2.8,3.25,2.2,2.5,3.2,2.3,2.6,3.4,2.25,2.88,3.4,2.1,3,3.2,2.1,1.65,2,1.5,2.2,0.5,1.74,2.1,0.5,1.775,2.075,0.5,,,,,
N1,17/04/05,Feyenoord,Ajax,2,3,A,0,0,D,2.2,3.2,2.8,2.3,3.25,2.7,2.2,3.25,2.8,2.1,3,3.1,2,3.2,3.2,2.2,3.2,2.88,2.1,3.3,2.87,1.65,2,2.2,1.5,-0.5,1.92,1.92,-0.25,1.95,1.9,-0.25,,,,,
N1,17/04/05,Twente,Nijmegen,2,1,H,1,0,H,1.61,3.5,4.5,1.6,3.6,4.75,1.57,3.55,5,1.5,3.7,5,1.5,3.6,5.5,1.57,3.6,5,1.5,3.6,5.5,1.65,2,1.57,2.08,-0.5,1.74,2.1,-0.75,1.75,2.1,-0.75,,,,,
N1,17/04/05,Willem II,PSV Eindhoven,0,1,A,0,0,D,5,3.75,1.53,6.2,3.8,1.45,5.25,3.55,1.55,4.6,3.4,1.6,5.5,3.6,1.5,6,3.5,1.5,7,3.75,1.4,1.95,1.71,2.12,1.55,0.5,2.08,1.76,1,1.95,1.9,1.25,,,,,
N1,20/04/05,Utrecht,AZ Alkmaar,3,2,H,1,1,D,3,3.2,2.1,2.9,3.3,2.15,3.2,3.25,2,3.6,3.1,1.85,,,,3,3.25,2.1,3.2,3.35,1.95,1.65,2,1.61,2,0.5,,,,2.025,1.825,0.25,,,,,
N1,22/04/05,Heerenveen,Roosendaal,7,1,H,4,0,H,1.36,4,7,1.35,4.2,7.5,1.35,4,7.5,1.33,4,7.5,1.36,4,7,1.36,4,7.5,1.33,4.33,7,1.55,2.2,,,,,,,1.9,1.95,-1.25,,,,,
N1,23/04/05,Den Haag,Roda JC,1,4,A,0,3,A,2.37,3.1,2.62,2.4,3.2,2.6,2.35,3.3,2.55,2.3,3.1,2.6,2.4,3.25,2.5,2.38,3.25,2.6,2.37,3.3,2.5,1.75,1.9,2.35,1.44,-0.5,1.96,1.88,-0.25,2,1.85,-0.25,,,,,
N1,23/04/05,PSV Eindhoven,Vitesse,3,0,H,2,0,H,1.3,4.33,8,1.35,4.2,7.5,1.3,4.5,7.5,1.5,3.7,5,1.36,4,7,1.33,4.33,7.5,1.3,4.5,7.5,1.55,2.2,,,,1.96,1.88,-1.25,1.975,1.875,-1.25,,,,,
N1,23/04/05,Waalwijk,AZ Alkmaar,2,1,H,1,1,D,3,3.2,2.1,3,3.3,2.1,3.1,3.3,2,2.9,3,2.2,2.75,3.5,2.1,3,3.25,2.1,3.2,3.5,1.9,1.6,2.1,1.6,2,0.5,1.92,1.92,0.25,1.825,2.025,0.25,,,,,
N1,24/04/05,Ajax,Graafschap,1,0,H,0,0,D,1.1,6.5,15,1.1,7,17,1.11,6.5,15,1.1,7,15,1.12,6.5,13,1.12,6.5,13,1.11,6.5,15,1.4,2.6,,,,,,,1.85,2,-2.25,,,,,
N1,24/04/05,Groningen,Feyenoord,0,2,A,0,1,A,4,3.4,1.72,4.2,3.5,1.7,4,3.4,1.73,4,3.2,1.75,5,3.5,1.57,4.2,3.4,1.73,3.8,3.5,1.72,1.6,2.1,1.84,1.73,0.5,1.86,1.98,0.75,1.825,2.025,0.75,,,,,
