Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
I1,24/11/13,Udinese,Fiorentina,1,0,H,1,0,H,22,15,11,5,22,8,6,6,2,2,0,0,2.8,3.1,2.6,2.8,3.2,2.5,2.75,3.3,2.4,2.8,3.4,2.4,2.94,3.14,2.77,2.7,3.1,2.7,2.75,3.2,2.5,2.88,3.25,2.7,37,2.94,2.77,3.4,3.18,2.77,2.59,35,2.2,2.07,1.8,1.74,19,0,2.04,1.99,1.93,1.86
I1,25/11/13,Roma,Cagliari,0,0,D,0,0,D,19,8,5,2,9,11,19,7,2,4,0,0,1.44,4.33,7,1.42,4.33,7.75,1.35,4.8,7.6,1.4,4.33,8,1.41,4.81,9.57,1.44,4,8,1.4,4.33,7.5,1.44,4.8,8.5,37,1.44,1.4,4.81,4.39,9.57,8.12,35,1.92,1.83,2.05,1.96,21,-1.5,2.33,2.24,1.71,1.67
I1,30/11/13,Genoa,Torino,1,1,D,0,1,A,16,21,7,10,15,15,5,9,3,2,0,0,2.38,3.2,3.1,2.25,3.2,3.25,2.1,3.25,3.35,2.2,3.25,3.3,2.46,3.23,3.29,2.4,3.1,3.1,2.3,3.13,3,2.5,3.2,3.2,38,2.5,2.35,3.3,3.18,3.35,3.1,36,2.2,2.09,1.8,1.72,20,-0.25,2.11,2.06,1.88,1.82
I1,30/11/13,Parma,Bologna,1,1,D,1,1,D,18,7,8,4,17,14,11,2,6,2,0,1,1.8,3.5,4.5,1.75,3.5,4.75,1.8,3.5,4.2,1.85,3.4,4.33,1.81,3.63,5.2,1.83,3.2,5,1.8,3.4,4.5,1.83,3.6,5,38,1.85,1.8,3.63,3.43,5.2,4.68,36,2.13,2.04,1.81,1.76,20,-0.5,1.83,1.78,2.15,2.09
I1,01/12/13,Atalanta,Roma,1,1,D,0,0,D,7,17,3,7,10,21,2,7,3,2,0,0,4,3.4,1.91,4.1,3.4,1.91,3.6,3.3,2,4,3.4,1.9,4.69,3.53,1.91,4.2,3.2,1.95,3.8,3.4,1.91,4.4,3.5,1.95,38,4.69,4.11,3.53,3.39,2,1.91,36,2.15,2.05,1.8,1.75,20,0.75,1.77,1.72,2.23,2.17
I1,01/12/13,Cagliari,Sassuolo,2,2,D,0,2,A,16,12,7,4,12,15,6,2,2,1,0,0,1.83,3.5,4.33,1.8,3.5,4.5,1.9,3.3,4,1.85,3.4,4.33,1.87,3.6,4.83,1.83,3.2,5,1.8,3.4,4.5,1.87,3.6,4.75,38,1.9,1.82,3.61,3.44,5,4.5,36,2.1,2.01,1.85,1.79,20,-0.75,2.14,2.07,1.86,1.81
I1,01/12/13,Catania,Milan,1,3,A,1,1,D,12,13,3,7,18,15,2,5,3,3,1,0,4.75,3.6,1.75,4.75,3.5,1.75,3.8,3.45,1.9,4.5,3.4,1.83,5.24,3.67,1.79,5,3.2,1.83,4.5,3.5,1.73,5,3.6,1.8,38,5.2,4.67,3.67,3.5,1.9,1.78,36,2.05,1.98,1.88,1.81,21,1,1.63,1.6,2.5,2.39
I1,01/12/13,Chievo,Livorno,3,0,H,1,0,H,19,14,6,4,21,4,11,6,4,2,0,0,1.91,3.4,4,1.95,3.3,4,1.95,3.3,3.75,2,3.2,4,2,3.32,4.47,2,3.2,4,1.95,3.3,3.8,2,3.4,4.33,37,2.02,1.97,3.43,3.3,4.47,3.95,35,2.46,2.34,1.63,1.58,19,-0.5,2.03,1.98,1.94,1.9
I1,01/12/13,Inter,Sampdoria,1,1,D,1,0,H,11,14,2,5,17,17,4,5,3,3,0,0,1.4,4.5,8,1.35,4.6,9.5,1.37,4.6,7.5,1.4,4.5,7.5,1.4,4.94,9.87,1.4,4.2,9,1.36,4.5,7.5,1.4,4.8,9,38,1.42,1.38,4.93,4.58,9.93,8.29,36,1.77,1.71,2.18,2.1,22,-1.5,2.22,2.15,1.76,1.72
I1,01/12/13,Juventus,Udinese,1,0,H,0,0,D,27,9,5,4,10,9,12,4,2,1,0,0,1.3,5,10,1.28,5.25,11,1.27,5.2,10,1.33,5,8.5,1.3,5.65,13,1.33,4.33,12,1.29,5,9.5,1.3,5.5,12,38,1.33,1.3,5.65,5.16,13,10.57,36,1.7,1.65,2.33,2.21,22,-1.5,1.92,1.88,2.04,1.98
I1,02/12/13,Fiorentina,Verona,4,3,H,3,2,H,23,11,7,7,9,13,5,1,2,3,0,1,1.44,4.33,7,1.45,4,7.75,1.5,4,6.1,1.5,4.2,6.5,1.5,4.36,8.18,1.5,3.75,7.5,1.44,4,6.5,1.5,4.33,7.5,35,1.5,1.47,4.36,4.12,8.18,7.04,32,1.73,1.64,2.33,2.21,19,-1,1.81,1.76,2.19,2.1
I1,02/12/13,Lazio,Napoli,2,4,A,1,1,D,12,13,4,7,21,13,1,3,2,2,0,0,3.1,3.3,2.3,3,3.3,2.35,2.75,3.3,2.4,2.9,3.3,2.37,3.07,3.27,2.58,3.1,3.1,2.4,3,3.25,2.3,3,3.3,2.55,36,3.2,2.95,3.36,3.22,3.1,2.42,34,2.03,1.96,1.89,1.82,18,0.25,1.85,1.79,2.21,2.09
I1,06/12/13,Bologna,Juventus,0,2,A,0,1,A,10,19,4,6,16,16,7,6,1,4,0,0,8.5,4.33,1.4,7.75,4.25,1.42,7,4,1.45,7,4.33,1.44,8.64,4.47,1.47,8,4,1.44,7,4,1.44,8.5,4.6,1.45,39,9.5,8.11,4.63,4.27,1.47,1.43,38,2.03,1.92,1.95,1.87,24,1,2.3,2.13,1.81,1.74
I1,07/12/13,Livorno,Milan,2,2,D,1,1,D,17,11,7,5,15,11,7,2,5,2,0,0,5.5,3.75,1.62,5.5,3.8,1.62,4.7,3.6,1.7,5,3.75,1.66,6,3.8,1.69,6,3.4,1.67,5.25,3.6,1.62,5.75,3.8,1.7,39,6.01,5.46,3.9,3.69,1.71,1.65,38,2.03,1.96,1.94,1.83,24,1,1.8,1.73,2.25,2.14
I1,07/12/13,Napoli,Udinese,3,3,D,2,1,H,12,17,6,7,13,13,10,8,4,2,0,0,1.57,3.75,6,1.53,3.9,6.5,1.55,3.9,5.6,1.53,4,6.5,1.56,3.96,7.97,1.57,3.5,7,1.53,3.8,5.75,1.6,3.9,6.5,39,1.6,1.54,4.2,3.88,7.8,6.48,38,1.89,1.82,2.06,1.96,24,-1,2.02,1.96,1.95,1.89
I1,08/12/13,Cagliari,Genoa,2,1,H,0,1,A,30,4,7,3,15,11,8,3,5,1,0,1,1.95,3.3,4,1.9,3.25,4.25,1.9,3.3,4,1.95,3.4,3.6,1.88,3.45,5,1.95,3.3,4,1.9,3.3,4,1.92,3.4,4.75,39,1.98,1.89,3.5,3.36,4.98,4.25,38,2.39,2.28,1.67,1.61,22,-0.25,1.68,1.63,2.45,2.31
I1,08/12/13,Inter,Parma,3,3,D,1,2,A,15,17,6,8,14,13,3,11,2,1,0,0,1.65,3.75,5.5,1.6,3.8,5.5,1.6,3.7,5.4,1.66,3.75,5,1.68,3.93,5.8,1.73,3.5,5,1.67,3.75,5,1.73,3.9,5.25,39,1.73,1.67,3.93,3.74,5.8,5.16,38,1.82,1.76,2.15,2.04,24,-1,2.27,2.18,1.77,1.71
I1,08/12/13,Roma,Fiorentina,2,1,H,1,1,D,21,15,9,5,11,13,8,6,3,4,1,0,1.91,3.4,4,1.91,3.4,4,1.9,3.45,3.8,1.9,3.4,4.2,1.93,3.45,4.71,1.95,3.3,4,1.9,3.4,4,1.92,3.4,4.3,39,1.99,1.91,3.58,3.43,4.58,4.09,38,1.91,1.83,2.05,1.96,22,-0.5,1.92,1.89,2.02,1.97
I1,08/12/13,Sampdoria,Catania,2,0,H,0,0,D,17,5,7,0,17,13,7,3,3,2,0,0,1.73,3.6,4.75,1.75,3.3,5.25,1.75,3.5,4.5,1.8,3.5,4.5,1.75,3.63,5.74,1.75,3.2,5.5,1.73,3.4,4.8,1.75,3.6,5.75,39,1.81,1.74,3.63,3.46,5.75,5.05,35,2.39,2.26,1.69,1.61,22,-0.75,2.11,1.97,1.96,1.89
I1,08/12/13,Sassuolo,Chievo,0,1,A,0,0,D,6,9,2,5,19,26,4,4,2,2,0,0,2.1,3.2,3.6,2.1,3.25,3.6,2.1,3.2,3.4,2.15,3.25,3.4,2.19,3.32,3.79,2.25,3,3.5,2.1,3.13,3.4,2.25,3.3,3.6,39,2.25,2.16,3.32,3.18,3.79,3.5,38,2.35,2.25,1.7,1.62,22,-0.5,2.23,2.16,1.78,1.72
I1,08/12/13,Torino,Lazio,1,0,H,1,0,H,5,21,3,3,8,19,1,15,3,2,0,0,2.38,3.2,3,2.4,3.2,3,2.4,3.2,2.85,2.5,3.2,2.8,2.48,3.21,3.27,2.5,3,3,2.4,3.2,2.88,2.45,3.3,3.2,39,2.5,2.42,3.31,3.21,3.27,2.98,38,2.25,2.14,1.77,1.69,22,-0.25,2.12,2.06,1.86,1.81
I1,08/12/13,Verona,Atalanta,2,1,H,0,1,A,15,11,6,5,13,15,9,5,1,3,0,1,1.95,3.3,4,1.95,3.3,4,2,3.3,3.6,1.9,3.3,4.2,2.04,3.28,4.45,2.05,3,4.2,1.95,3.25,3.75,2.05,3.4,4.1,39,2.06,1.99,3.45,3.29,4.45,3.93,38,2.2,2.09,1.81,1.73,22,-0.5,2.05,1.99,1.94,1.88
