Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,,,
P1,22/01/11,Benfica,Nacional,4,2,H,2,0,H,1.25,5.25,13,1.2,5.5,12,1.22,5.5,10,1.22,4.8,11,1.29,4.5,8,1.22,5.5,10,1.25,4.75,12,1.25,5.25,12,1.22,6,13,1.25,5,10,27,1.28,1.24,6.1,5.22,14.37,11.41,21,1.68,1.62,2.29,2.17,15,-1.5,1.86,1.82,2.11,2.04,,,
P1,22/01/11,Naval,Portimonense,1,1,D,0,1,A,2.05,3.2,3.8,2,3,3.75,2,3.1,3.6,1.9,3.2,3.7,2.1,3.1,3.1,2,3.05,3.4,2.05,3.2,3.4,1.85,3.25,4.33,2.05,3.25,3.8,2,3.1,3.5,27,2.12,2.02,3.38,3.13,4.33,3.61,22,2.3,2.13,1.73,1.64,13,-0.5,2.12,2.08,1.85,1.8,,,
P1,22/01/11,Olhanense,Academica,2,1,H,1,1,D,2.3,3.1,3.2,2.2,2.85,3.4,2.2,3,3.2,2.1,2.9,3.4,2.1,3,3.2,2.15,2.9,3.4,2.3,3,3,2.2,3.2,3.25,2.3,3.1,3.4,2.1,3.1,3.3,27,2.36,2.23,3.2,3.04,3.47,3.2,21,2.5,2.36,1.62,1.52,14,-0.25,2.02,1.97,1.93,1.9,,,
P1,22/01/11,Pacos Ferreira,Leiria,1,1,D,0,0,D,2.05,3.2,3.75,1.95,3.1,3.8,2.1,3,3.4,2.2,2.9,3.2,2.2,3.1,2.88,2.1,3.1,3.3,2.05,3.2,3.4,1.95,3.3,3.8,2.05,3.2,4,2.1,3.2,3.2,25,2.1,2.03,3.3,3.13,4.06,3.55,19,2.5,2.27,1.65,1.57,11,-0.5,2.08,2.04,1.86,1.82,,,
P1,22/01/11,Rio Ave,Guimaraes,2,3,A,0,1,A,2.9,3,2.55,2.7,2.9,2.6,2.85,3,2.4,2.8,2.9,2.5,2.75,3.1,2.3,2.75,3.05,2.45,2.9,2.9,2.5,2.9,3,2.5,3,3,2.5,2.7,3,2.5,27,3.05,2.83,3.2,2.97,2.61,2.49,21,2.63,2.41,1.57,1.51,18,0,2.11,2.04,1.85,1.79,,,
P1,22/01/11,Sp Braga,Setubal,2,2,D,0,2,A,1.4,4.4,8,1.42,4,7,1.4,4,7.5,1.45,3.6,7,1.44,3.5,7,1.4,4,7.5,1.36,4.33,7.5,1.38,4.33,8.5,1.36,4.6,9,1.4,4.2,7,27,1.43,1.38,4.69,4.2,9.07,7.7,28,1.91,1.83,2.06,1.93,14,-1.25,1.98,1.93,1.98,1.94,,,
P1,24/01/11,Maritimo,Sp Lisbon,0,3,A,0,1,A,4.33,3.1,1.83,4.33,3.2,1.8,4.33,3.2,1.8,3.8,3.1,1.9,4,3.1,1.83,4.2,3.25,1.8,4.2,3.2,1.83,4.6,3.3,1.8,4.5,3.4,1.83,4,3.25,1.83,25,5,4.25,3.53,3.24,1.9,1.82,19,2.25,2.13,1.73,1.64,13,0.5,2.09,2.03,1.9,1.85,,,
P1,26/01/11,Porto,Nacional,3,0,H,3,0,H,1.2,5.5,13,1.2,5.5,12,1.2,5.5,11,1.17,5.4,13,1.17,5.5,12,1.2,5.75,11,1.2,5.5,13,1.22,5.75,12,1.22,6,13,1.2,5.5,12,25,1.23,1.21,6.4,5.73,15.5,11.52,17,1.68,1.61,2.3,2.23,13,-1.75,2.02,1.98,1.93,1.89,,,
P1,04/02/11,Sp Lisbon,Naval,3,3,D,1,2,A,1.29,5.25,10,1.25,4.75,11,1.25,5,10,1.2,5,12,1.25,5,8,1.22,5.5,10,1.25,5,11,1.29,5,10,1.29,5,12,1.25,5,10,31,1.28,1.25,6.1,5.26,15.43,11.3,29,1.83,1.77,2.13,2,19,-1.5,1.99,1.9,2,1.93,,,
P1,05/02/11,Maritimo,Sp Braga,1,2,A,1,1,D,2.8,3.2,2.5,2.85,3.05,2.35,2.8,3.1,2.4,2.55,3.1,2.55,2.8,3.1,2.25,2.6,3.1,2.4,2.8,3.1,2.4,2.8,3.1,2.5,3,3.25,2.4,2.8,3.1,2.38,28,3.06,2.84,3.34,3.11,2.5,2.41,20,2.25,2.16,1.77,1.64,18,0,2.21,2.1,1.8,1.74,,,
P1,06/02/11,Academica,Beira Mar,3,3,D,1,1,D,2.2,3.2,3.3,2.35,2.85,3.1,2.25,3,3.1,2.3,2.8,3.1,2.2,3,3,2.2,3,3.2,2.25,3.1,3,2.25,3.1,3.25,2.25,3.2,3.3,2.3,3,3,30,2.35,2.23,3.35,3.09,3.61,3.15,17,2.5,2.36,1.6,1.52,14,-0.25,1.94,1.9,2.01,1.97,,,
P1,06/02/11,Guimaraes,Nacional,0,0,D,0,0,D,1.91,3.3,4.2,1.91,3,4.1,1.9,3.2,3.8,1.8,3.1,4.2,1.91,3.2,3.5,1.9,3.2,3.8,1.91,3.25,3.8,1.95,3.2,4,1.91,3.3,4.2,1.91,3.3,3.6,28,1.99,1.91,3.45,3.22,4.36,3.93,16,2.38,2.22,1.65,1.58,16,-0.5,1.99,1.93,1.96,1.91,,,
P1,06/02/11,Leiria,Olhanense,0,2,A,0,2,A,2.3,3.2,3.2,2.35,2.85,3.1,2.25,3,3.1,2.1,3,3.3,2,3.1,3.3,2.25,3,3.1,2.25,3,3.2,2.3,3,3.25,2.3,3.1,3.2,2.3,3,3,26,2.42,2.32,3.22,3.03,3.34,3.07,14,2.5,2.35,1.57,1.53,13,-0.25,2.06,2.01,1.89,1.86,,,
P1,06/02/11,Portimonense,Pacos Ferreira,0,1,A,0,0,D,2.9,3.2,2.45,2.75,2.9,2.55,2.75,3,2.5,2.65,3,2.55,2.8,3,2.3,2.65,3,2.55,2.88,3,2.4,2.9,3,2.5,3.1,3.12,2.4,2.7,3,2.5,29,3.11,2.87,3.22,3.05,2.55,2.43,17,2.3,2.19,1.67,1.6,18,0,2.2,2.11,1.77,1.73,,,
P1,06/02/11,Porto,Rio Ave,1,0,H,1,0,H,1.14,7.5,17,1.14,6.25,16,1.14,6.5,14,1.12,6,16,1.12,6.5,13,1.12,7.5,13,1.14,7,13,1.13,7.5,19,1.14,7.5,17,1.14,6.5,13,28,1.17,1.14,7.8,6.91,22,15.01,16,1.57,1.53,2.5,2.35,13,-2,2,1.93,1.96,1.92,,,
P1,06/02/11,Setubal,Benfica,0,2,A,0,1,A,9,4.75,1.33,8.25,4.6,1.31,8.5,4.5,1.33,7.5,4.3,1.35,7,4.33,1.33,8,4.75,1.3,8,4.5,1.33,10,5,1.29,9,5,1.33,8,4.5,1.33,29,10,8.47,5.14,4.66,1.37,1.32,17,1.65,1.61,2.25,2.16,14,1.5,1.85,1.78,2.13,2.06,,,
P1,12/02/11,Nacional,Leiria,0,1,A,0,1,A,1.91,3.25,4.2,1.78,3.2,4.4,1.85,3.25,4,1.85,3.1,4,1.91,3.2,3.5,1.83,3.25,4,1.91,3.1,4,1.85,3.4,4.1,1.91,3.3,4.33,1.83,3.25,4,26,1.96,1.89,3.41,3.25,4.5,4.02,14,2.5,2.3,1.62,1.56,16,-0.5,1.97,1.92,1.98,1.93,,,
P1,12/02/11,Olhanense,Sp Lisbon,2,2,D,0,1,A,4.2,3.3,1.91,4,3.25,1.85,3.75,3.25,1.9,3.8,3.2,1.85,3.75,3.2,1.83,4,3.2,1.85,4.2,3.2,1.85,4,3.3,1.91,4.2,3.4,1.91,3.75,3.3,1.91,30,4.33,3.91,3.49,3.28,1.99,1.91,18,2.35,2.2,1.73,1.62,16,0.5,1.95,1.9,2,1.95,,,
P1,13/02/11,Benfica,Guimaraes,3,0,H,1,0,H,1.29,5,11,1.22,5.5,10,1.25,5,10,1.3,4.4,8.5,1.25,4.5,10,1.22,5.25,11,1.3,4.75,9,1.25,5.25,12,1.33,5,11,1.25,5,10,28,1.33,1.28,5.5,4.84,12,10.17,24,1.75,1.7,2.2,2.1,16,-1.5,2.05,1.99,1.9,1.87,,,
P1,13/02/11,Naval,Academica,3,1,H,2,0,H,2.63,3.1,2.8,2.55,3,2.65,2.6,3,2.6,2.6,3,2.6,2.5,3.1,2.5,2.65,3,2.55,2.6,3,2.7,2.5,3.1,2.8,2.6,3.12,2.88,2.5,3.1,2.62,29,2.75,2.57,3.19,3.06,2.91,2.7,17,2.25,2.16,1.73,1.64,20,0,1.91,1.85,2.08,1.99,,,
P1,13/02/11,Pacos Ferreira,Maritimo,1,0,H,0,0,D,2.1,3.2,3.6,2.25,3,3.1,2.1,3.1,3.3,2.1,3,3.3,2,3,3.4,2.1,3,3.4,2.15,3,3.4,2.15,3.2,3.4,2.15,3.2,3.6,2.25,3,3.1,30,2.25,2.15,3.29,3.11,3.71,3.34,18,2.5,2.31,1.62,1.56,15,-0.25,1.89,1.86,2.04,2.01,,,
P1,13/02/11,Rio Ave,Portimonense,2,0,H,0,0,D,2,3.2,4,1.91,3.1,4,2,3.2,3.5,2,3,3.5,1.91,3.2,3.5,1.85,3.2,4,1.95,3.1,3.8,1.91,3.3,4,1.95,3.3,4,2,3,3.75,30,2.04,1.95,3.41,3.22,4.25,3.81,18,2.6,2.4,1.57,1.52,17,-0.5,2.03,1.99,1.93,1.87,,,
P1,13/02/11,Sp Braga,Porto,0,2,A,0,1,A,4,3.4,1.91,4,3.4,1.8,4.25,3.3,1.8,3.7,3.2,1.9,4,3.2,1.8,4.33,3.4,1.73,3.5,3.25,2,4.2,3.4,1.83,4,3.4,2,3.75,3.3,1.91,29,4.33,3.82,3.47,3.32,2.04,1.92,29,2.05,1.97,1.87,1.8,17,0.5,1.95,1.88,2.05,1.97,,,
P1,14/02/11,Beira Mar,Setubal,0,0,D,0,0,D,1.91,3.3,4.2,1.83,3.1,4.33,1.9,3.25,3.75,1.9,3.2,3.7,1.83,3.2,3.75,1.8,3.25,4.2,1.83,3.2,3.75,1.85,3.25,4.33,1.95,3.3,4.2,1.91,3.1,3.8,29,2.03,1.92,3.44,3.22,4.33,3.92,16,2.35,2.25,1.66,1.59,16,-0.5,2.03,1.96,1.95,1.89,,,
P1,18/02/11,Leiria,Guimaraes,0,1,A,0,1,A,2.8,3.1,2.55,2.65,2.95,2.6,2.6,3,2.6,2.4,3,2.8,2.2,3.2,2.8,2.5,3,2.7,2.5,3.1,2.7,2.88,3.1,2.5,3,3.1,2.5,2.6,3,2.62,27,3.08,2.78,3.17,3.04,2.7,2.56,18,2.5,2.37,1.61,1.56,18,0,2.14,2.06,1.9,1.8,,,
P1,19/02/11,Portimonense,Olhanense,1,1,D,1,0,H,2.8,3.1,2.6,2.9,2.95,2.4,2.85,3,2.4,2.8,3,2.4,2.6,3.2,2.38,2.85,3,2.4,2.8,3,2.5,3,3.1,2.38,2.88,3,2.6,2.88,3,2.4,28,3.01,2.81,3.2,2.99,2.66,2.51,15,2.44,2.31,1.6,1.55,20,0,2.08,2.02,1.89,1.82,,,
P1,20/02/11,Academica,Rio Ave,0,1,A,0,0,D,2.1,3.2,3.6,2.05,3.1,3.4,2.1,3.1,3.3,2.1,2.9,3.4,2,3.2,3.2,2,3,3.75,1.95,3.1,3.8,2.05,3.25,3.6,2.05,3.25,3.8,2.1,3.1,3.2,27,2.1,2.05,3.35,3.17,3.9,3.5,15,2.25,2.16,1.68,1.62,14,-0.25,1.83,1.81,2.12,2.08,,,
P1,20/02/11,Maritimo,Beira Mar,1,0,H,0,0,D,2,3.25,3.8,2,3,3.75,2,3.1,3.6,2,2.9,3.7,2,3.2,3.2,2,3.1,3.6,2.05,3,3.6,2,3.2,3.75,1.95,3.25,4,2,3.1,3.4,27,2.05,1.99,3.34,3.16,4.26,3.71,15,2.42,2.3,1.6,1.55,17,-0.5,2.02,1.99,1.94,1.87,,,
P1,20/02/11,Setubal,Naval,1,1,D,1,0,H,2.25,3.25,3.25,2.15,3.1,3.2,2.25,3.1,3,2.1,3,3.3,2.1,3.2,3,2.15,3.05,3.25,2.15,3.1,3.2,2.38,3.1,3,2.2,3.12,3.5,2.25,3.1,3,26,2.3,2.21,3.25,3.1,3.64,3.21,14,2.25,2.17,1.68,1.63,15,-0.25,1.96,1.9,2.01,1.97,,,
P1,20/02/11,Sp Braga,Pacos Ferreira,1,2,A,1,2,A,1.7,3.5,5,1.7,3.4,4.6,1.7,3.4,4.75,1.65,3.3,4.9,1.57,3.5,5,1.62,3.4,5,1.7,3.4,4.8,1.62,3.5,6,1.67,3.6,5.5,1.73,3.4,4.33,27,1.73,1.64,3.87,3.5,5.8,5.16,22,2.17,2.07,1.82,1.72,15,-0.75,1.88,1.84,2.08,2.04,,,
P1,21/02/11,Sp Lisbon,Benfica,0,2,A,0,1,A,3.3,3.1,2.25,3.3,3.2,2.05,3.3,3.1,2.1,3.1,3,2.2,3,3,2.2,3.2,3,2.2,3.4,3.1,2.1,3.3,3.25,2.15,3.3,3.2,2.25,3.1,3.1,2.25,27,3.45,3.22,3.26,3.06,2.32,2.22,22,2.25,2.12,1.74,1.69,16,0,2.42,2.33,1.64,1.58,,,
P1,25/02/11,Guimaraes,Academica,0,2,A,0,0,D,1.65,3.6,5.5,1.67,3.5,4.6,1.67,3.4,4.75,1.6,3.4,5.2,1.62,3.3,5,1.65,3.4,5,1.73,3.3,4.8,1.67,3.4,5.5,1.7,3.6,5.25,1.62,3.5,5,33,1.73,1.66,3.85,3.52,6,5.17,28,2.25,2.14,1.73,1.68,18,-0.75,1.92,1.88,2.04,2,,,
P1,26/02/11,Olhanense,Porto,0,3,A,0,0,D,7,4.33,1.44,7.5,4.25,1.37,7.5,4,1.4,7.5,3.7,1.4,7,3.75,1.4,7.5,4.2,1.36,7,4,1.44,8.25,4.5,1.36,8,4.2,1.44,6,4.2,1.44,34,8.5,7.24,4.5,4.1,1.46,1.41,29,2.08,1.94,1.91,1.83,14,1,2.21,2.15,1.78,1.74,,,
P1,26/02/11,Pacos Ferreira,Setubal,2,0,H,1,0,H,1.75,3.4,5,1.75,3.25,4.5,1.75,3.3,4.5,1.7,3.2,4.7,1.62,3.3,5,1.73,3.3,4.5,1.75,3.25,4.75,1.67,3.4,5.5,1.75,3.5,5,1.73,3.3,4.5,33,1.81,1.73,3.59,3.33,5.5,4.74,19,2.3,2.19,1.67,1.61,14,-0.5,1.81,1.78,2.16,2.11,,,
P1,27/02/11,Beira Mar,Portimonense,0,1,A,0,0,D,1.8,3.4,4.75,1.7,3.3,4.75,1.75,3.3,4.5,1.7,3.3,4.5,1.83,3.2,3.75,1.75,3.2,4.6,1.8,3.2,4.5,1.75,3.4,4.75,1.8,3.4,4.75,1.73,3.3,4.5,31,1.86,1.78,3.52,3.3,4.84,4.44,18,2.38,2.26,1.62,1.58,16,-0.5,1.86,1.82,2.08,2.05,,,
P1,27/02/11,Benfica,Maritimo,2,1,H,0,0,D,1.25,5.5,12,1.18,6,11.5,1.22,5.5,10,1.22,4.8,11,1.22,5,10,1.22,5.5,10,1.25,5.5,9.5,1.2,6,13,1.22,6,12,1.25,5.5,9,29,1.25,1.22,6.2,5.56,15,11.19,17,1.67,1.62,2.31,2.2,17,-1.5,1.83,1.79,2.14,2.08,,,
P1,27/02/11,Nacional,Sp Lisbon,1,0,H,1,0,H,3.5,3.25,2.1,3.6,3.2,1.95,3.5,3.2,2,3.4,3.1,2,3,3.2,2.1,3.75,3.2,1.91,3.4,3.25,2.05,3.5,3.2,2.1,3.4,3.3,2.15,3.5,3.2,2,32,3.6,3.37,3.41,3.17,2.26,2.1,28,2.14,2.05,1.82,1.74,16,0.25,2.02,1.96,1.97,1.92,,,
P1,27/02/11,Rio Ave,Leiria,1,0,H,1,0,H,2.1,3.2,3.6,2.1,2.95,3.5,2.1,3.1,3.3,2.2,3,3.1,2.25,3.1,2.8,2.15,3,3.3,2.05,3,3.75,2.2,3.2,3.25,2.1,3.12,3.75,2.2,3.1,3.1,29,2.25,2.11,3.22,3.08,3.84,3.46,17,2.62,2.39,1.57,1.52,15,-0.25,1.87,1.81,2.11,2.06,,,
P1,28/02/11,Naval,Sp Braga,0,0,D,0,0,D,3.5,3.25,2.1,3.3,3.1,2.1,3.2,3.1,2.15,3.4,3.1,2,3.4,3,2,3.3,3.1,2.1,3.4,3.25,2.05,3.3,3.25,2.15,3.6,3.3,2.1,3.1,3.1,2.2,30,3.71,3.37,3.39,3.16,2.2,2.11,25,2.14,2.06,1.82,1.73,16,0.25,2.08,2.04,1.87,1.84,,,
P1,04/03/11,Academica,Leiria,0,0,D,0,0,D,2.25,3.1,3.4,2.25,2.95,3.2,2.25,3,3.1,2.1,3,3.3,2.1,3.2,3,2.2,3,3.2,2.2,3,3.3,2.25,3,3.4,2.25,3.12,3.4,2.2,3,3.25,31,2.29,2.2,3.24,3.09,3.61,3.31,16,2.45,2.32,1.6,1.54,16,-0.25,1.94,1.91,2,1.96,,,
P1,05/03/11,Porto,Guimaraes,2,0,H,0,0,D,1.25,5.5,12,1.2,5.75,11,1.25,5,10,1.2,5,12,1.22,5,10,1.22,5.75,9,1.29,4.8,9.5,1.25,5.5,11,1.25,5.5,13,1.22,5.5,11,32,1.29,1.24,6,5.38,13.4,10.88,19,1.73,1.67,2.25,2.11,17,-1.5,1.86,1.82,2.09,2.04,,,
P1,06/03/11,Maritimo,Rio Ave,0,1,A,0,0,D,1.95,3.2,4.2,1.8,3.2,4.33,1.95,3.1,3.75,2,2.9,3.7,1.91,3.2,3.5,1.9,3.1,4,2,3.1,3.8,2,3,4.2,1.95,3.25,4,2.05,3.2,3.4,31,2.05,1.97,3.33,3.14,4.33,3.83,18,2.5,2.37,1.58,1.53,17,-0.5,2.04,2,1.9,1.85,,,
P1,06/03/11,Setubal,Olhanense,0,0,D,0,0,D,2.5,3.1,2.9,2.4,2.95,2.9,2.4,3,2.85,2.2,3,3.1,2.38,3.1,2.62,2.35,3,2.9,2.45,2.88,3,2.5,2.88,3.1,2.5,3,3,2.38,3,2.88,30,2.59,2.44,3.1,2.98,3.11,2.92,18,2.56,2.44,1.57,1.5,19,0,1.82,1.76,2.15,2.09,,,
P1,06/03/11,Sp Braga,Benfica,2,1,H,1,1,D,4.33,3.4,1.85,4.75,3.6,1.78,4,3.25,1.85,4.4,3,1.8,3.75,3.3,1.8,4.2,3.25,1.8,4,3.2,1.91,4.5,3.4,1.8,4.2,3.4,1.85,3.75,3.3,1.91,30,4.5,4.09,3.51,3.29,1.94,1.86,24,2.21,2.09,1.78,1.7,17,0.5,2,1.96,1.94,1.9,,,
P1,06/03/11,Sp Lisbon,Beira Mar,1,0,H,0,0,D,1.44,4.2,7.5,1.4,3.9,7.75,1.44,4,6.5,1.45,3.6,7,1.44,3.6,6.5,1.36,4.2,7.5,1.5,3.6,7,1.36,4.33,9,1.44,4,8,1.44,3.8,7,30,1.52,1.46,4.33,3.91,9,6.91,24,2.25,2.12,1.8,1.69,16,-1,1.93,1.89,2.03,1.97,,,
P1,07/03/11,Pacos Ferreira,Naval,0,0,D,0,0,D,1.75,3.4,5,1.7,3.3,4.75,1.7,3.3,4.75,1.7,3.3,4.5,1.62,3.25,5,1.67,3.4,4.75,1.75,3.25,4.75,1.75,3.25,5,1.75,3.5,5,1.67,3.4,5,31,1.8,1.73,3.59,3.34,5.25,4.77,18,2.2,2.11,1.73,1.66,14,-0.75,2.08,2.03,1.9,1.85,,,
P1,07/03/11,Portimonense,Nacional,1,1,D,0,0,D,3.25,3.1,2.3,3.15,3.05,2.2,2.9,3,2.35,2.8,3,2.4,2.88,3.1,2.2,2.9,2.95,2.38,3.1,3,2.3,3.25,3,2.3,3.25,3.12,2.3,2.88,3,2.4,31,3.35,3.09,3.21,3.02,2.4,2.31,18,2.46,2.3,1.6,1.56,15,0.25,1.9,1.86,2.05,2.01,,,
P1,11/03/11,Beira Mar,Pacos Ferreira,3,1,H,1,0,H,2.7,3,2.8,2.75,2.95,2.5,2.6,3,2.6,2.6,3,2.6,2.5,3.1,2.5,2.65,3,2.55,2.75,2.9,2.62,2.88,3,2.55,2.75,3,2.75,2.7,3,2.5,32,2.9,2.68,3.22,3.01,2.81,2.65,18,2.57,2.34,1.57,1.52,23,0,1.95,1.9,1.99,1.93,,,
P1,12/03/11,Guimaraes,Setubal,1,1,D,1,0,H,1.62,3.6,6,1.65,3.5,4.75,1.6,3.5,5.25,1.55,3.4,5.8,1.57,3.25,5.5,1.6,3.4,5.5,1.62,3.4,5.5,1.62,3.4,6,1.62,3.75,6,1.62,3.5,5,31,1.69,1.63,3.78,3.48,6.25,5.36,21,2.23,2.11,1.75,1.66,15,-0.75,1.89,1.86,2.07,2.02,,,
P1,12/03/11,Rio Ave,Sp Lisbon,0,0,D,0,0,D,4,3.2,2,4,3.2,1.85,3.8,3.2,1.9,3.8,3.1,1.95,3.2,3.2,2,3.75,3.25,1.9,4,3.1,1.91,4,3.3,1.91,3.8,3.2,2.05,3.75,3.3,1.91,32,4,3.66,3.31,3.2,2.1,1.98,19,2.4,2.24,1.62,1.57,16,0.5,1.86,1.82,2.1,2.04,,,
P1,13/03/11,Benfica,Portimonense,1,1,D,0,1,A,1.14,7.5,17,1.11,7.25,16.5,1.12,7,15,1.15,5.7,14,1.12,6.5,13,1.08,9,15,1.11,7.5,17,1.11,8,21,1.14,7.5,17,1.12,7,17,31,1.15,1.12,8.7,7.19,21,15.89,18,1.53,1.47,2.6,2.45,15,-2.25,2.09,2.04,1.91,1.84,,,
P1,13/03/11,Nacional,Academica,1,1,D,0,0,D,1.85,3.4,4.33,1.83,3.2,4.1,1.8,3.25,4.25,1.7,3.2,4.7,1.83,3.2,3.75,1.75,3.25,4.5,1.73,3.4,4.5,1.83,3.4,4.33,1.91,3.3,4.33,1.83,3.25,4,32,1.95,1.85,3.42,3.27,4.6,4.09,19,2.4,2.21,1.65,1.58,18,-0.5,1.95,1.89,2.01,1.96,,,
P1,13/03/11,Naval,Maritimo,0,3,A,0,2,A,2.5,3,3,2.4,2.95,2.9,2.4,3,2.85,2.4,2.9,2.9,2.38,3.1,2.62,2.35,2.9,3,2.4,3.1,2.8,2.5,2.9,3,2.5,3,3.1,2.5,3,2.7,32,2.58,2.45,3.2,3.01,3.15,2.87,19,2.43,2.33,1.61,1.53,20,0,1.82,1.76,2.12,2.07,,,
P1,14/03/11,Leiria,Porto,0,2,A,0,0,D,9,4.5,1.36,8,4.5,1.33,7.5,4.5,1.35,7.5,4.2,1.35,8,4,1.33,8,4.75,1.3,7.5,4.33,1.36,9.5,5,1.3,10,4.5,1.36,8.5,4.5,1.33,29,9.92,8.42,4.62,4.36,1.4,1.36,26,2.01,1.9,1.99,1.87,15,1.25,2.02,1.97,1.94,1.9,,,
P1,18/03/11,Portimonense,Guimaraes,2,1,H,1,1,D,3.3,3.1,2.25,3,3,2.3,3.1,3,2.25,2.9,2.9,2.4,3,3.2,2.1,3.2,3,2.2,3.2,3,2.25,3.25,3.1,2.25,3.3,3.2,2.25,3.1,3,2.25,32,3.3,3.1,3.2,3.07,2.5,2.32,23,2.42,2.27,1.62,1.6,18,0.25,1.92,1.83,2.1,2.05,,,
P1,19/03/11,Sp Lisbon,Leiria,0,0,D,0,0,D,1.55,3.6,7,1.53,3.6,6,1.5,3.6,6.5,1.5,3.5,6.3,1.5,3.4,6,1.5,3.6,6.5,1.57,3.5,6,1.53,3.75,6.5,1.57,3.75,6.5,1.53,3.6,6,29,1.6,1.54,3.95,3.6,6.7,6.18,24,2.17,2.06,1.8,1.73,15,-1,2.13,2.06,1.9,1.8,,,
P1,20/03/11,Maritimo,Olhanense,4,0,H,2,0,H,2,3.25,3.8,1.95,3.1,3.8,2.05,3.1,3.5,1.9,3.1,3.8,2.1,3.2,3,2.05,3.1,3.4,2,3.1,3.8,2,3.2,3.8,2,3.2,4,2.05,3.1,3.5,31,2.1,2.01,3.35,3.16,4.22,3.68,18,2.5,2.36,1.57,1.53,19,-0.5,2.1,2.02,1.9,1.84,,,
P1,20/03/11,Naval,Beira Mar,2,2,D,0,2,A,2.25,3.1,3.3,2.3,2.95,3.1,2.3,3,3,2.2,3,3.1,2.38,3.2,2.6,2.25,3,3.1,2.25,3,3.2,2.25,3.1,3.25,2.3,3.1,3.3,2.3,3,3,32,2.38,2.28,3.2,3.04,3.45,3.14,18,2.5,2.37,1.6,1.52,17,-0.25,2.01,1.98,1.95,1.89,,,
P1,20/03/11,Porto,Academica,3,1,H,0,1,A,1.14,7.5,16,1.18,6,11.5,1.15,6,15,1.17,5.4,13,1.12,6.5,13,1.12,7,15,1.18,6,13,1.17,7,14,1.17,7.5,15,1.17,6.5,12,30,1.2,1.16,7.5,6.54,16,13.5,18,1.7,1.64,2.23,2.09,15,-1.75,1.84,1.8,2.13,2.08,,,
P1,20/03/11,Setubal,Nacional,2,1,H,1,0,H,2.75,3.1,2.6,2.6,2.95,2.65,2.6,3,2.6,2.5,3,2.7,2.5,3.2,2.5,2.7,3,2.5,2.75,2.9,2.62,2.63,3,2.75,2.75,3,2.75,2.62,3,2.6,31,2.89,2.7,3.2,2.99,2.76,2.62,17,2.5,2.42,1.57,1.51,20,0,2.02,1.96,1.93,1.88,,,
P1,21/03/11,Pacos Ferreira,Benfica,1,5,A,1,3,A,6,3.5,1.62,5.25,3.75,1.55,5,3.4,1.65,4.3,3.2,1.75,4.5,3.5,1.62,5.25,3.4,1.62,4.8,3.6,1.65,5.75,3.5,1.62,6,3.75,1.62,5.4,3.5,1.62,29,6,5.5,4.01,3.55,1.65,1.61,27,1.98,1.9,1.98,1.88,15,0.75,2.14,2.06,1.9,1.82,,,
P1,21/03/11,Sp Braga,Rio Ave,1,0,H,0,0,D,1.6,3.5,6.25,1.55,3.5,6,1.55,3.5,6,1.6,3.4,5.2,1.62,3.3,5,1.53,3.5,6,1.65,3.5,5,1.53,3.75,6.5,1.62,3.75,6,1.57,3.5,5.5,29,1.67,1.59,3.9,3.5,6.5,5.76,25,2.21,2.1,1.75,1.7,15,-0.75,1.9,1.86,2.04,2.01,,,
P1,27/03/11,Olhanense,Sp Braga,0,2,A,0,1,A,3.25,3.2,2.1,3.75,3,2,3.2,3.1,2.15,3.5,3,2,3,3.2,2.1,3.4,3.1,2.05,3.3,3.1,2.15,3.3,3.25,2.15,3.75,3.2,2.1,3.3,3.1,2.1,28,3.81,3.38,3.29,3.15,2.2,2.12,14,2.43,2.33,1.57,1.55,16,0.25,2.11,2.06,1.85,1.82,,,
P1,01/04/11,Leiria,Maritimo,1,3,A,0,1,A,2.7,3,2.75,2.6,2.95,2.65,2.6,3,2.6,2.5,3,2.7,2.38,3.1,2.62,2.5,2.95,2.75,2.75,3,2.5,2.7,3,2.7,2.75,3,2.75,2.5,3.1,2.7,35,3.1,2.81,3.19,3.02,2.65,2.55,20,2.59,2.4,1.55,1.51,25,0,2.16,2.05,1.87,1.78,,,
P1,02/04/11,Academica,Portimonense,1,0,H,0,0,D,2,3.2,4,2,3.1,3.6,2,3.1,3.6,2.1,3.3,3.3,1.91,3.2,3.5,2,3.25,3.4,2,3.2,3.5,2.05,3.2,3.6,2,3.2,4,1.95,3.2,3.75,34,2.09,2.01,3.4,3.18,4.09,3.64,22,2.35,2.26,1.64,1.57,18,-0.5,2.08,2.03,1.86,1.82,,,
