Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E3,02/11/02,Darlington,Lincoln,0,0,D,0,0,D,M Jones,14,2,4,1,15,12,7,6,2,0,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3,2.6,2.25,3.2,2.75,2.1,3.25,3,2.1,3.25,3,2.2,3.2,2.8
E3,02/11/02,Hull,Scunthorpe,2,0,H,0,0,D,C Wilkes,15,4,6,0,15,9,7,2,2,3,0,0,1.909,3.25,3.5,1.9,3.3,3.65,1.9,3.1,3,1.73,3.2,4.33,1.83,3.25,3.75,1.909,3.25,3.5,1.9,3.2,3.5
E3,02/11/02,Leyton Orient,Bury,1,2,A,0,1,A,A Penn,9,14,4,5,11,5,4,14,1,0,0,0,2.25,3.25,2.75,2.32,3.25,2.75,2.2,3,2.6,2.38,3.2,2.6,2.2,3.25,2.8,2.2,3.2,2.9,2.3,3.25,2.62
E3,02/11/02,Macclesfield,Shrewsbury,1,2,A,0,1,A,A Kaye,15,10,6,7,10,11,9,3,1,5,0,0,2,3.25,3.25,2.1,3.25,3.15,2.1,3,2.8,1.91,3.25,3.4,2,3.25,3.25,2.1,3.25,3,2.2,3.2,2.8
E3,02/11/02,Rochdale,Rushden & D,0,1,A,0,0,D,P Prosser,13,12,6,8,12,19,7,8,0,2,0,0,2.5,3.2,2.5,2.35,3.25,2.7,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.62,2.3,3.2,2.7,2.37,3.1,2.62
E3,02/11/02,Southend,Wrexham,0,1,A,0,1,A,R Beeby,18,20,10,15,19,14,10,6,1,1,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.25,3,2.2,3.2,2.8
E3,09/11/02,Bristol Rvs,Southend,0,1,A,0,0,D,R Olivier,14,8,5,5,13,15,10,5,2,3,0,0,2.1,3.25,3,2.15,3.25,2.95,2.1,3,2.8,2,3.4,3,2.1,3.25,3,2.2,3.25,2.8,2.1,3.2,3
E3,09/11/02,Bury,Torquay,0,1,A,0,0,D,A Butler,9,5,5,2,13,8,5,4,1,2,0,0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,2.1,3.2,3,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75
E3,09/11/02,Exeter,Hartlepool,1,2,A,0,0,D,T Parkes,13,14,7,8,12,4,6,7,1,1,0,0,3,3.25,2.1,2.85,3.25,2.2,2.9,3,2,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3.2,3.2,2
E3,09/11/02,Kidderminster,Carlisle,1,2,A,0,1,A,M Cowburn,8,15,4,8,11,12,9,13,4,1,2,1,1.533,3.75,5,1.55,3.5,5.5,1.5,3.5,4.5,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.57,3.5,5
E3,09/11/02,Lincoln,Hull,1,1,D,1,1,D,S Mathieson,9,12,3,7,13,13,1,16,1,3,1,0,2.5,3.2,2.5,2.45,3.25,2.5,2.4,3,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.62,3.1,2.37
E3,09/11/02,Oxford,Rochdale,2,0,H,1,0,H,G Hegley,13,11,6,5,12,12,3,3,1,0,0,0,1.909,3.25,3.5,1.95,3.3,3.35,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2.2,3.2,2.8
E3,09/11/02,Rushden & D,Darlington,2,0,H,0,0,D,A Hall,11,8,6,3,16,19,7,6,3,3,0,0,1.533,3.5,5.5,1.6,3.5,5.5,1.55,3.4,4.3,1.53,3.5,5.5,1.53,3.5,5.5,1.533,3.5,5.5,1.57,3.5,5
E3,09/11/02,Scunthorpe,Boston,2,0,H,1,0,H,P Danson,11,7,5,4,16,22,7,5,0,3,0,1,1.727,3.5,4,1.73,3.35,4.25,1.65,3.2,3.9,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5
E3,09/11/02,Shrewsbury,Cambridge,3,1,H,0,0,D,M Pike,13,6,7,3,8,7,5,5,2,0,0,0,2.375,3.2,2.625,2.35,3.25,2.65,2.3,3,2.4,2.38,3.2,2.6,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,09/11/02,Swansea,Macclesfield,1,0,H,0,0,D,L Cable,7,10,3,4,12,11,4,8,1,1,0,0,2.375,3.2,2.625,2.35,3.2,2.65,2.2,3,2.6,2.38,3.2,2.6,2.38,3.2,2.62,2.375,3.2,2.625,2.25,3.2,2.75
E3,09/11/02,Wrexham,Bournemouth,3,2,H,1,1,D,E Ilderton,11,6,8,3,10,12,7,3,2,2,0,0,2.3,3.2,2.7,2.3,3.25,2.7,2.2,3,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.25,3.2,2.75
E3,09/11/02,York,Leyton Orient,3,2,H,1,1,D,M Cooper,11,7,6,4,10,17,11,2,1,5,0,1,1.833,3.25,3.75,1.91,3.25,3.65,1.9,3.1,3,2,3.4,3,1.91,3.25,3.5,1.833,3.4,3.6,1.9,3.2,3.5
E3,19/11/02,Torquay,Kidderminster,2,2,D,2,0,H,G Hegley,13,17,6,15,7,11,6,8,0,0,0,0,2.2,3.25,2.8,2.41,3.35,2.8,2.2,3,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.2,3.25,2.875,1.75,3.4,3.7
E3,23/11/02,Bristol Rvs,Wrexham,0,3,A,0,2,A,C Penton,6,27,2,16,21,17,7,12,2,0,0,0,2.625,3.2,2.375,2.63,3.3,2.38,2.4,3,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37
E3,23/11/02,Carlisle,Bury,1,2,A,0,0,D,C Webster,10,14,6,9,13,18,7,2,0,1,0,0,2.3,3.2,2.7,2.35,3.3,2.65,2.3,3,2.4,2.25,3.2,2.75,2.38,3.2,2.62,2.375,3.2,2.625,2.3,3.2,2.62
E3,23/11/02,Exeter,Cambridge,1,2,A,1,1,D,B Curson,11,5,2,2,17,12,10,2,2,2,3,2,2.5,3.2,2.5,2.63,3.3,2.38,2.35,3,2.35,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
E3,23/11/02,Hull,Boston,1,0,H,0,0,D,R Pearson,10,7,6,1,8,14,7,1,3,4,0,1,1.615,3.4,5,1.61,3.5,5.1,1.55,3.3,4.5,1.57,3.5,5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.3,5.5
E3,23/11/02,Leyton Orient,Hartlepool,1,2,A,0,1,A,C Wilkes,12,13,4,7,7,13,3,6,0,1,0,0,2.875,3.2,2.2,2.8,3.3,2.25,2.6,3,2.2,3,3.2,2.1,2.8,3.25,2.2,2.8,3.25,2.2,2.75,3.2,2.25
E3,23/11/02,Lincoln,Rushden & D,1,2,A,0,1,A,M Cooper,9,5,3,3,16,14,11,4,3,3,0,0,2.5,3.2,2.5,2.52,3.3,2.47,2.35,3,2.35,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.2,2.62
E3,23/11/02,Macclesfield,Torquay,3,3,D,1,3,A,M Pike,15,6,7,5,11,5,9,4,1,0,0,0,2.3,3.2,2.7,2.4,3.3,2.6,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,23/11/02,Rochdale,York,0,1,A,0,0,D,M Cowburn,12,10,7,6,11,7,10,9,2,1,0,0,2.2,3.2,2.875,2.25,3.3,2.8,2.1,3,2.8,2.1,3.2,3,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.1,2.87
E3,23/11/02,Scunthorpe,Swansea,2,0,H,2,0,H,S Baines,12,11,7,7,10,15,8,3,1,0,0,0,1.571,3.4,5.5,1.6,3.5,5.75,1.55,3.3,4.5,1.57,3.5,5,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5
E3,23/11/02,Shrewsbury,Darlington,2,2,D,2,0,H,M Fletcher,6,9,3,4,15,11,1,3,2,1,0,0,1.833,3.25,3.75,1.85,3.35,3.8,1.85,3,3.3,1.83,3.4,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5
E3,23/11/02,Southend,Bournemouth,0,1,A,0,0,D,Paul Armstrong,11,7,6,0,15,16,4,2,2,2,0,0,2.4,3.2,2.6,2.4,3.3,2.6,2.35,3,2.35,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62
E3,30/11/02,Boston,Leyton Orient,0,1,A,0,1,A,M Warren,12,3,6,3,8,21,8,3,3,2,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3
E3,30/11/02,Bournemouth,Scunthorpe,2,1,H,0,1,A,M Jones,12,8,6,3,13,14,8,5,1,2,0,0,1.8,3.4,3.75,1.8,3.4,4,1.85,3.1,3.2,1.83,3.4,3.5,1.8,3.25,4,1.8,3.25,4,1.9,3.25,3.4
E3,30/11/02,Bury,Exeter,1,0,H,0,0,D,M Clattenburg,7,2,5,2,7,15,14,1,1,3,0,0,1.615,3.6,4.5,1.6,3.6,5,1.65,3.2,3.9,1.73,3.4,4,1.57,3.5,5,1.6,3.5,5,1.66,3.4,4.33
E3,30/11/02,Cambridge,Macclesfield,3,1,H,1,1,D,P Taylor,10,4,7,4,16,17,4,3,4,3,0,1,1.667,3.5,4.333,1.67,3.5,4.6,1.6,3.3,4,1.73,3.5,3.75,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.3,5
E3,30/11/02,Darlington,Southend,2,1,H,1,0,H,M Cowburn,20,7,15,4,16,15,12,4,2,3,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3
E3,30/11/02,Hartlepool,Kidderminster,2,1,H,2,0,H,P Prosser,14,12,10,5,9,18,10,3,1,3,0,0,1.667,3.5,4.333,1.67,3.5,4.6,1.7,3.2,3.7,1.73,3.4,4,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.4,4
E3,30/11/02,Oxford,Lincoln,1,0,H,0,0,D,P Rejer,18,4,11,1,7,18,8,7,3,5,0,0,1.909,3.25,3.5,1.95,3.3,3.5,1.9,3.1,3,2,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,2,3.2,3.2
E3,30/11/02,Rushden & D,Bristol Rvs,2,1,H,1,1,D,A Butler,16,5,8,4,11,18,10,3,1,1,0,0,1.4,3.75,7.5,1.4,4,7.2,1.4,3.6,5.5,1.4,3.75,7,1.36,4,7.5,1.364,4,7.5,1.44,3.6,6.5
E3,30/11/02,Swansea,Shrewsbury,2,0,H,1,0,H,B Curson,9,2,5,0,10,12,4,1,2,3,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.35,3,2.35,2.4,3.25,2.5,2.38,3.2,2.62,2.4,3.2,2.6,2.6,3.1,2.4
E3,30/11/02,Torquay,Rochdale,2,2,D,0,0,D,P Walton,13,12,4,8,13,15,6,4,1,1,0,1,1.727,3.5,4,1.67,3.5,4.6,1.65,3.2,3.9,1.67,3.4,4.33,1.73,3.4,4.2,1.727,3.4,4.2,1.66,3.3,4.5
E3,30/11/02,Wrexham,Hull,0,0,D,0,0,D,G Cain,17,4,6,2,4,10,14,0,1,1,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.2,3,2.6,2.38,3.2,2.6,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E3,30/11/02,York,Carlisle,2,1,H,1,0,H,C Foy,10,16,3,9,11,13,5,4,2,3,0,0,1.667,3.5,4.333,1.7,3.4,4.5,1.75,3.2,3.5,1.73,3.4,4,1.67,3.4,4.5,1.667,3.4,4.5,1.8,3.3,3.75
E3,14/12/02,Bristol Rvs,Oxford,0,2,A,0,1,A,C Wilkes,13,14,7,7,6,17,1,2,0,0,0,0,2.5,3.2,2.5,2.6,3.25,2.4,2.5,3.1,2.2,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37
E3,14/12/02,Carlisle,Wrexham,1,2,A,1,1,D,M Clattenburg,,13,,13,16,18,10,8,2,4,1,0,2.7,3.2,2.3,2.75,3.25,2.3,2.7,3.1,2.1,2.6,3.2,2.38,2.75,3.25,2.25,2.7,3.2,2.3,2.8,3.2,2.2
E3,14/12/02,Exeter,Swansea,1,0,H,0,0,D,G Hegley,5,6,1,3,14,15,5,2,3,4,0,0,2.1,3.25,3,2,3.25,3.3,2,3.1,2.8,2,3.4,3,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2
E3,14/12/02,Hull,Darlington,0,1,A,0,1,A,M Warren,22,4,16,2,14,16,6,0,3,2,0,1,1.727,3.5,4,1.65,3.4,4.75,1.7,3.2,3.7,1.73,3.2,4.33,1.62,3.4,5,1.615,3.4,5,1.66,3.1,5
E3,14/12/02,Kidderminster,York,1,2,A,1,1,D,P Taylor,10,5,5,3,13,15,6,8,4,5,1,0,2,3.25,3.25,2,3.25,3.3,2,3.1,2.8,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,2,3.2,3.2
E3,14/12/02,Leyton Orient,Torquay,2,0,H,2,0,H,A Butler,11,6,5,2,10,14,5,5,2,1,0,0,2.375,3.2,2.625,2.4,3.2,2.65,2.2,3.1,2.5,2.4,3.25,2.5,2.38,3.2,2.62,2.375,3.2,2.625,2.37,3.1,2.62
E3,14/12/02,Lincoln,Cambridge,2,2,D,1,1,D,E Evans,12,12,10,4,14,10,12,7,2,1,1,2,2.4,3.2,2.6,2.45,3.25,2.55,2.3,3,2.4,2.38,3.2,2.6,2.38,3.25,2.6,2.375,3.25,2.6,2.4,3.25,2.5
E3,14/12/02,Macclesfield,Rushden & D,0,1,A,0,0,D,E Ilderton,3,14,2,8,13,14,7,6,1,2,0,0,2.75,3.25,2.25,2.9,3.25,2.2,2.7,3.1,2.1,2.75,3.25,2.2,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2
E3,14/12/02,Rochdale,Hartlepool,4,0,H,2,0,H,M Pike,13,10,10,4,11,5,5,10,1,0,0,0,2.8,3.25,2.2,2.95,3.3,2.15,2.8,3.1,2,2.75,3.25,2.2,3,3.25,2.1,3,3.25,2.1,3.4,3.25,1.9
E3,14/12/02,Scunthorpe,Bury,0,1,A,0,0,D,P Joslin,9,8,6,5,11,19,6,5,1,1,0,0,2.2,3.25,2.8,2.1,3.25,3.1,2,3.1,2.8,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2
E3,14/12/02,Shrewsbury,Bournemouth,0,0,D,0,0,D,S Baines,9,6,4,2,9,10,11,4,0,1,0,0,2.7,3.2,2.3,2.65,3.25,2.35,2.35,3,2.35,2.6,3.2,2.38,2.62,3.2,2.38,2.625,3.2,2.375,2.5,3.25,2.4
E3,14/12/02,Southend,Boston,4,2,H,3,0,H,K Hill,11,12,9,8,8,16,5,8,2,3,0,0,1.727,3.5,4,1.73,3.4,4.2,1.75,3.3,3.4,1.8,3.25,3.75,1.73,3.4,4,1.75,3.4,4,1.72,3.4,4
E3,20/12/02,York,Lincoln,1,1,D,0,1,A,P Danson,14,8,8,2,10,20,8,1,0,0,0,0,1.667,3.5,4.333,1.7,3.56,4.5,1.65,3.2,3.9,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5
E3,21/12/02,Boston,Shrewsbury,6,0,H,4,0,H,P Rejer,17,4,15,3,14,18,10,5,0,2,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.35,3,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.6,3.2,2.4,2.37,3.1,2.62
E3,21/12/02,Bournemouth,Hull,0,0,D,0,0,D,E Wolstenholme,10,11,7,1,7,10,5,3,1,2,0,0,1.833,3.25,3.75,1.8,3.3,3.9,1.8,3.1,3.4,1.91,3.25,3.4,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75
E3,21/12/02,Bury,Rochdale,1,1,D,0,0,D,R Pearson,20,8,10,6,7,12,11,3,1,4,0,0,1.727,3.5,4,1.75,3.4,4,1.75,3.2,3.5,1.8,3.25,3.75,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.25,4.2
E3,21/12/02,Cambridge,Bristol Rvs,3,1,H,1,1,D,J P Robinson,12,6,6,4,12,14,6,4,1,2,0,1,1.571,3.6,5,1.55,3.6,5.25,1.55,3.3,4.5,1.5,3.4,6,1.53,3.5,5.5,1.533,3.5,5.5,1.53,3.4,5.5
E3,21/12/02,Darlington,Macclesfield,0,0,D,0,0,D,R Olivier,11,10,5,2,14,13,4,4,2,2,1,1,1.8,3.4,3.75,1.8,3.3,3.9,1.8,3.1,3.4,1.73,3.4,4,1.73,3.25,4.33,1.727,3.25,4.333,1.8,3.3,3.75
E3,21/12/02,Hartlepool,Scunthorpe,2,2,D,1,1,D,A Kaye,15,7,6,6,13,11,18,4,0,3,0,0,1.667,3.4,4.5,1.6,3.6,4.7,1.65,3.2,3.9,1.67,3.4,4.33,1.62,3.4,5,1.615,3.5,4.75,1.66,3.3,4.5
E3,21/12/02,Oxford,Exeter,2,2,D,0,0,D,A Leake,19,12,11,5,7,12,6,5,0,2,0,0,1.615,3.6,4.5,1.6,3.6,4.7,1.6,3.3,4,1.67,3.4,4.33,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5
E3,21/12/02,Rushden & D,Carlisle,1,1,D,1,1,D,G Cain,14,7,8,3,5,8,7,7,0,0,0,0,1.444,3.75,6.5,1.45,3.7,6.5,1.4,3.5,5.6,1.36,4,7,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5
E3,21/12/02,Swansea,Leyton Orient,0,1,A,0,0,D,P Armstrong,14,1,4,0,16,10,8,1,3,4,0,1,2.25,3.25,2.75,2.2,3.25,2.85,2.1,3,2.8,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2,3.2,3.2
E3,21/12/02,Torquay,Southend,3,1,H,1,0,H,B Curson,7,10,6,5,13,10,5,6,1,6,0,0,1.833,3.5,3.5,1.85,3.4,3.55,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75
E3,21/12/02,Wrexham,Kidderminster,0,2,A,0,1,A,S Mathieson,8,11,8,10,7,11,6,6,1,2,1,0,1.727,3.5,4,1.8,3.3,3.9,1.8,3.1,3.4,1.83,3.25,3.75,1.73,3.4,4,1.75,3.4,4,1.83,3.3,3.6
E3,26/12/02,Boston,York,3,0,H,1,0,H,M Thorpe,15,9,10,6,14,6,12,6,2,1,0,0,2.5,3.2,2.5,2.6,3.25,2.45,2.35,3,2.35,2.75,3.25,2.2,2.5,3.1,2.5,2.75,3.25,2.25,2.5,3.1,2.5
E3,26/12/02,Cambridge,Southend,1,1,D,0,1,A,P Crossley,9,7,5,4,13,13,12,5,1,2,0,0,1.615,3.6,4.5,1.65,3.5,4.7,1.6,3.3,4,1.67,3.4,4.33,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5
E3,26/12/02,Carlisle,Darlington,2,2,D,2,1,H,D Pugh,14,11,4,4,11,12,9,7,2,3,0,0,2.375,3.2,2.625,2.37,3.33,2.62,2.3,3,2.4,2.6,3.2,2.38,2.38,3.25,2.6,2.375,3.25,2.6,2.4,3.25,2.5
E3,26/12/02,Hull,Hartlepool,2,0,H,1,0,H,H Webb,10,11,6,3,8,7,5,6,1,1,0,0,2.3,3.2,2.7,2.3,3.3,2.75,2.3,3,2.4,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62
E3,26/12/02,Kidderminster,Leyton Orient,3,2,H,1,1,D,P Walton,9,8,6,3,10,12,9,3,1,1,0,1,1.833,3.5,3.5,1.8,3.4,4,1.75,3.2,3.5,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.72,3.4,4
E3,26/12/02,Macclesfield,Lincoln,0,1,A,0,0,D,M Cowburn,11,8,6,3,14,14,4,6,1,3,0,0,2.25,3.4,2.625,2.25,3.25,2.85,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8
E3,26/12/02,Oxford,Bournemouth,3,0,H,1,0,H,M Warren,11,6,8,4,9,17,4,3,2,4,0,1,2.3,3.2,2.7,2.25,3.25,2.85,2.2,3,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8
E3,26/12/02,Rochdale,Wrexham,2,2,D,2,1,H,S Baines,11,17,6,10,15,10,5,6,2,0,0,0,2.375,3.2,2.625,2.37,3.33,2.62,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.2,2.62
E3,26/12/02,Scunthorpe,Rushden & D,0,0,D,0,0,D,C Boyeson,9,14,4,9,22,14,4,8,0,4,0,0,2.5,3.2,2.5,2.55,3.3,2.45,2.35,3,2.35,2.4,3.25,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5
E3,26/12/02,Shrewsbury,Bury,4,1,H,1,0,H,M Cooper,12,8,6,4,12,13,5,7,1,4,0,1,2.75,3.25,2.25,2.7,3.33,2.3,2.4,3,2.3,2.38,3.2,2.6,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37
E3,26/12/02,Swansea,Bristol Rvs,0,1,A,0,1,A,G Cain,10,6,5,4,5,1,9,4,0,1,0,0,1.909,3.25,3.5,1.9,3.3,3.65,1.85,3.1,3.2,1.83,3.4,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4
E3,28/12/02,Bournemouth,Rochdale,3,3,D,2,2,D,P Rejer,19,3,3,2,10,12,9,4,1,3,0,0,1.727,3.5,4,1.75,3.3,4.25,1.75,3.2,3.5,1.73,3.4,4,1.73,3.25,4.33,1.727,3.25,4.333,1.8,3.4,3.6
E3,28/12/02,Bristol Rvs,Boston,1,1,D,0,1,A,A Penn,9,18,5,8,21,12,8,7,2,2,0,0,2.2,3.25,2.8,,,,2.1,3,2.8,2.25,3.4,2.62,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.3,2.7
E3,28/12/02,Darlington,Torquay,1,1,D,1,0,H,L Mason,12,11,4,5,24,17,4,9,2,3,0,0,2.1,3.25,3,2.2,3.3,2.85,2.1,3,2.8,2.1,3.2,3,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.25,2.75
E3,28/12/02,Exeter,Macclesfield,1,1,D,0,1,A,P Danson,10,7,6,2,16,10,3,4,1,2,0,0,2,3.25,3.25,2,3.33,3.2,2,3,2.9,1.91,3.4,3.25,2.1,3.25,3,2.1,3.25,3,2.1,3.3,2.87
E3,28/12/02,Hartlepool,Cambridge,3,0,H,1,0,H,F Stretton,12,10,6,6,13,14,8,6,2,3,0,0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.4,3.25
E3,28/12/02,Leyton Orient,Carlisle,2,1,H,2,1,H,K Hill,5,11,5,10,10,10,7,10,2,3,0,0,1.8,3.4,3.75,1.85,3.3,3.75,1.75,3.2,3.5,1.73,3.4,4,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.4,3.6
E3,28/12/02,Lincoln,Swansea,1,0,H,0,0,D,P Dowd,7,5,1,4,13,14,8,3,1,3,0,1,1.727,3.5,4,1.7,3.4,4.3,1.65,3.2,3.9,1.67,3.4,4.33,1.67,3.4,4.33,1.7,3.4,4.333,1.66,3.4,4.33
E3,28/12/02,Rushden & D,Oxford,0,2,A,0,2,A,I Williamson,21,4,14,2,8,15,20,2,1,2,0,0,1.667,3.5,4.333,1.75,3.3,4.25,1.75,3.2,3.5,1.67,3.6,4,1.67,3.4,4.33,1.7,3.4,4.333,1.8,3.4,3.6
E3,28/12/02,York,Hull,1,1,D,1,0,H,L Cable,9,16,4,6,14,16,7,6,2,4,1,0,2.25,3.25,2.75,2.15,3.3,2.9,2.2,3,2.6,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E3,29/12/02,Bury,Kidderminster,1,1,D,0,0,D,G Laws,10,7,7,2,13,14,6,5,1,0,0,0,1.909,3.25,3.5,1.9,3.25,3.6,1.9,3.1,3,2,3.4,3,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.3,3.3
E3,29/12/02,Southend,Scunthorpe,1,2,A,1,0,H,S Tomlin,14,8,8,8,10,14,7,7,2,3,0,0,2.3,3.2,2.7,2.25,3.4,2.7,2.2,3,2.6,2.4,3.25,2.5,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75
E3,01/01/03,Bury,Hull,1,0,H,0,0,D,P Prosser,13,3,6,2,8,13,5,2,1,0,0,0,2.1,3.25,3,2.18,3.25,2.95,2.1,3,2.8,2.5,3.2,2.5,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3
E3,01/01/03,Hartlepool,Carlisle,2,1,H,0,1,A,G Laws,28,8,18,5,6,18,13,6,0,1,0,0,1.5,3.5,6,1.52,3.55,6,1.5,3.4,4.7,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6
E3,01/01/03,Lincoln,Boston,1,1,D,1,0,H,A Kaye,7,10,5,5,7,10,3,8,0,0,0,0,1.909,3.25,3.5,1.95,3.25,3.45,1.9,3.1,3,2,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,2,3.2,3.2
E3,01/01/03,Rushden & D,Shrewsbury,5,1,H,3,0,H,R Olivier,11,11,8,9,16,6,7,8,3,2,1,0,1.571,3.6,5,1.55,3.55,5.56,1.55,3.3,4.5,1.62,3.25,5,1.53,3.5,5.5,1.533,3.5,5.5,1.57,3.3,5.5
E3,01/01/03,Wrexham,Macclesfield,1,3,A,1,1,D,E Evans,8,13,4,6,12,14,12,7,1,3,0,0,1.571,3.4,5.5,1.6,3.45,5.16,1.6,3.3,4,1.62,3.5,4.5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5
E3,01/01/03,York,Scunthorpe,1,3,A,1,2,A,M Cowburn,15,6,11,3,12,14,9,8,2,4,0,1,2,3.25,3.25,2,3.3,3.28,2,3,2.9,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2.1,3.2,3
E3,04/01/03,Boston,Hartlepool,0,1,A,0,0,D,J Ross,6,9,4,6,15,18,5,4,1,3,0,0,2.6,3.2,2.4,2.8,3.3,2.25,2.6,3,2.2,2.38,3.5,2.38,2.8,3.25,2.2,2.8,3.25,2.2,2.75,3.2,2.25
E3,04/01/03,Carlisle,Southend,1,0,H,1,0,H,M Jones,14,4,10,2,12,15,10,2,2,1,0,0,2.375,3.2,2.625,2.35,3.4,2.6,2.3,3,2.4,2.25,3.4,2.62,2.38,3.2,2.62,2.375,3.2,2.625,2.3,3.2,2.62
E3,04/01/03,Hull,Bristol Rvs,1,0,H,1,0,H,A Leake,21,14,8,8,12,10,5,5,1,1,0,0,1.533,3.5,5.5,1.55,3.5,5.75,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.57,3.3,5.5
